theta_e_meas,theta_e_ctrl,delta_theta_deg,u_mag_pu
5.617203,5.861302,13.985825,0.162735
1.758615,2.001894,13.938844,0.180331
4.195293,4.438538,13.936863,0.188271
0.358013,0.601679,13.961007,0.188067
2.794250,3.037855,13.957574,0.192063
5.265933,5.510992,14.040841,0.189539
1.451175,1.696977,14.083461,0.185466
3.905704,4.151465,14.081120,0.164453
0.086919,0.333037,14.101509,0.162099
2.544843,2.790973,14.102243,0.150292
5.003520,5.249671,14.103400,0.152010
1.163617,1.409120,14.066287,0.154378
3.621583,3.867252,14.075785,0.152693
6.077807,0.040308,14.076778,0.159185
2.266112,2.512500,14.116987,0.159900
4.720259,4.966381,14.101734,0.153775
0.868739,1.113689,14.034605,0.152130
3.297321,3.541372,13.983056,0.163378
5.733664,5.977403,13.965246,0.163778
1.880780,2.124070,13.939496,0.181787
4.317500,4.560767,13.938209,0.190864
0.475312,0.718763,13.948718,0.187170
2.915828,3.159457,13.958953,0.189245
5.395373,5.640790,14.061333,0.184703
1.571685,1.817357,14.075953,0.181734
4.028457,4.274223,14.081399,0.167929
0.208056,0.454128,14.098852,0.159914
2.668515,2.914686,14.104528,0.156669
5.125599,5.371675,14.099074,0.155201
1.286536,1.532074,14.068273,0.154746
3.733050,3.978258,14.049349,0.151002
6.192315,0.154645,14.067034,0.161952
2.378755,2.624966,14.106855,0.158947
4.828372,5.074167,14.083038,0.153266
0.980165,1.225009,14.028475,0.152532
3.414641,3.658884,13.994071,0.161179
5.840035,6.083450,13.946624,0.164136
1.990151,2.233349,13.934235,0.183598
4.430268,4.673653,13.944934,0.183456
0.589003,0.832589,13.956418,0.189689
3.026519,3.270118,13.957192,0.187195
5.508246,5.753761,14.066973,0.183240
1.677218,1.922683,14.064075,0.177461
4.141810,4.387781,14.093088,0.165182
0.313987,0.559910,14.090363,0.155681
2.766753,3.012509,14.080770,0.159075
5.219243,5.464840,14.071714,0.157920
1.398677,1.644670,14.094368,0.154292
3.842925,4.088372,14.063052,0.153229
0.022466,0.268259,14.082944,0.158017
2.489530,2.735806,14.110591,0.156716
4.938079,5.183851,14.081680,0.156050
1.085908,1.330539,14.016295,0.152974
3.524536,3.768806,13.995643,0.165601
5.946554,6.189833,13.938846,0.169741
2.100361,2.343626,13.938046,0.184766
4.542282,4.785796,13.952343,0.183129
0.701018,0.944684,13.961015,0.190290
3.140674,3.384422,13.965775,0.192066
5.628104,5.873989,14.088201,0.182854
1.794517,2.040147,14.073599,0.181063
4.257281,4.503275,14.094427,0.166246
0.434766,0.680920,14.103617,0.158452
2.888455,3.134384,14.090676,0.154711
5.346270,5.592149,14.087821,0.156492
1.517003,1.762809,14.083618,0.154063
3.964126,4.209527,14.060497,0.153121
0.141252,0.386858,14.072216,0.158437
2.611381,2.857653,14.110359,0.155352
5.058879,5.304538,14.075196,0.152767
1.214952,1.459829,14.030437,0.152089
3.648630,3.892824,13.991282,0.164837
6.078450,0.038799,13.953537,0.171464
2.231333,2.474715,13.944772,0.182255
4.674743,4.918411,13.961162,0.181300
0.831508,1.075200,13.962554,0.189776
3.276698,3.520711,13.980892,0.191391
5.758763,6.004557,14.082936,0.185017
1.927543,2.173202,14.075234,0.183433
4.390059,4.636065,14.095102,0.160968
0.565574,0.811654,14.099342,0.159951
3.023685,3.269745,14.098252,0.154453
5.485884,5.732033,14.103291,0.154142
1.643886,1.889242,14.057866,0.153291
4.098348,4.343719,14.058753,0.160007
0.271995,0.517503,14.066602,0.158122
2.741536,2.987646,14.101060,0.160728
5.187881,5.433348,14.064195,0.149462
1.346112,1.590938,14.027508,0.149925
3.771235,4.015026,13.968240,0.167011
6.210806,0.171272,13.960196,0.174725
2.362894,2.606340,13.948473,0.179550
4.797264,5.040586,13.941279,0.183945
0.949729,1.192986,13.937616,0.190673
3.398025,3.641902,13.973163,0.194161
5.871277,6.116584,14.055016,0.188466
2.045997,2.291575,14.070595,0.190129
4.508365,4.754334,14.093036,0.165701
0.685788,0.931911,14.101795,0.162761
3.139260,3.385153,14.088627,0.153369
5.599617,5.845589,14.093126,0.152686
1.757178,2.002398,14.050037,0.154140
4.218562,4.464138,14.070467,0.158633
0.389754,0.635291,14.068217,0.154785
2.853108,3.098975,14.087142,0.155047
5.307781,5.553448,14.075676,0.149615
1.463600,1.708467,14.029811,0.149739
3.887170,4.130888,13.963993,0.166676
0.039718,0.283183,13.949501,0.171869
2.470314,2.713466,13.931574,0.180353
4.911018,5.154400,13.944751,0.188702
1.064658,1.308016,13.943377,0.189190
3.515136,3.759193,13.983458,0.188640
5.980759,6.225846,14.042444,0.186931
2.158511,2.404079,14.070003,0.187119
4.620570,4.866521,14.091960,0.162712
0.789769,1.035503,14.079505,0.160000
3.243369,3.489005,14.073895,0.156538
5.703997,5.949881,14.088095,0.151172
1.860530,2.105671,14.045567,0.154742
4.320445,4.565915,14.064386,0.159497
0.497426,0.743167,14.079937,0.154215
2.958789,3.204720,14.090791,0.155982
5.405763,5.651117,14.057743,0.148919
1.553844,1.798176,13.999191,0.147800
3.980224,4.223744,13.952702,0.170228
0.135416,0.378875,13.949192,0.176202
2.563851,2.806924,13.927059,0.183891
4.995705,5.238677,13.921284,0.190247
1.151713,1.394905,13.933830,0.191828
3.601142,3.845057,13.975273,0.186007
6.069996,0.031972,14.046716,0.189644
2.243957,2.489420,14.064021,0.188057
4.701102,4.946801,14.077529,0.171798
0.870343,1.115946,14.072021,0.164162
3.329776,3.575593,14.084315,0.154296
5.786545,6.032352,14.083686,0.152904
1.945659,2.190877,14.049953,0.156230
4.406936,4.652534,14.071770,0.155061
0.578107,0.823693,14.071074,0.155349
3.038526,3.284328,14.083441,0.155136
5.491708,5.737314,14.072169,0.153454
1.639055,1.883543,14.008118,0.149575
4.068077,4.311828,13.965896,0.168193
0.221067,0.464611,13.954017,0.170897
2.650425,2.893604,13.933135,0.184380
5.082929,5.325985,13.926060,0.189144
1.241263,1.484597,13.941966,0.190364
3.689059,3.932995,13.976483,0.190142
6.160302,0.122384,14.052779,0.188485
2.335040,2.580610,14.070139,0.178698
4.794699,5.040577,14.087779,0.165799
0.959058,1.204523,14.064095,0.160754
