ud_pu,uq_pu,u_mag_pu,delta_theta_deg
-0.009296,0.104042,0.104456,0.000000
-0.004040,0.101618,0.101698,0.000000
-0.007745,0.101978,0.102272,0.000000
-0.007627,0.103014,0.103296,0.000000
-0.007104,0.102550,0.102796,0.000000
-0.005566,0.101896,0.102048,0.000000
-0.006007,0.097274,0.097459,0.000000
-0.005974,0.096386,0.096571,0.000000
-0.006779,0.098044,0.098278,0.000000
-0.006906,0.095412,0.095662,0.000000
-0.004910,0.096048,0.096173,0.000000
-0.006621,0.096993,0.097218,0.000000
-0.004591,0.096719,0.096828,0.000000
-0.002358,0.094761,0.094790,0.000000
-0.006184,0.102007,0.102194,0.000000
-0.005948,0.106883,0.107048,0.000000
-0.007479,0.106719,0.106980,0.000000
-0.007607,0.109276,0.109541,0.000000
-0.009352,0.106707,0.107116,0.000000
-0.009169,0.108058,0.108446,0.000000
-0.011167,0.106686,0.107269,0.000000
-0.010148,0.105634,0.106120,0.000000
-0.010795,0.103920,0.104479,0.000000
-0.008579,0.106189,0.106535,0.000000
-0.009991,0.102968,0.103451,0.000000
-0.008066,0.104180,0.104492,0.000000
-0.008344,0.099893,0.100241,0.000000
-0.008267,0.095692,0.096049,0.000000
-0.007485,0.095394,0.095688,0.000000
-0.007491,0.095101,0.095395,0.000000
-0.005955,0.089865,0.090062,0.000000
-0.006179,0.091591,0.091800,0.000000
-0.004306,0.085987,0.086095,0.000000
-0.005673,0.085882,0.086069,0.000000
-0.004874,0.090356,0.090487,0.000000
-0.007085,0.095922,0.096183,0.000000
-0.006793,0.098438,0.098672,0.000000
-0.006420,0.103329,0.103529,0.000000
-0.007753,0.102772,0.103064,0.000000
-0.007876,0.107362,0.107650,0.000000
-0.007165,0.104960,0.105204,0.000000
-0.007304,0.104878,0.105132,0.000000
-0.008525,0.104764,0.105111,0.000000
-0.004446,0.106660,0.106753,0.000000
-0.007689,0.104680,0.104962,0.000000
-0.007983,0.107155,0.107452,0.000000
-0.011331,0.102967,0.103589,0.000000
-0.007008,0.106216,0.106447,0.000000
-0.007910,0.100867,0.101176,0.000000
-0.012647,0.104022,0.104788,0.000000
-0.008331,0.098116,0.098469,0.000000
-0.007061,0.097099,0.097355,0.000000
-0.005689,0.095910,0.096079,0.000000
-0.006081,0.097196,0.097387,0.000000
-0.004731,0.092839,0.092960,0.000000
-0.005336,0.094490,0.094641,0.000000
-0.007147,0.098367,0.098626,0.000000
-0.007438,0.107187,0.107445,0.000000
-0.007088,0.107654,0.107887,0.000000
-0.007659,0.109270,0.109538,0.000000
-0.009424,0.106449,0.106866,0.000000
-0.007601,0.107601,0.107870,0.000000
-0.009078,0.108068,0.108449,0.000000
-0.009746,0.103737,0.104194,0.000000
-0.008226,0.103361,0.103688,0.000000
-0.008678,0.102805,0.103171,0.000000
-0.009466,0.100739,0.101183,0.000000
-0.009712,0.102368,0.102827,0.000000
-0.010193,0.099470,0.099991,0.000000
-0.009092,0.098939,0.099356,0.000000
-0.007542,0.095245,0.095543,0.000000
-0.007070,0.092730,0.092999,0.000000
-0.005617,0.090797,0.090971,0.000000
-0.008372,0.091638,0.092019,0.000000
-0.007054,0.088688,0.088968,0.000000
-0.006504,0.089762,0.089998,0.000000
-0.003503,0.095162,0.095227,0.000000
-0.004907,0.098523,0.098645,0.000000
-0.005733,0.102061,0.102222,0.000000
-0.004133,0.104692,0.104773,0.000000
-0.007925,0.101818,0.102126,0.000000
-0.006527,0.109676,0.109870,0.000000
-0.007446,0.106870,0.107129,0.000000
-0.007252,0.107164,0.107409,0.000000
-0.008589,0.104122,0.104476,0.000000
