ud_pu,uq_pu,u_mag_pu,delta_theta_deg
-0.061722,0.148847,0.161136,0.000000
-0.056426,0.146811,0.157281,0.000000
-0.055735,0.143602,0.154038,0.000000
-0.057161,0.150361,0.160859,0.000000
-0.058028,0.146870,0.157918,0.000000
-0.053624,0.144009,0.153669,0.000000
-0.055815,0.145956,0.156264,0.000000
-0.049625,0.148817,0.156873,0.000000
-0.051634,0.147520,0.156296,0.000000
-0.055997,0.146169,0.156528,0.000000
-0.055371,0.145631,0.155802,0.000000
-0.055940,0.159862,0.169367,0.000000
-0.062865,0.166647,0.178110,0.000000
-0.062835,0.179727,0.190395,0.000000
-0.067212,0.176406,0.188776,0.000000
-0.077603,0.174313,0.190807,0.000000
-0.074981,0.177053,0.192276,0.000000
-0.062842,0.153102,0.165498,0.000000
-0.062242,0.153034,0.165208,0.000000
-0.056702,0.146175,0.156787,0.000000
-0.057633,0.144536,0.155603,0.000000
-0.058672,0.145457,0.156844,0.000000
-0.055717,0.146772,0.156992,0.000000
-0.054508,0.145024,0.154929,0.000000
-0.056951,0.147125,0.157764,0.000000
-0.052210,0.148581,0.157487,0.000000
-0.051933,0.152954,0.161531,0.000000
-0.055839,0.144922,0.155308,0.000000
-0.054911,0.144010,0.154124,0.000000
-0.057016,0.159936,0.169795,0.000000
-0.060224,0.167408,0.177911,0.000000
-0.061716,0.177291,0.187725,0.000000
-0.069032,0.177345,0.190307,0.000000
-0.076874,0.178042,0.193929,0.000000
-0.072553,0.179256,0.193382,0.000000
-0.062756,0.154494,0.166754,0.000000
-0.059522,0.152316,0.163533,0.000000
-0.056361,0.144544,0.155144,0.000000
-0.055370,0.137948,0.148646,0.000000
-0.058855,0.142191,0.153891,0.000000
-0.055450,0.144409,0.154688,0.000000
-0.056228,0.147609,0.157956,0.000000
-0.055917,0.153962,0.163802,0.000000
-0.057371,0.155380,0.165634,0.000000
-0.060971,0.148779,0.160787,0.000000
-0.055198,0.148014,0.157971,0.000000
-0.053977,0.147297,0.156876,0.000000
-0.057810,0.162591,0.172563,0.000000
-0.059011,0.169316,0.179305,0.000000
-0.064648,0.169792,0.181683,0.000000
-0.072401,0.172053,0.186666,0.000000
-0.074973,0.171529,0.187198,0.000000
-0.067757,0.174031,0.186756,0.000000
-0.063635,0.152209,0.164976,0.000000
-0.056236,0.150560,0.160720,0.000000
-0.057115,0.144088,0.154995,0.000000
-0.060776,0.141888,0.154357,0.000000
