ud_pu,uq_pu,u_mag_pu,delta_theta_deg
-0.005043,0.118971,0.119078,9.074944
-0.004131,0.120735,0.120806,9.047363
-0.006880,0.120610,0.120806,9.021587
-0.004071,0.127471,0.127536,9.037774
-0.003421,0.135291,0.135334,9.025678
-0.005612,0.133681,0.133799,9.021729
-0.007263,0.134152,0.134349,9.052978
-0.004543,0.127944,0.128024,9.074217
-0.009442,0.118954,0.119328,9.023469
-0.002311,0.126192,0.126213,9.010137
-0.000208,0.133641,0.133641,8.975706
-0.004273,0.144272,0.144335,8.961101
-0.010155,0.149056,0.149401,8.958985
-0.015328,0.151556,0.152329,8.950621
-0.017488,0.156298,0.157274,8.953620
-0.010885,0.157136,0.157512,8.987514
-0.010834,0.154296,0.154676,8.995934
-0.014301,0.150861,0.151537,8.986651
-0.016414,0.150550,0.151442,9.042267
-0.016915,0.137038,0.138078,9.090475
-0.015256,0.129697,0.130591,9.081355
-0.009144,0.121033,0.121378,9.108001
-0.003634,0.121032,0.121087,9.092927
-0.008336,0.117167,0.117463,9.074797
-0.006362,0.114510,0.114687,9.066533
-0.002957,0.119348,0.119385,9.079754
-0.006493,0.117616,0.117795,9.055426
-0.005676,0.118279,0.118415,9.043475
-0.000899,0.121877,0.121881,9.041753
-0.005431,0.125036,0.125154,9.036266
-0.004519,0.124158,0.124240,9.037387
-0.005690,0.124140,0.124270,9.048164
-0.007439,0.128405,0.128620,9.034387
-0.003201,0.129077,0.129117,9.028568
-0.002202,0.133147,0.133165,9.002810
-0.003773,0.138852,0.138903,8.981411
-0.007765,0.141271,0.141484,8.954947
-0.010070,0.146242,0.146588,8.968122
-0.017784,0.147444,0.148513,8.943237
-0.013765,0.150462,0.151091,8.964269
-0.011996,0.155066,0.155529,8.981516
-0.012013,0.150441,0.150920,8.995999
-0.010991,0.143859,0.144278,8.979871
-0.016050,0.142708,0.143608,9.033129
-0.017272,0.139503,0.140568,9.049124
-0.013613,0.130001,0.130712,9.075317
-0.011608,0.130259,0.130775,9.098842
-0.006291,0.116936,0.117105,9.098181
-0.007476,0.109358,0.109613,9.070107
-0.003663,0.112378,0.112437,9.082678
-0.003496,0.114447,0.114500,9.059972
-0.001234,0.119977,0.119983,9.058183
-0.003033,0.118136,0.118175,9.025887
-0.002129,0.124907,0.124925,9.026302
-0.004897,0.126425,0.126520,9.009132
-0.003218,0.128439,0.128479,9.022201
-0.006750,0.130008,0.130183,9.022408
-0.003161,0.128258,0.128297,9.030810
-0.000077,0.126330,0.126330,9.031960
-0.000857,0.132457,0.132460,8.991862
-0.001978,0.131734,0.131749,8.961472
-0.009510,0.142115,0.142433,8.960900
-0.015675,0.148197,0.149024,8.944839
-0.015053,0.155321,0.156049,8.931972
-0.012693,0.159342,0.159847,8.952231
-0.012005,0.155456,0.155919,8.980120
-0.014675,0.151735,0.152443,8.983313
-0.018218,0.147234,0.148357,8.993217
-0.020115,0.145730,0.147111,9.008172
-0.016818,0.140063,0.141069,9.053016
-0.011216,0.135775,0.136238,9.081505
-0.006030,0.123360,0.123508,9.096687
-0.006541,0.113063,0.113252,9.091796
-0.007444,0.111981,0.112228,9.077129
-0.006767,0.112904,0.113106,9.060495
-0.005894,0.118314,0.118461,9.056397
-0.002611,0.121355,0.121383,9.064715
-0.001731,0.122448,0.122460,9.046036
-0.003631,0.119052,0.119108,9.014992
-0.003624,0.122554,0.122608,9.029367
-0.008589,0.126270,0.126562,9.018185
-0.007821,0.128795,0.129032,9.023622
-0.004178,0.128512,0.128580,9.042029
-0.001563,0.128939,0.128948,9.023575
-0.003798,0.126022,0.126079,9.001052
-0.003707,0.131809,0.131861,8.979470
-0.008469,0.138000,0.138260,8.962461
-0.010199,0.143413,0.143775,8.951631
-0.009226,0.148356,0.148643,8.948130
-0.010053,0.158068,0.158388,8.947511
-0.013630,0.154470,0.155070,8.949559
-0.015066,0.152644,0.153386,8.982576
-0.020210,0.149292,0.150654,8.972968
-0.018214,0.147003,0.148127,8.984467
-0.015786,0.143542,0.144407,9.048851
-0.010366,0.129172,0.129588,9.083852
-0.010153,0.120716,0.121142,9.082773
-0.005786,0.113036,0.113184,9.093118
-0.004656,0.111144,0.111241,9.074208
-0.007113,0.116331,0.116548,9.048201
-0.002595,0.117557,0.117586,9.059469
-0.000861,0.120429,0.120432,9.044571
-0.004138,0.119367,0.119439,9.027760
-0.003515,0.127891,0.127939,9.014189
-0.008182,0.131893,0.132147,9.025678
-0.014307,0.134670,0.135428,8.992793
-0.006051,0.136447,0.136581,9.023308
-0.005413,0.132760,0.132871,9.047787
-0.005206,0.131404,0.131507,9.018169
-0.006561,0.132681,0.132843,9.021504
-0.006609,0.134274,0.134436,9.001917
-0.009779,0.139139,0.139482,8.967346
-0.005013,0.143727,0.143815,8.973744
-0.006119,0.150207,0.150332,8.958319
-0.011619,0.151361,0.151806,8.956688
-0.016912,0.154160,0.155085,8.984265
-0.016223,0.151888,0.152752,9.005129
-0.020263,0.144034,0.145452,8.989212
-0.016386,0.143967,0.144896,9.017131
-0.013073,0.132304,0.132948,9.046541
-0.010596,0.133748,0.134167,9.077551
-0.009848,0.122829,0.123223,9.079098
-0.008450,0.121186,0.121481,9.100539
-0.007473,0.117486,0.117724,9.069645
-0.007416,0.114524,0.114763,9.061432
-0.001196,0.116317,0.116323,9.065215
-0.004693,0.117941,0.118034,9.057176
-0.004426,0.121057,0.121138,9.032454
-0.005770,0.123028,0.123163,9.043249
-0.007785,0.125386,0.125628,9.022214
-0.006782,0.127498,0.127678,9.015438
-0.003891,0.130121,0.130179,9.027207
-0.004261,0.133401,0.133469,9.053741
-0.002948,0.128471,0.128505,9.022470
-0.002645,0.129381,0.129408,9.023825
-0.007224,0.134699,0.134893,8.981389
-0.003559,0.131610,0.131658,8.966204
-0.003036,0.143371,0.143404,8.970156
-0.007802,0.149538,0.149741,8.953358
-0.008959,0.153892,0.154152,8.945715
-0.017623,0.159227,0.160199,8.980620
-0.021808,0.151640,0.153200,8.978879
-0.017485,0.149125,0.150146,8.991532
-0.010133,0.143073,0.143432,9.002144
-0.011291,0.148691,0.149119,9.037313
-0.011882,0.135936,0.136454,9.075378
-0.011825,0.129082,0.129622,9.097863
-0.009010,0.124678,0.125003,9.097323
-0.006299,0.113745,0.113920,9.083697
-0.003949,0.112779,0.112848,9.083523
-0.002284,0.115563,0.115585,9.076449
-0.004501,0.116560,0.116647,9.061015
-0.005778,0.117459,0.117601,9.053988
-0.008759,0.122604,0.122916,9.037143
-0.007069,0.126590,0.126788,9.026595
-0.004621,0.129328,0.129410,9.027949
-0.003010,0.133419,0.133453,9.027415
-0.007391,0.131257,0.131464,9.036964
-0.006891,0.131207,0.131388,9.041724
-0.006735,0.127626,0.127804,9.025411
-0.006255,0.126340,0.126494,8.999145
-0.004155,0.134870,0.134934,8.975288
-0.003118,0.143359,0.143393,8.969995
-0.009127,0.149960,0.150237,8.948769
-0.013033,0.152748,0.153303,8.960191
-0.017637,0.152344,0.153361,8.961442
-0.020262,0.151351,0.152701,8.981664
-0.013757,0.149078,0.149712,8.995993
-0.010813,0.150334,0.150722,9.002185
-0.014469,0.148482,0.149185,9.034618
-0.015132,0.142993,0.143792,9.087950
-0.012428,0.127194,0.127800,9.087672
-0.011238,0.118990,0.119520,9.087544
-0.004752,0.114084,0.114183,9.091590
-0.003482,0.115324,0.115377,9.068526
-0.003342,0.117186,0.117234,9.059632
-0.005340,0.118342,0.118462,9.062487
-0.004578,0.118994,0.119082,9.060178
-0.007729,0.119684,0.119933,9.028828
-0.005302,0.125948,0.126060,9.042902
-0.003980,0.132471,0.132531,9.022265
-0.005525,0.134358,0.134471,9.042346
-0.006271,0.133411,0.133558,9.045616
-0.003418,0.125856,0.125902,9.061684
-0.003538,0.122345,0.122396,9.017568
-0.001888,0.127366,0.127380,9.016042
-0.000141,0.132199,0.132200,8.983250
-0.004824,0.141381,0.141463,8.984494
-0.009053,0.143169,0.143455,8.957705
-0.013397,0.147986,0.148591,8.963630
-0.017004,0.148917,0.149885,8.946633
-0.014534,0.154937,0.155617,8.973911
-0.012546,0.157520,0.158019,8.973066
-0.015071,0.154957,0.155689,8.977239
-0.015780,0.152970,0.153782,9.017989
-0.017158,0.138164,0.139225,9.090693
-0.015274,0.131837,0.132719,9.076811
-0.011937,0.123441,0.124017,9.108203
-0.005068,0.117662,0.117771,9.098118
-0.006036,0.115928,0.116085,9.085050
-0.004183,0.111068,0.111146,9.061354
-0.004352,0.114495,0.114578,9.084717
-0.005520,0.113246,0.113380,9.059571
-0.005956,0.117668,0.117819,9.030472
-0.002489,0.119421,0.119447,9.036096
-0.003809,0.125352,0.125410,9.022148
-0.003280,0.123400,0.123443,9.029556
-0.004857,0.125540,0.125634,9.047119
-0.005813,0.125814,0.125948,9.047246
-0.001197,0.131186,0.131192,9.017679
-0.002674,0.129877,0.129904,8.995100
-0.002055,0.139086,0.139102,8.971085
-0.004354,0.137166,0.137235,8.943705
-0.009516,0.148133,0.148438,8.954207
-0.016507,0.150691,0.151592,8.934726
-0.016983,0.156852,0.157769,8.954044
-0.014750,0.156472,0.157166,8.978004
-0.012225,0.152080,0.152570,8.982866
-0.019384,0.148935,0.150191,8.974916
-0.018625,0.144982,0.146173,9.041115
-0.015095,0.144298,0.145086,9.068817
-0.014103,0.129686,0.130451,9.079508
-0.008338,0.121713,0.121998,9.098548
-0.004913,0.111009,0.111118,9.088759
-0.006989,0.109403,0.109626,9.052468
-0.005256,0.114018,0.114140,9.073730
-0.006937,0.114195,0.114405,9.060045
-0.003892,0.120617,0.120679,9.051339
-0.004846,0.118910,0.119009,9.030651
-0.001498,0.123447,0.123456,9.028928
-0.005450,0.123328,0.123448,9.009185
-0.004062,0.126945,0.127010,9.021502
-0.006457,0.129711,0.129871,9.016441
-0.005884,0.132818,0.132949,9.011583
-0.001224,0.129116,0.129122,9.028694
-0.000143,0.132701,0.132701,8.994846
-0.005998,0.133671,0.133806,8.968118
-0.007441,0.143291,0.143485,8.966028
-0.008771,0.150664,0.150919,8.955753
-0.015690,0.154571,0.155366,8.926341
-0.011101,0.156239,0.156633,8.952739
-0.011749,0.155886,0.156328,8.975274
-0.013965,0.153204,0.153839,8.972096
-0.016367,0.148072,0.148974,8.997166
-0.018287,0.147509,0.148639,9.019443
-0.014049,0.139621,0.140326,9.056219
-0.008739,0.132196,0.132485,9.090623
-0.005123,0.121556,0.121664,9.091221
-0.006406,0.113516,0.113696,9.085017
-0.005616,0.115369,0.115505,9.072168
-0.005292,0.117850,0.117969,9.077856
-0.005584,0.113840,0.113976,9.061289
-0.003105,0.114902,0.114944,9.072442
-0.001773,0.121732,0.121745,9.025209
-0.003691,0.122333,0.122389,9.012334
-0.007160,0.128477,0.128676,9.012682
-0.004165,0.134690,0.134754,9.010583
-0.008728,0.134623,0.134905,9.018191
-0.005376,0.134124,0.134231,9.033895
-0.001249,0.133744,0.133749,9.034681
-0.004284,0.128762,0.128833,9.008448
-0.005311,0.133300,0.133406,8.983899
-0.007321,0.137585,0.137780,8.975814
-0.013251,0.141610,0.142228,8.956101
-0.010161,0.144455,0.144812,8.959512
-0.008373,0.151648,0.151879,8.958427
-0.013257,0.153444,0.154016,8.967630
-0.015223,0.150904,0.151670,8.977859
-0.017959,0.149345,0.150420,8.987852
-0.020272,0.144834,0.146245,9.003513
-0.014594,0.143939,0.144677,9.058967
-0.009837,0.127819,0.128196,9.079687
-0.009208,0.120338,0.120690,9.084048
-0.005497,0.111640,0.111776,9.083033
-0.001404,0.115282,0.115290,9.069609
-0.005750,0.119284,0.119422,9.040199
-0.003216,0.119738,0.119781,9.043895
-0.001156,0.124089,0.124094,9.039906
-0.003999,0.125985,0.126049,9.044068
-0.004039,0.126991,0.127055,9.018741
-0.008183,0.129941,0.130199,9.045596
-0.009043,0.131442,0.131753,9.014402
-0.006319,0.129049,0.129204,9.024901
-0.003586,0.129192,0.129242,9.043283
-0.002127,0.128702,0.128720,9.031157
-0.003118,0.129608,0.129646,9.016337
-0.004703,0.131842,0.131926,9.009093
-0.009936,0.141027,0.141377,8.967328
-0.007369,0.143504,0.143693,8.969396
-0.008067,0.147474,0.147695,8.964614
-0.009349,0.151973,0.152260,8.963562
-0.014317,0.153383,0.154049,8.963979
-0.016538,0.154601,0.155483,8.994683
-0.021386,0.148915,0.150443,8.975143
-0.016431,0.142832,0.143774,9.000469
-0.012628,0.140154,0.140721,9.047514
-0.010018,0.137159,0.137524,9.081203
-0.010032,0.123912,0.124317,9.085584
-0.009232,0.119443,0.119799,9.114483
-0.008986,0.115371,0.115720,9.078965
-0.007971,0.114073,0.114351,9.062075
-0.002942,0.116688,0.116725,9.066108
-0.002900,0.120269,0.120304,9.061306
-0.004646,0.120541,0.120630,9.043546
-0.006237,0.122170,0.122329,9.045892
-0.007204,0.125110,0.125318,9.031104
-0.005788,0.130345,0.130473,9.029972
-0.004533,0.128707,0.128786,9.040518
-0.002747,0.131212,0.131241,9.049441
-0.003055,0.130387,0.130422,9.015424
-0.003936,0.129455,0.129515,9.021413
-0.007231,0.135489,0.135681,8.987045
-0.007036,0.138618,0.138797,8.956712
-0.006197,0.144808,0.144941,8.976943
-0.006756,0.150578,0.150730,8.957820
-0.012500,0.155783,0.156284,8.952583
-0.018397,0.158525,0.159589,8.979618
-0.017377,0.153787,0.154766,8.986882
-0.019673,0.148640,0.149936,8.989989
-0.013461,0.147644,0.148256,9.010973
-0.008792,0.150933,0.151189,9.046834
-0.013257,0.133175,0.133833,9.076711
-0.009602,0.124593,0.124963,9.089484
-0.006434,0.116150,0.116328,9.104750
-0.006692,0.111683,0.111883,9.076892
-0.005972,0.114768,0.114924,9.075658
-0.002532,0.121376,0.121402,9.074456
-0.006069,0.123461,0.123610,9.068416
-0.004402,0.117597,0.117679,9.047013
-0.006834,0.122665,0.122855,9.043052
-0.008947,0.126471,0.126787,9.017750
-0.008622,0.126676,0.126969,9.031674
-0.004148,0.135257,0.135321,9.032893
-0.005813,0.130906,0.131035,9.055453
-0.004085,0.127828,0.127893,9.036548
-0.004132,0.126843,0.126910,9.035032
-0.006212,0.124733,0.124887,8.994044
-0.003402,0.131310,0.131354,8.974128
-0.002444,0.146357,0.146377,8.971504
-0.009612,0.148888,0.149198,8.949572
-0.012066,0.149344,0.149830,8.953855
-0.016260,0.152017,0.152884,8.973097
-0.020587,0.151889,0.153278,8.980767
-0.016294,0.149070,0.149957,8.988607
-0.014241,0.151546,0.152213,8.995955
-0.014089,0.145226,0.145908,9.044359
-0.012393,0.141111,0.141654,9.083694
-0.011089,0.125301,0.125791,9.102304
-0.011527,0.115378,0.115953,9.093060
-0.006438,0.114297,0.114478,9.087692
-0.004187,0.114146,0.114223,9.069932
-0.003632,0.115379,0.115437,9.068172
-0.004549,0.115568,0.115657,9.059744
-0.001944,0.116323,0.116340,9.057817
-0.006618,0.116752,0.116939,9.030734
-0.004223,0.122013,0.122086,9.026178
-0.002668,0.129052,0.129079,9.013826
-0.004806,0.134225,0.134311,9.024253
-0.007689,0.134322,0.134542,9.027592
-0.006836,0.127639,0.127822,9.051186
-0.006815,0.125414,0.125599,9.015641
-0.005419,0.130087,0.130200,9.003754
-0.005077,0.132765,0.132862,8.968135
-0.004509,0.144445,0.144515,8.968483
-0.008182,0.145875,0.146105,8.945975
-0.013069,0.152014,0.152575,8.961521
-0.017959,0.151998,0.153056,8.950418
-0.016036,0.152056,0.152900,8.977542
-0.014397,0.151308,0.151991,8.981757
-0.013410,0.151820,0.152411,8.990834
-0.015507,0.153631,0.154411,9.018874
-0.019408,0.136926,0.138295,9.086632
-0.013659,0.130279,0.130993,9.077377
-0.011745,0.123726,0.124282,9.096192
-0.005077,0.117898,0.118008,9.093683
-0.003970,0.116191,0.116259,9.075123
-0.004579,0.111269,0.111363,9.054927
-0.004054,0.113048,0.113121,9.074012
-0.003530,0.116929,0.116982,9.042655
-0.006790,0.121278,0.121468,9.019612
-0.004810,0.124871,0.124964,9.032154
-0.003415,0.126572,0.126618,9.025169
-0.004643,0.126055,0.126141,9.023605
-0.006295,0.126142,0.126299,9.041563
-0.003902,0.125526,0.125586,9.045399
-0.000648,0.132653,0.132654,9.006235
-0.002747,0.131155,0.131183,8.995168
-0.001767,0.139083,0.139095,8.964796
-0.007099,0.142190,0.142367,8.947244
-0.010879,0.148389,0.148787,8.948516
-0.016289,0.151696,0.152568,8.940435
-0.018170,0.155370,0.156429,8.945819
-0.015920,0.154447,0.155265,8.984559
-0.011207,0.149936,0.150355,8.992577
-0.014738,0.145038,0.145785,8.989632
-0.015999,0.142420,0.143315,9.030614
-0.013855,0.141784,0.142459,9.071693
-0.014220,0.127633,0.128423,9.068312
-0.008859,0.118882,0.119212,9.094603
-0.003823,0.113704,0.113768,9.081870
-0.007027,0.110947,0.111169,9.053998
-0.004890,0.116026,0.116129,9.054774
-0.006281,0.121612,0.121774,9.063664
-0.006654,0.122179,0.122360,9.040307
-0.005384,0.120049,0.120169,9.028215
-0.001818,0.125766,0.125779,9.025769
-0.006141,0.126005,0.126154,9.019634
-0.006519,0.127209,0.127376,9.027219
-0.006912,0.129537,0.129721,9.043932
-0.006675,0.131459,0.131629,9.031310
-0.002655,0.120327,0.120356,9.023648
0.000300,0.130595,0.130596,8.986422
-0.004101,0.132603,0.132666,8.965139
-0.010995,0.148060,0.148468,8.947289
-0.009984,0.152252,0.152579,8.962182
-0.018042,0.152418,0.153482,8.931342
-0.013190,0.154442,0.155004,8.955946
-0.012051,0.151432,0.151911,8.969915
-0.012927,0.150669,0.151222,8.981517
-0.014846,0.147083,0.147830,8.980801
-0.018788,0.148368,0.149553,9.018715
-0.019191,0.140016,0.141325,9.052499
-0.012293,0.134457,0.135018,9.086661
-0.007344,0.122198,0.122418,9.089901
-0.005807,0.116955,0.117100,9.087385
-0.007055,0.115877,0.116091,9.053103
-0.005927,0.118644,0.118792,9.079058
-0.007751,0.118022,0.118277,9.061883
-0.004200,0.116050,0.116126,9.074664
-0.002314,0.119317,0.119339,9.031586
-0.004019,0.121620,0.121686,9.030910
-0.003960,0.121983,0.122047,9.011419
-0.005080,0.131289,0.131388,9.029103
-0.008736,0.130743,0.131034,9.029321
-0.004328,0.128976,0.129048,9.045654
-0.002901,0.124484,0.124518,9.031914
-0.003477,0.129021,0.129068,9.006026
-0.002608,0.135151,0.135176,8.976269
-0.008417,0.138749,0.139004,8.977745
-0.011909,0.144188,0.144679,8.953234
-0.011612,0.146706,0.147165,8.949270
-0.007958,0.154299,0.154504,8.956537
-0.011231,0.154609,0.155017,8.971517
-0.013569,0.150072,0.150684,8.974678
-0.017591,0.150707,0.151730,8.988237
-0.020949,0.149484,0.150945,8.998751
-0.018198,0.147073,0.148195,9.055029
-0.011860,0.130141,0.130681,9.078168
-0.008055,0.123473,0.123735,9.091567
-0.008263,0.119585,0.119870,9.092124
-0.006910,0.114974,0.115182,9.089039
-0.006884,0.115924,0.116129,9.069121
-0.005622,0.114563,0.114701,9.065233
-0.002869,0.114335,0.114371,9.074777
-0.002703,0.115530,0.115562,9.040236
-0.000874,0.122003,0.122006,9.011566
-0.006800,0.130926,0.131102,9.029085
-0.008254,0.133344,0.133599,9.015203
-0.008547,0.133042,0.133316,9.027621
-0.004690,0.129204,0.129289,9.049691
-0.001183,0.130420,0.130426,9.031855
-0.004562,0.134200,0.134277,9.001612
-0.006513,0.135814,0.135970,8.991148
-0.010595,0.143334,0.143725,8.969036
-0.011367,0.145662,0.146105,8.966878
-0.011320,0.151561,0.151983,8.966206
-0.009774,0.156743,0.157047,8.971211
-0.014590,0.151703,0.152403,8.969033
-0.016219,0.152864,0.153722,8.999635
-0.018962,0.147266,0.148482,8.998561
-0.018125,0.143239,0.144381,9.015010
-0.012397,0.137637,0.138195,9.057883
-0.007478,0.138367,0.138569,9.089151
-0.010236,0.126539,0.126952,9.089003
-0.009069,0.121701,0.122038,9.112407
-0.008217,0.114595,0.114889,9.088652
-0.008237,0.112598,0.112899,9.066394
-0.004883,0.117533,0.117634,9.078763
-0.001065,0.123600,0.123604,9.066191
-0.006590,0.121435,0.121613,9.053748
-0.005538,0.120308,0.120435,9.036901
-0.005453,0.121440,0.121562,9.049535
-0.006088,0.125551,0.125698,9.036157
-0.001843,0.126698,0.126711,9.040807
-0.004183,0.131908,0.131975,9.050168
-0.004179,0.123037,0.123108,9.021285
-0.004610,0.123254,0.123340,9.015993
-0.005796,0.130353,0.130481,8.995558
-0.009322,0.134086,0.134409,8.959269
