theta_e_meas,theta_e_ctrl,delta_theta_deg,u_mag_pu
1.640187,1.796952,8.981977,0.131595
3.377604,3.534145,8.969151,0.139921
5.108959,5.265084,8.945270,0.143280
0.564342,0.720484,8.946246,0.147738
2.304255,2.460514,8.953004,0.154237
4.048298,4.204790,8.966308,0.155182
5.796326,5.953097,8.982302,0.151728
1.259513,1.416442,8.991381,0.150736
3.006217,3.163269,8.998420,0.145983
4.775893,4.933916,9.054074,0.143533
0.254157,0.412480,9.071236,0.130284
2.013572,2.172028,9.078877,0.120762
3.774814,3.933369,9.084541,0.112485
5.530707,5.689166,9.079040,0.113401
0.991626,1.149537,9.047665,0.117846
2.752446,2.910601,9.061602,0.112804
4.503181,4.661128,9.049733,0.121605
6.251587,0.126122,9.036662,0.121235
1.709298,1.866560,9.010430,0.128747
3.467980,3.625632,9.032772,0.133946
5.202523,5.359540,8.996401,0.137611
0.685550,0.843323,9.039712,0.137713
2.443873,2.601882,9.053207,0.132818
4.191085,4.348816,9.037319,0.127861
5.933030,6.090311,9.011559,0.128407
1.393469,1.550580,9.001801,0.131575
3.123963,3.280458,8.966501,0.139264
4.869454,5.026087,8.974388,0.141242
0.324586,0.481081,8.966475,0.148455
2.063072,2.219499,8.962627,0.149249
3.803277,3.959700,8.962371,0.156028
5.557471,5.714460,8.994801,0.156069
1.014663,1.171493,8.985696,0.148957
2.766150,2.923295,9.003701,0.148239
4.528167,4.685959,9.040856,0.139154
0.016288,0.174834,9.084029,0.139933
1.774928,1.933472,9.083919,0.126666
3.546317,3.705349,9.111852,0.126085
5.291308,5.449636,9.071569,0.115995
0.765609,0.923929,9.071085,0.115769
2.530665,2.689270,9.087379,0.115885
4.285970,4.444369,9.075631,0.117113
6.032132,6.189999,9.045109,0.117795
1.501296,1.659115,9.042386,0.117829
3.248965,3.406586,9.031010,0.125374
4.999238,5.156776,9.026321,0.130469
0.470645,0.628338,9.035153,0.129704
2.229955,2.387958,9.052917,0.132431
3.972005,4.129466,9.021820,0.128688
5.723159,5.880617,9.021633,0.125538
1.175125,1.331991,8.987778,0.132571
2.906774,3.063088,8.956161,0.137477
4.650691,4.807149,8.964378,0.145093
0.101251,0.257438,8.948833,0.153109
1.839128,1.995287,8.947218,0.156855
3.593008,3.749826,8.985005,0.158670
5.337723,5.494623,8.989708,0.151425
0.797572,0.954421,8.986802,0.147551
2.551246,2.708534,9.011975,0.149390
4.315757,4.473747,9.052193,0.150470
6.081967,6.240417,9.078526,0.135370
1.562686,1.721369,9.091862,0.126103
3.328437,3.487353,9.105210,0.119431
5.079630,5.238073,9.078074,0.116353
0.556596,0.715087,9.080894,0.114926
2.314399,2.472872,9.079841,0.118827
4.070752,4.229107,9.073069,0.117699
5.820939,5.978941,9.052896,0.115794
1.288991,1.446900,9.047494,0.122994
3.031943,3.189404,9.021852,0.126604
4.787835,4.945501,9.033641,0.125695
0.255174,0.412798,9.031207,0.131932
2.016709,2.174714,9.053008,0.133227
3.764066,3.921705,9.032082,0.127851
5.515029,5.672626,9.029585,0.124898
0.967938,1.124915,8.994106,0.124504
2.705502,2.862125,8.973867,0.137298
4.447196,4.603777,8.971418,0.143999
6.177523,0.050446,8.944328,0.147445
1.635906,1.792146,8.951868,0.149503
3.384228,3.540881,8.975582,0.152752
5.126216,5.282868,8.975534,0.155013
0.593324,0.750293,8.993661,0.150874
2.339362,2.496414,8.998410,0.155898
