omega_ref,omega_pll,Iq_ref,Iq_meas
499.992371,503.506195,-0.061506,0.167214
499.992371,503.334229,-0.199674,-0.067422
499.992371,501.624359,-0.199674,-0.183373
499.992371,502.275665,0.007271,-0.006421
499.992371,501.184265,0.007271,-0.020776
499.992371,501.979767,-0.032653,-0.052696
499.992371,500.433899,-0.032653,-0.031721
499.992371,500.202942,0.171481,-0.046142
499.992371,499.576050,0.171481,0.167187
499.992371,499.721008,0.269978,0.183140
499.992371,499.801208,0.269978,0.264128
499.992371,500.701477,0.079433,0.255976
499.992371,500.559723,0.079433,0.320324
499.992371,499.320801,0.182929,0.044771
499.992371,497.585632,0.182929,0.168047
499.992371,497.702606,0.391261,0.247894
499.992371,495.824677,0.391261,0.348564
499.992371,495.914734,0.561491,0.577967
499.992371,495.932190,0.561491,0.256912
499.992371,496.676758,0.649159,0.629493
499.992371,497.679565,0.649159,0.621643
499.992371,497.907806,0.480533,0.450249
499.992371,498.454956,0.480533,0.685059
499.992371,501.569977,0.246552,0.134258
499.992371,502.929932,0.246552,0.415436
499.992371,503.176056,-0.067931,-0.051798
499.992371,503.127228,-0.067931,0.004852
499.992371,503.029541,-0.125294,-0.052182
499.992371,501.902069,-0.125294,-0.107671
499.992371,502.025238,-0.113615,-0.063334
499.992371,501.979065,-0.113615,0.016424
499.992371,500.195831,-0.017090,-0.145361
499.992371,498.550476,-0.017090,-0.027429
499.992371,500.037933,0.222396,0.105575
499.992371,498.758911,0.222396,0.272187
499.992371,498.927216,0.257910,0.241130
499.992371,499.914490,0.257910,0.373408
499.992371,499.928070,0.257280,0.202382
499.992371,498.789825,0.257280,0.246996
499.992371,498.339294,0.326961,0.296807
499.992371,496.556854,0.326961,0.336921
499.992371,496.596680,0.485069,0.519863
499.992371,496.245514,0.485069,0.597738
499.992371,496.069061,0.693978,0.707426
499.992371,496.238281,0.693978,0.571966
499.992371,498.270508,0.530527,0.541252
499.992371,497.851807,0.530527,0.660613
499.992371,499.030701,0.432546,0.633073
499.992371,501.768188,0.432546,0.666487
499.992371,503.214783,0.081785,0.086893
499.992371,502.912903,0.081785,0.151366
499.992371,504.365753,-0.155682,0.097903
499.992371,503.246124,-0.155682,-0.249346
499.992371,501.960266,-0.126717,-0.213992
499.992371,502.283112,-0.126717,-0.015321
499.992371,501.742279,0.019737,-0.016202
499.992371,500.704376,0.019737,-0.017698
499.992371,500.251404,0.136402,0.107524
499.992371,500.050232,0.136402,0.178447
499.992371,498.951263,0.206702,0.070344
499.992371,499.896240,0.206702,0.295852
499.992371,501.077728,0.280303,0.081256
499.992371,499.396790,0.280303,0.160409
499.992371,500.095215,0.179299,0.200364
499.992371,498.474396,0.179299,0.265772
499.992371,496.890900,0.405428,0.297234
499.992371,497.510223,0.405428,0.482468
499.992371,496.408997,0.582957,0.405813
499.992371,496.029663,0.582957,0.522401
499.992371,497.698700,0.640696,0.454178
499.992371,498.623138,0.640696,0.537908
499.992371,498.389923,0.423174,0.634639
499.992371,500.229767,0.423174,0.497818
499.992371,501.611023,0.335339,0.246629
