ud_pu,uq_pu,u_mag_pu,delta_theta_deg
-0.004015,0.152874,0.152927,10.924586
-0.007825,0.157848,0.158042,10.917574
-0.016566,0.157381,0.158250,10.979392
-0.014443,0.151656,0.152342,10.972445
-0.013617,0.149375,0.149995,10.986287
-0.011044,0.147727,0.148140,11.003462
-0.007612,0.150286,0.150479,11.050475
-0.007717,0.133729,0.133951,11.092548
-0.008685,0.129578,0.129869,11.112489
-0.005744,0.122391,0.122525,11.107048
-0.003184,0.120319,0.120361,11.098596
-0.001866,0.117225,0.117239,11.093559
-0.000076,0.120909,0.120909,11.089620
-0.000479,0.117418,0.117419,11.076656
0.001331,0.116966,0.116974,11.067080
-0.001965,0.124102,0.124117,11.044821
-0.002515,0.125804,0.125829,11.028286
-0.002491,0.128759,0.128783,11.030539
0.000928,0.133798,0.133801,11.041753
-0.001726,0.130631,0.130643,11.058904
-0.000891,0.128416,0.128419,11.050729
-0.003985,0.130617,0.130678,11.036030
-0.002366,0.130601,0.130622,11.000875
-0.001017,0.139843,0.139847,10.974657
0.001485,0.141376,0.141383,10.959581
-0.005360,0.147929,0.148026,10.933924
-0.009487,0.149907,0.150207,10.955829
-0.011246,0.156830,0.157233,10.971453
-0.016107,0.152864,0.153711,10.986777
-0.008659,0.146142,0.146398,11.005203
-0.010344,0.151913,0.152265,11.000703
-0.010670,0.149067,0.149448,11.039875
-0.011062,0.144548,0.144971,11.104874
-0.008133,0.126564,0.126825,11.113433
-0.008718,0.123666,0.123973,11.120640
-0.001555,0.110828,0.110839,11.127786
0.000035,0.110395,0.110395,11.094146
0.000838,0.112859,0.112863,11.080088
0.001171,0.113086,0.113092,11.077188
0.001678,0.119551,0.119563,11.066237
-0.002705,0.118979,0.119010,11.030192
0.001318,0.121891,0.121898,11.047115
0.000207,0.122999,0.122999,11.036469
0.000752,0.125994,0.125996,11.047693
0.002600,0.123055,0.123082,11.043444
-0.000188,0.122960,0.122960,11.072840
0.000007,0.125028,0.125028,11.004926
0.000920,0.130312,0.130315,10.992272
0.001051,0.133916,0.133921,10.944977
-0.002293,0.148338,0.148355,10.932344
-0.007049,0.148434,0.148601,10.907404
-0.014262,0.160475,0.161108,10.926873
-0.017003,0.161637,0.162529,10.939635
-0.012220,0.158111,0.158582,10.994194
-0.008990,0.154428,0.154690,10.988758
-0.011005,0.149006,0.149412,11.001368
-0.009766,0.146678,0.147002,11.050226
-0.014425,0.134487,0.135259,11.122007
-0.010938,0.131499,0.131953,11.103067
-0.006604,0.117748,0.117933,11.134639
0.000942,0.114184,0.114188,11.117243
-0.000720,0.112337,0.112339,11.095830
0.001402,0.107495,0.107504,11.075669
0.000990,0.113706,0.113710,11.102742
-0.004221,0.112785,0.112864,11.054514
-0.002761,0.119561,0.119593,11.014677
0.002628,0.117049,0.117079,11.020097
-0.000079,0.134374,0.134374,10.999095
-0.002158,0.130976,0.130994,11.009515
-0.005989,0.132039,0.132175,11.054929
-0.004434,0.133757,0.133830,11.048015
-0.001159,0.127111,0.127116,11.020843
0.001419,0.123112,0.123120,11.005157
0.004070,0.130488,0.130551,10.971711
-0.000200,0.136274,0.136274,10.930717
-0.004533,0.148133,0.148202,10.941024
-0.012538,0.151723,0.152240,10.910583
-0.011639,0.156900,0.157332,10.937461
-0.010285,0.160781,0.161110,10.975857
-0.007827,0.150830,0.151033,10.980799
-0.012059,0.146885,0.147379,10.966915
-0.014073,0.151572,0.152224,11.043774
-0.011039,0.150516,0.150921,11.078603
-0.009995,0.129172,0.129559,11.101146
-0.001673,0.119862,0.119874,11.131646
0.002300,0.111742,0.111766,11.112505
-0.001204,0.109457,0.109464,11.071694
0.000394,0.113372,0.113373,11.096848
0.000465,0.115775,0.115776,11.075525
0.000435,0.115228,0.115229,11.063078
0.001322,0.114741,0.114748,11.019113
0.002399,0.130667,0.130689,11.018289
-0.002473,0.137675,0.137697,10.991977
-0.003397,0.136499,0.136542,11.013518
-0.005028,0.137865,0.137957,11.023388
-0.002939,0.132121,0.132153,11.030668
0.003465,0.128417,0.128464,11.043161
0.004566,0.131519,0.131598,10.998240
0.000716,0.130144,0.130146,10.971815
-0.004811,0.142628,0.142709,10.954927
-0.005487,0.144839,0.144943,10.947249
-0.011135,0.150482,0.150894,10.913976
-0.007498,0.153693,0.153875,10.949762
-0.006579,0.156261,0.156400,10.975205
-0.009218,0.154447,0.154722,10.972317
-0.015416,0.149182,0.149977,10.983582
-0.013695,0.147322,0.147957,11.019618
-0.012517,0.138440,0.139005,11.061721
-0.006569,0.133216,0.133378,11.107516
-0.004937,0.122579,0.122678,11.117517
-0.002300,0.112618,0.112642,11.112409
-0.001539,0.110886,0.110897,11.086390
-0.001277,0.110362,0.110369,11.091191
-0.001324,0.112875,0.112883,11.058185
0.001794,0.113816,0.113830,11.070674
0.002211,0.121020,0.121040,11.031148
0.000309,0.120639,0.120639,11.005457
-0.002080,0.128344,0.128361,11.011177
-0.002407,0.132740,0.132762,11.002411
-0.005994,0.133955,0.134089,11.000801
-0.000368,0.130994,0.130995,11.033666
0.002554,0.133802,0.133826,11.025943
-0.002117,0.132353,0.132370,11.005507
-0.003574,0.135256,0.135303,10.979248
-0.003437,0.135455,0.135499,10.959327
-0.005951,0.143870,0.143993,10.935711
-0.006457,0.144689,0.144833,10.935839
-0.004720,0.155942,0.156013,10.940826
-0.009655,0.158968,0.159261,10.957074
-0.012167,0.152232,0.152718,10.979635
-0.015289,0.150512,0.151286,10.994137
-0.016397,0.141654,0.142600,11.004827
-0.009902,0.144614,0.144953,11.064707
-0.005934,0.134304,0.134435,11.089206
-0.008176,0.132385,0.132637,11.097533
-0.003274,0.113875,0.113922,11.111098
0.000898,0.116311,0.116314,11.103587
-0.003063,0.115425,0.115466,11.067367
-0.001248,0.113105,0.113112,11.070760
0.001467,0.121141,0.121150,11.059994
-0.001473,0.123026,0.123035,11.055537
-0.001885,0.124074,0.124088,11.030049
-0.004692,0.127022,0.127109,11.052634
-0.003916,0.129286,0.129346,11.010880
-0.001786,0.127783,0.127796,11.030347
0.000589,0.131054,0.131055,11.052695
0.001048,0.130860,0.130865,11.038253
0.001149,0.129013,0.129018,11.026871
0.000714,0.127214,0.127216,11.013562
-0.004805,0.135684,0.135769,10.963791
-0.005489,0.134087,0.134199,10.962063
-0.003277,0.147248,0.147285,10.950479
-0.001406,0.147866,0.147873,10.948106
-0.007424,0.149337,0.149522,10.951792
-0.012087,0.153896,0.154370,10.988807
-0.015449,0.146845,0.147655,10.979314
-0.010507,0.144842,0.145223,11.001393
-0.008985,0.144986,0.145264,11.046855
-0.005435,0.145707,0.145809,11.095502
-0.006137,0.125216,0.125366,11.091100
-0.004680,0.116296,0.116391,11.131803
-0.002983,0.110892,0.110932,11.088068
-0.002795,0.110916,0.110951,11.068322
0.000501,0.119747,0.119748,11.079413
0.001518,0.125765,0.125774,11.070412
