ud_pu,uq_pu,u_mag_pu,delta_theta_deg
-0.023760,0.111744,0.114242,0.000000
-0.023015,0.116821,0.119066,0.000000
-0.022011,0.115808,0.117881,0.000000
-0.021405,0.123477,0.125319,0.000000
-0.026547,0.125557,0.128332,0.000000
-0.023842,0.124705,0.126964,0.000000
-0.024436,0.127508,0.129828,0.000000
-0.025616,0.126869,0.129430,0.000000
-0.021508,0.126746,0.128558,0.000000
-0.018388,0.132062,0.133336,0.000000
-0.022205,0.127458,0.129378,0.000000
-0.023110,0.134535,0.136506,0.000000
-0.026833,0.136227,0.138845,0.000000
-0.031204,0.144342,0.147676,0.000000
-0.027823,0.149930,0.152490,0.000000
-0.026835,0.158630,0.160884,0.000000
-0.032906,0.154969,0.158424,0.000000
-0.037344,0.147516,0.152170,0.000000
-0.037603,0.145816,0.150587,0.000000
-0.037134,0.145145,0.149820,0.000000
-0.033013,0.141389,0.145192,0.000000
-0.029640,0.129962,0.133299,0.000000
-0.026464,0.123811,0.126608,0.000000
-0.023475,0.108177,0.110695,0.000000
-0.024362,0.106716,0.109462,0.000000
-0.026582,0.113919,0.116979,0.000000
-0.023705,0.113433,0.115884,0.000000
-0.020535,0.120024,0.121768,0.000000
-0.023334,0.121160,0.123387,0.000000
-0.022893,0.121949,0.124079,0.000000
-0.023572,0.121851,0.124110,0.000000
-0.027605,0.129521,0.132430,0.000000
-0.024561,0.128738,0.131060,0.000000
-0.024537,0.133264,0.135505,0.000000
-0.022568,0.133553,0.135447,0.000000
-0.022540,0.125463,0.127471,0.000000
-0.023623,0.122924,0.125173,0.000000
-0.025778,0.134073,0.136529,0.000000
-0.024759,0.137321,0.139535,0.000000
-0.025744,0.145113,0.147379,0.000000
-0.024999,0.145827,0.147954,0.000000
-0.031588,0.148016,0.151349,0.000000
-0.036238,0.148386,0.152747,0.000000
-0.037734,0.144908,0.149740,0.000000
-0.035615,0.145783,0.150070,0.000000
-0.032028,0.141179,0.144767,0.000000
-0.029093,0.140505,0.143485,0.000000
-0.029995,0.119843,0.123540,0.000000
-0.026902,0.113593,0.116735,0.000000
-0.029061,0.111601,0.115323,0.000000
-0.026710,0.112992,0.116106,0.000000
-0.021177,0.113947,0.115899,0.000000
-0.021152,0.114293,0.116234,0.000000
-0.023289,0.115464,0.117789,0.000000
-0.023919,0.114625,0.117094,0.000000
-0.025039,0.122569,0.125101,0.000000
-0.025986,0.128873,0.131467,0.000000
-0.024571,0.128254,0.130586,0.000000
-0.022850,0.134904,0.136826,0.000000
-0.021552,0.121105,0.123008,0.000000
-0.020758,0.118218,0.120027,0.000000
-0.024591,0.130654,0.132948,0.000000
-0.025399,0.132878,0.135284,0.000000
-0.025976,0.138529,0.140944,0.000000
-0.026968,0.148353,0.150784,0.000000
-0.029335,0.149787,0.152633,0.000000
-0.036776,0.152483,0.156855,0.000000
-0.034975,0.151894,0.155868,0.000000
-0.037553,0.148827,0.153491,0.000000
-0.035916,0.148901,0.153172,0.000000
-0.030659,0.146876,0.150042,0.000000
-0.032378,0.130589,0.134543,0.000000
-0.029552,0.121871,0.125403,0.000000
-0.026478,0.115373,0.118372,0.000000
-0.025739,0.116296,0.119111,0.000000
-0.024213,0.112253,0.114835,0.000000
-0.021979,0.113192,0.115306,0.000000
-0.024636,0.113522,0.116164,0.000000
-0.022693,0.112058,0.114333,0.000000
-0.024151,0.118911,0.121339,0.000000
-0.023790,0.119468,0.121814,0.000000
-0.021385,0.121845,0.123707,0.000000
-0.018285,0.127513,0.128817,0.000000
-0.019069,0.123015,0.124484,0.000000
-0.020203,0.119676,0.121369,0.000000
-0.021928,0.126520,0.128406,0.000000
-0.024529,0.127740,0.130074,0.000000
-0.023271,0.136007,0.137983,0.000000
-0.022467,0.142291,0.144053,0.000000
-0.028704,0.149428,0.152160,0.000000
-0.027587,0.148487,0.151028,0.000000
-0.036280,0.153862,0.158082,0.000000
-0.037823,0.153648,0.158235,0.000000
-0.033621,0.143573,0.147457,0.000000
-0.029294,0.144852,0.147785,0.000000
-0.031818,0.140499,0.144057,0.000000
-0.032197,0.138566,0.142258,0.000000
-0.029484,0.121916,0.125430,0.000000
-0.030809,0.117274,0.121254,0.000000
-0.025742,0.108488,0.111500,0.000000
-0.024607,0.106088,0.108904,0.000000
-0.025740,0.118781,0.121538,0.000000
-0.022844,0.114456,0.116713,0.000000
-0.020176,0.117788,0.119504,0.000000
-0.025640,0.117404,0.120171,0.000000
-0.023664,0.119915,0.122227,0.000000
-0.021952,0.121416,0.123385,0.000000
-0.022540,0.126062,0.128061,0.000000
-0.023518,0.125924,0.128102,0.000000
-0.022378,0.123139,0.125156,0.000000
-0.024835,0.120980,0.123502,0.000000
-0.021443,0.126460,0.128265,0.000000
-0.020023,0.129390,0.130930,0.000000
-0.022538,0.146504,0.148228,0.000000
-0.029458,0.150637,0.153491,0.000000
-0.033020,0.153528,0.157039,0.000000
-0.036354,0.150922,0.155238,0.000000
-0.033643,0.151112,0.154812,0.000000
-0.031030,0.150130,0.153303,0.000000
-0.032821,0.148573,0.152155,0.000000
-0.031667,0.144101,0.147540,0.000000
-0.032986,0.137769,0.141663,0.000000
-0.032560,0.134815,0.138691,0.000000
-0.029986,0.120429,0.124106,0.000000
-0.023776,0.113964,0.116418,0.000000
-0.022845,0.118714,0.120893,0.000000
-0.021838,0.116731,0.118756,0.000000
-0.022927,0.116170,0.118411,0.000000
-0.023813,0.117667,0.120052,0.000000
-0.026190,0.118576,0.121434,0.000000
-0.022623,0.121681,0.123767,0.000000
-0.021880,0.124072,0.125987,0.000000
-0.023453,0.125845,0.128011,0.000000
-0.025129,0.127311,0.129767,0.000000
-0.024109,0.125194,0.127494,0.000000
-0.026646,0.120547,0.123457,0.000000
-0.021507,0.123413,0.125273,0.000000
-0.018359,0.133413,0.134670,0.000000
-0.025236,0.138480,0.140760,0.000000
-0.025417,0.145519,0.147722,0.000000
-0.034327,0.146813,0.150773,0.000000
-0.032611,0.145196,0.148813,0.000000
-0.031708,0.149787,0.153107,0.000000
-0.028677,0.150628,0.153334,0.000000
-0.036200,0.148074,0.152434,0.000000
-0.035085,0.142366,0.146626,0.000000
-0.036480,0.142789,0.147375,0.000000
-0.033789,0.125650,0.130114,0.000000
-0.028290,0.118033,0.121376,0.000000
-0.023978,0.118140,0.120549,0.000000
-0.026407,0.112389,0.115450,0.000000
-0.027431,0.114181,0.117430,0.000000
-0.023221,0.117345,0.119620,0.000000
-0.024192,0.116349,0.118837,0.000000
-0.023274,0.115236,0.117563,0.000000
-0.022606,0.128798,0.130767,0.000000
-0.026160,0.129272,0.131892,0.000000
-0.027346,0.131923,0.134728,0.000000
-0.027578,0.133044,0.135872,0.000000
-0.025854,0.128071,0.130655,0.000000
-0.021435,0.124786,0.126613,0.000000
-0.020354,0.131598,0.133163,0.000000
-0.021435,0.129713,0.131472,0.000000
-0.025620,0.134827,0.137240,0.000000
-0.028323,0.139132,0.141986,0.000000
-0.032729,0.146208,0.149827,0.000000
-0.031431,0.155889,0.159026,0.000000
-0.030379,0.153220,0.156202,0.000000
-0.034122,0.152368,0.156142,0.000000
-0.034573,0.143509,0.147614,0.000000
-0.036358,0.143517,0.148050,0.000000
-0.036553,0.133414,0.138331,0.000000
-0.030246,0.128269,0.131786,0.000000
-0.023277,0.115190,0.117519,0.000000
-0.023973,0.114571,0.117052,0.000000
-0.025482,0.110758,0.113652,0.000000
-0.023389,0.110931,0.113370,0.000000
-0.025567,0.116359,0.119135,0.000000
-0.022894,0.120858,0.123007,0.000000
-0.021530,0.122914,0.124785,0.000000
-0.026243,0.127786,0.130453,0.000000
-0.024697,0.122263,0.124733,0.000000
-0.025060,0.122539,0.125075,0.000000
-0.027685,0.124746,0.127781,0.000000
-0.022350,0.125557,0.127531,0.000000
-0.018002,0.120622,0.121958,0.000000
-0.019823,0.121515,0.123121,0.000000
-0.023085,0.129388,0.131431,0.000000
-0.024585,0.128746,0.131072,0.000000
-0.028180,0.145934,0.148630,0.000000
-0.030142,0.149861,0.152862,0.000000
-0.026755,0.154266,0.156569,0.000000
-0.030361,0.156104,0.159029,0.000000
-0.033170,0.147383,0.151069,0.000000
-0.036698,0.145278,0.149841,0.000000
-0.040308,0.140233,0.145911,0.000000
-0.037152,0.144350,0.149055,0.000000
-0.031290,0.126560,0.130370,0.000000
-0.028073,0.123789,0.126932,0.000000
-0.024454,0.105161,0.107967,0.000000
-0.025806,0.106073,0.109168,0.000000
-0.024646,0.114306,0.116932,0.000000
-0.024999,0.116389,0.119043,0.000000
-0.020645,0.121087,0.122834,0.000000
-0.021691,0.121346,0.123269,0.000000
-0.023075,0.122156,0.124317,0.000000
-0.026908,0.125690,0.128538,0.000000
-0.026297,0.130724,0.133343,0.000000
-0.026401,0.131920,0.134536,0.000000
-0.022578,0.125199,0.127219,0.000000
-0.017538,0.122864,0.124109,0.000000
-0.021462,0.121731,0.123609,0.000000
-0.021549,0.121084,0.122986,0.000000
-0.025242,0.136989,0.139295,0.000000
-0.023968,0.140277,0.142310,0.000000
-0.027543,0.146180,0.148753,0.000000
-0.024210,0.149435,0.151384,0.000000
-0.032127,0.147861,0.151311,0.000000
-0.035651,0.151043,0.155193,0.000000
-0.037693,0.145782,0.150576,0.000000
-0.036808,0.145001,0.149600,0.000000
-0.031853,0.141688,0.145225,0.000000
-0.029563,0.141834,0.144882,0.000000
-0.030939,0.123519,0.127335,0.000000
-0.028147,0.118219,0.121523,0.000000
-0.027314,0.111460,0.114758,0.000000
-0.027672,0.110299,0.113718,0.000000
-0.022702,0.109307,0.111640,0.000000
-0.020253,0.111728,0.113549,0.000000
-0.022257,0.114015,0.116167,0.000000
-0.018233,0.112229,0.113701,0.000000
-0.024622,0.124837,0.127242,0.000000
-0.027550,0.127540,0.130481,0.000000
-0.021818,0.128354,0.130195,0.000000
-0.020523,0.132177,0.133760,0.000000
-0.021461,0.125745,0.127563,0.000000
-0.020871,0.122647,0.124410,0.000000
-0.024245,0.132574,0.134773,0.000000
-0.025315,0.136000,0.138336,0.000000
-0.023817,0.145981,0.147911,0.000000
-0.025792,0.150143,0.152342,0.000000
-0.026761,0.153735,0.156047,0.000000
-0.034451,0.155141,0.158920,0.000000
-0.033841,0.149990,0.153760,0.000000
-0.038285,0.144235,0.149230,0.000000
-0.034224,0.141681,0.145755,0.000000
-0.030439,0.142512,0.145727,0.000000
-0.030918,0.128108,0.131786,0.000000
-0.028681,0.121147,0.124495,0.000000
-0.026466,0.114090,0.117119,0.000000
-0.028568,0.110293,0.113933,0.000000
-0.026541,0.109696,0.112861,0.000000
-0.021649,0.110582,0.112681,0.000000
-0.023513,0.117757,0.120082,0.000000
-0.022757,0.113676,0.115932,0.000000
-0.023754,0.121149,0.123456,0.000000
-0.026750,0.118894,0.121867,0.000000
-0.023780,0.123966,0.126226,0.000000
-0.020923,0.125484,0.127216,0.000000
-0.020318,0.129569,0.131152,0.000000
-0.022263,0.128227,0.130145,0.000000
-0.025056,0.131180,0.133551,0.000000
-0.026835,0.130431,0.133163,0.000000
-0.024809,0.134447,0.136717,0.000000
-0.023425,0.137495,0.139476,0.000000
-0.027288,0.149034,0.151511,0.000000
-0.027981,0.149158,0.151760,0.000000
-0.034800,0.151988,0.155921,0.000000
-0.038810,0.153007,0.157852,0.000000
-0.034641,0.143335,0.147462,0.000000
-0.032003,0.142461,0.146011,0.000000
-0.031064,0.142768,0.146108,0.000000
-0.032122,0.141015,0.144628,0.000000
-0.029661,0.120904,0.124489,0.000000
-0.028092,0.117501,0.120813,0.000000
-0.025698,0.109807,0.112774,0.000000
-0.024161,0.105705,0.108431,0.000000
-0.021256,0.117002,0.118917,0.000000
-0.023742,0.116754,0.119143,0.000000
-0.022920,0.118544,0.120739,0.000000
-0.025160,0.118457,0.121100,0.000000
-0.025587,0.127807,0.130343,0.000000
-0.024456,0.125992,0.128344,0.000000
-0.020370,0.132161,0.133722,0.000000
-0.021182,0.130459,0.132168,0.000000
-0.023995,0.126618,0.128872,0.000000
-0.025190,0.124419,0.126943,0.000000
-0.024275,0.128066,0.130346,0.000000
-0.022247,0.127760,0.129683,0.000000
-0.021792,0.140937,0.142612,0.000000
-0.028066,0.145153,0.147842,0.000000
-0.032497,0.149999,0.153479,0.000000
-0.036061,0.147995,0.152325,0.000000
-0.033560,0.147612,0.151379,0.000000
-0.032619,0.144706,0.148337,0.000000
-0.029914,0.147175,0.150185,0.000000
-0.031784,0.143436,0.146916,0.000000
-0.033762,0.135288,0.139437,0.000000
-0.030890,0.130261,0.133874,0.000000
-0.026720,0.117091,0.120101,0.000000
-0.023184,0.114486,0.116810,0.000000
-0.023924,0.118601,0.120990,0.000000
-0.023984,0.117682,0.120101,0.000000
-0.025120,0.115756,0.118451,0.000000
-0.023601,0.116825,0.119185,0.000000
-0.027087,0.118413,0.121472,0.000000
-0.022074,0.120255,0.122264,0.000000
