ud_pu,uq_pu,u_mag_pu,delta_theta_deg
0.006080,0.097073,0.097263,6.011623
0.006782,0.098758,0.098991,5.990505
0.005212,0.101810,0.101943,5.987269
0.006680,0.104945,0.105157,5.983648
0.004433,0.107267,0.107359,5.991598
0.004174,0.106371,0.106453,5.991164
0.003581,0.107674,0.107734,6.001731
0.003764,0.106277,0.106344,5.996065
0.003089,0.109533,0.109577,6.002666
0.001421,0.102712,0.102721,5.994279
0.002203,0.107614,0.107637,6.003823
0.003456,0.104966,0.105023,6.000706
0.000746,0.105358,0.105361,6.012282
0.002140,0.104619,0.104641,6.022850
0.002561,0.102860,0.102892,6.049290
0.004224,0.097170,0.097261,6.044995
0.005982,0.094615,0.094804,6.049763
0.006396,0.090088,0.090315,6.048395
0.007057,0.088988,0.089267,6.055586
0.007108,0.086867,0.087157,6.053929
0.009036,0.087116,0.087583,6.043423
0.009313,0.089558,0.090041,6.010209
0.006853,0.094808,0.095056,5.989459
0.006262,0.101124,0.101318,5.988936
0.006036,0.104923,0.105096,5.999418
0.006336,0.102184,0.102381,5.985948
0.004629,0.106535,0.106636,5.994362
0.007640,0.108050,0.108320,5.987911
0.003093,0.106058,0.106103,6.001633
0.004092,0.104746,0.104826,5.991117
0.003299,0.105906,0.105958,5.995537
0.003802,0.108831,0.108897,5.991452
0.003759,0.106841,0.106907,5.992147
0.007713,0.111421,0.111688,5.996224
0.002769,0.107399,0.107435,6.010370
0.005117,0.101557,0.101686,6.024318
0.003417,0.102965,0.103022,6.017962
0.004047,0.101410,0.101491,6.020897
0.004748,0.102587,0.102696,6.018096
0.005182,0.096854,0.096993,6.026450
0.005883,0.096984,0.097162,6.051531
0.006627,0.092047,0.092285,6.045420
0.008117,0.092857,0.093211,6.019896
0.007599,0.094615,0.094919,5.994975
0.008043,0.101116,0.101435,5.986118
0.007741,0.103115,0.103405,5.988560
0.003778,0.105139,0.105206,5.996144
0.004596,0.104660,0.104761,5.988048
0.003327,0.106642,0.106694,5.994894
0.005601,0.103755,0.103906,5.989955
0.001273,0.106677,0.106684,5.990718
0.004708,0.109031,0.109133,5.985127
0.001095,0.108323,0.108328,5.994938
0.003400,0.106903,0.106957,6.002243
0.001718,0.107179,0.107193,6.007080
0.002178,0.106327,0.106349,6.012981
0.001681,0.104208,0.104222,6.035052
0.004002,0.098123,0.098204,6.038043
0.003280,0.096523,0.096579,6.038290
0.005180,0.093588,0.093731,6.035738
0.004900,0.092535,0.092665,6.043643
0.005772,0.091464,0.091645,6.055467
0.006917,0.092024,0.092284,6.046755
0.007875,0.090991,0.091331,6.018529
0.002218,0.094265,0.094291,6.005911
0.006153,0.097807,0.098001,5.995797
0.005763,0.101777,0.101940,5.997613
0.006465,0.101818,0.102023,5.994214
0.005156,0.104712,0.104839,6.000422
0.004671,0.099701,0.099810,5.999746
0.004204,0.104261,0.104346,5.998653
0.005233,0.104675,0.104806,5.988271
0.003854,0.106286,0.106356,5.994661
0.004961,0.104822,0.104939,5.992808
0.004171,0.106238,0.106320,5.994695
0.004343,0.104269,0.104359,6.002330
0.004838,0.105525,0.105636,6.017059
0.005533,0.101249,0.101400,6.026401
0.004041,0.100721,0.100802,6.028365
0.003675,0.100926,0.100993,6.026980
0.003275,0.096057,0.096112,6.029080
0.006390,0.092244,0.092465,6.030485
0.007066,0.095333,0.095595,6.027720
0.007862,0.094487,0.094813,6.012479
0.008089,0.098513,0.098845,5.993955
0.007289,0.102406,0.102665,5.985229
0.005446,0.107495,0.107633,5.973936
0.005902,0.108224,0.108384,5.969682
0.003123,0.111457,0.111501,5.971357
0.004487,0.112255,0.112345,5.972956
0.002331,0.111882,0.111906,5.990668
0.003555,0.112456,0.112512,6.000700
0.002886,0.111735,0.111772,6.018029
0.003412,0.101515,0.101572,6.011357
0.000680,0.103184,0.103186,6.018758
0.004559,0.100199,0.100303,6.023152
0.003642,0.101428,0.101493,6.027068
0.005209,0.099954,0.100089,6.030594
0.001276,0.094154,0.094163,6.040445
0.003139,0.091877,0.091931,6.041711
0.005563,0.094387,0.094550,6.044892
0.007105,0.092887,0.093158,6.041032
0.006972,0.092046,0.092309,6.040201
0.005920,0.089870,0.090065,6.043137
0.006097,0.094131,0.094328,6.031811
0.006656,0.089360,0.089608,6.015555
0.004932,0.096345,0.096471,5.992867
0.006592,0.101029,0.101244,5.990934
0.005528,0.104220,0.104366,5.992678
0.006227,0.105114,0.105298,5.984804
0.005886,0.104434,0.104600,5.986667
0.005641,0.105882,0.106032,5.994394
0.003774,0.106804,0.106871,6.001253
0.005039,0.105121,0.105242,5.994830
0.000544,0.106536,0.106538,5.997820
0.004453,0.107465,0.107557,6.000709
0.004480,0.105897,0.105992,5.997959
0.006001,0.103586,0.103759,6.002212
0.005159,0.103824,0.103952,6.018087
0.006335,0.100593,0.100792,6.027838
0.003079,0.100433,0.100480,6.026569
0.006116,0.096801,0.096994,6.026361
0.006765,0.097808,0.098041,6.017951
0.006887,0.095797,0.096045,6.026714
0.007029,0.097255,0.097509,6.030726
0.007918,0.094704,0.095035,6.023314
0.007075,0.097660,0.097916,5.997425
0.006399,0.098922,0.099128,5.983612
0.004809,0.105086,0.105196,5.972075
0.006155,0.108744,0.108919,5.974133
0.004891,0.111229,0.111337,5.975437
0.004861,0.111834,0.111940,5.984615
0.006174,0.109898,0.110072,5.999661
0.006418,0.103444,0.103642,6.015342
0.003884,0.103401,0.103474,6.014516
0.004460,0.101863,0.101960,6.007040
0.007382,0.103743,0.104005,6.008081
0.006455,0.103038,0.103240,6.014937
0.003642,0.103287,0.103352,6.015985
0.005131,0.100822,0.100953,6.028597
0.004498,0.100222,0.100323,6.031941
0.004842,0.095549,0.095671,6.037580
0.003904,0.096677,0.096756,6.040424
0.005274,0.092728,0.092878,6.040587
0.010518,0.092125,0.092723,6.035636
