theta_e_meas,theta_e_ctrl,delta_theta_deg,u_mag_pu
5.960126,6.091375,7.520004,0.127185
1.421320,1.552387,7.509561,0.131951
3.149612,3.280056,7.473861,0.132504
4.888329,5.018661,7.467458,0.141785
0.341637,0.471854,7.460873,0.145119
2.082136,2.212428,7.465174,0.152239
3.825760,3.956167,7.471764,0.153813
5.579765,5.710602,7.496395,0.151001
1.037791,1.168523,7.490354,0.149226
2.790202,2.921228,7.507242,0.147023
4.553832,4.685430,7.539995,0.145786
0.039821,0.171950,7.570429,0.133358
1.792521,1.924460,7.559542,0.125687
3.563853,3.696254,7.586008,0.120712
5.309069,5.440938,7.555514,0.117260
0.779637,0.911394,7.549089,0.117104
2.538383,2.670238,7.554792,0.114012
4.293122,4.424918,7.551312,0.118733
6.040793,6.172287,7.534056,0.116795
1.510417,1.641909,7.533907,0.120309
3.255446,3.386699,7.520207,0.122255
5.004586,5.135767,7.516159,0.126167
0.477735,0.609137,7.528804,0.124582
2.234464,2.366052,7.539472,0.126258
3.977479,4.108668,7.516566,0.130237
5.725886,5.857003,7.512481,0.129523
1.175481,1.306073,7.482363,0.129411
2.907487,3.037678,7.459433,0.143862
4.647944,4.778170,7.461373,0.143683
0.097518,0.227565,7.451094,0.151699
1.832334,1.962319,7.447598,0.150289
3.585207,3.715767,7.480581,0.157114
5.329480,5.460150,7.486821,0.158046
0.788680,0.919338,7.486142,0.146286
2.539939,2.670917,7.504497,0.146842
4.301433,4.432942,7.534943,0.144542
6.069382,6.201408,7.564503,0.142024
1.546771,1.678900,7.570444,0.119996
3.309058,3.441308,7.577338,0.116872
5.061594,5.193575,7.561944,0.111333
0.529479,0.661264,7.550743,0.108150
2.281367,2.413042,7.544414,0.119693
4.030232,4.161702,7.532668,0.121333
5.784447,5.915951,7.534595,0.122791
1.251660,1.383118,7.531945,0.124512
2.994382,3.125497,7.512355,0.125461
4.751532,4.882910,7.527419,0.124506
0.214803,0.346031,7.518804,0.130049
1.971177,2.102604,7.530226,0.129702
3.719604,3.850857,7.520267,0.122269
5.464087,5.595154,7.509580,0.121333
0.916200,1.046817,7.483797,0.128439
2.650994,2.781318,7.466995,0.131333
4.386753,4.516943,7.459311,0.150621
6.115067,6.244900,7.438838,0.151188
1.571081,1.701055,7.446958,0.158487
3.315753,3.446041,7.464916,0.159545
5.058622,5.189025,7.471570,0.150070
0.523737,0.654413,7.487188,0.149154
2.268767,2.399560,7.493853,0.150976
4.023780,4.154940,7.514900,0.151464
5.794480,5.926386,7.557693,0.139505
1.272765,1.404895,7.570457,0.138505
3.030169,3.162281,7.569412,0.122658
4.791556,4.923745,7.573877,0.115679
0.256692,0.388556,7.555227,0.117695
2.009562,2.141299,7.547966,0.117537
3.766046,3.897809,7.549464,0.116967
5.519629,5.651342,7.546583,0.119024
0.977195,1.108432,7.519331,0.121406
2.731830,2.863177,7.525655,0.122103
4.482331,4.613658,7.524459,0.129432
6.231617,0.079705,7.521395,0.132251
1.701934,1.833270,7.525026,0.129184
3.464601,3.596292,7.545378,0.132377
5.198010,5.329010,7.505767,0.127616
0.663272,0.794262,7.505197,0.125580
2.393391,2.523831,7.473694,0.138939
4.132589,4.262955,7.469396,0.137676
5.865244,5.995316,7.452569,0.146612
1.324487,1.454738,7.462823,0.150255
3.061862,3.192051,7.459287,0.153458
4.813350,4.943959,7.483376,0.153742
0.274858,0.405565,7.488975,0.151281
2.020118,2.150907,7.493644,0.148488
3.777125,3.908326,7.517255,0.145125
5.553271,5.685400,7.570412,0.144383
1.022208,1.154141,7.559218,0.126735
2.788608,2.920839,7.576322,0.120574
4.542571,4.674600,7.564699,0.115533
0.009763,0.141576,7.552366,0.116986
1.759467,1.891048,7.539041,0.117934
3.521276,3.653117,7.553956,0.119403
5.267394,5.398902,7.534877,0.119493
0.732907,0.864232,7.524338,0.119147
2.489221,2.620697,7.533042,0.126404
4.231816,4.362971,7.514593,0.134518
5.980557,6.111675,7.512511,0.132939
1.462472,1.594110,7.542296,0.134846
3.216035,3.347660,7.541580,0.131124
4.960185,5.091471,7.522166,0.124631
0.422070,0.553168,7.511403,0.131355
2.158919,2.289634,7.489407,0.132677
3.890085,4.020342,7.463144,0.140396
5.636498,5.766935,7.473446,0.145204
1.081690,1.211724,7.450385,0.152877
2.830725,2.961131,7.471743,0.154239
4.580451,4.711154,7.488721,0.150599
0.044749,0.175586,7.496421,0.153916
1.783526,1.914168,7.485212,0.150489
3.550765,3.682237,7.532812,0.147849
5.314967,5.446907,7.559586,0.138382
0.797889,0.930115,7.576006,0.135452
2.566993,2.699553,7.595147,0.121404
4.324039,4.456389,7.583143,0.114103
6.069594,6.201412,7.552621,0.112833
1.549050,1.681058,7.563503,0.109447
3.303918,3.435834,7.558224,0.117773
5.055846,5.187557,7.546517,0.121037
0.523078,0.654625,7.537070,0.121703
2.272262,2.403672,7.529270,0.125167
4.017016,4.148145,7.513116,0.129148
5.774733,5.906112,7.527437,0.129042
1.246518,1.378015,7.534198,0.131267
3.001466,3.132977,7.535031,0.132089
4.757150,4.888717,7.538214,0.121837
0.210542,0.341572,7.507475,0.122684
1.949237,2.079957,7.489683,0.131076
3.682753,3.813100,7.468331,0.133867
5.421196,5.551490,7.465304,0.148725
0.862528,0.992336,7.437434,0.151290
2.611144,2.741403,7.463310,0.156694
4.361311,4.491951,7.485160,0.162537
6.103928,6.234539,7.483453,0.150614
1.566318,1.697027,7.489091,0.149177
3.327685,3.459003,7.523932,0.146554
5.093348,5.225173,7.553019,0.148634
0.579944,0.712212,7.578407,0.125563
2.342418,2.474801,7.584980,0.121756
4.100684,4.232953,7.578438,0.111391
5.848963,5.980812,7.554386,0.107968
1.326913,1.458941,7.564666,0.117757
3.072717,3.204336,7.541224,0.119922
4.832028,4.963794,7.549634,0.121186
0.290874,0.422189,7.523841,0.121846
2.039447,2.170669,7.518473,0.127547
3.788125,3.919260,7.513464,0.125565
5.543408,5.674729,7.524148,0.133109
1.008882,1.140122,7.519523,0.135050
2.770604,2.902172,7.538307,0.130111
4.522197,4.653717,7.535517,0.129497
6.261269,0.109162,7.510230,0.128080
1.713256,1.843871,7.483714,0.122764
3.458515,3.589200,7.487681,0.137973
5.183788,5.313859,7.452482,0.142778
0.636488,0.766495,7.448864,0.148815
2.380447,2.510716,7.463850,0.152694
4.126987,4.257518,7.478896,0.154550
5.872162,6.002778,7.483734,0.153435
1.337676,1.468493,7.495279,0.151491
3.084800,3.215719,7.501092,0.151298
4.857619,4.989415,7.551338,0.142729
0.343226,0.475482,7.577669,0.138506
2.102435,2.234688,7.577518,0.121542
3.861934,3.994130,7.574307,0.111758
5.618811,5.750916,7.569068,0.113176
1.082229,1.213943,7.546661,0.113209
2.841037,2.972833,7.551380,0.113649
4.597369,4.729162,7.551213,0.111800
0.057765,0.189148,7.527695,0.117775
1.797194,1.928142,7.502719,0.114798
3.556066,3.687360,7.522607,0.126810
5.293166,5.424018,7.497293,0.131351
0.765601,0.896736,7.513451,0.135913
2.525792,2.657283,7.533867,0.134663
4.271598,4.402871,7.521376,0.132471
6.014655,6.145661,7.506144,0.127993
1.472136,1.602926,7.493706,0.134313
3.202065,3.332376,7.466266,0.136617
4.939397,5.069595,7.459820,0.145457
0.393250,0.523404,7.457263,0.147250
2.132302,2.262526,7.461274,0.154331
3.873535,4.003827,7.465161,0.158188
5.629574,5.760415,7.496589,0.153387
1.087287,1.218044,7.491827,0.152727
2.837707,2.968677,7.504024,0.149645
4.606349,4.738084,7.547891,0.144749
0.087573,0.219663,7.568209,0.133305
1.843631,1.975660,7.564718,0.125390
3.613872,3.746301,7.587668,0.117658
5.359866,5.491795,7.558975,0.115469
0.828691,0.960440,7.548698,0.115217
2.589976,2.721899,7.558629,0.113802
4.344630,4.476447,7.552558,0.117572
6.089512,6.220924,7.529341,0.115482
1.557586,1.688977,7.528172,0.121045
3.302508,3.433683,7.515734,0.125497
5.045208,5.176129,7.501215,0.126739
0.519446,0.650706,7.520645,0.128502
2.275800,2.407283,7.533447,0.132649
4.016637,4.147704,7.509596,0.131071
5.770703,5.901927,7.518561,0.131754
1.222460,1.353206,7.491221,0.131823
2.952472,3.082710,7.462100,0.142392
4.696138,4.826503,7.469331,0.139592
0.147223,0.277401,7.458672,0.150543
1.883611,2.013728,7.455135,0.153270
3.632751,3.763274,7.478419,0.155210
5.378241,5.508924,7.487594,0.155266
0.837359,0.968014,7.485970,0.146738
2.590045,2.721024,7.504559,0.145457
4.346145,4.477481,7.525010,0.145817
6.113095,6.244980,7.556468,0.143871
1.589473,1.721473,7.563064,0.124162
3.357295,3.489638,7.582675,0.123851
5.110041,5.242106,7.566767,0.111699
0.579183,0.711059,7.555947,0.109257
2.331342,2.463085,7.548346,0.117174
4.082810,4.214414,7.540348,0.120932
5.833775,5.965251,7.533004,0.120585
1.303798,1.435333,7.536404,0.122079
3.044402,3.175522,7.512622,0.127222
4.801342,4.932724,7.527578,0.123301
0.267591,0.398932,7.525303,0.131114
2.024028,2.155543,7.535269,0.132392
3.771657,3.902953,7.522697,0.125042
5.520294,5.651517,7.518567,0.123102
0.967834,1.098422,7.482149,0.128856
2.704181,2.834521,7.467963,0.124616
4.441051,4.571294,7.462423,0.147329
6.170560,0.017291,7.443631,0.151479
1.625399,1.755390,7.447930,0.154580
3.371456,3.501799,7.468131,0.158770
5.115226,5.245699,7.475553,0.151764
0.580468,0.711186,7.489616,0.149324
2.323905,2.454660,7.491738,0.149964
4.081977,4.213205,7.518795,0.145891
5.848443,5.980222,7.550388,0.138373
1.330565,1.462731,7.572517,0.136374
3.088305,3.220453,7.571498,0.124919
4.846838,4.978941,7.568906,0.119737
0.316840,0.448777,7.559452,0.118917
2.074494,2.206445,7.560207,0.119413
3.830094,3.961960,7.555345,0.111235
5.583657,5.715401,7.548388,0.113673
1.039481,1.170693,7.517874,0.118757
2.796445,2.927845,7.528690,0.122114
4.540843,4.672023,7.516066,0.122534
0.013280,0.144657,7.527375,0.131432
1.764852,1.896196,7.525482,0.127608
3.527831,3.659526,7.545569,0.131340
5.262900,5.393961,7.509261,0.129548
0.724134,0.855050,7.500905,0.128799
2.459641,2.590219,7.481557,0.138337
4.195653,4.326012,7.469003,0.138725
5.922059,6.051930,7.441078,0.147497
1.383440,1.513628,7.459218,0.151456
3.123583,3.253831,7.462632,0.157303
4.876099,5.006777,7.487297,0.157650
0.338824,0.469592,7.492466,0.150016
2.084884,2.215769,7.499194,0.150757
3.844844,3.976204,7.526403,0.148016
5.623301,5.755593,7.579785,0.144389
1.090953,1.222961,7.563513,0.124271
2.856246,2.988499,7.577524,0.122089
4.613982,4.746158,7.573149,0.112187
0.083377,0.215335,7.560648,0.114634
1.828740,1.960276,7.536479,0.115188
3.587735,3.719446,7.546496,0.118310
5.334759,5.466196,7.530770,0.123413
0.800040,0.931280,7.519491,0.123560
2.557443,2.688886,7.531161,0.129226
4.302409,4.433613,7.517418,0.125245
6.051024,6.182155,7.513244,0.130538
1.529416,1.660942,7.535890,0.131068
3.286609,3.418280,7.544189,0.131848
5.025302,5.156445,7.513900,0.127107
0.490627,0.621732,7.511744,0.134450
2.225150,2.355803,7.485848,0.136743
3.960468,4.090830,7.469191,0.140853
5.702960,5.833343,7.470432,0.144010
1.152493,1.282631,7.456377,0.152257
2.895739,3.026015,7.464259,0.153619
4.649492,4.780251,7.491909,0.158194
0.112238,0.243070,7.496120,0.157450
1.853976,1.984720,7.491070,0.150687
3.626750,3.758445,7.545543,0.144984
5.391554,5.523643,7.568160,0.136223
0.870368,1.002549,7.573390,0.131948
2.638907,2.771400,7.591255,0.121543
4.393123,4.525339,7.575423,0.119299
6.144377,6.276296,7.558375,0.114981
1.619393,1.751317,7.558668,0.111032
3.383740,3.515883,7.571191,0.118488
5.132939,5.264703,7.549532,0.120806
0.598119,0.729617,7.534309,0.118826
2.348285,2.479697,7.529357,0.121770
4.090526,4.221584,7.509072,0.130289
5.849228,5.980570,7.525341,0.126909
1.328290,1.459997,7.546272,0.130785
3.079988,3.211558,7.538424,0.132889
4.830049,4.961477,7.530275,0.120943
0.284972,0.415935,7.503620,0.121344
2.022116,2.152721,7.483119,0.130734
3.752758,3.882930,7.458285,0.129557
5.498542,5.628929,7.470624,0.147836
0.942034,1.071972,7.444894,0.153887
2.688951,2.819234,7.464677,0.159691
4.436476,4.567043,7.480938,0.160007
6.183749,0.031301,7.490660,0.151873
1.640475,1.771068,7.482384,0.149493
3.404860,3.536197,7.525019,0.154540
5.168074,5.299864,7.550993,0.150384
0.652278,0.784456,7.573264,0.127743
2.417605,2.550028,7.587245,0.119511
4.177779,4.310138,7.583591,0.111599
5.926936,6.058869,7.559248,0.108174
1.410153,1.542390,7.576628,0.113667
3.155707,3.287472,7.549588,0.114259
4.913296,5.045091,7.551270,0.114622
0.370673,0.501948,7.521482,0.116837
2.121196,2.252465,7.521163,0.125803
3.865220,3.996227,7.506130,0.125953
5.619685,5.750885,7.517197,0.134367
1.085618,1.216803,7.516340,0.135265
2.842978,2.974361,7.527654,0.132520
4.596229,4.727682,7.531698,0.129770
0.054380,0.185487,7.511871,0.131598
1.789344,1.919972,7.484421,0.126498
3.531478,3.662064,7.482024,0.135645
5.264133,5.394418,7.464732,0.140848
0.711506,0.841492,7.447636,0.147582
2.457961,2.588288,7.467160,0.148314
4.203179,4.333709,7.478776,0.150621
5.946425,6.076975,7.479921,0.151481
1.412906,1.543696,7.493753,0.148333
3.160556,3.291476,7.501196,0.147461
4.927832,5.059439,7.540534,0.139703
0.411136,0.543178,7.565459,0.136332
2.170363,2.302491,7.570362,0.121099
3.927428,4.059477,7.565831,0.115384
5.686152,5.818235,7.567782,0.114080
1.152841,1.284674,7.553515,0.113406
2.901519,3.033074,7.537570,0.119632
4.658963,4.790643,7.544713,0.112189
0.115880,0.247084,7.517448,0.119468
1.857133,1.988028,7.499709,0.117803
3.611999,3.743127,7.513113,0.125047
5.354027,5.484916,7.499362,0.131566
0.818557,0.949459,7.500147,0.135677
2.577050,2.708342,7.522468,0.139512
4.324405,4.455586,7.516168,0.134892
6.064401,6.195260,7.497634,0.131279
1.521504,1.652169,7.486524,0.136149
3.258312,3.388764,7.474350,0.138297
4.992142,5.122335,7.459482,0.141626
0.445639,0.575795,7.457366,0.144676
2.184187,2.314401,7.460708,0.154421
3.924288,4.054559,7.463965,0.157075
5.677937,5.808682,7.491174,0.152324
1.133300,1.263903,7.482992,0.151281
2.883239,3.014113,7.498529,0.146261
4.649279,4.780863,7.539188,0.146689
0.130527,0.262509,7.562065,0.134567
1.889712,2.021764,7.566023,0.128231
3.658271,3.790652,7.584860,0.121209
5.409968,5.542058,7.568165,0.116174
0.875607,1.007364,7.549086,0.114146
2.633409,2.765216,7.552018,0.108743
4.385798,4.517480,7.544782,0.123365
6.132317,6.263704,7.527929,0.119816
1.600892,1.732276,7.527736,0.124158
3.351645,3.483021,7.527256,0.123913
5.096989,5.228147,7.514779,0.127393
0.570661,0.702050,7.528069,0.124711
2.329366,2.461004,7.542302,0.130134
4.067662,4.198761,7.511439,0.126582
5.816822,5.947891,7.509699,0.128454
1.269207,1.399867,7.486258,0.129353
2.997772,3.127914,7.456583,0.138976
4.739467,4.869705,7.462081,0.139368
0.188853,0.318888,7.450482,0.153479
1.923585,2.053563,7.447181,0.155145
3.674696,3.805184,7.476441,0.157689
5.420459,5.551138,7.487394,0.158958
0.875823,1.006346,7.478414,0.149043
2.630538,2.761528,7.505146,0.146326
4.388152,4.519546,7.528320,0.145881
6.157887,0.006707,7.563370,0.145389
1.633239,1.765283,7.565597,0.123317
3.402637,3.535056,7.587057,0.114434
5.151316,5.283308,7.562570,0.111739
0.621129,0.752964,7.553612,0.107821
2.375869,2.507671,7.551691,0.117812
4.129601,4.261326,7.547270,0.120248
5.875237,6.006615,7.527412,0.118879
1.344443,1.475869,7.530148,0.119608
3.083179,3.214170,7.505265,0.122410
4.835549,4.966684,7.513515,0.127654
0.299466,0.430561,7.511171,0.137087
2.061151,2.192682,7.536208,0.138059
3.803136,3.934271,7.513464,0.126932
5.558233,5.689573,7.525248,0.125332
1.007598,1.138326,7.490145,0.129804
2.743587,2.874003,7.472315,0.129611
4.482744,4.613099,7.468761,0.146081
6.213428,0.060280,7.450630,0.150752
1.668372,1.798445,7.452658,0.154387
3.417092,3.547579,7.476372,0.153800
5.159059,5.289574,7.477963,0.150456
0.626735,0.757543,7.494765,0.147594
2.369563,2.500363,7.494277,0.147710
4.128978,4.260276,7.522857,0.144365
5.893761,6.025533,7.549965,0.136988
1.377501,1.509695,7.574117,0.134814
3.136161,3.268352,7.573963,0.128635
4.895979,5.028149,7.572746,0.120690
0.366609,0.498588,7.561834,0.115113
2.120046,2.251914,7.555492,0.115371
3.872939,4.004667,7.547468,0.116501
5.626778,5.758442,7.543804,0.116308
1.086627,1.217914,7.522175,0.120681
2.838222,2.969502,7.521816,0.121928
4.584992,4.716124,7.513289,0.129613
0.053735,0.184968,7.519131,0.133373
1.806628,1.937917,7.522272,0.130764
3.569379,3.701021,7.542546,0.133587
5.309247,5.440436,7.516559,0.132079
0.770840,0.901850,7.506329,0.130317
2.507186,2.637840,7.485933,0.135994
4.247853,4.378424,7.481153,0.137239
5.978851,6.109015,7.457851,0.144515
1.439143,1.569490,7.468321,0.146956
3.172554,3.302701,7.456923,0.152749
4.926097,5.056735,7.484977,0.153970
0.389975,0.520762,7.493503,0.149214
2.135653,2.266528,7.498564,0.152352
3.887897,4.018998,7.511575,0.146262
5.665602,5.797688,7.567931,0.146831
1.138057,1.270097,7.565377,0.128628
2.903914,3.036206,7.579772,0.126320
4.664862,4.797157,7.579952,0.112470
0.131005,0.262952,7.560004,0.116368
1.882323,2.014040,7.546812,0.115385
3.644069,3.775979,7.557883,0.116345
5.391320,5.522884,7.538065,0.117830
0.853791,0.985033,7.519626,0.119928
2.610272,2.741688,7.529546,0.126221
4.356708,4.487937,7.518920,0.130704
6.110039,6.241356,7.523892,0.131148
1.585746,1.717303,7.537648,0.131620
3.343463,3.475161,7.545727,0.128591
5.080566,5.211681,7.512359,0.127195
0.543709,0.674723,7.506577,0.131355
2.276994,2.407545,7.480007,0.135424
4.013172,4.143497,7.467034,0.144733
5.752476,5.882725,7.462746,0.146517
1.206266,1.336452,7.459110,0.154469
2.949135,3.079444,7.466156,0.155761
4.703413,4.834208,7.494006,0.156089
0.167605,0.298529,7.501402,0.156430
1.910159,2.040997,7.496476,0.150272
3.675029,3.806523,7.534079,0.143652
5.443610,5.575699,7.568169,0.139019
0.920302,1.052420,7.569790,0.136547
2.690375,2.822879,7.591875,0.121529
4.446727,4.579025,7.580115,0.117080
6.199158,0.047984,7.563695,0.111775
1.667985,1.799758,7.550067,0.107959
3.430551,3.562536,7.562236,0.117868
5.177968,5.309573,7.540451,0.122094
0.645621,0.777079,7.531962,0.122411
2.397843,2.529266,7.529985,0.123956
4.150149,4.281562,7.529385,0.130152
5.900652,6.031976,7.524286,0.126191
1.375058,1.506592,7.536334,0.129412
3.130509,3.262119,7.540649,0.131308
4.879021,5.010434,7.529409,0.120858
0.338243,0.469337,7.511147,0.120585
2.075638,2.206357,7.489685,0.129071
3.804665,3.934862,7.459743,0.129814
5.551267,5.681678,7.472029,0.145909
0.995808,1.125789,7.447390,0.149527
2.740313,2.870540,7.461505,0.154828
4.483559,4.613947,7.470711,0.155675
6.231776,0.079244,7.485918,0.151256
1.687560,1.818082,7.478348,0.148901
3.452994,3.584323,7.524590,0.151350
5.211905,5.343561,7.543333,0.149960
0.690738,0.822659,7.558511,0.130465
2.456302,2.588566,7.578180,0.126019
4.214042,4.346229,7.573768,0.115658
5.960055,6.091766,7.546516,0.110753
1.439870,1.571851,7.561975,0.116828
3.188254,3.319953,7.545772,0.121033
4.944796,5.076525,7.547487,0.118409
0.405843,0.537204,7.526452,0.117805
2.158465,2.289865,7.528639,0.122150
3.902884,4.034005,7.512656,0.126996
5.657143,5.788424,7.521823,0.132661
1.125842,1.257166,7.524277,0.135016
2.878549,3.009883,7.524908,0.130804
4.633790,4.765251,7.532188,0.126344
0.087623,0.218594,7.504084,0.130964
1.822522,1.953054,7.478921,0.127106
3.563335,3.693811,7.475703,0.138709
5.297081,5.427325,7.462407,0.142662
0.744412,0.874379,7.446548,0.150117
2.488014,2.618235,7.461080,0.154918
4.235791,4.366344,7.480138,0.153114
5.977024,6.107532,7.477561,0.154761
1.439498,1.570144,7.485460,0.150249
3.188258,3.319139,7.498889,0.150809
4.957678,5.089324,7.542769,0.141563
0.438651,0.570648,7.562884,0.138096
2.203162,2.335443,7.579141,0.124971
3.962012,4.094221,7.574980,0.117511
5.719248,5.851376,7.570372,0.112186
1.184197,1.316003,7.551906,0.110872
