omega_ref,omega_pll,Iq_ref,Iq_meas
499.992371,501.442261,-0.095337,-0.198376
499.992371,499.760834,-0.095337,-0.088601
499.992371,500.376709,0.206486,-0.008160
499.992371,499.832520,0.206486,0.027251
499.992371,499.822418,0.189947,0.237980
499.992371,501.345673,0.189947,0.218194
499.992371,501.846680,0.110179,0.118479
499.992371,499.701691,0.110179,-0.004557
499.992371,498.829376,0.253548,0.288968
499.992371,497.009888,0.253548,0.018417
499.992371,495.762634,0.541923,0.452373
499.992371,496.107208,0.541923,0.524303
499.992371,495.100769,0.705511,0.563270
499.992371,496.151245,0.705511,0.863743
499.992371,498.520569,0.671135,0.736600
499.992371,498.899811,0.671135,0.652403
499.992371,498.445221,0.397331,0.457583
499.992371,501.566925,0.397331,0.355878
499.992371,502.944855,0.127639,0.172466
499.992371,503.538208,0.127639,0.117849
499.992371,505.340729,-0.124861,0.176616
499.992371,504.098206,-0.124861,0.138651
499.992371,502.529175,-0.213929,-0.171098
499.992371,502.688690,-0.213929,-0.129327
499.992371,502.669983,-0.019125,-0.356304
499.992371,501.482025,-0.019125,0.007788
499.992371,500.907684,0.044654,0.112058
499.992371,500.754333,0.044654,0.015058
499.992371,499.167480,0.077272,-0.270982
499.992371,500.046387,0.077272,0.161476
499.992371,500.618408,0.214137,0.137333
499.992371,500.040985,0.214137,0.082137
499.992371,500.186676,0.103027,0.494147
499.992371,498.983307,0.103027,0.096843
499.992371,497.561951,0.256589,0.187174
499.992371,496.279755,0.256589,0.431965
499.992371,496.524017,0.644660,0.447931
499.992371,494.938354,0.644660,0.671298
499.992371,496.105469,0.752947,0.886012
499.992371,497.063446,0.752947,0.737225
499.992371,497.772339,0.526872,0.640235
499.992371,497.725311,0.526872,0.550236
499.992371,500.133667,0.503923,0.353210
499.992371,501.906555,0.503923,0.713463
499.992371,503.245087,-0.026989,0.251134
499.992371,504.024567,-0.026989,0.118830
499.992371,504.093750,-0.248967,-0.326460
499.992371,502.543823,-0.248967,-0.245752
499.992371,503.900696,-0.072660,-0.015630
499.992371,502.213440,-0.072660,-0.328500
499.992371,502.763855,-0.110091,-0.032118
499.992371,500.460236,-0.110091,-0.092972
499.992371,499.972046,0.127115,-0.358199
499.992371,498.807373,0.127115,0.059448
499.992371,499.793701,0.336123,0.265299
499.992371,500.156891,0.336123,0.267493
499.992371,500.656708,0.116258,0.152528
499.992371,501.253174,0.116258,0.190909
499.992371,499.257721,0.075492,-0.039386
499.992371,497.382019,0.075492,0.243603
499.992371,497.367981,0.437695,0.295719
499.992371,496.016663,0.437695,0.413384
499.992371,495.772614,0.544700,0.589372
499.992371,496.588684,0.544700,0.435393
499.992371,497.074554,0.562523,0.461784
499.992371,497.243988,0.562523,0.591147
499.992371,498.026642,0.510742,0.466883
499.992371,498.684448,0.510742,0.478227
499.992371,501.517609,0.298417,0.402856
499.992371,502.666992,0.298417,0.433427
499.992371,503.510895,-0.080214,-0.043032
499.992371,503.691132,-0.080214,0.110654
499.992371,503.402283,-0.202296,-0.086285
499.992371,502.139069,-0.202296,-0.190453
499.992371,502.120697,-0.143547,-0.314179
499.992371,502.039185,-0.143547,-0.193515
499.992371,500.340759,-0.080638,-0.206681
499.992371,498.638733,-0.080638,-0.060151
499.992371,499.698456,0.244400,0.222271
499.992371,498.616821,0.244400,0.112182
499.992371,499.143494,0.271590,0.137660
499.992371,500.462402,0.271590,0.405676
499.992371,499.899658,0.137075,0.417999
499.992371,497.939728,0.137075,0.166461
499.992371,497.472198,0.382861,0.329721
499.992371,496.143127,0.382861,0.444740
499.992371,495.420715,0.572970,0.378396
499.992371,495.214935,0.572970,0.640880
499.992371,496.070648,0.755589,0.642264
499.992371,496.671570,0.755589,0.749224
499.992371,498.386810,0.520172,0.578163
499.992371,497.763397,0.520172,0.491637
499.992371,499.473450,0.458273,0.135855
499.992371,502.606842,0.458273,0.465556
499.992371,503.716949,-0.045138,0.093746
499.992371,503.537842,-0.045138,0.006385
499.992371,504.527588,-0.181595,-0.004486
499.992371,502.838531,-0.181595,-0.193201
499.992371,501.599274,-0.134336,-0.251746
499.992371,502.181885,-0.134336,0.146014
499.992371,501.773376,-0.031668,-0.236005
499.992371,500.853912,-0.031668,-0.171919
499.992371,500.158478,0.061557,0.079177
499.992371,500.024933,0.061557,0.080798
499.992371,499.292267,0.148097,-0.023089
499.992371,499.902008,0.148097,0.243141
499.992371,500.924774,0.206462,0.192402
499.992371,499.146606,0.206462,0.138235
499.992371,499.008636,0.227545,0.221552
499.992371,497.361542,0.227545,0.189848
499.992371,496.424561,0.414163,0.306986
499.992371,496.815735,0.414163,0.454648
499.992371,495.577393,0.618833,0.493183
499.992371,495.377838,0.618833,0.646735
499.992371,497.131317,0.696460,0.854629
499.992371,497.611389,0.696460,0.657558
499.992371,497.082703,0.477277,0.567066
499.992371,498.972687,0.477277,0.688796
499.992371,500.997253,0.413703,0.411847
499.992371,502.896851,0.413703,0.393879
499.992371,503.454498,-0.115674,0.098939
499.992371,504.334961,-0.115674,-0.113806
499.992371,503.160431,-0.284699,-0.276876
499.992371,502.519440,-0.284699,-0.251390
499.992371,502.191559,-0.011597,-0.029213
499.992371,501.722504,-0.011597,-0.317653
499.992371,501.044800,-0.007344,0.056144
499.992371,501.262329,-0.007344,0.011874
499.992371,499.384552,0.100233,0.066515
499.992371,499.694916,0.100233,0.260502
499.992371,499.396484,0.298983,0.275607
499.992371,500.812592,0.298983,0.228931
499.992371,499.806000,0.062826,0.156780
499.992371,500.467896,0.062826,0.121328
499.992371,498.407104,0.147039,0.115816
499.992371,497.072113,0.147039,0.231886
499.992371,496.820221,0.557976,0.353505
499.992371,495.790466,0.557976,0.399711
499.992371,495.752686,0.631258,0.503200
499.992371,497.555450,0.631258,0.626632
499.992371,497.248627,0.475500,0.505265
499.992371,498.260254,0.475500,0.639037
499.992371,498.643951,0.483008,0.344899
499.992371,500.272491,0.483008,0.401758
499.992371,502.413574,0.186138,0.309539
499.992371,503.750793,0.186138,0.248669
499.992371,503.195068,-0.122316,-0.011167
499.992371,502.714264,-0.122316,0.040792
