theta_e_meas,theta_e_ctrl,delta_theta_deg,u_mag_pu
0.207474,0.426631,12.556812,0.192057
2.644782,2.863979,12.559062,0.191409
5.112563,5.332959,12.627779,0.192786
1.297511,1.518643,12.669949,0.189784
3.747382,3.968387,12.662621,0.169240
6.206101,0.144103,12.673101,0.166536
2.384048,2.605457,12.685816,0.151163
4.846688,5.068335,12.699430,0.158709
0.998063,1.218726,12.643046,0.152395
3.461858,3.682987,12.669753,0.149316
5.911202,6.132103,12.656707,0.155533
2.093278,2.314659,12.684219,0.158252
4.551620,4.773040,12.686478,0.152060
0.709810,0.930611,12.650949,0.154444
3.131828,3.351458,12.583861,0.159988
5.571904,5.791406,12.576546,0.160304
1.710380,1.929126,12.533244,0.180972
4.148211,4.367073,12.539894,0.188490
0.308707,0.527888,12.558146,0.189837
2.745826,2.965021,12.558972,0.195565
5.215765,5.436237,12.632084,0.193244
1.399882,1.621032,12.670923,0.189541
3.852454,4.073552,12.667962,0.171485
0.031783,0.253181,12.685174,0.165466
2.489097,2.710500,12.685481,0.156427
4.947922,5.169398,12.689611,0.155493
1.109885,1.330856,12.660707,0.153596
3.572675,3.793975,12.679569,0.152517
6.026989,6.248193,12.674024,0.155712
2.215632,2.437461,12.709828,0.157964
4.672253,4.893923,12.700754,0.151027
0.823711,1.044395,12.644262,0.150541
3.248414,3.468064,12.585003,0.163467
5.682638,5.901934,12.564715,0.160681
1.826168,2.044961,12.535934,0.184344
4.268529,4.487597,12.551651,0.190643
0.427390,0.646655,12.562958,0.191108
2.865474,3.084767,12.564565,0.191265
5.343676,5.564542,12.654706,0.191245
1.520427,1.741544,12.669086,0.189234
3.977386,4.198602,12.674783,0.167899
0.155185,0.376596,12.685955,0.163402
2.616673,2.838260,12.695998,0.155403
5.077027,5.298657,12.698503,0.153402
1.241132,1.462341,12.674379,0.153345
3.694125,3.915218,12.667678,0.151158
6.151503,0.089483,12.671831,0.159451
2.338634,2.560388,12.705578,0.161170
4.794060,5.015592,12.692838,0.149573
0.942624,1.163080,12.631175,0.149296
3.371354,3.591005,12.585073,0.162590
5.796769,6.015718,12.544877,0.164038
1.945920,2.164687,12.534433,0.185989
4.389833,4.608951,12.554507,0.188169
0.551756,0.771144,12.569998,0.188138
2.988563,3.207884,12.566182,0.191458
5.470202,5.691219,12.663360,0.187351
1.641650,1.862680,12.664094,0.187540
4.105380,4.326791,12.685936,0.168402
0.282634,0.504169,12.693013,0.159942
2.738290,2.959719,12.686965,0.150557
5.194788,5.416143,12.682717,0.151045
1.366694,1.588022,12.681134,0.152939
3.813188,4.034120,12.658489,0.148150
6.274989,0.213049,12.676446,0.156835
2.462161,2.683980,12.709270,0.153487
4.908277,5.129499,12.675091,0.150789
1.055372,1.275535,12.614411,0.149396
3.489973,3.709677,12.588108,0.163298
5.916564,6.135589,12.549235,0.165990
2.067308,2.286169,12.539783,0.183803
4.500190,4.718954,12.534269,0.187073
0.658340,0.877333,12.547386,0.190886
3.095897,3.314990,12.553118,0.193972
5.576720,5.797548,12.652513,0.187417
1.744601,1.965390,12.650247,0.185157
4.209781,4.431097,12.680456,0.169102
0.380490,0.601767,12.678210,0.161554
2.840573,3.062010,12.687357,0.154185
5.298872,5.520294,12.686543,0.153494
1.469312,1.690632,12.680717,0.153346
3.912889,4.133689,12.650933,0.148753
0.094819,0.316074,12.676982,0.159749
2.568009,2.789891,12.712856,0.159740
5.011105,5.232220,12.668972,0.149885
1.162793,1.383037,12.619030,0.148901
3.595024,3.814668,12.584679,0.161881
6.022369,6.241384,12.548607,0.165922
2.174918,2.393848,12.543765,0.183644
4.614070,4.833160,12.552921,0.185457
0.770331,0.989489,12.556814,0.188815
3.212272,3.431639,12.568844,0.191558
5.695406,5.916520,12.668877,0.183407
1.862590,2.083553,12.660237,0.182681
4.323451,4.544714,12.677471,0.165308
0.494832,0.716062,12.675570,0.158418
2.944955,3.165967,12.663069,0.156886
5.403380,5.624516,12.670135,0.156694
1.575538,1.796679,12.670465,0.153096
4.024062,4.244913,12.653831,0.155772
0.203708,0.424893,12.672968,0.157962
2.671216,2.892819,12.696917,0.157000
5.115233,5.336153,12.657778,0.152102
1.269711,1.489930,12.617667,0.152314
3.698083,3.917528,12.573282,0.163467
6.127357,0.063108,12.544165,0.168801
