omega_ref,omega_pll,Iq_ref,Iq_meas
699.984741,702.986694,-0.083081,0.053717
699.984741,701.744080,0.173747,0.044074
699.984741,701.060913,0.173747,0.199007
699.984741,701.155701,0.125721,0.047300
699.984741,703.429382,0.125721,0.066175
699.984741,703.333496,-0.162703,0.048392
699.984741,700.980774,-0.162703,-0.019873
699.984741,698.075684,0.482381,-0.074650
699.984741,697.324890,0.482381,0.407810
699.984741,696.123352,0.640536,0.321314
699.984741,695.614990,0.640536,0.447966
699.984741,696.707397,0.608720,0.692024
699.984741,696.239868,0.608720,0.662627
699.984741,701.276794,0.252474,0.562586
699.984741,701.578125,0.252474,0.392824
699.984741,702.716248,-0.003008,-0.042511
699.984741,702.794128,-0.003008,0.172590
699.984741,703.172485,-0.139863,-0.163629
699.984741,702.558228,-0.139863,0.162616
699.984741,702.286865,0.119840,-0.025938
699.984741,700.971863,0.119840,-0.145667
699.984741,702.063354,0.046189,-0.037388
699.984741,703.805847,0.046189,0.101395
699.984741,702.367371,-0.159024,0.185249
699.984741,699.720581,-0.159024,0.032026
699.984741,698.233093,0.472423,-0.116491
699.984741,696.284729,0.472423,0.356485
699.984741,695.818848,0.700133,0.450097
699.984741,695.217773,0.700133,0.763609
699.984741,695.520630,0.706698,0.793588
699.984741,696.259277,0.706698,0.639706
699.984741,702.325012,0.122872,0.642368
699.984741,701.937622,0.122872,0.290154
699.984741,702.459412,0.005174,0.295637
699.984741,702.745422,0.005174,0.151988
699.984741,701.829651,-0.018081,0.083506
699.984741,701.610718,-0.018081,0.083764
699.984741,702.484436,0.019488,0.086606
699.984741,700.629822,0.019488,-0.142896
699.984741,701.092651,0.068681,-0.136126
699.984741,703.311584,0.068681,0.119509
699.984741,701.835449,-0.140878,-0.041664
699.984741,699.923340,-0.140878,0.035829
699.984741,697.662354,0.435861,-0.199639
699.984741,696.045349,0.435861,0.097010
699.984741,695.715515,0.703695,0.329460
699.984741,695.596802,0.703695,0.900130
699.984741,695.572144,0.656795,0.769715
699.984741,696.581055,0.656795,0.638073
699.984741,701.775757,0.119120,0.566600
699.984741,701.332886,0.119120,0.124530
699.984741,702.357056,-0.013757,0.000158
699.984741,702.713074,-0.013757,0.090578
699.984741,701.912231,-0.029651,0.019800
699.984741,701.565247,-0.029651,0.081900
699.984741,701.120911,0.005664,0.151708
699.984741,699.819214,0.005664,-0.265727
699.984741,701.288635,-0.009439,-0.109120
699.984741,703.199951,-0.009439,0.030639
699.984741,701.004883,-0.058600,0.022425
699.984741,698.868408,-0.058600,0.025258
699.984741,696.423645,0.485177,0.062486
699.984741,695.429810,0.485177,0.191490
699.984741,694.790222,0.757869,0.352225
699.984741,695.478516,0.757869,0.742271
699.984741,694.543457,0.759746,0.793711
699.984741,696.195984,0.759746,0.557730
699.984741,701.531738,0.096959,0.607478
699.984741,701.647583,0.096959,0.103847
699.984741,702.282959,-0.067575,0.193423
699.984741,702.035217,-0.067575,-0.117128
699.984741,702.190308,-0.074603,-0.121557
699.984741,702.056274,-0.074603,0.015838
699.984741,700.502502,-0.008572,-0.013777
699.984741,699.774902,-0.008572,-0.162402
699.984741,700.926758,0.045038,0.033299
699.984741,702.346375,0.045038,0.160180
699.984741,700.688782,-0.012839,0.054118
699.984741,698.763977,-0.012839,0.084741
699.984741,696.526733,0.404466,-0.027210
699.984741,695.781494,0.404466,0.023742
699.984741,694.811096,0.747321,0.435794
699.984741,694.703918,0.747321,0.679713
699.984741,694.087891,0.833771,0.766813
699.984741,696.527405,0.833771,0.837186
699.984741,700.889160,0.077158,0.632461
699.984741,701.597900,0.077158,0.352225
699.984741,702.396362,-0.034998,0.195159
699.984741,702.097473,-0.034998,-0.121137
699.984741,701.825012,-0.005190,-0.082151
699.984741,701.839355,-0.005190,0.042549
699.984741,700.015320,0.027938,0.074133
699.984741,700.767883,0.027938,-0.245225
699.984741,700.757996,0.125619,0.189333
699.984741,702.138794,0.125619,0.103032
699.984741,700.837402,0.042472,-0.018895
699.984741,699.363647,0.042472,0.154016
699.984741,695.699402,0.517643,0.025636
699.984741,695.804138,0.517643,0.121268
699.984741,694.955750,0.746376,0.829814
699.984741,695.703735,0.746376,0.662997
699.984741,695.363464,0.702640,0.741395
699.984741,697.836304,0.702640,0.565822
699.984741,701.233948,0.033538,0.526133
699.984741,702.345520,0.033538,0.176437
699.984741,702.708069,-0.055760,-0.018997
699.984741,701.874023,-0.055760,-0.033701
699.984741,702.094971,0.001437,0.025842
699.984741,701.711731,0.001437,0.078724
699.984741,699.997925,0.095890,-0.035928
699.984741,700.637146,0.095890,-0.135348
699.984741,701.001343,0.142128,0.234139
699.984741,701.765747,0.142128,0.181911
699.984741,701.272583,0.072947,0.128692
699.984741,699.471436,0.072947,0.227415
699.984741,696.770142,0.479407,0.106066
699.984741,696.256958,0.479407,0.106581
699.984741,695.838440,0.710689,0.557086
699.984741,695.727478,0.710689,0.447751
699.984741,695.781860,0.746770,0.659184
699.984741,698.534729,0.746770,0.713320
699.984741,702.245361,-0.025099,0.347235
699.984741,703.005310,-0.025099,0.109946
699.984741,702.874573,-0.031029,-0.068410
699.984741,701.677734,-0.031029,0.071265
699.984741,703.450745,-0.070509,-0.144776
699.984741,702.271606,-0.070509,0.017016
699.984741,700.320251,0.182162,-0.117780
699.984741,701.444336,0.182162,-0.005096
699.984741,702.141357,0.055759,0.142952
699.984741,702.830688,0.055759,0.101902
699.984741,702.101929,0.037761,0.030465
699.984741,698.872620,0.037761,0.189691
699.984741,697.019470,0.580599,0.127561
699.984741,696.483032,0.580599,0.416233
699.984741,695.568237,0.735801,0.617820
699.984741,695.568115,0.735801,0.655819
699.984741,696.309875,0.749124,0.676029
699.984741,698.641541,0.749124,0.750113
699.984741,702.591919,0.032954,0.544798
699.984741,703.086914,0.032954,0.220559
699.984741,703.324707,-0.117922,-0.071358
699.984741,701.791382,-0.117922,0.012166
699.984741,703.117188,-0.013494,-0.012412
699.984741,702.195251,-0.013494,0.046212
699.984741,701.855347,0.128168,-0.265761
699.984741,701.970886,0.128168,0.111039
699.984741,702.747131,-0.096785,-0.012022
699.984741,703.882874,-0.096785,-0.080567
699.984741,702.591309,-0.015634,-0.193843
699.984741,698.515503,-0.015634,-0.045567
699.984741,698.099792,0.518175,-0.310846
699.984741,697.267822,0.518175,0.586579
699.984741,695.718201,0.672735,0.553875
699.984741,695.213501,0.672735,0.595872
699.984741,695.942322,0.706918,0.684567
699.984741,697.535522,0.706918,0.764686
699.984741,702.527588,0.074028,0.540319
699.984741,702.484741,0.074028,0.494831
699.984741,702.579590,-0.099346,0.143099
699.984741,702.751953,-0.099346,0.075327
699.984741,704.138428,-0.167278,-0.147416
699.984741,702.542603,-0.167278,-0.124120
699.984741,701.110596,0.210412,-0.155956
699.984741,701.796326,0.210412,0.570636
699.984741,701.751770,-0.035608,0.229997
699.984741,703.856689,-0.035608,0.126567
699.984741,701.598999,-0.001666,-0.047758
699.984741,698.489929,-0.001666,-0.113480
699.984741,697.209106,0.558044,-0.023888
699.984741,696.355469,0.558044,0.478448
699.984741,694.855530,0.705556,0.591984
699.984741,695.910217,0.705556,0.727884
699.984741,695.287964,0.712262,0.716488
699.984741,697.952576,0.712262,0.639388
699.984741,702.778442,-0.011808,0.636747
699.984741,702.822449,-0.011808,0.277356
699.984741,702.245056,-0.081243,0.102118
699.984741,703.323242,-0.081243,0.009922
699.984741,703.408875,-0.182890,-0.181474
699.984741,702.018311,-0.182890,-0.348742
699.984741,701.393921,0.113620,-0.109146
699.984741,700.941528,0.113620,0.043401
699.984741,701.108521,0.041734,0.182636
699.984741,703.810181,0.041734,0.151840
699.984741,700.812988,0.031209,0.076180
699.984741,698.601685,0.031209,-0.165767
699.984741,696.971069,0.537948,0.173206
699.984741,695.755066,0.537948,0.393664
699.984741,694.967102,0.718370,0.615458
699.984741,696.108215,0.718370,0.699524
699.984741,694.654114,0.744061,0.704919
699.984741,698.288940,0.744061,0.669158
699.984741,702.794067,-0.018877,0.809752
699.984741,702.533813,-0.018877,0.142414
699.984741,701.753235,0.075341,0.150475
699.984741,703.571777,0.075341,0.227854
699.984741,702.369446,-0.090251,0.122396
699.984741,701.961548,-0.090251,-0.275479
699.984741,701.816589,0.045961,-0.178498
699.984741,701.489929,0.045961,-0.031816
699.984741,701.801331,0.034921,0.111110
699.984741,704.415649,0.034921,0.218021
699.984741,701.148376,0.009291,0.007674
699.984741,698.945068,0.009291,-0.233832
699.984741,697.225525,0.495602,0.249187
699.984741,695.335754,0.495602,0.416479
699.984741,694.908936,0.751598,0.545182
699.984741,697.104858,0.751598,0.757518
699.984741,695.268372,0.717329,0.754704
699.984741,698.622742,0.717329,0.683403
699.984741,702.729553,-0.030134,0.667621
699.984741,702.476074,-0.030134,0.110136
699.984741,702.662903,-0.033582,0.050130
699.984741,703.204834,-0.033582,0.006883
699.984741,702.157898,-0.042905,-0.341944
699.984741,701.754028,-0.042905,-0.314176
699.984741,702.285278,-0.000619,0.271825
699.984741,700.788574,-0.000619,0.038282
699.984741,703.141724,-0.091014,0.080548
699.984741,703.363770,-0.091014,-0.015539
699.984741,700.722412,0.035484,-0.118197
699.984741,697.248047,0.035484,-0.230011
699.984741,696.407776,0.568609,0.402978
699.984741,694.795898,0.568609,0.439626
699.984741,694.610352,0.849390,0.513073
699.984741,696.072205,0.849390,0.796227
699.984741,694.572693,0.864459,0.811824
699.984741,698.096191,0.864459,1.128477
699.984741,702.647095,0.025768,0.740225
699.984741,702.561584,0.025768,0.163023
699.984741,703.433899,-0.016907,0.189802
699.984741,703.412903,-0.016907,0.157799
699.984741,703.396179,-0.110345,-0.172992
699.984741,702.069031,-0.110345,-0.249349
699.984741,702.355896,-0.022176,0.229540
699.984741,702.123047,-0.022176,0.024930
699.984741,703.257629,-0.057651,0.033448
699.984741,702.401062,-0.057651,0.090221
699.984741,700.811340,0.070380,-0.095441
699.984741,697.786926,0.070380,-0.390124
699.984741,696.796387,0.522952,-0.032101
699.984741,694.952637,0.522952,0.533317
699.984741,695.512085,0.811323,0.543535
699.984741,696.148071,0.811323,0.782046
699.984741,695.174561,0.848309,0.571157
699.984741,698.926697,0.848309,1.151215
699.984741,702.846313,-0.039118,0.708589
699.984741,702.712097,-0.039118,0.219865
699.984741,704.270264,-0.100344,0.054683
699.984741,702.988892,-0.100344,-0.102904
699.984741,703.647522,-0.187649,-0.125628
699.984741,701.467285,-0.187649,-0.289091
699.984741,701.211853,0.005108,0.007328
699.984741,701.246948,0.005108,0.084902
699.984741,703.950256,-0.169413,0.048696
699.984741,701.563843,-0.169413,-0.065690
699.984741,699.937866,0.114398,-0.220591
699.984741,697.108521,0.114398,0.230168
699.984741,695.499390,0.570956,0.213800
699.984741,694.037415,0.570956,0.419610
699.984741,695.206726,0.843440,0.633599
699.984741,694.765930,0.843440,0.751786
699.984741,694.773926,0.915742,0.568610
699.984741,699.452393,0.915742,0.896821
699.984741,702.399536,-0.027878,0.724498
699.984741,702.353821,-0.027878,0.365430
699.984741,703.383423,-0.079026,0.128765
699.984741,701.763977,-0.079026,-0.116674
699.984741,702.626648,-0.050189,-0.383060
699.984741,701.904358,-0.050189,0.045924
699.984741,701.678528,-0.052655,0.062975
699.984741,701.829895,-0.052655,0.048904
699.984741,703.176270,-0.187680,-0.042519
699.984741,701.827454,-0.187680,-0.311751
699.984741,700.079102,0.082143,-0.217673
699.984741,697.766968,0.082143,0.095235
699.984741,695.356873,0.589331,0.254372
699.984741,694.132690,0.589331,0.468257
699.984741,695.558716,0.749811,0.469272
699.984741,694.797302,0.749811,0.665834
699.984741,695.738525,0.773688,0.744017
699.984741,699.755432,0.773688,1.050665
699.984741,701.445190,0.034663,0.686237
699.984741,702.389709,0.034663,0.136933
699.984741,703.027222,-0.138080,0.109357
699.984741,701.757507,-0.138080,-0.206232
699.984741,702.199280,-0.062893,-0.179145
699.984741,701.225647,-0.062893,-0.140684
699.984741,700.664001,0.033903,0.085133
699.984741,701.358704,0.033903,0.074088
699.984741,702.338440,-0.166281,0.190447
699.984741,701.982788,-0.166281,-0.263530
699.984741,699.712463,0.115204,-0.202262
699.984741,697.238220,0.115204,0.093670
699.984741,694.975891,0.653199,0.307235
699.984741,694.453186,0.653199,0.460000
699.984741,695.244751,0.709117,0.396814
699.984741,695.562988,0.709117,0.506822
699.984741,695.649475,0.733502,0.566037
699.984741,699.629028,0.733502,0.918479
699.984741,701.222900,0.059501,0.557255
699.984741,702.819702,0.059501,0.392082
699.984741,702.076965,-0.095569,0.014401
699.984741,702.696106,-0.095569,-0.230202
699.984741,702.265137,-0.092927,0.139465
699.984741,700.509583,-0.092927,-0.145755
699.984741,700.354370,0.125403,0.075395
699.984741,700.924316,0.125403,0.175061
699.984741,701.448853,-0.073450,0.111786
699.984741,701.621399,-0.073450,-0.233428
699.984741,700.017029,0.137426,-0.027641
699.984741,696.950623,0.137426,0.080298
699.984741,695.557007,0.650535,0.292430
699.984741,694.706604,0.650535,0.584284
699.984741,694.790649,0.673719,0.360246
699.984741,696.292603,0.673719,0.527872
699.984741,696.147644,0.625185,0.589204
699.984741,699.835205,0.625185,0.682531
699.984741,701.305420,0.050428,0.508695
699.984741,702.905457,0.050428,0.505392
699.984741,702.033203,-0.112823,0.115596
699.984741,702.661560,-0.112823,-0.116870
699.984741,702.693176,-0.065258,-0.133286
