theta_e_meas,theta_e_ctrl,delta_theta_deg,u_mag_pu
3.556861,3.556861,0.000000,0.155643
6.006436,6.006436,0.000000,0.155468
2.187089,2.187089,0.000000,0.156548
4.645472,4.645472,0.000000,0.153208
0.793489,0.793489,0.000000,0.155607
3.218863,3.218863,0.000000,0.154540
5.656611,5.656611,0.000000,0.167149
1.795821,1.795821,0.000000,0.172959
4.229877,4.229877,0.000000,0.196729
0.392429,0.392429,0.000000,0.193141
2.823005,2.823005,0.000000,0.189588
5.293089,5.293089,0.000000,0.192427
1.472926,1.472926,0.000000,0.167108
3.927073,3.927073,0.000000,0.163789
0.098727,0.098727,0.000000,0.159578
2.556230,2.556230,0.000000,0.153488
5.010273,5.010273,0.000000,0.156834
1.169219,1.169219,0.000000,0.155306
3.620618,3.620618,0.000000,0.149835
6.066964,6.066964,0.000000,0.157086
2.252082,2.252082,0.000000,0.159678
4.709919,4.709919,0.000000,0.160218
0.857455,0.857455,0.000000,0.156700
3.287212,3.287212,0.000000,0.157409
5.720745,5.720745,0.000000,0.168639
1.865386,1.865386,0.000000,0.174927
4.301372,4.301372,0.000000,0.190326
0.465077,0.465077,0.000000,0.188638
2.899093,2.899093,0.000000,0.188159
5.371737,5.371737,0.000000,0.190174
1.551005,1.551005,0.000000,0.166304
4.005740,4.005740,0.000000,0.164355
0.174251,0.174251,0.000000,0.157843
2.633805,2.633805,0.000000,0.159103
5.088017,5.088017,0.000000,0.156783
1.253400,1.253400,0.000000,0.155910
3.702474,3.702474,0.000000,0.149935
6.159514,6.159514,0.000000,0.159875
2.342639,2.342639,0.000000,0.155908
4.794165,4.794165,0.000000,0.157595
0.938578,0.938578,0.000000,0.157595
3.373619,3.373619,0.000000,0.159198
5.802558,5.802558,0.000000,0.170311
1.948332,1.948332,0.000000,0.178115
4.385995,4.385995,0.000000,0.191835
0.550204,0.550204,0.000000,0.192448
2.984763,2.984763,0.000000,0.191771
5.468085,5.468085,0.000000,0.190870
1.640872,1.640872,0.000000,0.160370
4.100429,4.100429,0.000000,0.157935
0.269486,0.269486,0.000000,0.155807
2.723737,2.723737,0.000000,0.151630
5.176520,5.176520,0.000000,0.156811
1.348866,1.348866,0.000000,0.156276
3.792802,3.792802,0.000000,0.155400
6.254059,6.254059,0.000000,0.161346
2.436324,2.436324,0.000000,0.156627
4.886529,4.886529,0.000000,0.157267
1.033854,1.033854,0.000000,0.157048
3.471161,3.471161,0.000000,0.158658
5.901086,5.901086,0.000000,0.174891
2.054410,2.054410,0.000000,0.183538
4.489892,4.489892,0.000000,0.190393
0.650245,0.650245,0.000000,0.189365
3.087108,3.087108,0.000000,0.190235
5.575232,5.575232,0.000000,0.192179
1.745673,1.745673,0.000000,0.165702
4.211082,4.211082,0.000000,0.162556
0.384582,0.384582,0.000000,0.153472
2.841874,2.841874,0.000000,0.152151
5.301369,5.301369,0.000000,0.152327
1.466313,1.466313,0.000000,0.152959
3.907395,3.907395,0.000000,0.159223
0.084668,0.084668,0.000000,0.165634
2.556413,2.556413,0.000000,0.159639
5.003660,5.003660,0.000000,0.160766
1.158872,1.158872,0.000000,0.156963
3.597752,3.597752,0.000000,0.157017
6.030402,6.030402,0.000000,0.174583
2.182720,2.182720,0.000000,0.181127
4.621893,4.621893,0.000000,0.183197
0.783229,0.783229,0.000000,0.187607
3.230666,3.230666,0.000000,0.189925
5.718583,5.718583,0.000000,0.188727
1.886313,1.886313,0.000000,0.165160
4.346564,4.346564,0.000000,0.159047
0.520125,0.520125,0.000000,0.155470
2.976621,2.976621,0.000000,0.154743
5.434313,5.434313,0.000000,0.153410
1.601207,1.601207,0.000000,0.153287
4.052041,4.052041,0.000000,0.163333
0.223924,0.223924,0.000000,0.163155
2.694516,2.694516,0.000000,0.155374
5.143273,5.143273,0.000000,0.155458
1.303161,1.303161,0.000000,0.152809
3.730086,3.730086,0.000000,0.152765
6.167330,6.167330,0.000000,0.178153
2.315181,2.315181,0.000000,0.182170
4.761884,4.761884,0.000000,0.186722
0.919402,0.919402,0.000000,0.187859
3.365310,3.365310,0.000000,0.186623
5.845398,5.845398,0.000000,0.184871
2.020766,2.020766,0.000000,0.167540
4.477828,4.477828,0.000000,0.159009
0.650342,0.650342,0.000000,0.157045
3.098639,3.098639,0.000000,0.153767
5.558300,5.558300,0.000000,0.155197
1.717309,1.717309,0.000000,0.152415
4.174373,4.174373,0.000000,0.162659
0.341706,0.341706,0.000000,0.161006
2.809697,2.809697,0.000000,0.160208
5.257068,5.257068,0.000000,0.157289
1.418027,1.418027,0.000000,0.154834
3.841785,3.841785,0.000000,0.154217
6.280519,6.280519,0.000000,0.177262
2.428642,2.428642,0.000000,0.176764
4.871024,4.871024,0.000000,0.186789
1.023444,1.023444,0.000000,0.189125
3.473819,3.473819,0.000000,0.188413
5.948460,5.948460,0.000000,0.189927
2.129237,2.129237,0.000000,0.168522
4.585249,4.585249,0.000000,0.156127
0.755078,0.755078,0.000000,0.155763
3.211743,3.211743,0.000000,0.154141
5.669707,5.669707,0.000000,0.152698
1.820054,1.820054,0.000000,0.152183
4.275083,4.275083,0.000000,0.163289
0.458837,0.458837,0.000000,0.159483
