theta_e_meas,theta_e_ctrl,delta_theta_deg,u_mag_pu
6.279890,0.187537,10.933890,0.152672
1.732254,1.923002,10.929093,0.155893
3.487412,3.679081,10.981840,0.158420
5.230386,5.422067,10.982544,0.150219
0.695609,0.887515,10.995426,0.146680
2.442691,2.634755,11.004440,0.143770
4.202529,4.395284,11.044028,0.147917
5.970459,6.163977,11.087753,0.136148
1.453860,1.647875,11.116212,0.133120
3.213717,3.407722,11.115662,0.123887
4.967680,5.161306,11.093925,0.119798
0.442864,0.636480,11.093383,0.116693
2.196322,2.389746,11.082345,0.117766
3.949132,4.142342,11.070097,0.116739
5.709954,5.903420,11.084835,0.117774
1.171189,1.364088,11.052259,0.121442
2.918567,3.111135,11.033333,0.119103
4.673390,4.866143,11.043963,0.127156
0.138673,0.331265,11.034698,0.131930
1.892364,2.085033,11.039174,0.130383
3.649955,3.842844,11.051725,0.130944
5.393305,5.585739,11.025631,0.131685
0.850095,1.042007,10.995764,0.131032
2.586168,2.777592,10.967767,0.138283
4.323354,4.514545,10.954474,0.144229
6.054625,6.245325,10.926295,0.149286
1.517265,1.708392,10.950749,0.151268
3.260805,3.452117,10.961333,0.155008
5.011539,5.203273,10.985557,0.157480
0.474746,0.666594,10.992102,0.148002
2.224662,2.416817,11.009681,0.148879
3.984580,4.177378,11.046480,0.140909
5.758385,5.952252,11.107770,0.142077
1.235099,1.429046,11.112363,0.124992
2.996947,3.190964,11.116338,0.120524
4.756930,4.950880,11.112520,0.114956
0.222442,0.415862,11.082169,0.112786
1.978044,2.171389,11.077896,0.114848
3.738381,3.931872,11.086206,0.120349
5.488549,5.681673,11.065208,0.118607
0.945926,1.138309,11.022776,0.118096
2.703097,2.895773,11.039527,0.125918
4.449489,4.641919,11.025449,0.128530
6.202906,0.112314,11.034765,0.130458
1.671903,1.864524,11.036362,0.129527
3.433728,3.626837,11.064342,0.130342
5.166090,5.358115,11.002184,0.129565
0.633093,0.825232,11.008765,0.131472
2.367573,2.559121,10.974886,0.131347
4.103940,4.295166,10.956462,0.143372
5.834373,6.025052,10.925091,0.144952
1.289212,1.479981,10.930283,0.156940
3.027760,3.218587,10.933584,0.157826
4.784995,4.976748,10.986630,0.156425
0.248516,0.440408,10.994572,0.157025
1.993567,2.185515,10.997809,0.148060
3.754722,3.947419,11.040771,0.149167
5.530287,5.724228,11.111972,0.140039
1.001742,1.195454,11.098879,0.136356
2.772624,2.966930,11.132926,0.118623
4.530807,4.724895,11.120487,0.113052
0.002337,0.196122,11.103014,0.111661
1.752797,1.946108,11.075880,0.106621
3.519910,3.713721,11.104529,0.114292
5.265799,5.458924,11.065253,0.116875
0.726281,0.918794,11.030193,0.118631
2.479573,2.672166,11.034760,0.120451
4.229466,4.421992,11.030899,0.126591
5.975482,6.167740,11.015621,0.125793
1.452928,1.645756,11.048245,0.131181
3.205821,3.398676,11.049802,0.133636
4.949990,5.142406,11.024674,0.125604
0.408311,0.600330,11.001861,0.121352
2.143085,2.334533,10.969217,0.132640
3.871084,4.061804,10.927463,0.135864
5.614603,5.805567,10.941422,0.149727
1.059207,1.249669,10.912649,0.153752
2.805327,2.996273,10.940380,0.153233
4.553061,4.744493,10.968243,0.157309
0.015157,0.206810,10.980906,0.151049
1.752677,1.944072,10.966118,0.148178
3.516055,3.708573,11.030488,0.149049
5.280257,5.473577,11.076394,0.152120
0.761291,0.955036,11.100795,0.130680
2.527881,2.722083,11.126998,0.121568
4.285491,4.479502,11.115985,0.112479
6.032263,6.225569,11.075583,0.108409
1.507548,1.700965,11.081941,0.112994
3.256120,3.449193,11.062254,0.118481
5.012496,5.205636,11.066127,0.117292
0.473857,0.666493,11.037233,0.117214
2.224046,2.416646,11.035178,0.127386
3.966285,4.158424,11.008783,0.127959
5.722050,5.914531,11.028321,0.132528
1.186913,1.379330,11.024669,0.133868
2.936368,3.128721,11.020982,0.129863
4.692449,4.885111,11.038726,0.125517
0.147310,0.339366,11.003989,0.132567
1.882545,2.074006,10.969916,0.130437
3.626735,3.818260,10.973583,0.137911
5.359097,5.550157,10.946957,0.141487
0.803470,0.993975,10.915133,0.148765
2.549338,2.740361,10.944794,0.153195
4.293968,4.485320,10.963665,0.157581
6.033146,6.224394,10.957684,0.154299
1.499415,1.691085,10.981878,0.150795
3.252456,3.444679,11.013607,0.151999
5.017493,5.210564,11.062147,0.137836
0.502532,0.696297,11.101900,0.133947
2.261466,2.455317,11.106816,0.121479
4.017379,4.211036,11.095716,0.120785
5.774239,5.967847,11.092896,0.116210
1.242078,1.435403,11.076723,0.114418
2.990674,3.183635,11.055845,0.116885
4.750969,4.944244,11.073803,0.117562
0.209437,0.402059,11.036386,0.121676
1.954614,2.146924,11.018576,0.120033
3.707633,3.900073,11.025970,0.126381
5.455157,5.647518,11.021453,0.129559
0.923921,1.116387,11.027509,0.130718
2.685142,2.878103,11.055866,0.127373
4.431468,4.624131,11.038757,0.127612
6.167040,0.075775,10.996202,0.127512
1.619299,1.810676,10.965105,0.136026
3.355205,3.546296,10.948746,0.135847
5.083456,5.273987,10.916621,0.143037
0.536114,0.726650,10.916901,0.147912
2.275229,2.465996,10.930130,0.159865
4.024578,4.215952,10.964933,0.163021
5.773949,5.965713,10.987286,0.153024
1.230800,1.422448,10.980641,0.150218
2.980884,3.172890,11.001183,0.148776
4.754981,4.948362,11.079963,0.151074
0.234904,0.428667,11.101796,0.132494
1.997634,2.191620,11.114604,0.129397
3.758937,3.952955,11.116420,0.113744
5.513991,5.707782,11.103401,0.111669
0.976087,1.169213,11.065326,0.112580
2.738290,2.931749,11.084371,0.114767
4.489989,4.683172,11.068571,0.116279
6.237996,0.147639,11.048273,0.122085
1.696568,1.888844,11.016545,0.125181
3.454139,3.646824,11.040071,0.127902
5.193001,5.385088,11.005748,0.128806
0.669190,0.861819,11.036801,0.129763
2.427600,2.620581,11.057011,0.130304
4.169797,4.362222,11.025123,0.130749
5.915371,6.107546,11.010806,0.130918
1.373440,1.565309,10.993290,0.131037
3.102530,3.293625,10.948968,0.138272
4.843071,5.034159,10.948557,0.139542
0.294659,0.485532,10.936258,0.152119
2.033040,2.223963,10.939078,0.153986
3.778404,3.969664,10.958370,0.155307
5.532116,5.724028,10.995767,0.156302
0.988528,1.180202,10.982117,0.148222
2.743644,2.935927,11.017011,0.145772
4.505828,4.698850,11.059345,0.141431
6.277493,0.188231,11.110985,0.143499
1.750537,1.944321,11.103024,0.121292
3.518950,3.713198,11.129542,0.115343
5.267355,5.460969,11.093246,0.111996
0.733602,0.926772,11.067831,0.110290
2.485951,2.678982,11.059814,0.119487
4.236329,4.429170,11.048965,0.124317
5.989579,6.182407,11.048228,0.125245
1.463523,1.656586,11.061714,0.126035
3.206475,3.399030,11.032575,0.130758
4.956559,5.149078,11.030570,0.132962
0.433461,0.626463,11.058187,0.131850
2.193442,2.386776,11.077185,0.131673
3.937989,4.130702,11.041615,0.123190
5.687884,5.880459,11.033771,0.119832
