ud_pu,uq_pu,u_mag_pu,delta_theta_deg
-0.014733,0.155096,0.155794,15.469957
-0.014662,0.157070,0.157753,15.486447
-0.012196,0.154759,0.155239,15.480077
-0.007251,0.155979,0.156148,15.421880
-0.015152,0.162950,0.163653,15.373174
-0.013503,0.173903,0.174427,15.362322
-0.021290,0.178184,0.179451,15.340954
-0.029591,0.184088,0.186451,15.330021
-0.029960,0.185994,0.188392,15.344978
-0.028489,0.183718,0.185914,15.400454
-0.025856,0.181188,0.183024,15.469460
-0.021385,0.171271,0.172601,15.474781
-0.021441,0.162591,0.163998,15.497777
-0.019958,0.155341,0.156617,15.479291
-0.016536,0.153410,0.154298,15.501147
-0.010872,0.152399,0.152786,15.479759
-0.014086,0.155165,0.155804,15.454074
-0.013346,0.161823,0.162372,15.455735
-0.017510,0.161440,0.162386,15.477662
-0.015430,0.157882,0.158635,15.490730
-0.005946,0.156384,0.156497,15.483698
-0.008076,0.156459,0.156667,15.410945
-0.014466,0.164455,0.165090,15.368533
-0.015654,0.173664,0.174369,15.352263
-0.024091,0.181083,0.182678,15.338724
-0.031554,0.184096,0.186780,15.349689
-0.028096,0.185028,0.187149,15.352340
-0.027137,0.180522,0.182550,15.401611
-0.023637,0.179699,0.181247,15.485873
-0.021836,0.165801,0.167233,15.492344
-0.020568,0.158884,0.160210,15.498153
-0.017784,0.154351,0.155373,15.479100
-0.017131,0.154538,0.155485,15.507481
-0.014959,0.152286,0.153019,15.488189
-0.012700,0.153129,0.153654,15.468453
-0.012243,0.158719,0.159190,15.479626
-0.017103,0.156721,0.157651,15.480302
-0.011880,0.155797,0.156249,15.516560
-0.007083,0.156359,0.156520,15.481687
-0.010110,0.159080,0.159401,15.397783
-0.011497,0.173391,0.173772,15.376968
-0.018290,0.172674,0.173640,15.353761
-0.027140,0.182039,0.184051,15.335099
-0.028794,0.186137,0.188351,15.337257
-0.024936,0.187925,0.189572,15.351746
-0.030537,0.192125,0.194537,15.384022
-0.022436,0.182986,0.184356,15.496051
-0.023855,0.168770,0.170448,15.502019
-0.022692,0.156849,0.158482,15.493124
-0.016252,0.153910,0.154765,15.514676
-0.014215,0.155367,0.156016,15.537607
-0.014386,0.154125,0.154795,15.490170
-0.011135,0.156438,0.156834,15.475563
-0.016170,0.157701,0.158528,15.474815
-0.018883,0.159580,0.160693,15.486091
-0.010903,0.153976,0.154362,15.549481
-0.008192,0.153493,0.153711,15.500168
-0.009812,0.159526,0.159827,15.417563
-0.007577,0.171710,0.171878,15.381112
-0.018003,0.171982,0.172922,15.362179
-0.027561,0.176459,0.178598,15.336718
-0.022391,0.182300,0.183669,15.358513
-0.025191,0.185252,0.186957,15.346952
-0.029104,0.184385,0.186668,15.391062
-0.023000,0.181161,0.182615,15.483265
-0.027634,0.172759,0.174955,15.496790
-0.022123,0.158622,0.160157,15.501129
-0.015263,0.153903,0.154658,15.511661
-0.015654,0.156302,0.157084,15.513905
-0.015657,0.156609,0.157390,15.506277
-0.011584,0.154326,0.154760,15.492251
-0.019279,0.153583,0.154789,15.499434
-0.016763,0.153526,0.154439,15.482619
-0.009777,0.152086,0.152400,15.523687
-0.009999,0.151117,0.151447,15.486056
-0.010449,0.160128,0.160469,15.424964
-0.008327,0.170388,0.170592,15.385825
-0.021354,0.173972,0.175278,15.352468
-0.027226,0.178300,0.180366,15.325108
-0.023693,0.183343,0.184868,15.359958
-0.026499,0.186758,0.188628,15.334380
-0.028296,0.189689,0.191788,15.399132
-0.025224,0.182680,0.184413,15.493889
-0.028403,0.174387,0.176684,15.488771
-0.017220,0.161648,0.162563,15.480855
-0.014614,0.153285,0.153980,15.530198
-0.014318,0.151279,0.151955,15.522184
-0.013169,0.156721,0.157273,15.492885
-0.013800,0.155223,0.155835,15.494826
-0.016051,0.158590,0.159400,15.470752
-0.015955,0.154195,0.155018,15.480109
-0.008324,0.148198,0.148431,15.529418
-0.007761,0.150471,0.150671,15.493940
-0.007758,0.159909,0.160097,15.422375
-0.013250,0.161599,0.162141,15.383008
-0.023861,0.172112,0.173758,15.331472
-0.027940,0.182007,0.184140,15.307042
-0.026202,0.184026,0.185882,15.361196
-0.032483,0.188484,0.191263,15.333335
-0.024445,0.185791,0.187392,15.407499
-0.025437,0.178660,0.180462,15.484332
-0.029734,0.172534,0.175077,15.472618
-0.020465,0.161462,0.162754,15.493844
-0.012963,0.151895,0.152447,15.502872
-0.015275,0.153464,0.154223,15.491152
-0.011485,0.157519,0.157937,15.470881
-0.013651,0.154075,0.154679,15.475357
-0.016288,0.156652,0.157497,15.461971
-0.013494,0.154686,0.155273,15.491879
-0.009158,0.149801,0.150081,15.498106
-0.008414,0.150858,0.151093,15.467502
-0.010065,0.165637,0.165943,15.390832
-0.014640,0.165125,0.165772,15.360751
-0.024898,0.175954,0.177707,15.309166
-0.026658,0.187951,0.189833,15.313406
-0.027456,0.187833,0.189829,15.358330
-0.029447,0.186140,0.188455,15.327073
-0.024415,0.181675,0.183309,15.422554
-0.027493,0.175744,0.177882,15.496368
-0.027153,0.167819,0.170001,15.461023
-0.017160,0.160826,0.161739,15.488954
-0.015109,0.153344,0.154086,15.484711
-0.015843,0.156798,0.157596,15.484380
-0.013403,0.157243,0.157813,15.457802
-0.016774,0.155654,0.156556,15.478144
-0.018256,0.154842,0.155914,15.457141
-0.012859,0.155166,0.155698,15.504624
-0.007550,0.148474,0.148665,15.480877
-0.009926,0.150779,0.151106,15.465326
-0.009676,0.161953,0.162242,15.376466
-0.017452,0.170060,0.170953,15.362876
-0.024716,0.176999,0.178716,15.319907
-0.023463,0.189327,0.190776,15.326120
-0.025973,0.188066,0.189851,15.335270
-0.030332,0.190671,0.193068,15.337850
-0.028557,0.182944,0.185159,15.409498
-0.030866,0.179657,0.182289,15.483944
-0.027992,0.171081,0.173356,15.475171
-0.018676,0.161017,0.162097,15.513872
-0.015874,0.152988,0.153809,15.482944
-0.015305,0.156808,0.157553,15.499968
-0.015447,0.157539,0.158294,15.466993
-0.018594,0.156153,0.157256,15.477880
-0.017535,0.156474,0.157454,15.458092
-0.013757,0.156066,0.156671,15.498540
-0.011988,0.152135,0.152607,15.483644
-0.009365,0.152906,0.153193,15.477684
-0.009614,0.161580,0.161865,15.400434
-0.016636,0.169995,0.170807,15.377706
-0.021856,0.174750,0.176112,15.339168
-0.021302,0.184398,0.185624,15.351955
-0.025191,0.185353,0.187057,15.335085
-0.029436,0.191117,0.193371,15.352026
-0.029199,0.180531,0.182877,15.434012
-0.030725,0.175154,0.177828,15.492574
-0.023145,0.169943,0.171512,15.480732
-0.018182,0.158896,0.159933,15.507908
-0.017589,0.155030,0.156025,15.481808
-0.012996,0.156639,0.157177,15.503750
-0.015283,0.157051,0.157793,15.474575
-0.018306,0.154884,0.155962,15.462971
-0.015450,0.155938,0.156701,15.463682
-0.015424,0.156352,0.157111,15.498721
-0.012407,0.155628,0.156122,15.473128
-0.008978,0.158434,0.158688,15.456722
-0.013476,0.161700,0.162260,15.419944
-0.019057,0.164049,0.165153,15.368439
