theta_e_meas,theta_e_ctrl,delta_theta_deg,u_mag_pu
3.169215,3.353586,10.563648,0.166425
5.634181,5.818872,10.582057,0.155979
1.793820,1.977994,10.552382,0.149540
4.256841,4.441281,10.567636,0.156615
0.422454,0.606598,10.550677,0.156050
2.875636,3.059739,10.548329,0.155404
5.327099,5.511108,10.542950,0.157895
1.513875,1.698443,10.574963,0.154847
3.963490,4.147708,10.554908,0.149307
0.127826,0.311709,10.535756,0.159140
2.554730,2.737787,10.488338,0.157100
4.982873,5.165427,10.459572,0.168451
1.129465,1.311721,10.442472,0.181983
3.577929,3.760680,10.470858,0.193603
6.008713,6.191211,10.456324,0.189366
2.169127,2.351874,10.470589,0.187952
4.633528,4.817185,10.522794,0.188881
0.819091,1.003393,10.559760,0.179844
3.275798,3.460183,10.564483,0.167844
5.735018,5.919520,10.571204,0.155947
1.903485,2.087819,10.561551,0.152146
4.367909,4.552466,10.574325,0.155282
0.528239,0.712271,10.544219,0.153938
2.977269,3.161145,10.535330,0.156704
5.436324,5.620393,10.546393,0.160244
1.616681,1.801072,10.564798,0.155821
4.065187,4.249208,10.543683,0.154024
0.230528,0.414310,10.529938,0.159553
2.666682,2.849974,10.501842,0.157557
5.090462,5.273006,10.459023,0.168179
1.237095,1.419358,10.442917,0.181170
3.681910,3.864538,10.463818,0.186996
6.122824,0.022376,10.470042,0.191952
2.280299,2.463094,10.473377,0.191378
4.749926,4.933764,10.533101,0.188921
0.931693,1.115975,10.558553,0.178752
3.393786,3.578316,10.572791,0.160944
5.849905,6.034395,10.570478,0.157066
2.024201,2.208673,10.569460,0.154518
4.483216,4.667715,10.570997,0.155501
0.647027,0.831125,10.548011,0.156248
3.097819,3.281778,10.540028,0.155338
5.556263,5.740373,10.548684,0.158818
1.734588,1.918913,10.561065,0.156679
4.197524,4.381979,10.568500,0.154770
0.357642,0.541576,10.538604,0.157242
2.786623,2.969758,10.492871,0.161010
5.223363,5.406219,10.476888,0.164492
1.379477,1.562247,10.471952,0.174646
3.809695,3.992135,10.453046,0.183880
6.257299,0.156889,10.472237,0.193616
2.411109,2.593820,10.468548,0.190483
4.884444,5.068316,10.535089,0.190553
1.070445,1.254862,10.566324,0.180476
3.534743,3.719436,10.582116,0.157666
5.990168,6.174718,10.573960,0.155479
2.167991,2.352609,10.577857,0.155585
4.627736,4.812373,10.578913,0.155013
0.784564,0.968524,10.540115,0.153660
3.244729,3.428885,10.551332,0.152903
5.700575,5.884762,10.553121,0.157448
1.878753,2.063115,10.563171,0.153894
4.343595,4.528162,10.574922,0.154300
0.502834,0.686842,10.542863,0.157736
2.924265,3.107213,10.482177,0.156954
5.364696,5.547570,10.477913,0.164261
1.512630,1.695201,10.460505,0.173219
