omega_ref,omega_pll,Iq_ref,Iq_meas
699.984741,695.328369,0.641643,0.510593
699.984741,697.610291,0.641643,0.640355
699.984741,695.792847,0.690386,0.649497
699.984741,698.760437,0.690386,0.686303
699.984741,702.388733,0.282822,0.624614
699.984741,702.764038,0.282822,0.259409
699.984741,702.868164,-0.042535,0.147359
699.984741,704.055908,-0.042535,0.181129
699.984741,703.837097,-0.088971,-0.082207
699.984741,701.654175,-0.088971,-0.336132
699.984741,701.925659,0.143294,0.289882
699.984741,701.071228,0.143294,0.018005
699.984741,702.183594,0.109478,0.195568
699.984741,703.590454,0.109478,0.227401
699.984741,700.968262,0.005736,-0.009574
699.984741,698.527405,0.005736,-0.106962
699.984741,698.156616,0.456019,0.443744
699.984741,696.554382,0.456019,0.468819
699.984741,695.832520,0.605861,0.593880
699.984741,696.777710,0.605861,0.610155
699.984741,696.121277,0.690089,0.457865
699.984741,699.295105,0.690089,0.663941
699.984741,702.664490,0.190699,0.459003
699.984741,702.390991,0.190699,0.302034
699.984741,703.142456,-0.081420,0.003690
699.984741,702.816589,-0.081420,-0.023157
699.984741,702.718262,-0.067247,0.071652
699.984741,700.894165,-0.067247,-0.220737
699.984741,701.204956,0.211449,0.232500
699.984741,700.573486,0.211449,0.237475
699.984741,702.558472,0.130029,0.262620
699.984741,702.055237,0.130029,0.271181
699.984741,700.796143,-0.028012,-0.232047
699.984741,698.000366,-0.028012,-0.418135
699.984741,697.399902,0.524656,0.218973
699.984741,695.286682,0.524656,0.529470
699.984741,695.845459,0.699584,0.590548
699.984741,695.950378,0.699584,0.647598
699.984741,695.892334,0.632326,0.474832
699.984741,698.937683,0.632326,0.742999
699.984741,701.964600,0.293921,0.414789
699.984741,701.886963,0.293921,0.200599
699.984741,703.500977,-0.049065,0.097722
699.984741,701.911499,-0.049065,0.026213
699.984741,702.546936,-0.040616,-0.210326
699.984741,701.137695,-0.040616,-0.035469
699.984741,701.390625,0.214881,0.231457
699.984741,701.180115,0.214881,0.298405
699.984741,703.248291,0.030934,0.148314
699.984741,701.960876,0.030934,0.085215
699.984741,700.598816,-0.088404,-0.228679
699.984741,697.583130,-0.088404,-0.425627
699.984741,696.530701,0.594848,0.557960
699.984741,694.775391,0.594848,0.546123
