omega_pll_rad_s,dbg_iq_a,dbg_iq_cmd_a,iq_sweep_active
200.537384,0.150508,0.279139,0.000000
200.719299,0.319711,0.272400,0.000000
200.635086,0.226563,0.272400,0.000000
201.260376,0.288300,0.270929,0.000000
200.187103,0.299312,0.270929,0.000000
202.178589,0.190516,0.275350,0.000000
200.920593,0.490015,0.275350,0.000000
201.074829,0.326748,0.266838,0.000000
200.908295,0.201871,0.266838,0.000000
199.587524,0.262569,0.268701,0.000000
199.388336,0.574203,0.268701,0.000000
199.070602,0.239612,0.283985,0.000000
199.609070,0.300980,0.283985,0.000000
198.857620,0.332339,0.281310,0.000000
200.014633,0.035270,0.281310,0.000000
199.823929,0.280299,0.277484,0.000000
199.180450,0.326009,0.277484,0.000000
200.817902,0.234040,0.289108,0.000000
199.433014,0.243013,0.289108,0.000000
200.463120,0.598820,0.278542,0.000000
200.013321,0.144112,0.278542,0.000000
199.638351,0.251265,0.275418,0.000000
199.523529,0.372158,0.275418,0.000000
199.729843,0.158920,0.281989,0.000000
199.991989,0.351069,0.281989,0.000000
199.049866,0.338427,0.275911,0.000000
200.379272,0.222205,0.275911,0.000000
199.617950,0.142517,0.272502,0.000000
200.069168,0.334346,0.272502,0.000000
201.313965,0.251989,0.278130,0.000000
200.038101,0.304774,0.278130,0.000000
201.056992,0.294028,0.274372,0.000000
200.162033,0.172178,0.274372,0.000000
200.370255,0.343294,0.275667,0.000000
200.239441,0.312069,0.275667,0.000000
201.146423,0.279668,0.274736,0.000000
201.292770,0.336816,0.274736,0.000000
201.157593,0.630264,0.259025,0.000000
202.242050,0.199866,0.259025,0.000000
200.014236,0.253586,0.256747,0.000000
199.301331,0.295993,0.256747,0.000000
199.720200,0.357047,0.285073,0.000000
199.240921,0.276858,0.285073,0.000000
198.906387,0.314772,0.285256,0.000000
199.452942,0.263045,0.285256,0.000000
199.763824,0.312183,0.283449,0.000000
198.958008,0.565721,0.283449,0.000000
200.631470,0.046514,0.289779,0.000000
199.584015,0.288488,0.289779,0.000000
199.485687,0.196265,0.279721,0.000000
200.791748,0.375287,0.279721,0.000000
200.001236,0.341057,0.267253,0.000000
199.829681,0.293173,0.267253,0.000000
199.883057,0.231065,0.279846,0.000000
200.031448,0.317362,0.279846,0.000000
199.442017,0.485286,0.278625,0.000000
200.169861,0.291415,0.278625,0.000000
199.635025,0.241022,0.277873,0.000000
198.879517,0.261923,0.277873,0.000000
200.101181,0.217425,0.292570,0.000000
199.666275,0.499777,0.292570,0.000000
199.749390,0.453302,0.280497,0.000000
200.186844,0.264239,0.280497,0.000000
200.320786,0.340819,0.276160,0.000000
200.168777,0.448619,0.276160,0.000000
199.711960,0.047221,0.277353,0.000000
200.453979,0.342351,0.277353,0.000000
199.913757,0.288853,0.274424,0.000000
201.896912,0.169916,0.274424,0.000000
200.798309,0.240368,0.258677,0.000000
200.177383,0.242365,0.258677,0.000000
200.531540,0.248695,0.280313,0.000000
199.111389,0.196997,0.280313,0.000000
198.994064,0.449036,0.287907,0.000000
198.847839,0.198930,0.287907,0.000000
199.043289,0.317259,0.290540,0.000000
198.303085,0.375000,0.290540,0.000000
199.479034,0.152167,0.291862,0.000000
199.254959,0.299178,0.291862,0.000000
198.215759,0.356701,0.285714,0.000000
200.579163,0.263466,0.285714,0.000000
199.662186,0.156928,0.273963,0.000000
200.207993,0.191086,0.273963,0.000000
200.882034,0.169423,0.281085,0.000000
200.404037,0.282975,0.281085,0.000000
199.854004,0.404841,0.278402,0.000000
199.905685,0.041978,0.278402,0.000000
200.203995,0.352281,0.278904,0.000000
198.828125,0.377789,0.278904,0.000000
200.603363,0.211005,0.286975,0.000000
200.683273,0.286114,0.286975,0.000000
200.549103,0.331560,0.270202,0.000000
201.935272,0.183345,0.270202,0.000000
200.789612,0.217006,0.259119,0.000000
201.025253,0.153399,0.259119,0.000000
200.512756,0.029956,0.269274,0.000000
200.361725,0.306388,0.269274,0.000000
199.584061,0.314229,0.276649,0.000000
200.541870,0.258270,0.276649,0.000000
200.489563,0.223928,0.277470,0.000000
199.597870,0.257380,0.277470,0.000000
201.407242,0.200823,0.284053,0.000000
199.927826,0.295859,0.284053,0.000000
200.339264,0.326492,0.277570,0.000000
200.354950,0.233304,0.277570,0.000000
199.744720,0.259058,0.276992,0.000000
199.339752,0.266779,0.276992,0.000000
199.573395,0.318546,0.284780,0.000000
199.918823,0.295334,0.284780,0.000000
198.587921,0.570791,0.280675,0.000000
200.346451,0.212404,0.280675,0.000000
199.738098,0.281185,0.278832,0.000000
199.154373,0.296537,0.278832,0.000000
200.833588,0.505466,0.287974,0.000000
199.903366,0.293761,0.287974,0.000000
199.769501,0.368194,0.276728,0.000000
200.226837,0.229983,0.276728,0.000000
200.430923,0.362946,0.277191,0.000000
199.761078,0.406670,0.277191,0.000000
200.116455,0.339964,0.280742,0.000000
200.100357,0.264171,0.280742,0.000000
198.792480,0.245580,0.275361,0.000000
200.470291,0.211161,0.275361,0.000000
200.078171,0.258952,0.276260,0.000000
199.457520,0.302083,0.276260,0.000000
200.180191,0.227531,0.285158,0.000000
200.344467,0.228818,0.285158,0.000000
200.964554,0.266999,0.271660,0.000000
200.213104,0.167071,0.271660,0.000000
200.444458,0.262936,0.278018,0.000000
199.437134,0.143101,0.278018,0.000000
201.307083,0.080577,0.282237,0.000000
200.556778,0.092266,0.282237,0.000000
199.391769,0.319688,0.269720,0.000000
200.015503,0.206817,0.269720,0.000000
199.044327,0.297032,0.280540,0.000000
199.024857,0.440339,0.280540,0.000000
198.580368,0.156603,0.287860,0.000000
198.599060,0.270997,0.287860,0.000000
198.514267,0.244800,0.292150,0.000000
198.878265,0.156605,0.292150,0.000000
199.099182,0.374432,0.291847,0.000000
197.960175,0.310876,0.291847,0.000000
200.110245,0.235606,0.296276,0.000000
199.723480,0.384020,0.296276,0.000000
199.976486,0.316451,0.276352,0.000000
200.518066,0.213899,0.276352,0.000000
199.845901,0.293162,0.272975,0.000000
199.621613,0.225058,0.272975,0.000000
199.740112,0.127927,0.278992,0.000000
200.147202,0.477722,0.278992,0.000000
198.880386,0.321144,0.278633,0.000000
199.704926,0.234897,0.278633,0.000000
198.990692,0.414314,0.284548,0.000000
198.839233,0.278874,0.284548,0.000000
200.311462,0.168592,0.290799,0.000000
199.471252,0.304054,0.290799,0.000000
200.394791,0.234686,0.281409,0.000000
200.232803,0.310639,0.281409,0.000000
199.967667,0.319318,0.275583,0.000000
199.849579,0.323062,0.275583,0.000000
200.430588,0.256453,0.277225,0.000000
201.319565,0.330094,0.277225,0.000000
199.806091,0.206980,0.261527,0.000000
200.999069,0.246010,0.261527,0.000000
199.929474,0.247518,0.272525,0.000000
199.391281,0.433760,0.272525,0.000000
199.300613,0.242749,0.282442,0.000000
199.021561,0.636832,0.282442,0.000000
198.642883,0.304297,0.288480,0.000000
198.676590,0.248928,0.288480,0.000000
198.770554,0.326651,0.292869,0.000000
198.675735,0.323157,0.292869,0.000000
199.717529,0.454997,0.290460,0.000000
199.807190,0.274062,0.290460,0.000000
198.880692,0.293533,0.278334,0.000000
200.680786,0.242332,0.278334,0.000000
200.033081,0.373913,0.273657,0.000000
199.316299,0.314689,0.273657,0.000000
199.654160,0.167814,0.284837,0.000000
199.540436,0.451014,0.284837,0.000000
199.492538,0.540399,0.284230,0.000000
199.668579,0.260179,0.284230,0.000000
200.195435,0.299165,0.284181,0.000000
198.677444,0.173750,0.284181,0.000000
200.595688,0.259933,0.290888,0.000000
200.438019,0.471949,0.290888,0.000000
199.601776,0.454905,0.274165,0.000000
200.459641,0.226562,0.274165,0.000000
200.365692,0.240403,0.274444,0.000000
200.499481,-0.063292,0.274444,0.000000
199.891846,0.208248,0.270490,0.000000
200.907333,0.266635,0.270490,0.000000
199.602509,0.287417,0.267175,0.000000
201.380661,-0.000084,0.267175,0.000000
200.504807,0.223640,0.269778,0.000000
199.041595,0.217170,0.269778,0.000000
199.482162,0.231302,0.288148,0.000000
198.739441,0.269315,0.288148,0.000000
198.729279,0.323340,0.289243,0.000000
198.740494,0.254551,0.289243,0.000000
198.995926,0.301926,0.291153,0.000000
