dbg_omega_pll_rad_s,dbg_iq_a,dbg_iq_cmd_a,iq_sweep.active
100.625748,0.461964,0.212050,0.000000
97.244331,0.021321,0.227518,0.000000
92.810463,0.089102,0.227518,0.000000
93.438400,0.201150,0.301902,0.000000
95.712585,0.183358,0.301902,0.000000
94.035378,0.204832,0.272827,0.000000
93.547295,0.423379,0.272827,0.000000
98.992004,-0.054431,0.273787,0.000000
100.251053,0.024580,0.273787,0.000000
100.329826,0.147039,0.236222,0.000000
104.681519,0.069932,0.236222,0.000000
105.097061,0.112228,0.166516,0.000000
99.993843,0.231082,0.166516,0.000000
96.798828,0.201232,0.245828,0.000000
97.142883,0.213326,0.245828,0.000000
95.325714,0.164952,0.253861,0.000000
89.196899,0.311602,0.253861,0.000000
88.882896,0.490836,0.345832,0.000000
90.667671,0.529135,0.345832,0.000000
86.116074,0.556386,0.331803,0.000000
85.484200,0.336728,0.331803,0.000000
90.501762,0.285201,0.348384,0.000000
91.761650,0.359553,0.348384,0.000000
90.744774,0.301122,0.312449,0.000000
93.866127,0.406744,0.312449,0.000000
100.193657,0.435615,0.260572,0.000000
100.702423,0.352932,0.260572,0.000000
100.333763,0.115000,0.230372,0.000000
106.143982,0.278792,0.230372,0.000000
106.159065,0.234861,0.153814,0.000000
102.434967,0.288657,0.153814,0.000000
104.598068,0.233939,0.199830,0.000000
106.132454,0.134484,0.199830,0.000000
103.337402,0.233520,0.172484,0.000000
101.384796,0.189706,0.172484,0.000000
103.578140,0.108685,0.209478,0.000000
103.027069,0.126982,0.209478,0.000000
99.303101,0.024657,0.211800,0.000000
101.553856,0.263977,0.211800,0.000000
104.796989,0.150111,0.190221,0.000000
101.077560,0.144707,0.190221,0.000000
101.149712,0.220515,0.225803,0.000000
106.534622,0.127052,0.225803,0.000000
104.716469,0.021576,0.150941,0.000000
98.516525,-0.012580,0.150941,0.000000
97.001251,0.051791,0.253850,0.000000
97.269913,0.323155,0.253850,0.000000
92.068031,0.190893,0.269372,0.000000
89.391083,0.342953,0.269372,0.000000
94.047981,0.335875,0.316567,0.000000
93.967934,0.212527,0.316567,0.000000
92.429344,0.360593,0.299791,0.000000
98.559998,0.347443,0.299791,0.000000
103.850876,0.277287,0.215110,0.000000
105.312691,0.422258,0.215110,0.000000
108.149490,0.199831,0.171228,0.000000
114.617302,0.095600,0.171228,0.000000
115.395943,0.167374,0.067401,0.000000
111.439682,0.019503,0.067401,0.000000
112.779282,0.034476,0.115554,0.000000
112.902771,0.223882,0.115554,0.000000
105.725410,0.063180,0.122498,0.000000
103.437943,-0.135617,0.122498,0.000000
102.846611,0.075375,0.189713,0.000000
98.621040,0.032389,0.189713,0.000000
94.318764,0.066484,0.262814,0.000000
94.932701,0.264604,0.262814,0.000000
96.884552,0.141072,0.267011,0.000000
94.500725,0.231278,0.267011,0.000000
95.175415,0.234469,0.285358,0.000000
101.155457,0.260540,0.285358,0.000000
102.057014,0.371835,0.200202,0.000000
100.950523,0.253939,0.200202,0.000000
104.423393,0.186013,0.204705,0.000000
105.093185,0.227365,0.204705,0.000000
100.107559,0.192803,0.192467,0.000000
97.594788,0.179024,0.192467,0.000000
98.321526,0.411665,0.249521,0.000000
95.677299,0.283484,0.249521,0.000000
90.170921,0.342255,0.295980,0.000000
90.473679,0.458386,0.295980,0.000000
91.297363,0.567335,0.309583,0.000000
86.586227,0.112546,0.309583,0.000000
87.545448,0.401184,0.366224,0.000000
91.984184,0.368585,0.366224,0.000000
93.421692,0.234792,0.293378,0.000000
93.793274,0.274673,0.293378,0.000000
98.326157,0.440276,0.270351,0.000000
103.552811,0.512202,0.270351,0.000000
102.298981,0.575072,0.190904,0.000000
101.981865,0.359144,0.190904,0.000000
107.139099,0.109228,0.186176,0.000000
105.521729,0.224501,0.186176,0.000000
102.872604,0.270471,0.188126,0.000000
105.388992,0.121076,0.188126,0.000000
105.885406,0.014015,0.164012,0.000000
103.622063,0.439080,0.164012,0.000000
101.910629,0.090098,0.200565,0.000000
103.723404,0.251515,0.200565,0.000000
102.281647,0.546678,0.188240,0.000000
98.677895,0.359472,0.188240,0.000000
101.793610,0.193080,0.235106,0.000000
104.067162,0.318378,0.235106,0.000000
101.887077,0.186352,0.197284,0.000000
101.846504,0.242704,0.197284,0.000000
103.607384,0.056477,0.197068,0.000000
100.639580,0.060218,0.197068,0.000000
96.951759,0.172747,0.239834,0.000000
97.518478,0.329236,0.239834,0.000000
97.724792,0.140135,0.246211,0.000000
92.493889,0.118621,0.246211,0.000000
90.497513,0.218661,0.320212,0.000000
95.670792,0.287210,0.320212,0.000000
94.589119,0.246507,0.266331,0.000000
93.447617,0.328916,0.266331,0.000000
100.464882,0.432781,0.271749,0.000000
104.763336,0.285138,0.271749,0.000000
104.827309,0.202934,0.178040,0.000000
107.524536,0.203449,0.178040,0.000000
112.936333,0.295678,0.127984,0.000000
112.812538,0.221644,0.127984,0.000000
109.188988,0.223311,0.114047,0.000000
111.556458,0.190771,0.114047,0.000000
110.288727,0.170163,0.104786,0.000000
103.116463,0.078282,0.104786,0.000000
101.022751,-0.094804,0.210778,0.000000
100.495018,0.043431,0.210778,0.000000
96.777954,0.083194,0.229562,0.000000
92.938141,0.231103,0.229562,0.000000
94.608032,0.219780,0.299144,0.000000
96.207405,0.159326,0.299144,0.000000
94.259079,0.204960,0.264459,0.000000
94.723557,0.336388,0.264459,0.000000
100.817421,0.302280,0.255405,0.000000
100.382545,0.284247,0.255405,0.000000
101.752876,0.340876,0.223954,0.000000
106.408478,0.147434,0.223954,0.000000
105.075264,0.364304,0.156871,0.000000
99.773354,0.283092,0.156871,0.000000
97.375160,0.150639,0.245377,0.000000
97.870987,0.227050,0.245377,0.000000
94.804329,0.294884,0.250675,0.000000
89.138130,0.420778,0.250675,0.000000
90.491501,0.288818,0.338149,0.000000
90.584656,0.122264,0.338149,0.000000
85.410782,0.240254,0.342843,0.000000
87.761566,0.172278,0.342843,0.000000
91.463074,0.342680,0.333144,0.000000
91.383072,0.315312,0.333144,0.000000
91.202950,0.383286,0.314818,0.000000
96.061424,0.349608,0.314818,0.000000
101.268120,0.251618,0.239243,0.000000
100.213913,0.332885,0.239243,0.000000
102.011070,0.223423,0.228618,0.000000
107.549553,0.166775,0.228618,0.000000
105.170357,0.132587,0.151588,0.000000
103.071609,0.236712,0.151588,0.000000
106.073166,0.190175,0.185903,0.000000
106.176361,0.169353,0.185903,0.000000
103.002853,0.063046,0.177168,0.000000
102.246460,-0.078882,0.177168,0.000000
104.240517,0.326640,0.196673,0.000000
102.312416,0.012526,0.196673,0.000000
99.626472,0.110077,0.221419,0.000000
103.740082,0.146848,0.221419,0.000000
104.327667,0.171494,0.175273,0.000000
100.379410,0.031802,0.175273,0.000000
103.322548,0.086148,0.221452,0.000000
107.752846,0.255601,0.221452,0.000000
102.572563,0.236449,0.160354,0.000000
97.572792,0.303225,0.160354,0.000000
97.988853,0.405185,0.254814,0.000000
96.434341,0.248059,0.254814,0.000000
90.466301,0.069815,0.285029,0.000000
91.212006,0.306907,0.285029,0.000000
95.208557,0.303316,0.293344,0.000000
92.855583,0.177957,0.293344,0.000000
94.214172,0.580922,0.303054,0.000000
101.059135,0.161930,0.303054,0.000000
104.736542,0.144787,0.196635,0.000000
105.664566,0.235564,0.196635,0.000000
110.682671,0.002376,0.154499,0.000000
116.502174,0.213822,0.154499,0.000000
114.528511,0.209537,0.059338,0.000000
112.065819,0.114010,0.059338,0.000000
114.625885,0.101257,0.099618,0.000000
110.905434,0.334286,0.099618,0.000000
104.522697,0.130707,0.148596,0.000000
104.174057,-0.159674,0.148596,0.000000
102.366447,0.203969,0.187071,0.000000
97.027969,0.104067,0.187071,0.000000
94.792839,0.243929,0.272545,0.000000
96.964088,0.341630,0.272545,0.000000
96.566780,0.152119,0.252712,0.000000
94.313736,0.205374,0.252712,0.000000
98.405220,0.436223,0.274465,0.000000
103.140221,0.309703,0.274465,0.000000
101.487701,0.102757,0.197128,0.000000
102.950493,0.493339,0.197128,0.000000
106.220795,0.194296,0.180140,0.000000
103.501755,0.268757,0.180140,0.000000
98.658440,0.189781,0.213767,0.000000
98.493805,0.125275,0.213767,0.000000
97.982010,0.045401,0.240398,0.000000
92.597549,0.320884,0.240398,0.000000
89.856766,0.105854,0.320472,0.000000
92.408089,0.072252,0.320472,0.000000
89.407532,0.426502,0.309667,0.000000
86.742424,0.319905,0.309667,0.000000
90.818474,0.215245,0.346289,0.000000
94.046295,0.428137,0.346289,0.000000
93.722702,0.338737,0.287767,0.000000
96.444359,0.375049,0.287767,0.000000
102.379677,0.325920,0.242700,0.000000
103.980804,0.216357,0.242700,0.000000
101.693260,0.446425,0.198992,0.000000
105.655563,0.062717,0.198992,0.000000
107.529663,0.333288,0.151047,0.000000
103.744446,0.204496,0.151047,0.000000
104.603378,0.224097,0.193391,0.000000
106.739700,0.139896,0.193391,0.000000
106.250748,-0.068471,0.163753,0.000000
102.878700,0.238121,0.163753,0.000000
103.710320,0.122639,0.199464,0.000000
104.207268,-0.080597,0.199464,0.000000
100.286659,0.151692,0.197474,0.000000
100.611656,0.033262,0.197474,0.000000
104.711990,0.252661,0.200466,0.000000
103.125488,0.253671,0.200466,0.000000
101.669060,0.117256,0.204911,0.000000
103.833786,0.189255,0.204911,0.000000
102.570282,0.075524,0.186456,0.000000
97.988617,0.025547,0.186456,0.000000
97.627357,0.528195,0.252891,0.000000
98.377373,0.024761,0.252891,0.000000
94.817429,0.290510,0.246116,0.000000
90.415123,0.125065,0.246116,0.000000
94.601372,0.296372,0.314999,0.000000
95.751282,0.271260,0.314999,0.000000
93.090935,0.396148,0.281609,0.000000
98.118240,0.211464,0.281609,0.000000
104.199669,0.091795,0.213097,0.000000
105.131691,0.214911,0.213097,0.000000
106.634178,0.125743,0.175583,0.000000
111.758247,0.123425,0.175583,0.000000
113.621696,0.212178,0.091306,0.000000
110.515152,0.107613,0.091306,0.000000
110.966614,0.171899,0.128779,0.000000
111.712151,-0.011320,0.128779,0.000000
105.167419,-0.097712,0.128325,0.000000
101.074005,-0.092547,0.128325,0.000000
101.578186,0.103439,0.209824,0.000000
98.530945,0.137741,0.209824,0.000000
93.839264,0.200037,0.258755,0.000000
94.570221,0.223458,0.258755,0.000000
96.145348,0.112034,0.272733,0.000000
95.525764,0.256151,0.272733,0.000000
93.592644,0.232242,0.285631,0.000000
98.845848,0.280023,0.285631,0.000000
101.088486,0.272190,0.218757,0.000000
100.274712,0.218745,0.218757,0.000000
104.658852,-0.150204,0.212127,0.000000
105.516464,0.317736,0.212127,0.000000
100.503891,0.235640,0.188335,0.000000
97.109406,0.174066,0.188335,0.000000
97.394653,0.173908,0.258665,0.000000
95.928780,0.131295,0.258665,0.000000
89.803474,0.129332,0.288629,0.000000
88.646141,0.277516,0.288629,0.000000
90.563019,0.579068,0.327796,0.000000
86.338776,0.534112,0.327796,0.000000
85.644302,0.406346,0.377032,0.000000
90.363258,0.514274,0.377032,0.000000
91.697243,0.283973,0.314279,0.000000
90.854172,0.205977,0.314279,0.000000
93.590973,0.378370,0.314498,0.000000
100.178535,0.526023,0.314498,0.000000
100.891914,0.262948,0.216200,0.000000
99.867416,0.442579,0.216200,0.000000
105.634514,0.660743,0.207791,0.000000
106.210167,0.375042,0.207791,0.000000
102.432861,0.208034,0.182687,0.000000
104.541489,0.289947,0.182687,0.000000
106.091194,0.084428,0.169127,0.000000
103.950043,0.348078,0.169127,0.000000
101.784492,0.342472,0.200447,0.000000
103.320984,0.386904,0.200447,0.000000
103.539848,0.063699,0.185309,0.000000
99.715179,0.284574,0.185309,0.000000
101.861435,-0.028387,0.231130,0.000000
105.219872,0.288448,0.231130,0.000000
101.665382,0.046039,0.182160,0.000000
101.455223,0.190005,0.182160,0.000000
106.291298,0.321974,0.192982,0.000000
105.251213,0.270220,0.192982,0.000000
98.904984,-0.021650,0.201559,0.000000
97.234833,0.084282,0.201559,0.000000
97.564507,0.051549,0.249259,0.000000
92.666763,0.268138,0.249259,0.000000
89.536835,0.286964,0.323497,0.000000
94.150543,0.372330,0.323497,0.000000
94.423935,0.206729,0.275786,0.000000
92.708542,0.197052,0.275786,0.000000
98.736244,0.360770,0.281391,0.000000
104.295738,0.404697,0.281391,0.000000
105.218399,0.359522,0.179645,0.000000
108.283371,0.377765,0.179645,0.000000
114.642296,0.124677,0.118900,0.000000
115.526382,0.233708,0.118900,0.000000
111.567314,0.077620,0.085140,0.000000
113.327774,0.144243,0.085140,0.000000
113.305580,0.102324,0.080967,0.000000
105.996765,0.013725,0.080967,0.000000
103.874557,0.140117,0.179547,0.000000
103.303619,0.112721,0.179547,0.000000
98.790710,0.230124,0.204841,0.000000
94.605698,0.221530,0.204841,0.000000
95.313416,0.229522,0.281830,0.000000
96.971451,0.193514,0.281830,0.000000
94.978714,0.337616,0.263763,0.000000
95.947128,0.126564,0.263763,0.000000
101.761375,0.217173,0.243038,0.000000
102.148842,0.082524,0.243038,0.000000
101.237671,0.271660,0.213927,0.000000
104.975311,0.113080,0.213927,0.000000
105.128563,0.162996,0.167427,0.000000
100.215286,0.112183,0.167427,0.000000
97.655930,0.166465,0.240577,0.000000
98.464294,0.424602,0.240577,0.000000
95.742264,0.289015,0.246919,0.000000
89.884621,0.311044,0.246919,0.000000
91.355644,0.338088,0.329085,0.000000
91.316650,0.513913,0.329085,0.000000
86.608482,0.018489,0.333841,0.000000
88.225723,0.332888,0.333841,0.000000
92.292343,0.355176,0.321215,0.000000
93.462486,0.261888,0.321215,0.000000
94.403900,0.233769,0.291767,0.000000
99.263519,0.359369,0.291767,0.000000
104.425934,0.333114,0.205100,0.000000
102.239151,0.111689,0.205100,0.000000
102.993866,0.036659,0.210703,0.000000
108.231644,0.042594,0.210703,0.000000
105.744011,0.171732,0.147152,0.000000
103.619415,0.196410,0.147152,0.000000
106.319069,0.168611,0.180214,0.000000
105.914810,0.264824,0.180214,0.000000
103.909515,0.212561,0.170507,0.000000
102.747520,0.077791,0.170507,0.000000
104.371925,0.355161,0.190901,0.000000
102.175323,0.128544,0.190901,0.000000
99.165070,0.263521,0.221963,0.000000
103.025841,0.161892,0.221963,0.000000
104.322563,0.238541,0.181387,0.000000
101.787506,0.190740,0.181387,0.000000
102.806229,0.339670,0.209443,0.000000
103.637764,-0.052307,0.209443,0.000000
99.958687,0.333698,0.199018,0.000000
97.272858,0.271893,0.199018,0.000000
98.461372,0.398381,0.248373,0.000000
97.327271,0.202396,0.248373,0.000000
91.609108,0.253308,0.274032,0.000000
91.829666,0.320265,0.274032,1.000000
96.454605,0.266627,0.285537,1.000000
94.197639,0.312143,0.285851,1.000000
95.052376,0.428336,0.293677,1.000000
103.201149,0.263692,0.293991,1.000000
105.720428,0.206758,0.180414,1.000000
105.754227,0.233189,0.180728,1.000000
109.359314,0.363077,0.159862,1.000000
114.143547,0.266060,0.160176,1.000000
112.302467,0.183997,0.088675,1.000000
109.480362,0.082135,0.088989,1.000000
112.378654,0.306666,0.123190,1.000000
108.844368,0.276778,0.123504,1.000000
102.197495,0.090793,0.174464,1.000000
101.782799,0.263198,0.174779,1.000000
100.598602,0.205580,0.212743,1.000000
95.869904,0.121109,0.213058,1.000000
93.914444,0.303850,0.289830,1.000000
95.930618,0.132727,0.290145,1.000000
96.609901,0.129265,0.266153,1.000000
93.765244,0.350934,0.266468,1.000000
96.558395,0.413565,0.294479,1.000000
101.706207,0.424261,0.294793,1.000000
99.669151,0.286372,0.225670,1.000000
103.086014,0.246041,0.225985,1.000000
106.665024,0.140327,0.180498,1.000000
103.222633,0.355962,0.180813,1.000000
98.225014,0.181018,0.223467,1.000000
97.450096,0.111274,0.223782,1.000000
97.651268,0.269205,0.255200,1.000000
92.715126,-0.098729,0.255515,1.000000
88.510796,-0.002439,0.333518,1.000000
91.168480,0.183195,0.333833,1.000000
89.361122,-0.096792,0.319107,1.000000
85.414581,0.033552,0.319422,1.000000
89.618454,0.291138,0.377430,1.000000
91.966782,0.389844,0.377746,1.000000
91.867790,0.247140,0.316083,1.000000
92.929703,0.262938,0.316398,1.000000
99.252113,0.553585,0.287329,1.000000
102.127831,0.404033,0.287645,1.000000
100.540710,0.374655,0.222451,1.000000
105.270531,0.117724,0.222766,1.000000
107.985619,0.308056,0.166622,1.000000
103.917442,0.249387,0.166937,1.000000
104.341454,0.364111,0.208687,1.000000
106.967140,0.204402,0.209002,1.000000
105.440285,0.210448,0.168367,1.000000
102.401138,0.117878,0.168682,1.000000
103.374832,0.206578,0.219377,1.000000
104.523010,-0.142406,0.219692,1.000000
101.095985,0.298182,0.207983,1.000000
101.567825,0.227482,0.208299,1.000000
106.007294,0.243899,0.206754,1.000000
103.326614,0.165661,0.207069,1.000000
101.793320,0.142432,0.226156,1.000000
106.766182,0.088320,0.226471,1.000000
107.270660,0.228037,0.159478,1.000000
100.683235,0.067882,0.159794,1.000000
98.145226,0.278175,0.256726,1.000000
98.838425,0.014511,0.257041,1.000000
94.269890,0.011530,0.268638,1.000000
90.312164,0.220030,0.268954,1.000000
94.440430,0.302175,0.331782,1.000000
95.125275,0.263688,0.332097,1.000000
93.017212,0.345374,0.306636,1.000000
98.660751,0.289004,0.306951,1.000000
104.376442,0.235544,0.233226,1.000000
106.019737,0.097331,0.233541,1.000000
108.698280,0.423316,0.185740,1.000000
115.464951,0.144488,0.186055,1.000000
116.823776,0.212341,0.079716,1.000000
112.829300,0.060518,0.080031,1.000000
114.336365,0.145209,0.123375,1.000000
114.535179,0.186349,0.123690,1.000000
107.191757,0.057577,0.131552,1.000000
105.100281,0.160950,0.131867,1.000000
104.330948,0.034933,0.198037,1.000000
99.850334,0.140240,0.198352,1.000000
95.610809,0.139335,0.272638,1.000000
96.503098,0.291680,0.272953,1.000000
98.129303,0.205436,0.273585,1.000000
95.890068,0.285945,0.273900,1.000000
97.119705,0.206283,0.299239,1.000000
102.992821,0.152764,0.299554,1.000000
102.855202,0.537926,0.207840,1.000000
102.643898,0.542020,0.208155,1.000000
106.508408,0.321771,0.210241,1.000000
105.817398,0.160975,0.210556,1.000000
100.695740,0.080085,0.215114,1.000000
98.754333,0.179569,0.215429,1.000000
99.833755,0.179593,0.264443,1.000000
95.582817,0.353642,0.264757,1.000000
91.048920,0.202255,0.327058,1.000000
93.099152,0.411386,0.327373,1.000000
91.431694,0.106505,0.321300,1.000000
87.620018,0.342058,0.321614,1.000000
90.578049,0.457517,0.376603,1.000000
94.519432,0.368518,0.376917,1.000000
94.647720,0.225017,0.305756,1.000000
96.672546,0.226719,0.306070,1.000000
102.773865,0.168280,0.272905,1.000000
105.756966,0.108203,0.273219,1.000000
103.057968,0.053896,0.214331,1.000000
106.561226,0.528373,0.214646,1.000000
109.486107,0.421621,0.173865,1.000000
105.498253,0.220885,0.174180,1.000000
105.722618,0.264222,0.212453,1.000000
108.156517,0.216550,0.212767,1.000000
107.536629,0.313710,0.181445,1.000000
104.143723,0.247141,0.181759,1.000000
104.645897,0.120262,0.222543,1.000000
105.510452,0.260342,0.222857,1.000000
101.504959,0.260683,0.219630,1.000000
101.708534,0.220684,0.219943,1.000000
105.747849,0.179026,0.225107,1.000000
104.527130,0.195967,0.225421,1.000000
102.904846,0.236988,0.227926,1.000000
105.217995,0.308211,0.228239,1.000000
103.510300,0.295442,0.211074,1.000000
99.369202,0.269493,0.211387,1.000000
98.960091,0.087341,0.277382,1.000000
99.823235,-0.150116,0.277696,1.000000
95.206383,0.306291,0.277307,1.000000
91.859276,0.248991,0.277620,1.000000
96.438095,0.233903,0.332513,1.000000
96.847404,0.205690,0.332826,1.000000
95.054108,0.471236,0.310860,1.000000
101.810936,0.290956,0.311173,1.000000
106.886467,0.178356,0.216803,1.000000
107.205002,0.658263,0.217116,1.000000
109.703217,-0.129950,0.187231,1.000000
115.454262,0.161934,0.187544,1.000000
115.323936,0.132584,0.104963,1.000000
111.828117,0.195785,0.105276,1.000000
113.803391,0.068513,0.147699,1.000000
112.347588,-0.033678,0.148011,1.000000
104.940575,0.389218,0.175228,1.000000
103.337990,0.154278,0.175540,1.000000
102.558823,0.120414,0.231454,1.000000
98.184479,0.061130,0.231766,1.000000
95.044380,0.206269,0.308725,1.000000
97.317039,0.227560,0.309037,1.000000
97.891205,0.211242,0.288067,1.000000
95.763771,0.233526,0.288379,1.000000
98.169533,0.201207,0.314464,1.000000
103.600006,0.556104,0.314776,1.000000
101.753029,0.052971,0.237359,1.000000
105.513176,0.257664,0.237671,1.000000
108.986137,0.149390,0.197408,1.000000
105.412849,0.208607,0.197719,1.000000
100.255447,0.216790,0.241386,1.000000
99.330231,0.199370,0.241698,1.000000
99.368484,0.168772,0.276038,1.000000
93.744995,0.320010,0.276349,1.000000
90.621994,0.359770,0.359148,1.000000
93.309402,0.395177,0.359459,1.000000
90.038017,0.261820,0.342796,1.000000
87.588425,0.233015,0.343106,1.000000
93.044540,0.434304,0.378677,1.000000
94.227463,0.399255,0.378988,1.000000
93.557945,0.273222,0.334763,1.000000
96.406693,0.298482,0.335074,1.000000
102.939758,0.323743,0.283742,1.000000
103.061356,0.122185,0.284053,1.000000
102.799454,0.529129,0.253379,1.000000
109.242554,0.421609,0.253689,1.000000
108.516296,0.132002,0.176011,1.000000
105.500504,0.094783,0.176320,1.000000
108.315598,0.321105,0.215999,1.000000
109.369186,0.198946,0.216309,1.000000
106.185295,0.233070,0.197842,1.000000
104.823616,0.486125,0.198151,1.000000
107.083206,0.560840,0.223248,1.000000
105.212196,0.292874,0.223557,1.000000
102.382889,0.319060,0.245005,1.000000
106.876801,0.235664,0.245314,1.000000
107.220955,0.176864,0.196978,1.000000
103.429344,0.171551,0.197287,1.000000
107.469925,0.078651,0.240227,1.000000
111.028168,0.289087,0.240536,1.000000
104.506683,0.032703,0.193799,1.000000
100.496956,0.178978,0.194107,1.000000
100.955704,0.129465,0.277162,1.000000
97.893318,0.182727,0.277470,1.000000
92.654251,0.324765,0.330340,1.000000
96.053291,0.415687,0.330648,1.000000
97.838043,0.185624,0.305054,1.000000
95.517906,0.303050,0.305362,1.000000
100.439949,0.213943,0.319203,1.000000
106.808174,0.175154,0.319511,1.000000
108.988113,0.441315,0.202951,1.000000
111.536819,0.477220,0.203258,1.000000
118.431816,0.135175,0.143068,1.000000
119.757568,0.242315,0.143376,1.000000
115.936562,0.093654,0.102751,1.000000
117.794975,0.228438,0.103057,1.000000
117.107704,0.065563,0.096316,1.000000
109.832237,0.412348,0.096622,1.000000
108.296646,0.072586,0.203227,1.000000
107.213455,0.006041,0.203534,1.000000
101.594193,0.191343,0.234561,1.000000
98.385361,0.350350,0.234867,1.000000
99.868988,0.268249,0.301776,1.000000
99.904755,0.173083,0.302082,1.000000
97.623878,0.250117,0.304784,1.000000
101.913300,0.080650,0.305090,1.000000
106.595352,0.199720,0.245675,1.000000
104.601318,0.136061,0.245981,1.000000
107.032135,0.075093,0.239885,1.000000
110.114685,0.223452,0.240190,1.000000
106.259567,0.334384,0.199903,1.000000
102.056831,0.048853,0.200208,1.000000
102.701736,0.230559,0.272564,1.000000
100.667274,0.352290,0.272868,1.000000
94.496780,0.206227,0.309332,1.000000
94.716949,0.168797,0.309636,1.000000
95.470695,0.829064,0.332495,1.000000
90.753670,0.446275,0.332799,1.000000
92.003456,0.311736,0.391032,1.000000
96.194603,0.422050,0.391336,1.000000
97.278015,0.251217,0.319795,1.000000
98.828445,0.328795,0.320098,1.000000
104.683899,0.386027,0.287909,1.000000
108.781448,0.299342,0.288212,1.000000
106.312759,0.440565,0.213518,1.000000
109.370132,0.393933,0.213821,1.000000
112.788330,0.182205,0.177402,1.000000
108.709167,0.164102,0.177705,1.000000
109.148720,0.246878,0.215368,1.000000
111.549133,0.200093,0.215670,1.000000
110.390297,0.251129,0.186543,1.000000
107.227821,0.092067,0.186846,1.000000
108.312828,0.247687,0.223844,1.000000
108.308846,0.317759,0.224145,1.000000
104.036606,-0.023931,0.231305,1.000000
106.262962,0.132812,0.231607,1.000000
109.173180,0.251645,0.214992,1.000000
106.989532,0.201741,0.215293,1.000000
106.955177,0.163872,0.235067,1.000000
108.524551,0.415372,0.235368,1.000000
104.646225,0.171354,0.221223,1.000000
102.019684,0.261147,0.221523,1.000000
103.101761,0.211622,0.275558,1.000000
101.472588,0.319465,0.275858,1.000000
95.607132,0.349869,0.309519,1.000000
97.241676,0.192172,0.309819,1.000000
101.026001,0.196520,0.302541,1.000000
98.013840,0.345710,0.302841,1.000000
102.001579,0.340953,0.318029,1.000000
109.281395,0.628766,0.318328,1.000000
110.497337,0.546783,0.199490,1.000000
112.029236,0.319835,0.199789,1.000000
117.889267,0.292398,0.163484,1.000000
119.286926,0.317919,0.163783,1.000000
115.524597,0.155451,0.123290,1.000000
117.305397,0.230616,0.123588,1.000000
116.356438,-0.016432,0.121187,1.000000
108.804260,-0.008394,0.121485,1.000000
106.933838,0.189575,0.231288,1.000000
105.864029,0.387334,0.231586,1.000000
100.823509,0.122971,0.262830,1.000000
97.898544,0.120060,0.263127,1.000000
100.509041,0.205051,0.317620,1.000000
101.357010,0.156514,0.317917,1.000000
98.663185,0.194015,0.303707,1.000000
102.679840,0.352473,0.304004,1.000000
106.748520,0.237829,0.253782,1.000000
105.871346,0.341165,0.254079,1.000000
110.681351,0.449462,0.236643,1.000000
111.802231,0.308519,0.236939,1.000000
106.533035,0.222394,0.206979,1.000000
102.703781,0.136553,0.207275,1.000000
103.262680,0.339330,0.282703,1.000000
100.462654,0.574637,0.282998,1.000000
94.131493,0.326822,0.327334,1.000000
95.533348,0.539572,0.327629,1.000000
95.349052,0.464484,0.343638,1.000000
90.299385,0.362349,0.343932,1.000000
93.539803,0.345879,0.404162,1.000000
96.929985,0.468124,0.404456,1.000000
96.801254,0.251591,0.340466,1.000000
97.807396,0.281051,0.340759,1.000000
104.459045,0.312314,0.309905,1.000000
107.448814,0.136734,0.310199,1.000000
106.141289,0.495658,0.251152,1.000000
112.195213,0.467160,0.251445,1.000000
112.884995,0.153532,0.174555,1.000000
109.212440,0.258453,0.174847,1.000000
111.930054,0.185098,0.213590,1.000000
113.102638,0.244688,0.213882,1.000000
110.201286,0.044417,0.192107,1.000000
108.921745,0.027973,0.192398,1.000000
111.088326,0.215622,0.216386,1.000000
108.541557,0.187592,0.216677,1.000000
106.462433,0.170280,0.245756,1.000000
111.390221,0.392078,0.246047,1.000000
109.894569,0.168622,0.192593,1.000000
107.382904,0.102759,0.192883,1.000000
112.545029,0.233521,0.226281,1.000000
112.756424,0.442343,0.226571,1.000000
105.987198,0.359072,0.216343,1.000000
103.928818,0.077821,0.216633,1.000000
103.961494,0.347362,0.272413,1.000000
98.104073,0.137506,0.272703,1.000000
96.278557,0.298564,0.355464,1.000000
101.289764,0.282609,0.355752,1.000000
99.474556,0.294807,0.304236,1.000000
100.477081,0.423493,0.304524,1.000000
107.671539,0.128519,0.280356,1.000000
111.353882,0.388759,0.280644,1.000000
112.953316,0.391795,0.199778,1.000000
119.803215,0.202273,0.200066,1.000000
123.699844,0.351609,0.093952,1.000000
120.084259,0.056582,0.094238,1.000000
120.660675,0.211716,0.125362,1.000000
121.522537,0.007000,0.125649,1.000000
113.859703,0.188764,0.130123,1.000000
111.784523,0.334636,0.130409,1.000000
110.598061,0.316275,0.202281,1.000000
104.793098,0.036573,0.202566,1.000000
101.530220,0.296231,0.290245,1.000000
103.282028,0.218659,0.290530,1.000000
103.031921,0.193880,0.280603,1.000000
100.755272,0.334005,0.280888,1.000000
105.506790,0.224994,0.303610,1.000000
109.780350,0.326813,0.303894,1.000000
107.665749,0.167137,0.235965,1.000000
110.746124,0.247022,0.236249,1.000000
112.793900,0.326646,0.197615,1.000000
107.746368,0.128819,0.197898,1.000000
104.624252,0.134376,0.263524,1.000000
105.484909,0.454279,0.263807,1.000000
101.391045,0.573917,0.275136,1.000000
