omega_pll_rad_s,dbg_iq_a,dbg_iq_cmd_a,iq_sweep_active
249.483582,0.427042,0.367922,0.000000
248.830963,0.243269,0.367922,0.000000
248.761749,0.442353,0.428160,0.000000
250.529907,0.371612,0.428160,0.000000
250.873474,0.187028,0.279470,0.000000
250.609238,0.381256,0.279470,0.000000
250.045273,0.334667,0.256666,0.000000
250.218842,0.293057,0.256666,0.000000
250.345535,0.345546,0.208893,0.000000
250.465088,0.183445,0.208893,0.000000
250.494370,0.324526,0.340199,0.000000
250.313828,0.251237,0.340199,0.000000
250.464142,0.337490,0.168732,0.000000
250.026794,0.328335,0.168732,0.000000
249.631485,0.248652,0.307321,0.000000
250.606461,0.282175,0.307321,0.000000
250.768219,0.180626,0.196144,0.000000
250.290085,0.265111,0.196144,0.000000
249.629852,0.210207,0.253010,0.000000
249.217270,0.073951,0.253010,0.000000
249.846710,0.401063,0.286181,0.000000
249.070801,0.222212,0.286181,0.000000
248.329926,0.474880,0.450241,0.000000
248.308762,0.367276,0.450241,0.000000
248.549973,0.518555,0.466713,0.000000
248.075150,0.401672,0.466713,0.000000
247.647141,0.603430,0.508513,0.000000
248.960220,0.350563,0.508513,0.000000
250.661148,0.462575,0.505986,0.000000
250.669144,0.453715,0.505986,0.000000
250.582397,0.327974,0.178726,0.000000
251.311707,0.348867,0.178726,0.000000
250.889206,0.315323,0.154948,0.000000
250.814606,0.168957,0.154948,0.000000
250.507156,0.334867,0.305016,0.000000
250.635529,0.332633,0.305016,0.000000
250.319931,0.206311,0.201863,0.000000
249.882202,0.107648,0.201863,0.000000
250.379166,0.310321,0.309162,0.000000
251.218552,0.266626,0.309162,0.000000
251.254684,-0.104035,0.191962,0.000000
250.463486,0.268103,0.191962,0.000000
250.462585,0.283264,0.255612,0.000000
250.120071,0.226776,0.255612,0.000000
250.152573,0.241081,0.209821,0.000000
250.193588,0.151284,0.209821,0.000000
250.049347,0.309387,0.357614,0.000000
249.372208,0.244018,0.357614,0.000000
248.950974,0.312813,0.357143,0.000000
248.218262,0.378928,0.357143,0.000000
248.066956,0.341350,0.463915,0.000000
248.924210,0.765874,0.463915,0.000000
