dbg_id_a,dbg_iq_a,omega_diff,omega_pll
0.280545,0.786953,405.666840,398.681427
0.097345,0.662385,396.978851,398.815277
-0.120615,0.396394,406.205658,398.411621
0.078743,0.469742,410.339844,400.146393
0.038816,0.594257,392.243866,398.981018
-0.431401,0.346606,407.164093,399.419464
0.101942,0.393894,404.527496,401.069275
0.051417,0.624307,393.686310,400.690125
-0.010991,0.188941,406.084076,400.171906
0.036356,0.256515,410.280243,401.953796
0.304587,0.171842,406.570435,402.558380
-0.108676,0.293752,409.746185,403.002808
-0.041422,0.214578,407.104492,403.830505
-0.004913,0.017279,392.122284,402.314728
-0.052404,-0.077244,397.634521,399.767700
0.205175,-0.150883,401.058197,398.825592
0.006471,0.431458,393.686310,398.934174
-0.300608,0.563209,406.141296,399.692108
0.100416,0.447568,403.680817,399.899078
0.191902,0.464942,392.723083,399.020660
-0.148554,0.325643,401.830688,398.548096
0.000982,0.344136,404.171967,399.985962
0.056295,0.483084,393.023499,399.259094
-0.144480,0.396962,406.684875,398.689148
-0.025018,0.513483,405.068420,400.703186
0.074493,0.607540,396.738068,401.380981
-0.114990,0.272450,408.539795,403.316956
-0.044328,0.230687,398.893372,402.232635
0.111810,0.065413,392.127045,400.351563
-0.087679,-0.090137,402.009491,399.937836
-0.075622,0.306587,400.812622,399.201324
0.100959,0.472355,393.142700,396.399811
0.058414,0.607971,405.905243,399.157135
0.111256,0.305197,396.378052,399.700012
0.022802,0.461286,389.667755,398.178711
-0.119915,0.390043,403.687958,399.497894
0.106605,0.446134,403.448364,399.195374
-0.089355,0.571256,394.281158,398.441284
-0.108165,0.361401,406.684601,399.652863
0.024530,0.454856,403.032318,400.040894
0.082542,0.541868,388.231293,400.110046
0.051161,0.346888,402.841583,401.731995
0.022751,0.219568,401.592255,402.813904
-0.001795,0.211783,395.898834,401.149933
0.030864,-0.003938,408.124939,401.589355
0.062410,0.251449,404.348389,402.229279
0.003959,0.194269,382.537842,397.615021
-0.067720,0.207783,399.198547,398.063324
0.114870,0.456618,396.556854,399.858826
0.169090,0.582760,391.702667,397.558472
-0.036321,0.474909,406.622894,398.181793
0.088347,0.409171,405.845642,400.560547
0.078977,0.350028,389.909760,398.758667
-0.073927,0.272473,403.208740,400.873138
-0.021030,0.294974,397.219666,400.725037
0.165358,0.257997,387.749695,398.571259
-0.101276,0.412471,395.479218,399.924988
-0.000518,0.326823,395.841614,401.881195
0.058954,0.177133,394.883179,400.025818
-0.053920,0.162660,404.586792,400.250916
-0.014002,0.326523,398.235321,401.522339
0.106426,0.423924,388.529297,398.597046
-0.105897,0.342846,394.339569,397.615753
0.096702,0.407277,392.844696,398.400940
0.116752,0.420047,390.264984,396.530762
-0.112034,0.441525,406.085266,398.004242
0.128460,0.612318,402.430298,399.066864
0.159501,0.716342,389.367340,398.332245
-0.349574,0.428623,403.388763,400.395874
-0.045321,0.480893,394.880493,399.986908
0.162507,0.421735,383.672729,398.343597
-0.031479,0.222149,406.446472,400.296631
-0.069934,0.293995,399.856567,402.102844
0.120796,0.271119,396.623627,400.910004
-0.099233,0.162158,400.638580,402.026733
-0.252383,0.248013,390.443817,401.842987
0.067521,-0.024577,389.242188,400.423584
0.135088,0.049030,394.887939,398.976837
-0.010057,0.482251,394.763947,398.178680
-0.004565,0.282287,392.484680,397.216278
-0.157281,0.555528,400.390625,398.768433
0.087070,0.498317,395.240784,399.015778
0.158833,0.422369,390.386597,398.303070
-0.101056,0.427129,394.701965,399.168182
0.034905,0.435683,390.210175,400.303131
0.106386,0.375065,392.360687,399.163147
-0.008191,0.311553,404.105194,399.991760
0.036895,0.186497,400.452637,400.808533
0.312771,0.382277,392.484680,399.240814
-0.085166,0.217447,398.416534,401.489044
-0.042419,0.171763,390.563019,399.828735
