dbg_id_a,dbg_iq_a,omega_diff,omega_pll
0.005855,0.242940,102.348328,99.831718
0.111641,0.294287,97.551346,100.278397
-0.104552,0.219370,99.167824,100.577255
-0.102625,0.229603,99.768639,99.280090
-0.062269,0.209481,103.664398,100.482529
0.030850,0.089910,98.090172,99.941772
-0.007812,0.251373,100.784302,100.277039
0.217289,0.014912,98.991394,99.284660
-0.100401,0.250055,100.545883,99.997856
-0.068868,0.213538,98.152161,100.094551
0.043618,0.184166,99.229813,99.576210
-0.010684,0.189811,95.877647,98.792709
0.128441,0.319271,102.524757,99.596741
0.136944,0.219927,97.908974,99.840729
-0.052588,0.211356,99.229813,99.337212
-0.060610,0.348154,102.343559,99.292992
0.151608,0.110405,105.462074,101.052315
-0.073772,0.183315,93.057159,99.736649
0.024574,0.180649,100.846291,99.498108
0.045742,0.088946,100.429062,100.268295
-0.182251,0.120599,97.193718,99.907593
0.215023,0.431777,97.072128,98.442398
0.094857,0.290280,102.643967,100.098625
-0.138668,0.176387,100.607872,99.546875
-0.027144,0.313580,100.905899,99.580933
-0.019331,0.393503,100.009445,99.841484
-0.068755,0.214328,100.905899,100.331680
-0.081912,0.113909,98.211769,99.490036
0.070708,0.269761,100.548271,99.446022
-0.050465,0.163765,97.851753,99.022003
-0.057867,0.294423,100.905899,99.657143
-0.082493,0.204750,97.911362,98.799683
-0.319035,0.325135,101.506714,99.570946
-0.046140,0.339608,97.670555,99.322250
-0.043991,0.420140,99.408630,100.330795
-0.061546,0.149502,97.732544,99.485451
0.010614,0.135208,103.303200,100.253120
0.062499,0.140182,100.606682,100.737953
-0.149352,0.162547,97.491745,99.998245
-0.042152,0.286011,104.023224,99.461311
0.314535,0.348991,105.221275,101.344109
-0.330682,0.158793,96.533302,100.188782
-0.052085,0.187198,103.542809,100.043976
0.152443,0.109250,100.487473,101.010635
-0.083111,0.218240,105.820900,101.149086
-0.035144,0.214946,97.911362,100.166397
-0.005778,0.030573,101.326706,100.795616
0.194294,0.189276,96.173286,99.985542
0.060896,0.090728,99.768639,99.907448
0.328183,0.145096,96.772316,98.751572
0.167631,0.084108,101.386314,99.440704
-0.005446,0.233467,97.432137,99.097015
0.062454,0.234848,100.187958,99.118134
-0.054955,0.181107,97.491745,98.940628
0.019888,0.467673,102.884476,99.741577
-0.035205,-0.007172,98.210724,99.412247
-0.067837,0.214621,101.385117,99.550278
0.020498,0.377966,102.224350,99.444740
-0.006797,0.268171,100.317001,100.671631
0.262692,0.054359,98.028183,99.798187
0.089936,0.145867,106.840134,99.882889
0.063878,0.234465,100.555420,100.341171
-0.091888,0.109027,95.939636,100.206955
-0.040521,0.358338,103.664398,99.117325
0.076878,0.268068,104.084015,100.839783
-0.169501,-0.035783,98.094940,100.197052
0.105564,0.190508,100.240707,99.790833
0.140877,0.169945,101.146698,99.830048
0.096403,0.141676,98.867416,100.637459
-0.065474,0.214603,98.981857,99.667015
-0.035128,0.278397,101.737976,99.728210
-0.096713,0.251503,100.307465,99.352890
-0.001873,0.125733,99.830627,99.849564
0.068473,0.299232,99.172592,98.826309
-0.141741,0.195750,101.861954,99.791374
-0.067149,0.304341,101.079941,99.887733
0.067020,0.233586,99.048615,101.142151
0.098731,0.046820,100.126266,99.953934
0.295858,-0.061579,102.281570,100.767784
0.239764,-0.069240,99.706650,101.387978
-0.126555,0.212071,96.292496,100.370171
-0.047897,0.206304,101.327896,99.325142
0.063487,0.215947,103.120804,100.898491
-0.117707,0.004600,97.131729,99.256477
0.045613,0.135091,100.431442,98.887497
0.125527,0.212681,99.411011,99.339828
-0.130175,0.306171,94.852448,99.362366
-0.082480,0.385248,97.370148,98.777153
0.246645,-0.049149,100.669861,99.515823
-0.098968,0.173840,97.312927,99.126228
0.041171,0.548338,102.643967,99.663010
0.017340,0.146014,98.752975,98.760292
-0.226997,0.115478,98.209381,99.495247
-0.114065,0.294454,100.669861,99.194786
0.046867,0.325930,97.246170,99.581978
-0.031053,0.209502,96.473694,99.095215
-0.034841,0.358935,102.348328,100.584694
0.165355,0.141755,101.079941,100.273346
-0.079853,0.123468,97.370148,99.914223
-0.048205,0.116140,100.784302,99.709595
0.007278,0.111948,101.623535,100.970276
-0.046827,-0.008134,95.272064,99.260307
0.276771,0.202140,102.586746,99.131561
0.112344,0.179539,100.426674,99.791588
0.063318,0.226214,95.515251,99.159195
0.087598,0.217964,98.328590,98.203583
0.100340,0.240877,101.804733,100.279694
-0.103270,0.268229,96.473694,99.488510
0.027440,0.216065,101.323128,99.819702
0.111364,0.132699,99.287033,99.631042
-0.106626,0.238161,98.805428,100.399384
