dbg_id_a,dbg_iq_a,omega_diff,omega_pll
0.107600,0.550504,51.717758,48.001610
0.174062,0.543421,51.231384,49.547333
0.216630,0.201304,52.070618,50.555691
0.016457,0.141631,50.811768,51.610924
-0.155248,0.156926,48.828125,51.764168
-0.177133,0.066659,49.791336,51.182510
-0.134292,0.134566,49.972534,50.766560
-0.168135,0.180889,51.231384,51.061024
0.077108,-0.013627,52.309036,51.626835
-0.003391,0.062136,50.754547,51.577675
0.003657,0.030899,49.076080,50.490967
0.017921,0.059592,50.392151,50.051403
0.052050,0.182847,50.630569,49.910347
0.032972,0.014270,46.796799,49.221062
0.128112,0.271332,49.791336,48.626301
0.029990,0.235739,50.992966,49.060345
-0.100314,0.308966,48.532486,49.705803
0.018343,0.383585,48.294067,49.152576
-0.163955,0.339749,49.676895,48.826843
0.153938,0.426454,47.883987,49.009544
-0.061529,0.289250,48.418045,50.122143
-0.069371,0.245052,51.708221,50.525566
0.056942,0.181383,49.324036,50.674889
0.091842,0.085892,52.251816,51.419941
-0.102230,0.193154,50.868988,52.110390
0.059486,0.091659,51.651001,52.055298
0.158055,0.034019,52.137375,51.593624
0.107726,0.003498,51.050186,51.549511
-0.004562,-0.030778,49.428940,51.467567
-0.081415,0.405068,52.490234,51.206764
0.008043,0.332598,50.334930,50.679981
-0.013925,0.111317,51.956177,50.829876
0.017555,0.098466,49.800873,50.466270
0.068258,0.157183,47.693253,49.055393
0.088458,0.113261,45.423508,47.351349
0.339490,0.267563,48.713684,47.198696
0.118135,0.148952,51.050186,47.877525
0.060029,0.345464,47.578812,48.139843
-0.019146,0.362791,50.034523,48.151203
-0.165100,0.364419,48.656464,48.107292
-0.083626,0.385000,47.459602,48.116890
-0.135043,0.410618,48.475266,47.860580
-0.216010,0.623945,50.272942,48.835648
-0.226892,0.613794,52.251816,51.134022
0.039199,0.072389,55.608749,53.529289
-0.055876,0.060453,50.992966,53.973228
-0.037922,0.052507,48.413277,52.326546
0.040053,-0.193501,51.169395,51.903851
0.062213,0.001391,50.816536,51.988106
0.055774,-0.045304,52.909851,51.945911
-0.052944,-0.152760,51.050186,51.033524
0.081005,-0.014657,48.594475,50.919662
0.144274,0.102406,47.817230,50.131512
