dbg_id_a,dbg_iq_a,omega_diff,omega_pll
-0.070013,0.224950,194.503967,200.087875
-0.132651,0.045700,197.260391,200.212875
0.014521,0.388761,199.661255,199.501526
0.006509,0.249477,193.071365,200.042786
-0.022397,0.427164,203.189850,201.001633
-0.046546,0.230950,202.121735,200.441650
-0.060577,0.022924,193.481445,201.368896
0.204824,0.190953,201.759338,200.999725
0.025861,0.109163,199.899673,200.722031
-0.184987,0.244306,196.838379,200.874985
-0.027158,0.169199,199.060440,200.823196
-0.114172,0.167176,203.132629,200.927139
0.071754,0.115088,197.563171,200.724731
0.135597,0.152453,199.890137,201.847107
-0.019799,0.224214,203.256607,199.839722
-0.021849,0.145408,192.947388,199.911682
-0.029149,0.200333,200.977325,199.350937
-0.019980,0.224198,194.206238,198.250732
-0.179403,0.248436,195.941925,198.318787
-0.030426,0.295248,200.071335,198.600754
-0.071309,0.465760,199.890137,198.697052
-0.089868,0.360162,192.279816,198.455063
0.024679,0.400523,199.232101,199.923645
-0.003937,0.323325,200.319290,199.828583
-0.117236,0.224662,190.725327,199.912689
0.063044,0.311497,202.951431,200.788147
-0.064478,0.322908,200.314529,199.438751
-0.174878,0.251641,194.563873,199.871918
0.066073,0.406266,200.438507,200.121643
0.047874,0.332160,201.034546,199.888382
-0.108011,0.209375,194.263458,199.667221
0.045169,0.385983,199.537277,200.000107
-0.011676,0.296582,202.231415,200.023926
-0.112021,0.179741,196.957596,199.610214
-0.025873,0.232092,202.112198,200.995316
-0.197439,0.246439,202.355392,199.510773
-0.104829,0.116344,193.123825,199.675156
0.060276,0.275814,204.033859,200.575455
-0.116262,0.290833,201.277740,199.431427
-0.084133,0.255987,201.215744,199.611450
0.110377,0.313852,202.231415,199.927597
-0.037399,0.208462,202.832230,200.897415
0.074074,0.334146,201.272964,200.139282
-0.048395,0.244824,198.216446,200.883545
0.012488,0.251184,204.691895,200.055740
-0.203165,0.398090,195.403107,199.760818
0.039827,0.208012,204.389099,200.984116
-0.146563,0.169884,200.676926,199.098022
-0.188729,0.139868,193.903458,198.817230
0.086751,0.402358,202.293396,198.668579
-0.011794,0.378338,200.316910,198.457321
-0.145316,0.415724,197.858810,198.206833
0.196024,0.385250,199.897293,198.674896
-0.008893,0.414243,208.106049,199.600464
-0.242670,0.677052,195.224289,198.620285
-0.053825,0.228658,201.814178,200.345627
-0.005244,0.485993,204.330688,199.445816
-0.147015,0.274807,199.177277,200.008087
0.123644,0.279236,204.510696,201.168457
-0.041355,0.083682,197.919617,200.060089
-0.082416,0.116352,196.301346,199.773117
0.016164,0.189423,201.994186,199.905746
-0.015343,0.217259,201.334961,200.069473
-0.168875,0.250610,196.601456,199.227127
0.090166,0.274680,202.653259,199.904434
0.104629,0.361550,202.112198,199.329361
-0.362221,0.363926,195.045471,198.851791
0.019573,0.564309,201.816559,200.311401
-0.028443,0.227576,202.531815,199.813416
-0.077231,0.230412,200.920105,200.712051
-0.002119,0.140286,202.894211,201.026154
-0.107808,0.173222,202.226639,200.892303
-0.125978,0.181266,201.931000,200.502563
0.094335,0.193829,200.681686,200.117798
-0.038272,0.221080,205.345154,200.511505
-0.064496,0.067477,198.402405,199.802795
-0.057661,0.401964,203.428268,201.015152
-0.061829,0.007041,203.189850,199.342651
0.212274,0.310813,193.128586,198.296738
-0.269165,0.263088,201.759338,198.547180
0.003446,0.342711,202.827454,197.530609
-0.154795,0.479587,200.796127,197.713486
-0.036051,0.356107,201.873779,198.316650
-0.315022,0.454976,199.899673,198.614105
-0.143126,0.426814,200.023651,198.508102
0.115118,0.383154,197.315216,199.408234
0.003695,0.496192,202.894211,199.962311
-0.226010,0.192397,196.065903,199.117599
0.016039,0.172493,204.210281,201.178864
-0.204508,0.283689,204.510696,199.959930
-0.120175,0.229520,199.537277,200.092300
0.094137,0.224036,207.805634,200.359894
-0.061179,0.295941,199.475296,199.607010
-0.119999,0.229612,202.531815,199.348663
0.119918,0.241303,203.013428,199.511902
0.025191,0.503319,201.873779,199.351624
0.026138,0.283967,196.180344,198.472107
-0.141857,0.272222,204.153061,200.003922
-0.028890,0.446001,206.065186,199.084320
-0.124371,0.117888,199.480057,199.362488
-0.007571,0.155387,203.194626,201.246567
-0.076190,0.271849,202.951431,200.238800
-0.326499,0.312517,203.313828,200.191360
0.098910,0.191535,201.816559,200.133133
-0.066691,0.090209,199.656494,200.036987
-0.103972,0.179189,197.858810,199.540970
0.172529,0.193276,201.091766,200.627838
-0.140136,0.346076,207.028397,200.593964
-0.111837,0.297486,199.120056,199.597580
0.091682,0.236245,202.534210,200.473251
0.053513,0.391565,208.168030,198.882996
-0.146938,0.308065,199.058060,198.527771
0.229581,0.102673,201.873779,198.796463
0.010593,0.442455,200.195313,198.328552
-0.277307,0.167268,203.912262,198.141464
-0.097033,0.322261,201.692581,198.404404
-0.022990,0.428641,205.349930,199.548920
-0.133011,0.430074,200.436127,198.129532
