dbg_id_a,dbg_iq_a,omega_diff,omega_pll
0.044617,0.264521,387.749695,399.618896
0.121337,0.287071,394.041534,398.191711
-0.301104,0.270084,394.759186,398.314270
-0.086103,0.668300,390.264984,397.995117
0.078518,0.499736,384.633545,397.103394
-0.147001,0.642954,399.254578,397.924713
0.264108,0.841783,395.959015,399.203735
0.145402,0.410616,395.718811,398.888947
-0.143965,0.444319,404.467590,399.794342
0.314330,0.420071,394.096375,400.051239
0.136121,0.397477,392.723083,400.054779
-0.196864,0.294027,399.675385,401.532410
-0.107675,0.594729,399.847046,402.685699
0.060904,0.126394,394.697205,401.956482
0.012098,0.052516,406.560913,402.910919
0.027537,0.154165,390.443817,402.592896
0.024803,-0.078495,409.021393,400.480408
-0.075769,0.220897,395.355225,399.247620
0.203284,0.253374,387.926117,398.576904
0.159285,0.371803,393.924713,398.109436
0.138111,0.447257,400.333405,398.461761
-0.083580,0.519821,389.785767,399.293457
-0.118427,0.492792,396.862030,398.675629
-0.182198,0.611334,401.530273,400.286072
0.080861,0.508963,388.765350,399.251221
0.062140,0.449109,395.002380,398.855835
-0.111853,0.420994,404.348389,401.613831
-0.254737,0.338423,392.184265,402.184296
0.071261,0.103606,400.629059,402.146484
-0.026550,0.233403,406.684875,402.373047
-0.117408,0.359853,392.904297,401.690125
0.144598,0.205768,391.166229,399.402893
0.068058,0.063883,396.857269,398.474396
0.289817,0.624025,388.469696,397.748749
0.192298,0.425637,389.065765,397.310516
-0.101163,0.583559,400.214203,397.939728
0.113552,0.597698,389.246948,397.791931
0.192199,0.668904,395.839233,397.882050
-0.028302,0.600250,398.115540,399.487183
-0.120525,0.533495,391.764343,400.510406
0.057571,0.461055,395.603180,399.952545
-0.074147,0.524951,400.867462,400.989807
-0.278623,0.199580,387.449280,401.480438
0.075577,0.261125,406.017303,402.700745
-0.148906,0.179898,397.577301,403.310486
0.088183,0.078101,397.758484,402.695953
0.047702,0.043813,402.374268,401.947906
-0.191818,0.191784,400.810242,400.873993
-0.139223,0.313177,389.299408,398.658234
0.277811,0.468383,406.026855,399.039063
0.058680,0.605552,400.638580,399.147858
-0.442974,0.251445,391.712189,398.484741
0.230255,0.351425,401.711487,398.789459
0.059669,0.714041,398.659729,399.690063
-0.203052,0.491709,389.246948,399.454010
0.130440,0.415999,400.934235,399.839752
0.023718,0.566718,402.851105,400.215302
-0.204135,0.304787,391.225830,400.019073
0.046101,0.419914,406.565674,401.125732
0.080495,0.428475,403.385162,402.552399
0.009169,0.336428,402.970337,401.900818
0.270739,-0.101389,412.974365,402.201202
0.013093,0.234543,406.146057,401.875702
-0.150156,0.222295,398.833771,399.690155
0.001006,0.153480,406.444092,398.628387
0.195295,0.464570,401.952271,398.726257
-0.125162,0.570463,395.600800,397.823151
0.204747,0.601478,403.389954,397.746460
0.123098,0.771409,405.186432,398.943848
-0.180608,0.408818,393.083099,398.129761
0.123840,0.392532,406.924500,399.352692
0.044008,0.501059,402.130707,399.703003
-0.214952,0.502930,402.612701,399.126587
0.139689,0.597830,411.596313,400.647156
0.154222,0.518560,407.047272,402.179474
-0.086778,0.275769,403.327942,402.313171
0.024778,0.241744,419.263855,403.031464
-0.016476,0.217918,409.555450,403.676819
0.040393,0.134362,397.090912,401.715454
0.104846,0.053696,404.415131,400.379181
-0.052387,0.187114,402.727142,399.379883
-0.152089,0.439039,407.409668,398.932953
0.104109,0.382513,405.607239,398.998413
0.079628,0.465451,404.529572,399.329773
-0.079263,0.396644,406.627655,398.930420
0.052533,0.511402,407.161713,399.256683
0.081691,0.760514,406.265259,399.981934
0.200353,0.423051,394.344330,398.285492
0.289389,0.097541,410.399445,399.529449
0.009241,0.482267,403.809570,401.359253
-0.161170,0.522654,412.793182,401.954041
0.156550,0.387392,407.943726,402.744263
0.278624,0.138486,396.976471,401.747864
-0.028793,0.114224,398.294922,400.147095
-0.091573,0.151381,406.625275,399.505371
0.064801,0.526187,397.636902,397.968964
-0.038709,0.302922,406.265259,396.952484
0.360988,0.322940,408.360962,397.877563
-0.206006,0.429441,395.839233,397.425171
-0.158624,0.703584,397.936127,397.346436
0.187025,0.675882,411.418701,399.739746
-0.026234,0.500050,402.730103,400.317261
-0.103567,0.620926,416.871460,400.514404
0.075363,0.379118,408.840179,400.492004
0.008179,0.373714,413.332001,401.258453
0.067778,0.259554,410.823822,401.183868
-0.062485,0.305333,407.762543,402.553436
-0.157357,0.234405,401.830688,402.482544
0.137814,0.036570,403.146759,401.974060
0.144021,0.210049,411.300659,402.089722
-0.088970,0.245304,399.742126,400.658691
0.010218,0.324682,408.487335,398.893005
0.264511,0.286401,414.295197,399.612701
-0.012594,0.424536,403.089539,399.562073
-0.168796,0.224158,403.990753,398.845367
-0.055706,0.626262,407.643341,398.718323
-0.015383,0.581060,396.680847,398.071320
-0.092933,0.498230,409.860626,398.342499
0.174970,0.472600,412.917145,399.353943
-0.038468,0.521390,404.829987,399.196198
-0.173764,0.332421,411.658295,399.906219
0.064910,0.412756,410.399445,401.216644
-0.032569,0.491210,399.436951,401.241638
0.222291,0.304791,408.544556,400.685608
-0.109048,0.263494,411.179077,401.334869
0.063491,0.478159,398.476135,401.021271
-0.083825,0.204208,406.804108,399.412384
