theta_e_meas,theta_e_ctrl,delta_theta_deg,u_mag_pu
5.931367,6.244611,17.947542,0.235798
3.139541,3.453006,17.960241,0.239913
0.399306,0.714952,18.085186,0.246182
3.887080,4.202073,18.047762,0.232710
1.112430,1.427711,18.064316,0.221738
4.621863,4.937394,18.078583,0.224522
1.826262,2.141076,18.037462,0.221197
5.343268,5.658709,18.073448,0.222252
2.592463,2.909094,18.141575,0.225782
6.090260,0.123051,18.104134,0.216890
3.280082,3.594668,18.024460,0.219305
0.486850,0.801177,18.009623,0.232320
3.944464,4.257334,17.926155,0.232559
1.155070,1.468326,17.948212,0.238595
4.664629,4.978952,18.009340,0.245531
1.898017,2.213130,18.054651,0.233388
5.402667,5.717969,18.065506,0.223612
2.626929,2.942483,18.079906,0.220473
6.126549,0.158710,18.068010,0.218143
3.341329,3.656563,18.061590,0.221392
0.568273,0.883883,18.083124,0.224280
4.088487,4.404546,18.108868,0.210655
1.295465,1.610705,18.061928,0.214999
4.776672,5.091177,18.019806,0.227546
1.960916,2.274335,17.957592,0.234157
5.445772,5.759215,17.958942,0.243341
2.640754,2.953906,17.942297,0.252620
6.182114,0.214353,18.072479,0.243218
3.398128,3.713398,18.063679,0.228534
0.629811,0.945621,18.094540,0.222441
4.137340,4.453222,18.098745,0.219180
1.352265,1.667884,18.083609,0.223330
4.856814,5.172488,18.086784,0.224110
2.093259,2.409543,18.121758,0.213376
5.604455,5.920691,18.118931,0.219886
2.794403,3.109118,18.031824,0.228353
0.000018,0.314335,18.009050,0.229685
3.479002,3.792732,17.975378,0.233877
0.683925,0.997646,17.974884,0.241719
4.181846,4.496030,18.001457,0.251015
1.435679,1.751493,18.094799,0.242586
4.936644,5.252302,18.085846,0.232615
2.167066,2.483021,18.102907,0.222108
5.673651,5.989531,18.098587,0.215968
2.892310,3.207980,18.086554,0.223403
0.126130,0.442221,18.110666,0.220925
3.665349,3.982599,18.177094,0.217744
0.871004,1.187065,18.108929,0.214950
4.344305,4.658996,18.030445,0.215532
1.546711,1.860846,17.998585,0.225177
5.014894,5.328055,17.942799,0.227942
2.227077,2.540584,17.962637,0.240069
5.758992,6.074375,18.070103,0.243628
2.972537,3.287655,18.054924,0.227914
0.200570,0.516091,18.077988,0.223046
3.704154,4.019660,18.077169,0.218629
0.905616,1.220273,18.028543,0.221532
4.424279,4.739697,18.072065,0.221077
1.655879,1.971712,18.095881,0.219674
5.168523,5.484393,18.097977,0.214401
2.369166,2.684020,18.039757,0.221464
5.852556,6.166817,18.005831,0.225490
3.040134,3.353446,17.951477,0.231336
0.246356,0.559861,17.962507,0.238593
3.731715,4.045222,17.962641,0.242889
0.978229,1.293281,18.051153,0.228394
4.486953,4.802322,18.069321,0.223186
1.707330,2.022705,18.069656,0.215318
5.211775,5.527203,18.072651,0.218760
2.427728,2.743087,18.068768,0.221880
5.931481,6.246891,18.071638,0.218763
3.176501,3.492831,18.124357,0.212137
0.384026,0.699452,18.072590,0.218262
3.849106,4.162989,17.984200,0.235121
1.052287,1.365855,17.966122,0.233924
4.525336,4.838346,17.934175,0.241068
1.724681,2.037616,17.929884,0.247477
