ud_pu,uq_pu,u_mag_pu,delta_theta_deg
-0.150954,0.283562,0.321239,25.167271
-0.153250,0.295297,0.332695,25.180838
-0.153451,0.290034,0.328126,25.293558
-0.134674,0.275270,0.306448,25.298016
-0.133079,0.279028,0.309138,25.287523
-0.145566,0.285925,0.320847,25.302162
-0.130237,0.283368,0.311864,25.432791
-0.102673,0.265879,0.285014,25.311066
-0.123081,0.276228,0.302408,25.283314
-0.152184,0.295990,0.332821,25.189001
-0.151141,0.285989,0.323471,25.185116
-0.150830,0.281518,0.319377,25.284187
-0.138920,0.286337,0.318257,25.306450
-0.133971,0.278168,0.308748,25.257627
-0.139971,0.279932,0.312976,25.279673
-0.127680,0.282620,0.310123,25.391253
-0.126577,0.287039,0.313708,25.282076
-0.149123,0.287195,0.323603,25.242252
-0.146860,0.284352,0.320038,25.206825
-0.156061,0.292728,0.331730,25.206964
-0.156680,0.288768,0.328535,25.297443
-0.137561,0.274648,0.307172,25.325373
-0.141529,0.282534,0.316000,25.283020
-0.145829,0.284361,0.319574,25.314133
-0.129599,0.278078,0.306795,25.428421
-0.113486,0.275580,0.298033,25.317919
-0.126078,0.279026,0.306189,25.275787
-0.149231,0.288781,0.325060,25.207331
-0.159374,0.285176,0.326688,25.210173
-0.139345,0.275746,0.308955,25.289366
-0.138646,0.277933,0.310595,25.290316
-0.142382,0.280529,0.314594,25.245100
-0.135838,0.279518,0.310777,25.274988
-0.126190,0.275475,0.303002,25.372974
-0.131143,0.286367,0.314968,25.268425
-0.142969,0.286575,0.320258,25.217495
-0.150194,0.282153,0.319639,25.177900
-0.163908,0.293316,0.336006,25.197165
-0.150997,0.288233,0.325389,25.271116
-0.139700,0.277764,0.310916,25.286116
-0.139489,0.285946,0.318154,25.265013
-0.142956,0.281423,0.315651,25.274401
-0.129843,0.284290,0.312538,25.379013
-0.116502,0.275040,0.298697,25.299395
-0.128374,0.275044,0.303528,25.235701
-0.152375,0.297871,0.334582,25.179676
-0.158740,0.289769,0.330401,25.211390
-0.138945,0.269990,0.303645,25.273340
-0.132246,0.277775,0.307649,25.265648
-0.137461,0.282357,0.314040,25.233418
-0.140484,0.278989,0.312363,25.262209
-0.122300,0.280619,0.306112,25.342985
-0.129027,0.288400,0.315947,25.238873
-0.144729,0.291281,0.325256,25.179781
-0.148499,0.289685,0.325529,25.142477
-0.166559,0.293704,0.337644,25.198133
-0.150350,0.291466,0.327960,25.249409
-0.136471,0.280190,0.311658,25.265331
-0.145913,0.282493,0.317952,25.250343
-0.140579,0.281900,0.315008,25.280882
-0.122323,0.275558,0.301489,25.371981
-0.120316,0.276297,0.301356,25.271688
-0.126590,0.278676,0.306081,25.230610
-0.146764,0.300727,0.334628,25.170191
-0.168252,0.286046,0.331860,25.208652
-0.136291,0.274891,0.306823,25.267355
-0.132333,0.280804,0.310424,25.267227
-0.150033,0.286080,0.323035,25.228069
-0.139433,0.285607,0.317825,25.254122
-0.125505,0.279725,0.306590,25.348454
-0.137961,0.287891,0.319240,25.257244
-0.136315,0.290165,0.320589,25.208361
-0.146274,0.289282,0.324160,25.189428
-0.173883,0.291901,0.339767,25.228987
-0.145571,0.291959,0.326237,25.278803
-0.140463,0.274726,0.308552,25.305920
-0.144887,0.282590,0.317568,25.256294
-0.136323,0.284614,0.315577,25.302084
-0.129753,0.282049,0.310463,25.405201
-0.120472,0.277363,0.302396,25.283991
-0.123387,0.278772,0.304857,25.252850
-0.152851,0.295800,0.332958,25.220720
-0.165619,0.285242,0.329837,25.240059
-0.132704,0.270896,0.301654,25.291592
-0.137170,0.279147,0.311029,25.307541
-0.143490,0.282096,0.316493,25.225515
-0.137770,0.275884,0.308371,25.284439
-0.118743,0.279709,0.303870,25.390654
-0.130961,0.289039,0.317324,25.254789
-0.137270,0.287020,0.318157,25.192493
-0.156879,0.285433,0.325704,25.183916
-0.166385,0.295988,0.339548,25.235565
-0.150969,0.295005,0.331390,25.256662
-0.140733,0.278127,0.311706,25.296869
-0.145042,0.281129,0.316340,25.247574
-0.143008,0.286271,0.320004,25.293722
-0.126828,0.286977,0.313754,25.410889
-0.123835,0.276469,0.302936,25.298168
-0.125016,0.274115,0.301278,25.258902
-0.153854,0.292918,0.330866,25.216200
-0.161146,0.284001,0.326534,25.264322
-0.131518,0.273407,0.303394,25.291744
-0.133571,0.275485,0.306159,25.309116
-0.142078,0.277651,0.311891,25.243347
-0.134069,0.275892,0.306743,25.272995
-0.124142,0.280123,0.306399,25.378250
-0.137167,0.290202,0.320986,25.269035
-0.134223,0.286660,0.316528,25.221706
-0.152196,0.278891,0.317717,25.183985
-0.160401,0.293027,0.334056,25.258703
-0.144716,0.296409,0.329850,25.263920
-0.145704,0.279758,0.315427,25.281052
-0.140615,0.284922,0.317731,25.264263
-0.137042,0.280949,0.312590,25.297331
-0.127894,0.277859,0.305880,25.391159
-0.121229,0.282874,0.307756,25.298742
-0.125113,0.272713,0.300043,25.244543
-0.166731,0.288926,0.333583,25.202808
-0.154429,0.289802,0.328380,25.298660
-0.131476,0.269585,0.299937,25.288469
-0.139854,0.279266,0.312327,25.289835
-0.135435,0.282175,0.312994,25.251499
-0.133882,0.280354,0.310682,25.274284
-0.124787,0.279985,0.306534,25.355827
-0.126524,0.289605,0.316037,25.262960
-0.136772,0.290949,0.321494,25.179211
-0.163783,0.279132,0.323635,25.173687
-0.155061,0.296373,0.334486,25.275913
-0.149616,0.301131,0.336251,25.255390
-0.150825,0.280597,0.318564,25.254873
-0.138589,0.282824,0.314954,25.278730
-0.142044,0.278421,0.312562,25.288612
-0.124327,0.279332,0.305751,25.373352
-0.119080,0.284470,0.308388,25.287325
-0.133023,0.277146,0.307416,25.218664
-0.166589,0.292547,0.336654,25.189693
-0.153800,0.288440,0.326883,25.292313
-0.135865,0.274385,0.306180,25.276241
-0.138593,0.280718,0.313066,25.274481
-0.132046,0.276754,0.306642,25.242189
-0.138593,0.276873,0.309624,25.267574
-0.120637,0.278218,0.303247,25.328056
-0.126336,0.285765,0.312446,25.236374
-0.141732,0.289537,0.322366,25.166025
-0.160661,0.281840,0.324416,25.135309
-0.154904,0.297078,0.335038,25.268677
-0.155260,0.298069,0.336082,25.236464
-0.149265,0.274741,0.312670,25.250477
-0.141314,0.280898,0.314442,25.230715
-0.140162,0.283670,0.316408,25.278524
-0.128785,0.280178,0.308359,25.342680
-0.123518,0.283111,0.308883,25.241768
-0.133015,0.277676,0.307891,25.205841
-0.162570,0.294372,0.336279,25.166937
-0.158090,0.295799,0.335395,25.274384
-0.130858,0.272162,0.301987,25.276209
-0.140087,0.282099,0.314967,25.263353
-0.139831,0.280528,0.313447,25.216486
-0.135274,0.277165,0.308415,25.278223
-0.122433,0.276353,0.302260,25.321148
-0.124613,0.284529,0.310621,25.213737
-0.143589,0.293398,0.326650,25.168024
-0.158525,0.282887,0.324276,25.132950
-0.155501,0.303004,0.340576,25.256933
-0.155707,0.296432,0.334838,25.250515
-0.145358,0.278710,0.314338,25.247498
-0.136542,0.281079,0.312488,25.221516
-0.137680,0.281506,0.313371,25.299208
-0.127023,0.282181,0.309453,25.337187
-0.122958,0.281096,0.306812,25.250889
-0.131839,0.280278,0.309737,25.207771
-0.158408,0.296109,0.335818,25.175667
-0.149723,0.296082,0.331785,25.288284
-0.134781,0.272519,0.304028,25.278622
-0.137555,0.284245,0.315780,25.278240
-0.131779,0.276268,0.306088,25.223183
-0.138887,0.275774,0.308773,25.291908
-0.116831,0.279627,0.303052,25.332991
-0.122977,0.286692,0.311955,25.227285
-0.154898,0.287601,0.326662,25.172714
-0.149991,0.286599,0.323475,25.161058
-0.151217,0.300518,0.336419,25.267832
-0.158290,0.294087,0.333980,25.270000
-0.139052,0.281422,0.313901,25.269447
-0.136308,0.282204,0.313399,25.259268
-0.151954,0.281829,0.320183,25.309725
-0.126593,0.287368,0.314016,25.367043
-0.126239,0.278507,0.305781,25.276007
-0.139554,0.278198,0.311239,25.217968
-0.152874,0.297758,0.334709,25.203234
-0.161748,0.296581,0.337821,25.332693
-0.140950,0.272640,0.306920,25.300133
-0.132514,0.282435,0.311976,25.320702
-0.139684,0.273049,0.306704,25.289654
-0.136828,0.277053,0.308999,25.341150
-0.115538,0.281572,0.304354,25.376301
-0.124226,0.286346,0.312132,25.262941
-0.155514,0.289034,0.328215,25.185677
-0.151960,0.280947,0.319410,25.181885
-0.159974,0.293753,0.334488,25.312218
-0.153851,0.292713,0.330683,25.277155
-0.141329,0.276302,0.310349,25.300955
-0.141886,0.280000,0.313897,25.285765
-0.142492,0.276436,0.311000,25.351130
-0.123798,0.283781,0.309609,25.367636
-0.124507,0.279556,0.306029,25.298395
-0.133785,0.278365,0.308846,25.220201
-0.156834,0.303802,0.341895,25.188089
-0.165090,0.299932,0.342365,25.328758
-0.134814,0.267188,0.299272,25.307119
-0.133454,0.281406,0.311447,25.328142
-0.139502,0.276958,0.310108,25.288679
-0.137460,0.275223,0.307641,25.349604
-0.109060,0.280080,0.300564,25.374552
-0.123042,0.282600,0.308225,25.257105
-0.149647,0.296606,0.332218,25.167717
-0.150165,0.286088,0.323103,25.170164
-0.159292,0.292139,0.332745,25.298189
-0.155220,0.293975,0.332438,25.266174
-0.139861,0.284404,0.316933,25.283525
-0.143105,0.279246,0.313779,25.277273
-0.142149,0.281618,0.315460,25.329466
-0.123761,0.283281,0.309136,25.361675
-0.127541,0.280774,0.308384,25.273981
-0.141044,0.279548,0.313114,25.196621
-0.151426,0.302254,0.338064,25.184137
-0.167994,0.293074,0.337808,25.323645
-0.137962,0.273048,0.305923,25.309767
-0.132803,0.277925,0.308025,25.308580
-0.146337,0.276923,0.313211,25.286528
-0.135393,0.279686,0.310734,25.331547
-0.112706,0.277260,0.299292,25.352680
-0.125403,0.280128,0.306916,25.248709
-0.142539,0.293268,0.326073,25.164257
-0.148225,0.286094,0.322212,25.155228
-0.160529,0.288271,0.329954,25.282181
-0.149447,0.294571,0.330312,25.259645
-0.142235,0.281496,0.315390,25.278797
-0.152477,0.280192,0.318994,25.252975
-0.133460,0.281730,0.311742,25.326008
-0.127728,0.287896,0.314958,25.327467
-0.138024,0.280298,0.312438,25.252354
-0.135663,0.284654,0.315329,25.193615
-0.154903,0.299522,0.337207,25.190638
-0.164130,0.293394,0.336183,25.301107
-0.140071,0.271025,0.305082,25.312355
-0.135732,0.282666,0.313566,25.307507
-0.148124,0.274343,0.311777,25.265114
-0.133806,0.275142,0.305953,25.335081
-0.107783,0.279447,0.299512,25.347990
-0.121231,0.278444,0.303690,25.216711
-0.145297,0.291094,0.325341,25.147911
-0.154910,0.284669,0.324089,25.151463
-0.158141,0.292544,0.332552,25.250566
-0.154305,0.299672,0.337066,25.261665
-0.139488,0.280548,0.313311,25.263464
-0.143218,0.277718,0.312472,25.227337
-0.140449,0.282466,0.315457,25.310162
-0.127403,0.288590,0.315461,25.308697
-0.134302,0.278524,0.309213,25.221619
-0.144332,0.282380,0.317128,25.150229
-0.160796,0.298070,0.338675,25.171970
-0.157731,0.289431,0.329620,25.279587
-0.141804,0.274292,0.308779,25.286322
-0.133942,0.280787,0.311098,25.290922
-0.146216,0.272771,0.309489,25.260397
-0.134074,0.276898,0.307650,25.317327
-0.105683,0.280331,0.299590,25.347845
-0.121403,0.275800,0.301338,25.233402
-0.144745,0.291580,0.325530,25.119244
-0.150248,0.282194,0.319700,25.145332
-0.144299,0.287576,0.321749,25.266079
-0.149150,0.300419,0.335407,25.249786
-0.136147,0.279935,0.311287,25.259256
-0.141812,0.278363,0.312405,25.239044
-0.134552,0.282724,0.313109,25.304426
-0.124612,0.285947,0.311920,25.314310
-0.136651,0.285163,0.316215,25.247950
-0.140614,0.286289,0.318957,25.136101
-0.165012,0.295916,0.338814,25.169926
-0.152336,0.297811,0.334511,25.305182
-0.139180,0.274085,0.307398,25.281670
-0.134009,0.277128,0.307828,25.318995
-0.139367,0.282914,0.315378,25.293194
-0.128949,0.276612,0.305191,25.380220
-0.105740,0.277102,0.296591,25.351315
-0.125458,0.279233,0.306122,25.247023
-0.139459,0.290058,0.321842,25.133373
-0.157840,0.280963,0.322263,25.155022
-0.142287,0.291196,0.324100,25.283981
-0.146828,0.302276,0.336049,25.254513
-0.149478,0.280489,0.317833,25.261892
-0.140107,0.281424,0.314371,25.275801
-0.135722,0.278619,0.309918,25.372644
-0.128499,0.287021,0.314473,25.333754
-0.132517,0.287175,0.316276,25.271120
-0.146438,0.282496,0.318195,25.171764
-0.172074,0.293600,0.340310,25.193533
-0.150004,0.296052,0.331886,25.335852
-0.143314,0.273125,0.308441,25.321449
-0.132950,0.280005,0.309966,25.350229
-0.139715,0.277525,0.310709,25.324642
-0.137219,0.281694,0.313338,25.390867
-0.104918,0.273518,0.292950,25.379589
-0.122729,0.278176,0.304047,25.272705
-0.146902,0.294115,0.328761,25.157030
-0.153891,0.272884,0.313286,25.188789
-0.147847,0.291746,0.327070,25.297548
-0.153193,0.297170,0.334332,25.269077
-0.137896,0.274054,0.306791,25.294010
-0.142761,0.277173,0.311779,25.272400
-0.136573,0.282683,0.313946,25.370535
-0.125639,0.281669,0.308420,25.324301
-0.136937,0.282235,0.313701,25.252747
-0.144808,0.286076,0.320638,25.163387
-0.161637,0.293546,0.335105,25.184408
-0.153040,0.298053,0.335047,25.300186
-0.138596,0.277348,0.310049,25.302959
-0.141339,0.276935,0.310917,25.297586
-0.143133,0.284541,0.318513,25.288073
-0.133315,0.278571,0.308828,25.406851
-0.104774,0.271083,0.290626,25.353792
-0.126368,0.278013,0.305386,25.254608
-0.141932,0.291935,0.324608,25.148304
-0.151763,0.276177,0.315128,25.166056
-0.146005,0.296313,0.330332,25.265697
-0.149818,0.293608,0.329623,25.260799
-0.140419,0.275793,0.309482,25.247742
-0.139153,0.281294,0.313831,25.247229
-0.135385,0.279873,0.310899,25.369179
-0.125290,0.283455,0.309910,25.294271
-0.135913,0.292278,0.322334,25.233231
-0.147158,0.285643,0.321321,25.165903
-0.155505,0.288165,0.327446,25.174149
-0.147314,0.294816,0.329572,25.284267
-0.142951,0.276334,0.311120,25.298027
-0.135491,0.280897,0.311867,25.288055
-0.138764,0.284784,0.316792,25.288490
-0.142052,0.283222,0.316849,25.383575
-0.107706,0.271972,0.292523,25.343985
-0.125481,0.283906,0.310400,25.253956
-0.149574,0.290600,0.326834,25.157200
-0.147931,0.277999,0.314908,25.166279
-0.143232,0.292181,0.325399,25.272711
-0.157025,0.288048,0.328068,25.270939
-0.134197,0.277068,0.307857,25.258217
-0.140145,0.278519,0.311791,25.251875
-0.137029,0.285529,0.316708,25.356384
-0.122621,0.283938,0.309284,25.296104
-0.137835,0.284807,0.316407,25.232479
-0.149516,0.283453,0.320469,25.157232
-0.151336,0.290902,0.327913,25.184505
-0.152397,0.295199,0.332216,25.302780
-0.141546,0.278248,0.312181,25.277399
-0.131713,0.276678,0.306429,25.279917
-0.144145,0.284112,0.318587,25.281456
-0.131051,0.281239,0.310274,25.377865
-0.102232,0.272483,0.291030,25.311348
-0.133597,0.283544,0.313441,25.260466
-0.153776,0.292764,0.330693,25.140041
-0.149875,0.277704,0.315566,25.167351
-0.146804,0.287958,0.323220,25.279833
-0.148887,0.287029,0.323347,25.251150
-0.138521,0.274686,0.307637,25.243181
-0.145526,0.282881,0.318118,25.256105
-0.132143,0.282078,0.311496,25.341692
-0.128692,0.283199,0.311068,25.275269
-0.140304,0.287239,0.319674,25.251724
-0.148238,0.281857,0.318462,25.142323
-0.157770,0.290037,0.330171,25.170391
-0.153725,0.295627,0.333207,25.296980
-0.139528,0.271134,0.304929,25.281101
-0.137322,0.278379,0.310407,25.272514
-0.141149,0.285308,0.318314,25.290056
-0.134428,0.275657,0.306688,25.409336
-0.103911,0.273625,0.292692,25.315939
-0.123656,0.279265,0.305418,25.280680
-0.154334,0.288991,0.327620,25.157833
-0.152566,0.283711,0.322131,25.168295
-0.140604,0.282884,0.315900,25.282598
-0.143098,0.284274,0.318259,25.277895
-0.134593,0.277169,0.308120,25.246624
-0.136053,0.282603,0.313648,25.283646
-0.131225,0.280761,0.309915,25.373325
-0.125458,0.284934,0.311331,25.269133
-0.140774,0.289246,0.321684,25.242828
-0.150686,0.286166,0.323414,25.168167
-0.152907,0.295575,0.332783,25.192844
-0.154476,0.286654,0.325627,25.292315
-0.136201,0.277422,0.309053,25.308397
-0.134505,0.282867,0.313218,25.273050
-0.151287,0.283388,0.321242,25.292742
-0.133368,0.282722,0.312600,25.425570
-0.108286,0.270415,0.291291,25.328495
-0.129147,0.276511,0.305184,25.301611
-0.149854,0.293032,0.329126,25.212433
-0.149014,0.284979,0.321587,25.207451
-0.145955,0.282426,0.317911,25.300850
-0.136263,0.283450,0.314502,25.309088
-0.136804,0.277157,0.309081,25.256269
-0.140639,0.277752,0.311328,25.289955
-0.120952,0.275243,0.300646,25.412453
-0.125450,0.286848,0.313080,25.286980
-0.144616,0.287629,0.321939,25.245552
-0.145026,0.282870,0.317881,25.194639
-0.159294,0.294874,0.335150,25.189423
-0.158621,0.289087,0.329745,25.282215
-0.138450,0.274058,0.307044,25.323259
-0.142893,0.285550,0.319307,25.264246
-0.147102,0.285144,0.320852,25.299049
-0.129929,0.279833,0.308525,25.430447
-0.113337,0.278654,0.300821,25.300737
-0.125304,0.275593,0.302742,25.266449
-0.149866,0.287518,0.324232,25.195345
-0.156879,0.286676,0.326794,25.205351
-0.139773,0.279252,0.312279,25.280334
-0.141325,0.281425,0.314917,25.278431
-0.142809,0.281956,0.316059,25.237850
-0.142465,0.279299,0.313535,25.256641
-0.124725,0.280818,0.307270,25.367550
-0.131808,0.288570,0.317248,25.267153
-0.140636,0.283999,0.316913,25.229826
-0.148385,0.280239,0.317100,25.170801
-0.160868,0.295403,0.336365,25.201763
-0.151051,0.291049,0.327911,25.265318
-0.140597,0.279019,0.312441,25.285116
-0.141278,0.285340,0.318399,25.255438
-0.144415,0.280208,0.315233,25.287304
-0.127152,0.285827,0.312833,25.389429
-0.115505,0.278705,0.301691,25.287941
-0.127091,0.273963,0.302006,25.238018
-0.150939,0.297910,0.333966,25.158422
-0.160958,0.284075,0.326506,25.207829
-0.136580,0.275109,0.307146,25.269970
-0.133504,0.281347,0.311415,25.264521
-0.139533,0.282612,0.315181,25.232056
-0.141418,0.280967,0.314550,25.257702
-0.126308,0.282401,0.309361,25.345953
-0.131198,0.287762,0.316259,25.256180
-0.140280,0.289183,0.321411,25.187397
-0.146804,0.284581,0.320216,25.155056
-0.163172,0.294091,0.336325,25.220190
-0.147493,0.292616,0.327687,25.258688
-0.135760,0.280631,0.311745,25.279924
-0.145314,0.283719,0.318768,25.250742
-0.140190,0.285068,0.317674,25.276731
-0.124576,0.280686,0.307090,25.378122
-0.121599,0.278598,0.303978,25.277847
-0.127347,0.280373,0.307939,25.245907
-0.144667,0.296712,0.330101,25.178196
-0.168390,0.283417,0.329667,25.221754
-0.133157,0.271811,0.302674,25.279018
-0.132552,0.279876,0.309678,25.280155
-0.149280,0.283223,0.320156,25.228384
-0.137462,0.284792,0.316232,25.256121
-0.128214,0.273854,0.302382,25.358583
-0.137468,0.286622,0.317883,25.257380
-0.139397,0.292063,0.323623,25.207453
-0.149089,0.286806,0.323242,25.188902
-0.174216,0.292420,0.340383,25.229179
-0.145023,0.293962,0.327788,25.276337
-0.143162,0.278530,0.313168,25.308823
-0.143702,0.282252,0.316728,25.247988
-0.138078,0.283557,0.315388,25.283768
-0.131778,0.284921,0.313919,25.414534
-0.120017,0.274604,0.299686,25.281971
-0.122675,0.275270,0.301369,25.262186
-0.153848,0.292429,0.330430,25.218164
-0.157368,0.284875,0.325451,25.240479
-0.131622,0.271983,0.302157,25.287123
-0.138358,0.279540,0.311907,25.301256
-0.142545,0.282129,0.316095,25.226568
-0.139187,0.276755,0.309785,25.268877
-0.120521,0.283700,0.308238,25.383041
-0.135532,0.287332,0.317692,25.258837
-0.138080,0.287045,0.318529,25.201324
-0.153999,0.286248,0.325044,25.192841
-0.162317,0.290585,0.332846,25.249840
-0.148739,0.293790,0.329296,25.268192
-0.136687,0.276638,0.308564,25.318790
-0.142606,0.281749,0.315784,25.249096
-0.140757,0.286456,0.319170,25.296068
-0.127606,0.285748,0.312946,25.404341
-0.123346,0.275416,0.301775,25.304647
-0.126572,0.275310,0.303011,25.248238
-0.154857,0.291525,0.330102,25.214966
-0.160587,0.287446,0.329262,25.280239
-0.129697,0.272306,0.301616,25.294209
-0.135523,0.279165,0.310322,25.288765
-0.142775,0.281071,0.315255,25.250402
-0.133135,0.278505,0.308691,25.303043
-0.123925,0.276436,0.302942,25.381039
-0.132125,0.287288,0.316214,25.261250
-0.132873,0.288638,0.317753,25.196093
-0.157951,0.280581,0.321984,25.177755
-0.160490,0.296311,0.336983,25.268578
-0.145328,0.295144,0.328984,25.261290
-0.150467,0.277287,0.315481,25.294477
-0.141541,0.286085,0.319184,25.266775
-0.135882,0.279877,0.311119,25.301908
-0.126027,0.282945,0.309743,25.397158
-0.124967,0.286526,0.312592,25.295425
-0.126409,0.272685,0.300560,25.238203
-0.168955,0.289276,0.335002,25.207512
-0.151348,0.286542,0.324056,25.306715
-0.130346,0.271984,0.301605,25.291721
-0.142363,0.284285,0.317939,25.288593
-0.133021,0.278959,0.309052,25.262403
-0.135224,0.275660,0.307041,25.280066
-0.130523,0.279332,0.308322,25.357681
-0.124252,0.289853,0.315362,25.270411
-0.137008,0.284736,0.315983,25.184959
-0.163457,0.280647,0.324778,25.167204
-0.152477,0.294814,0.331910,25.279242
-0.152020,0.297276,0.333891,25.255899
-0.150093,0.284146,0.321351,25.268835
-0.139235,0.282419,0.314876,25.273205
-0.143263,0.279909,0.314441,25.297400
-0.126148,0.281827,0.308771,25.364399
-0.120691,0.282487,0.307190,25.275333
-0.130385,0.273818,0.303276,25.222918
-0.164010,0.293792,0.336472,25.183401
-0.156510,0.289246,0.328874,25.291712
-0.130819,0.271308,0.301200,25.281370
-0.138919,0.280661,0.313160,25.274727
-0.135731,0.276232,0.307778,25.230480
-0.136057,0.274876,0.306705,25.268202
-0.118728,0.277239,0.301592,25.325367
-0.124194,0.287244,0.312943,25.223289
-0.142179,0.290471,0.323401,25.164740
-0.159162,0.281817,0.323656,25.126131
-0.160724,0.302653,0.342682,25.246265
-0.156741,0.299637,0.338157,25.237017
-0.145839,0.274584,0.310910,25.243736
-0.137174,0.280126,0.311909,25.214790
-0.140321,0.284348,0.317086,25.272167
-0.130465,0.277488,0.306628,25.330811
-0.122246,0.281816,0.307188,25.231195
-0.133728,0.275356,0.306111,25.194048
-0.160595,0.293170,0.334275,25.158922
-0.154112,0.296417,0.334086,25.275835
-0.132293,0.271318,0.301852,25.266771
-0.136728,0.280602,0.312141,25.270098
-0.135933,0.280827,0.311996,25.197054
-0.132655,0.274479,0.304854,25.277567
-0.117454,0.279789,0.303442,25.320465
-0.125909,0.285386,0.311926,25.193808
-0.146115,0.292196,0.326693,25.146555
-0.159669,0.284976,0.326658,25.129282
-0.154107,0.302530,0.339519,25.246429
-0.155712,0.296291,0.334715,25.242952
-0.142519,0.278311,0.312680,25.250513
-0.138005,0.285684,0.317270,25.211941
-0.141872,0.282285,0.315931,25.287634
-0.128205,0.285207,0.312697,25.343060
-0.125205,0.280574,0.307243,25.245609
-0.134025,0.278388,0.308970,25.200981
-0.155646,0.296517,0.334886,25.184343
-0.147772,0.295683,0.330553,25.293196
-0.141263,0.271034,0.305638,25.279953
-0.136536,0.283075,0.314283,25.279737
-0.133841,0.280395,0.310701,25.234591
-0.140324,0.276770,0.310310,25.302944
-0.114023,0.279532,0.301893,25.350113
-0.120433,0.289548,0.313595,25.235157
-0.156644,0.291645,0.331050,25.165844
-0.155412,0.289083,0.328210,25.161896
-0.150734,0.299465,0.335261,25.290970
-0.162227,0.293238,0.335121,25.265484
