theta_e_meas,theta_e_ctrl,delta_theta_deg,u_mag_pu
0.683703,1.125185,25.295023,0.320233
5.626225,6.068982,25.368114,0.314546
4.219896,4.661158,25.282410,0.305340
2.814555,3.254750,25.221338,0.309207
1.416808,1.856752,25.206900,0.333945
0.082686,0.525083,25.347439,0.335283
4.971247,5.412775,25.297655,0.304865
3.604344,4.046356,25.325375,0.310982
2.208358,2.649569,25.279531,0.311119
0.846196,1.288171,25.323275,0.307788
5.780435,6.223256,25.371748,0.303944
4.364879,4.805874,25.267157,0.312055
2.951337,3.391005,25.191105,0.322901
1.548659,1.988040,25.174652,0.314765
0.206466,0.648137,25.305901,0.334345
5.095778,5.536822,25.269974,0.331546
3.721017,4.162313,25.284426,0.306817
2.337190,2.778397,25.279291,0.317405
0.974927,1.416956,25.326382,0.312494
5.907109,0.066700,25.369238,0.310453
4.499816,4.941087,25.282969,0.304888
3.095228,3.535489,25.225075,0.309918
1.690726,2.130455,25.194571,0.341223
0.354636,0.796758,25.331697,0.337775
5.248835,5.690420,25.300928,0.300901
3.878982,4.320964,25.323706,0.308814
2.484250,2.925566,25.285553,0.312506
1.129870,1.572292,25.348875,0.306780
6.053936,0.213509,25.368204,0.301738
4.635318,5.076198,25.260561,0.310325
3.211248,3.650490,25.166719,0.325809
1.811210,2.250415,25.164623,0.318313
0.461154,0.902437,25.283676,0.336159
5.351519,5.792444,25.263123,0.333953
3.970231,4.411275,25.269943,0.317682
2.585149,3.026246,25.272995,0.315462
1.224708,1.666852,25.333017,0.315563
6.145291,0.304543,25.349806,0.310436
4.739279,5.180446,25.276989,0.308496
3.320828,3.760559,25.194727,0.314206
1.918002,2.357451,25.178562,0.340982
0.583968,1.026039,25.328779,0.339808
5.481902,5.923723,25.314484,0.306329
4.102210,4.544044,25.315216,0.308096
2.710353,3.151754,25.290394,0.308254
1.352115,1.794495,25.346514,0.309663
6.272909,0.432436,25.365599,0.301242
4.845273,5.285772,25.238747,0.304865
3.421852,3.860906,25.155939,0.335237
2.021651,2.460708,25.156096,0.325442
0.676478,1.117803,25.286039,0.332109
5.568205,6.009257,25.270388,0.332485
4.186435,4.627584,25.276028,0.316725
2.794745,3.235656,25.262335,0.318564
1.445001,1.887407,25.347998,0.311486
0.069376,0.511481,25.330751,0.310610
4.938810,5.379425,25.245388,0.313971
3.528224,3.967865,25.189548,0.310966
2.128798,2.568321,25.182775,0.341467
0.786918,1.228618,25.307556,0.337224
5.692488,6.134309,25.314451,0.306077
4.314136,4.755973,25.315451,0.312816
2.913072,3.354041,25.265686,0.312885
1.564963,2.007356,25.347212,0.308994
0.195609,0.637931,25.343199,0.300258
5.050550,5.490681,25.217602,0.303325
3.632101,4.070973,25.145529,0.324189
2.232863,2.671813,25.149937,0.320986
0.877856,1.318596,25.252514,0.331112
5.774195,6.214933,25.252407,0.334247
4.389071,4.829837,25.254021,0.316449
2.991864,3.432190,25.228834,0.313168
1.640023,2.081814,25.312742,0.312177
0.268342,0.710105,25.311142,0.317108
5.139348,5.579696,25.230061,0.309269
3.720961,4.159988,25.154404,0.314906
2.330573,2.769907,25.171947,0.338983
0.981772,1.422988,25.279799,0.330194
5.881825,0.039756,25.274124,0.309687
4.508300,4.949725,25.291771,0.313622
3.111640,3.552420,25.254843,0.311670
1.754281,2.196071,25.312710,0.309398
0.397783,0.840142,25.345285,0.298868
5.255619,5.695868,25.224419,0.302339
3.827564,4.266069,25.124512,0.328405
2.439525,2.878529,25.153069,0.325103
1.089778,1.530700,25.262987,0.322556
5.981677,0.139131,25.246805,0.337849
4.600325,5.041111,25.255207,0.311886
3.209538,3.650136,25.244379,0.308847
1.853669,2.295403,25.309460,0.310125
0.486454,0.928304,25.316151,0.311329
5.355783,5.796150,25.231146,0.311955
3.927539,4.366155,25.130848,0.315954
2.543963,2.983215,25.167278,0.339916
1.207355,1.648972,25.302813,0.332881
6.100632,0.258630,25.277969,0.307375
4.729180,5.170735,25.299252,0.308822
3.338119,3.779286,25.277058,0.315355
1.980134,2.422273,25.332708,0.311050
0.615225,1.057510,25.341055,0.300585
5.481030,5.921598,25.242682,0.311389
4.053897,4.492779,25.146086,0.322915
2.664100,3.103311,25.164974,0.320133
1.326369,1.767934,25.299770,0.325344
6.220507,0.378577,25.282045,0.334467
4.842137,5.283487,25.287506,0.311789
3.458899,3.900284,25.289478,0.312606
2.109344,2.552050,25.365191,0.312502
0.731076,1.173278,25.336317,0.311900
5.611415,6.052517,25.273293,0.315750
4.183297,4.622551,25.167379,0.317631
2.790938,3.230299,25.173512,0.341831
1.462962,1.904976,25.325520,0.332797
0.084130,0.526068,25.321186,0.309022
5.001652,5.443975,25.343225,0.309218
3.614997,4.056947,25.321898,0.313302
2.276870,2.720428,25.413986,0.311750
0.901183,1.344115,25.378111,0.288325
5.764178,6.205190,25.268118,0.300457
4.329957,4.768881,25.148521,0.326798
2.948379,3.387970,25.186718,0.316695
1.599032,2.040380,25.287344,0.326238
0.207742,0.648746,25.267708,0.332745
5.113539,5.554796,25.282146,0.307898
3.724284,4.165418,25.275110,0.312540
2.382195,2.825058,25.374161,0.310235
0.989792,1.431615,25.314611,0.310887
5.864343,0.021789,25.246315,0.316648
4.437902,4.876952,25.155706,0.323613
3.051227,3.490734,25.181911,0.334511
1.712535,2.154219,25.306610,0.335371
0.331834,0.773478,25.304325,0.309860
5.237256,5.678947,25.307066,0.306725
3.848880,4.290288,25.290848,0.319099
2.515098,2.958470,25.403381,0.311422
1.130433,1.572962,25.355015,0.291382
5.997139,0.154845,25.261192,0.306188
4.561765,5.000585,25.142538,0.324064
3.169906,3.609064,25.161922,0.312638
1.818469,2.259409,25.264002,0.329236
0.430257,0.871132,25.260269,0.331665
5.322657,5.763316,25.247908,0.309585
3.934953,4.375672,25.251368,0.313403
2.598022,3.040819,25.370453,0.314382
1.195342,1.636757,25.291187,0.312542
6.069536,0.226682,25.229094,0.320285
4.648570,5.087661,25.158066,0.321892
3.254199,3.693485,25.169260,0.329213
1.912864,2.354241,25.289053,0.329144
0.537343,0.979022,25.306335,0.310447
5.436913,5.878402,25.295435,0.309358
4.046021,4.487183,25.276659,0.317931
2.713979,3.157233,25.396626,0.315573
1.325560,1.767834,25.340450,0.293837
6.191700,0.349202,25.249477,0.307207
4.762764,5.201767,25.152998,0.327627
3.373172,3.812590,25.176781,0.317325
2.020389,2.461415,25.268950,0.323974
0.628217,1.069027,25.256569,0.327313
5.525250,5.966011,25.253716,0.308659
4.131820,4.572399,25.243301,0.319618
2.791701,3.234250,25.356161,0.315942
1.395125,1.836606,25.294970,0.307717
6.271962,0.429270,25.238417,0.318316
4.849422,5.288602,25.163149,0.322685
3.459849,3.899416,25.185307,0.329507
2.119021,2.560618,25.301611,0.332841
0.733121,1.174502,25.289244,0.312896
5.638543,6.079979,25.292427,0.307957
4.256711,4.698165,25.293440,0.318493
2.915250,3.358217,25.380177,0.311566
1.527188,1.969179,25.324179,0.292348
0.124992,0.565977,25.266527,0.309296
4.972195,5.411097,25.147247,0.330221
3.587932,4.027393,25.179293,0.315906
2.240642,2.681888,25.281548,0.323058
0.849034,1.289905,25.260052,0.321870
5.743531,6.184151,25.245686,0.309292
4.365285,4.806273,25.266771,0.319099
3.018748,3.461190,25.350069,0.308655
1.619698,2.060854,25.276426,0.306916
0.222912,0.663456,25.241287,0.321717
5.076700,5.515532,25.143181,0.317744
