ud_pu,uq_pu,u_mag_pu,delta_theta_deg
-0.105840,0.250880,0.272292,21.631117
-0.101352,0.252462,0.272046,21.696207
-0.095981,0.249988,0.267780,21.759686
-0.075792,0.242112,0.253698,21.737551
-0.091158,0.242224,0.258810,21.634220
-0.104258,0.255058,0.275544,21.588593
-0.115410,0.248273,0.273786,21.566303
-0.117094,0.259365,0.284572,21.632814
-0.110445,0.259027,0.281590,21.664717
-0.101244,0.246032,0.266049,21.668861
-0.097606,0.247003,0.265589,21.692621
-0.105981,0.243814,0.265852,21.645542
-0.102115,0.245540,0.265927,21.714134
-0.087591,0.245941,0.261073,21.733332
-0.090223,0.249912,0.265699,21.655090
-0.102999,0.257100,0.276965,21.618139
-0.112211,0.251521,0.275416,21.559982
-0.117250,0.256642,0.282157,21.577391
-0.107205,0.257758,0.279164,21.690434
-0.099244,0.242742,0.262246,21.694891
-0.097636,0.251157,0.269467,21.679617
-0.099649,0.245723,0.265160,21.646584
-0.097736,0.244487,0.263298,21.683840
-0.083195,0.243114,0.256955,21.757900
-0.085832,0.247643,0.262096,21.696829
-0.094576,0.250833,0.268070,21.632639
-0.105857,0.247033,0.268758,21.579630
-0.114977,0.268236,0.291839,21.561384
-0.119783,0.268802,0.294283,21.666273
-0.101230,0.244569,0.264692,21.671032
-0.096838,0.244554,0.263030,21.683023
-0.092925,0.246598,0.263525,21.687025
-0.098091,0.247333,0.266074,21.670927
-0.092701,0.248563,0.265287,21.743864
-0.083798,0.250611,0.264250,21.724577
-0.091100,0.254723,0.270523,21.662998
-0.094600,0.248032,0.265460,21.608545
-0.107753,0.260282,0.281705,21.579472
-0.109660,0.255301,0.277856,21.567183
-0.102434,0.256823,0.276498,21.684862
-0.106166,0.261123,0.281881,21.689070
-0.097874,0.249650,0.268150,21.665020
-0.098764,0.250349,0.269126,21.671925
-0.096189,0.252452,0.270157,21.665359
-0.088273,0.247784,0.263038,21.801840
-0.077149,0.243709,0.255629,21.708250
-0.086090,0.245078,0.259759,21.653152
-0.100431,0.258860,0.277660,21.570604
-0.105654,0.252236,0.273470,21.575253
-0.108223,0.260915,0.282469,21.683947
-0.099226,0.257147,0.275628,21.650728
-0.094818,0.244411,0.262159,21.694302
-0.092354,0.247441,0.264114,21.655125
-0.096197,0.248428,0.266403,21.681347
-0.091722,0.249465,0.265793,21.744473
-0.069882,0.245608,0.255356,21.743752
-0.080213,0.247438,0.260115,21.638826
-0.092868,0.258642,0.274810,21.587648
-0.105019,0.251429,0.272480,21.573458
-0.108701,0.259209,0.281079,21.555143
-0.108379,0.262176,0.283694,21.671585
-0.100635,0.249362,0.268903,21.671339
-0.098178,0.250815,0.269345,21.681925
-0.097016,0.248339,0.266616,21.655697
-0.095714,0.247772,0.265617,21.666685
-0.084985,0.243854,0.258239,21.761686
-0.083924,0.247285,0.261138,21.670544
-0.096276,0.249833,0.267742,21.639690
-0.103708,0.252384,0.272861,21.559124
-0.110223,0.263689,0.285799,21.574570
-0.114637,0.268314,0.291777,21.695206
-0.094805,0.239328,0.257422,21.675383
-0.089582,0.241639,0.257710,21.692356
-0.090995,0.244963,0.261318,21.652107
-0.098299,0.248218,0.266973,21.674898
-0.093149,0.248914,0.265772,21.689528
-0.086872,0.253387,0.267865,21.722242
-0.088352,0.250409,0.265539,21.622749
-0.089375,0.246500,0.262202,21.600615
-0.109385,0.266983,0.288522,21.558651
-0.114431,0.265183,0.288819,21.557507
-0.109855,0.258146,0.280548,21.663599
-0.105927,0.258003,0.278901,21.654879
-0.096640,0.250227,0.268240,21.672394
-0.095020,0.247334,0.264958,21.633904
-0.096746,0.248606,0.266767,21.685959
-0.086577,0.247219,0.261941,21.750875
-0.072849,0.241169,0.251931,21.670773
-0.090228,0.245841,0.261876,21.624245
-0.101812,0.253955,0.273604,21.517422
-0.106649,0.249269,0.271126,21.550619
-0.108085,0.269731,0.290580,21.646019
-0.106298,0.270890,0.290999,21.627861
-0.100750,0.253919,0.273177,21.654463
-0.098684,0.252793,0.271372,21.642004
-0.102929,0.257110,0.276948,21.650673
-0.097173,0.254182,0.272123,21.722439
-0.076299,0.245893,0.257458,21.739122
-0.081128,0.246573,0.259577,21.627930
-0.095788,0.259115,0.276253,21.604670
-0.104239,0.255499,0.275945,21.562132
-0.110073,0.261464,0.283689,21.571522
-0.110021,0.268615,0.290274,21.667000
-0.098601,0.247062,0.266011,21.658812
-0.094260,0.251891,0.268949,21.698984
-0.094236,0.244466,0.262000,21.637808
-0.091999,0.245345,0.262027,21.690786
-0.084877,0.245743,0.259988,21.744528
-0.084710,0.247544,0.261637,21.669939
-0.096778,0.259790,0.277231,21.620491
-0.101620,0.258485,0.277743,21.556364
-0.112377,0.275910,0.297918,21.578432
-0.108789,0.270177,0.291257,21.682566
-0.096324,0.247178,0.265284,21.691942
-0.090439,0.247969,0.263946,21.705021
-0.091511,0.249700,0.265940,21.675940
-0.095886,0.249230,0.267039,21.682184
-0.089635,0.250416,0.265975,21.740437
-0.084088,0.253325,0.266917,21.729088
-0.085616,0.251289,0.265473,21.649609
-0.088986,0.245259,0.260904,21.618162
-0.103668,0.264634,0.284215,21.586529
-0.114797,0.261162,0.285279,21.594501
-0.105289,0.253614,0.274602,21.686499
-0.101180,0.255926,0.275201,21.680876
-0.098103,0.248464,0.267130,21.690153
-0.097535,0.249704,0.268077,21.664204
-0.100018,0.252315,0.271416,21.679331
-0.089616,0.250903,0.266427,21.761705
-0.085925,0.246620,0.261160,21.685623
-0.094577,0.247571,0.265021,21.639286
-0.100783,0.262375,0.281065,21.566542
-0.111393,0.256076,0.279255,21.566856
-0.108839,0.257858,0.279887,21.694176
-0.107089,0.261830,0.282884,21.670351
-0.097767,0.245624,0.264366,21.686403
-0.101424,0.250735,0.270471,21.670910
-0.098484,0.256534,0.274788,21.675840
-0.096416,0.251621,0.269461,21.776548
-0.072781,0.246552,0.257070,21.732296
-0.084080,0.246573,0.260514,21.659365
-0.099712,0.257955,0.276556,21.588081
-0.108130,0.253149,0.275275,21.581953
-0.119504,0.262093,0.288052,21.605930
-0.112072,0.264896,0.287629,21.671930
-0.101155,0.251410,0.270997,21.687759
-0.093426,0.253515,0.270181,21.677971
-0.097854,0.247290,0.265947,21.683050
-0.094174,0.249914,0.267069,21.689476
-0.079199,0.242060,0.254687,21.771721
-0.085158,0.250119,0.264219,21.668623
-0.095346,0.256154,0.273323,21.628897
-0.103068,0.252030,0.272291,21.559814
-0.112924,0.261571,0.284906,21.568573
-0.116117,0.259553,0.284343,21.696039
-0.097431,0.244114,0.262839,21.668533
-0.095620,0.243980,0.262049,21.681543
-0.098849,0.251391,0.270127,21.638807
-0.099995,0.248125,0.267517,21.675140
-0.095474,0.251004,0.268548,21.750629
-0.088074,0.253026,0.267917,21.703142
-0.094512,0.247559,0.264987,21.657528
-0.097240,0.243609,0.262299,21.585617
-0.117469,0.258059,0.283538,21.585142
-0.122404,0.257666,0.285262,21.619440
-0.100129,0.243080,0.262895,21.681246
-0.097971,0.248476,0.267094,21.670368
-0.093656,0.246201,0.263413,21.673414
-0.100793,0.244826,0.264762,21.661051
-0.098132,0.245811,0.264675,21.676601
-0.086504,0.247679,0.262351,21.745949
-0.091169,0.247555,0.263809,21.629726
-0.094305,0.246792,0.264197,21.625542
-0.106151,0.264141,0.284673,21.538794
-0.119463,0.250705,0.277713,21.537928
-0.118800,0.260626,0.286425,21.668947
-0.114588,0.261953,0.285919,21.641577
-0.103611,0.242955,0.264126,21.657822
-0.101578,0.249083,0.268999,21.625292
-0.100204,0.250652,0.269939,21.669258
-0.094287,0.249561,0.266779,21.749535
-0.073766,0.244019,0.254925,21.725042
-0.086934,0.243650,0.258694,21.622526
-0.105551,0.254516,0.275535,21.563641
-0.116049,0.248289,0.274070,21.560818
-0.122978,0.262819,0.290168,21.601002
-0.117808,0.261675,0.286971,21.651321
-0.106999,0.251023,0.272876,21.649120
-0.098893,0.253149,0.271780,21.672703
-0.108222,0.250107,0.272517,21.651291
-0.103450,0.250240,0.270780,21.696695
-0.082498,0.245641,0.259125,21.747967
-0.092949,0.253880,0.270360,21.643507
-0.104493,0.254849,0.275440,21.628513
-0.108927,0.251537,0.274110,21.555553
-0.120166,0.257454,0.284117,21.590878
-0.114113,0.258437,0.282509,21.689768
-0.098762,0.241523,0.260936,21.689041
-0.098089,0.247894,0.266594,21.683771
-0.096453,0.244722,0.263044,21.633406
-0.097464,0.245181,0.263843,21.693130
-0.088046,0.248049,0.263212,21.734999
-0.087348,0.248057,0.262987,21.700277
-0.098829,0.249967,0.268795,21.623091
-0.106072,0.248672,0.270350,21.580025
-0.122979,0.267753,0.294645,21.555214
-0.124105,0.269062,0.296305,21.639006
-0.103975,0.244262,0.265471,21.685579
-0.095275,0.245593,0.263426,21.668018
-0.094911,0.245461,0.263172,21.699539
-0.102081,0.243876,0.264378,21.660196
-0.101466,0.246362,0.266438,21.720709
-0.088784,0.249537,0.264861,21.734842
-0.087584,0.247853,0.262873,21.660103
-0.093766,0.245428,0.262730,21.622749
-0.108593,0.256637,0.278667,21.566324
-0.114875,0.247403,0.272771,21.585617
-0.104828,0.253040,0.273894,21.676037
-0.105375,0.257506,0.278233,21.672205
-0.101787,0.247290,0.267419,21.668083
-0.101969,0.248640,0.268737,21.650249
-0.098561,0.252001,0.270589,21.665884
-0.088848,0.251005,0.266266,21.773766
-0.078538,0.242495,0.254897,21.710766
-0.086628,0.246002,0.260809,21.645411
-0.103790,0.256979,0.277147,21.579538
-0.105729,0.251347,0.272679,21.561468
-0.114315,0.263991,0.287679,21.661846
-0.105457,0.261817,0.282258,21.652601
-0.096768,0.245328,0.263722,21.687502
-0.093232,0.250161,0.266970,21.680891
-0.098023,0.253634,0.271917,21.669638
-0.096871,0.251651,0.269652,21.721807
-0.079607,0.244645,0.257271,21.739285
-0.086572,0.250784,0.265306,21.668243
-0.088606,0.255456,0.270386,21.607931
-0.105750,0.252924,0.274142,21.597374
-0.107403,0.256945,0.278489,21.579536
-0.098410,0.256563,0.274789,21.692038
-0.098749,0.248216,0.267138,21.680645
-0.094659,0.248722,0.266126,21.681202
-0.095063,0.249757,0.267236,21.669970
-0.092755,0.248418,0.265170,21.667139
-0.086677,0.246367,0.261170,21.780649
-0.076561,0.246530,0.258145,21.682669
-0.090492,0.250957,0.266774,21.649273
-0.099169,0.251545,0.270387,21.581026
-0.107612,0.262628,0.283820,21.575035
-0.110336,0.265604,0.287610,21.690981
-0.097308,0.246010,0.264555,21.676004
-0.090379,0.243562,0.259790,21.700974
-0.088007,0.244016,0.259402,21.668495
-0.096375,0.244375,0.262692,21.678413
-0.091412,0.247217,0.263576,21.713463
