raw21,omega_pll_rad_s,iq_ref_a,dbg_iq_a
1625295.000000,104.814560,0.191306,0.194030
1607281.000000,106.760208,0.191306,0.160203
1590139.000000,105.339653,0.159091,0.206594
1573641.000000,102.297913,0.159091,0.271288
1556152.000000,103.275902,0.201685,0.221017
1538688.000000,103.756416,0.201685,0.207153
1522702.000000,99.609909,0.193548,0.149130
1505648.000000,100.368919,0.193548,0.104732
1487347.000000,104.646935,0.209431,0.265375
1470618.000000,102.770569,0.209431,0.229214
1453871.000000,101.605125,0.203575,0.196817
1436105.000000,103.898689,0.203575,0.390224
1419350.000000,102.210136,0.183514,0.150877
1403560.000000,98.179703,0.183514,0.215505
1387114.000000,97.657730,0.249191,0.096316
1370284.000000,98.545937,0.249191,0.232199
1354964.000000,94.519707,0.240827,0.058108
1340316.000000,90.126587,0.240827,0.324879
1323443.000000,94.321732,0.320247,0.324962
1307096.000000,95.581612,0.320247,0.234511
1291948.000000,93.093498,0.275507,0.319762
1274556.000000,98.535255,0.275507,0.255344
1256139.000000,105.109596,0.221302,0.175523
1238896.000000,105.842552,0.221302,0.143208
1221256.000000,107.289841,0.166791,0.094609
1202032.000000,112.830345,0.166791,0.152409
1183369.000000,114.207916,0.086386,0.209086
1166047.000000,110.618187,0.086386,0.118238
1147739.000000,111.065994,0.125344,0.077510
1129083.000000,111.903679,0.125344,0.156535
1112817.000000,104.944786,0.113926,0.039318
1096315.000000,101.113411,0.113926,0.135498
1078890.000000,101.414734,0.212688,0.332744
1062679.000000,98.096672,0.212688,0.208162
1047357.000000,93.500893,0.254059,-0.018607
1030939.000000,94.268288,0.254059,0.255303
1014162.000000,96.219810,0.277429,0.172771
998287.000000,94.957985,0.277429,0.215958
982696.000000,93.638245,0.281517,0.371890
965004.000000,99.370865,0.281517,0.245540
947970.000000,101.078499,0.219849,0.234524
931510.000000,100.712494,0.219849,0.143254
913410.000000,105.278587,0.212557,-0.018407
895999.000000,105.836166,0.212557,0.280325
880309.000000,100.682243,0.173568,0.216980
864534.000000,97.409157,0.173568,0.190639
847982.000000,97.619179,0.252064,0.213973
832001.000000,95.959785,0.252064,0.284422
817802.000000,89.587975,0.275566,0.251212
802359.000000,89.495842,0.275566,0.162457
786334.000000,91.441406,0.322564,0.377186
772424.000000,86.534142,0.322564,0.457999
757808.000000,85.845543,0.366788,0.244371
741472.000000,90.782158,0.366788,0.475000
726110.000000,91.371040,0.310528,0.252687
711119.000000,90.690063,0.310528,0.217788
694848.000000,94.320213,0.317132,0.540722
677232.000000,100.764168,0.317132,0.318320
660862.000000,100.966278,0.211744,0.171161
644636.000000,100.502563,0.211744,0.152923
626031.000000,107.101379,0.206313,0.181599
609028.000000,106.152153,0.206313,0.188514
592838.000000,102.814629,0.173377,0.300611
574994.000000,105.347649,0.173377,0.173240
557195.000000,106.670547,0.164523,0.111998
540732.000000,103.272865,0.164523,0.156659
524108.000000,101.420547,0.198120,0.138942
506430.000000,103.434471,0.198120,0.181287
489351.000000,102.831268,0.186295,0.029132
473373.000000,99.149368,0.186295,0.151481
455709.000000,102.044556,0.233285,0.196085
437683.000000,104.958595,0.233285,0.273702
421685.000000,100.749802,0.180900,0.118897
404549.000000,101.583649,0.180900,0.185762
385873.000000,106.736397,0.197820,0.459353
369016.000000,104.285103,0.197820,0.120770
353642.000000,98.192192,0.194954,0.153686
337346.000000,96.990631,0.194954,0.198333
320735.000000,97.170799,0.249318,0.129999
306075.000000,91.507431,0.249318,0.113851
291072.000000,89.263283,0.320920,0.346876
274086.000000,94.124138,0.320920,0.335954
258373.000000,93.683685,0.278949,0.172371
243051.000000,92.553963,0.278949,0.235458
225418.000000,98.988754,0.290438,0.362283
207495.000000,104.190979,0.290438,0.219970
190343.000000,105.098663,0.180207,0.322205
172276.000000,108.270775,0.180207,0.219383
152622.000000,114.818062,0.126593,0.166065
134027.000000,115.331139,0.126593,0.020573
116780.000000,111.085655,0.077013,0.049394
97807.000000,113.236641,0.077013,0.095152
79351.000000,112.556557,0.086744,0.120463
63095.000000,105.240288,0.086744,0.215876
45834.000000,103.461868,0.182076,0.117566
28295.000000,103.130562,0.182076,0.089305
12279.000000,98.433449,0.196800,0.062222
2093932.000000,94.117012,0.196800,0.227122
2077237.000000,95.326126,0.285908,0.315256
2060461.000000,96.693588,0.285908,0.234789
2044849.000000,94.333542,0.259110,0.277815
2028652.000000,94.987877,0.259110,0.318084
2010691.000000,100.874428,0.260465,0.115386
1993880.000000,101.271851,0.260465,0.162767
1977474.000000,100.428474,0.217626,0.346576
1959592.000000,104.205254,0.217626,0.156312
1942350.000000,104.530846,0.179105,0.178205
1926691.000000,99.688683,0.179105,0.234409
1910865.000000,96.923531,0.236691,0.115520
1894038.000000,98.114990,0.236691,0.136900
1878527.000000,94.927689,0.244720,0.139149
1864255.000000,89.203331,0.244720,0.211789
1848316.000000,90.830345,0.332714,0.299927
1832665.000000,91.179970,0.332714,0.483875
1818766.000000,86.415329,0.321540,0.299574
1803437.000000,87.978256,0.321540,0.233360
1787034.000000,92.521492,0.335191,0.401177
1771267.000000,93.683929,0.335191,0.371156
1755534.000000,94.500717,0.288719,0.218536
1738458.000000,99.071861,0.288719,0.370246
1720558.000000,104.370132,0.217237,0.245443
1704309.000000,102.530319,0.217237,-0.010816
1687509.000000,102.891174,0.206426,0.177136
1669031.000000,107.801460,0.206426,0.269187
1652231.000000,105.541809,0.143894,0.131075
1635728.000000,103.005310,0.143894,0.173700
1617706.000000,105.720512,0.190470,0.154211
1600276.000000,105.537300,0.190470,0.159663
1583378.000000,103.578827,0.173334,0.199618
1566527.000000,102.231819,0.173334,0.060738
1548870.000000,103.796951,0.200842,0.240159
1532063.000000,102.118622,0.200842,0.213695
1516055.000000,98.717171,0.212039,0.256894
1498186.000000,102.330109,0.212039,0.228009
1480486.000000,104.137810,0.191700,0.248275
1464075.000000,101.504189,0.191700,0.197146
1446956.000000,101.960945,0.212315,0.154841
1429397.000000,103.469803,0.212315,0.239743
1413251.000000,100.112923,0.192400,0.345337
1397561.000000,96.562263,0.192400,0.087311
1380837.000000,97.445488,0.258112,0.166184
1364397.000000,97.278336,0.258112,0.114515
1349780.000000,91.675957,0.259239,0.254679
1334484.000000,90.468468,0.259239,0.349070
1317363.000000,95.414246,0.309833,0.232083
1301857.000000,93.911156,0.309833,0.336636
1286338.000000,93.296745,0.292268,0.358122
1268346.000000,100.548683,0.292268,0.348546
1250580.000000,104.555161,0.203349,0.244988
1233611.000000,104.621437,0.203349,0.044470
1215633.000000,107.483688,0.172977,0.398527
1196253.000000,113.337814,0.172977,0.057302
1178202.000000,112.715019,0.086310,0.228894
1161133.000000,108.877739,0.086310,0.141881
1142312.000000,111.460114,0.136167,0.062717
1124432.000000,109.838013,0.136167,0.344383
1108547.000000,102.564262,0.139161,0.011805
1091657.000000,100.865677,0.139161,0.093993
1074554.000000,100.399323,0.213608,0.294071
1058634.000000,96.721199,0.213608,0.001138
1043286.000000,92.913147,0.267590,0.211503
1026711.000000,94.602982,0.267590,0.260321
1010073.000000,96.161797,0.272869,0.202111
994553.000000,94.008209,0.272869,0.433089
978475.000000,94.654228,0.288968,0.455500
960654.000000,100.471054,0.288968,0.373642
944135.000000,100.259071,0.212320,0.294451
927329.000000,101.157822,0.212320,0.225077
909082.000000,105.893234,0.203414,0.139250
892128.000000,104.776451,0.203414,0.238129
876655.000000,99.276276,0.186071,0.277635
860756.000000,96.794075,0.186071,0.171188
844105.000000,97.529572,0.255682,0.253796
828614.000000,94.462372,0.255682,0.426711
814537.000000,88.341286,0.293234,0.211427
798793.000000,89.697792,0.293234,0.328169
783131.000000,90.526421,0.320545,0.396266
769456.000000,85.400597,0.320545,0.369660
754200.000000,87.278938,0.374210,0.272865
738047.000000,91.385849,0.374210,0.440331
722783.000000,91.606689,0.308687,0.308857
707716.000000,91.140282,0.308687,0.340850
690991.000000,95.995125,0.306199,0.378591
673483.000000,101.423668,0.306199,0.181925
657414.000000,100.379356,0.207194,0.286761
640643.000000,101.729973,0.207194,0.281767
622083.000000,107.635178,0.194737,0.026012
605487.000000,105.167885,0.194737,0.143503
588986.000000,103.054199,0.182600,0.256763
570886.000000,106.206078,0.182600,0.231784
553335.000000,106.426949,0.158854,0.134078
536953.000000,102.805161,0.158854,0.153010
519970.000000,102.171295,0.201540,0.196937
502159.000000,104.281082,0.201540,0.094476
485406.000000,102.336975,0.179892,0.225042
469191.000000,99.558434,0.179892,0.320511
451018.000000,103.818092,0.225439,0.197515
433396.000000,104.780327,0.225439,0.207125
417362.000000,100.713722,0.185165,0.106801
399558.000000,103.537216,0.185165,0.181046
380894.000000,107.900726,0.174384,0.149597
364747.000000,102.904785,0.174384,0.083745
349164.000000,97.812431,0.207532,-0.090437
332543.000000,97.677429,0.207532,0.302186
316373.000000,96.256706,0.246293,0.149956
301954.000000,90.207397,0.246293,0.217689
286177.000000,90.826660,0.329030,0.431097
269248.000000,94.954613,0.329030,0.338036
253990.000000,92.850800,0.275550,0.237029
237969.000000,94.154663,0.275550,0.327594
219939.000000,101.182922,0.270090,0.246613
202188.000000,105.004936,0.270090,0.336181
184841.000000,106.092018,0.169943,0.144613
166217.000000,110.500626,0.169943,0.449806
146637.000000,115.803688,0.103927,0.242596
128676.000000,113.815392,0.103927,0.097676
111146.000000,110.874733,0.094822,0.014855
91869.000000,113.813736,0.094822,0.085855
74228.000000,110.322662,0.082930,0.080561
58041.000000,103.563599,0.082930,0.034939
40386.000000,103.477898,0.187971,0.278787
23355.000000,101.688683,0.187971,-0.108088
7793.000000,96.206337,0.215502,0.237599
2089073.000000,93.933266,0.215502,0.246734
2072248.000000,95.744583,0.283500,0.373887
2055666.000000,96.526352,0.283500,0.198871
2040153.000000,94.124748,0.264343,0.291735
2023067.000000,97.699959,0.264343,0.299334
2005238.000000,102.301201,0.233210,0.263030
1988699.000000,101.345024,0.233210,0.543546
1971730.000000,102.159256,0.215418,0.363356
1953877.000000,105.117447,0.215418,0.092821
1937054.000000,103.626114,0.166896,0.249068
1921610.000000,98.324524,0.166896,0.124414
1905273.000000,97.531891,0.247012,0.125478
1888763.000000,97.524216,0.247012,0.247167
1873893.000000,92.539986,0.254666,0.258961
1859285.000000,88.770065,0.254666,0.233397
1843049.000000,91.487160,0.331943,0.594110
1828085.000000,89.606850,0.331943,0.605064
1814109.000000,85.758255,0.339087,0.260671
1798293.000000,89.120575,0.339087,0.405236
1782049.000000,92.911293,0.324131,0.432087
1766575.000000,93.155785,0.324131,0.337886
1750525.000000,95.170708,0.292590,0.284475
1733041.000000,100.919243,0.292590,0.319374
1715695.000000,103.882912,0.203148,0.220941
1699758.000000,101.235275,0.203148,0.317170
1682351.000000,103.811447,0.214345,0.235874
1664113.000000,107.592735,0.214345,0.462191
1647809.000000,103.917656,0.151572,0.168246
1630861.000000,103.316071,0.151572,0.220159
1612810.000000,106.031990,0.185587,0.095672
1595684.000000,104.891434,0.185587,0.235071
1578966.000000,102.635857,0.170943,0.035717
1561973.000000,102.099258,0.170943,0.128061
1544295.000000,103.768181,0.198705,-0.153383
1527949.000000,100.755447,0.198705,0.538848
1511680.000000,98.730980,0.225448,0.334048
1493442.000000,103.499451,0.225448,0.428681
1476333.000000,103.170105,0.183632,0.288493
1459890.000000,100.948593,0.183632,0.171071
1442419.000000,102.679588,0.214106,0.219035
1425112.000000,103.214417,0.214106,0.091924
1409312.000000,98.954041,0.199365,0.093071
1393490.000000,96.260643,0.199365,0.100535
1376672.000000,97.581703,0.257468,0.317743
1360720.000000,95.890610,0.257468,0.077954
1346386.000000,90.003761,0.276100,0.246609
1330466.000000,91.379028,0.276100,0.255206
1313514.000000,95.563438,0.299246,0.221329
1298436.000000,92.849037,0.299246,0.301806
1282400.000000,94.277924,0.300963,0.384702
1264078.000000,102.202065,0.300963,-0.025131
1246609.000000,104.842194,0.193597,0.301167
1229641.000000,104.822830,0.193597,0.343017
1211312.000000,108.673645,0.169966,0.316180
1192096.000000,113.507164,0.169966,0.230176
1174451.000000,111.487297,0.088409,0.194262
1157190.000000,108.654716,0.088409,0.110302
1138215.000000,111.678146,0.135481,0.195097
1120932.000000,108.126434,0.135481,0.115261
1105105.000000,101.309036,0.158252,-0.016407
1088010.000000,100.715538,0.158252,0.310950
1071159.000000,99.662491,0.216449,0.275955
1055652.000000,95.142548,0.216449,0.320460
1040231.000000,92.213646,0.282040,0.326710
1023505.000000,94.711876,0.282040,0.223969
1007258.000000,95.102020,0.273004,0.231841
991820.000000,93.152504,0.273004,0.298900
975382.000000,95.295967,0.294755,0.472271
957647.000000,100.694321,0.294755,0.345701
941443.000000,99.579437,0.212989,0.092003
924397.000000,101.504150,0.212989,0.162673
906301.000000,105.688705,0.198330,0.131623
889757.000000,103.434288,0.198330,0.221143
874416.000000,98.042526,0.200879,0.173978
858417.000000,96.397522,0.200879,0.113810
841853.000000,97.095345,0.259745,0.199989
826726.000000,93.181129,0.259745,0.493229
812687.000000,87.532555,0.307173,0.206592
796811.000000,89.720459,0.307173,0.289558
781508.000000,89.595848,0.322497,0.470636
767918.000000,84.667740,0.322497,0.399333
752443.000000,87.558784,0.380024,0.469103
736441.000000,91.196251,0.380024,0.459401
721339.000000,91.034790,0.312154,0.239203
706256.000000,90.901360,0.312154,0.306660
689378.000000,96.366974,0.306784,0.427389
672118.000000,100.973244,0.306784,0.323572
656291.000000,99.398651,0.212961,0.262741
639326.000000,101.765228,0.212961,0.291301
620932.000000,107.205437,0.193859,0.123553
604567.000000,104.229172,0.193859,0.151306
588032.000000,102.587639,0.190520,0.259456
570004.000000,105.757813,0.190520,0.258266
552639.000000,105.624817,0.163247,0.134900
536218.000000,102.465508,0.163247,0.126452
519319.000000,101.804970,0.204065,0.123478
501609.000000,103.814224,0.204065,-0.003102
485028.000000,101.574066,0.185457,0.198737
468816.000000,99.127052,0.185457,0.168199
450660.000000,103.556900,0.228902,0.214868
433225.000000,104.158890,0.228902,0.205334
417304.000000,100.019997,0.191081,0.113854
399589.000000,102.847809,0.191081,0.206771
380966.000000,107.399750,0.180828,0.228244
364936.000000,102.315392,0.180828,0.143175
349464.000000,97.180710,0.214338,0.224455
332809.000000,97.464066,0.214338,0.290277
316689.000000,96.066490,0.248446,0.228805
302310.000000,90.036057,0.248446,0.162106
286691.000000,90.296600,0.331807,0.377221
269797.000000,94.564476,0.331807,0.324538
254548.000000,92.617683,0.277944,0.276581
238708.000000,93.514534,0.277944,0.309768
220789.000000,100.499855,0.277334,0.012867
203142.000000,104.297585,0.277334,0.317261
185989.000000,105.091263,0.178671,0.072523
167417.000000,109.737526,0.178671,0.028590
147811.000000,115.512451,0.112245,0.206722
129730.000000,114.144928,0.112245,0.111507
112336.000000,110.762535,0.092373,0.017766
93048.000000,113.880257,0.092373,-0.025218
75277.000000,110.854370,0.084123,0.235595
59124.000000,103.840157,0.084123,-0.142973
41540.000000,103.485565,0.186815,0.503479
24440.000000,101.894798,0.186815,0.131305
8795.000000,96.591713,0.213136,0.274334
2090207.000000,93.778511,0.213136,0.179004
2073492.000000,95.283356,0.285764,0.306178
2056968.000000,95.989876,0.285764,0.184493
2041513.000000,93.529083,0.267645,0.245490
2024650.000000,96.627670,0.267645,0.346808
2006758.000000,101.865158,0.245183,0.105239
1990304.000000,100.879105,0.245183,0.287466
1973574.000000,101.130684,0.219224,0.037582
1955658.000000,104.691490,0.219224,0.168883
1938816.000000,103.488075,0.173657,0.199742
1923307.000000,98.474190,0.173657,0.165124
1907204.000000,96.996712,0.247795,0.157482
1890509.000000,97.768227,0.247795,0.260180
1875447.000000,93.327530,0.250123,0.340401
1860996.000000,88.756607,0.250123,0.143181
1844893.000000,91.080490,0.334951,0.290598
1829681.000000,90.062416,0.334951,0.620294
1815794.000000,85.760307,0.335160,0.297324
1800189.000000,88.464050,0.335160,0.104220
1783985.000000,92.305069,0.330476,0.413395
1768452.000000,92.866196,0.330476,0.339954
1752530.000000,94.588699,0.295504,0.229830
1735156.000000,100.206291,0.295504,0.323288
1717668.000000,103.916870,0.211012,0.143441
1701680.000000,101.449059,0.211012,0.232120
1684587.000000,103.048714,0.213726,0.341307
1666274.000000,107.371613,0.213726,0.097568
1649796.000000,104.330002,0.151619,0.153281
1633119.000000,102.812546,0.151619,0.176327
1615133.000000,105.552483,0.191880,0.122118
1598002.000000,104.547508,0.191880,0.193677
1581205.000000,102.653793,0.175001,0.221386
1564379.000000,101.627052,0.175001,0.116637
1546728.000000,103.450676,0.205194,0.178506
1530236.000000,101.027214,0.205194,0.255267
1514214.000000,98.178154,0.224075,0.399740
1496293.000000,102.233871,0.224075,0.278776
1478833.000000,103.438400,0.191836,0.300278
1462492.000000,100.934235,0.191836,0.187431
1445329.000000,101.810867,0.217918,0.255791
1427927.000000,102.961105,0.217918,0.171485
1411938.000000,99.371346,0.196623,0.115184
1396118.000000,96.595352,0.196623,0.241982
1379415.000000,97.547958,0.261217,0.124657
1363170.000000,96.823669,0.261217,0.144174
1348702.000000,91.001701,0.264744,0.189229
1333276.000000,90.471275,0.264744,0.206971
1316191.000000,95.321266,0.307798,0.235039
1300871.000000,93.359215,0.307798,0.311936
1285280.000000,93.213478,0.297833,0.403162
1267057.000000,101.264801,0.297833,0.267665
1249359.000000,104.912384,0.198333,0.135731
1232446.000000,104.750343,0.198333,0.275661
1214431.000000,107.683647,0.173185,0.328345
1195126.000000,113.211792,0.173185,0.310557
1177241.000000,112.082710,0.088005,0.205058
1160184.000000,108.421219,0.088005,0.108866
1141434.000000,110.899551,0.139201,0.180691
1123637.000000,109.175835,0.139201,0.100051
1107809.000000,101.986458,0.145502,0.123463
1090953.000000,100.404198,0.145502,0.149053
1073965.000000,99.787247,0.215926,0.149082
1058149.000000,96.083595,0.215926,0.092510
1042845.000000,92.440750,0.274054,0.195054
1026317.000000,94.193939,0.274054,0.235666
1009782.000000,95.650642,0.277611,0.153783
994417.000000,93.242500,0.277611,0.329072
978332.000000,94.246506,0.295901,0.355715
960579.000000,100.087837,0.295901,0.202183
944182.000000,99.737900,0.217739,0.347327
927389.000000,100.887695,0.217739,0.225165
909293.000000,105.363609,0.208016,-0.027928
892434.000000,104.222038,0.208016,0.151599
877019.000000,98.817154,0.191597,0.246235
861175.000000,96.448647,0.191597,0.218631
844604.000000,97.174438,0.260873,0.252721
829165.000000,94.161896,0.260873,0.320545
815043.000000,88.380913,0.295101,0.227097
799518.000000,89.170403,0.295101,0.494560
783976.000000,89.870796,0.326023,0.422433
770307.000000,84.978516,0.326023,0.333852
755281.000000,86.320984,0.379540,0.325698
739042.000000,91.041473,0.379540,0.316808
723773.000000,91.468933,0.312704,0.287276
708837.000000,90.724632,0.312704,0.280504
692305.000000,95.173637,0.309701,0.451464
674847.000000,100.795212,0.309701,0.274816
658697.000000,100.258835,0.210713,0.172853
642107.000000,101.210815,0.210713,-0.099994
623668.000000,107.048576,0.202589,0.131363
606964.000000,105.166344,0.202589,0.283424
590695.000000,102.388573,0.182459,0.327087
572758.000000,105.348160,0.182459,0.235702
555196.000000,105.970154,0.166655,0.073661
538581.000000,103.367065,0.166655,0.249306
521845.000000,101.901886,0.196857,0.231702
504171.000000,103.770386,0.196857,0.219161
487293.000000,102.448708,0.184413,0.340279
471352.000000,98.839264,0.184413,0.308367
453494.000000,102.466873,0.235807,0.164836
435698.000000,104.542206,0.235807,0.269069
419783.000000,100.277023,0.186545,0.133270
402552.000000,101.563881,0.186545,0.211305
383928.000000,106.617569,0.199211,0.140786
367475.000000,103.089745,0.199211,-0.063744
352103.000000,97.453049,0.206542,0.274807
335668.000000,97.005287,0.206542,0.152236
319175.000000,96.881973,0.248510,0.185245
304618.000000,91.104393,0.248510,0.202133
289351.000000,89.904099,0.323853,0.422553
272351.000000,94.623695,0.323853,0.379266
256816.000000,93.504829,0.275898,0.202207
241297.000000,93.064941,0.275898,0.480515
223473.000000,99.875465,0.283065,0.230545
205636.000000,104.486267,0.283065,0.309463
188457.000000,105.325096,0.178092,0.592218
170138.000000,109.135300,0.178092,0.203255
150435.000000,115.453087,0.119668,0.189966
132119.000000,114.792778,0.119668,0.189598
114721.000000,111.127251,0.082990,0.034754
95571.000000,113.712463,0.082990,0.141021
77395.000000,111.935524,0.081728,0.070565
61190.000000,104.661865,0.081728,0.109307
43735.000000,103.611504,0.183532,0.184133
26474.000000,102.400047,0.183532,-0.134999
10616.000000,97.496796,0.207132,0.047559
2092201.000000,93.728554,0.207132,0.265241
2075371.000000,95.491043,0.284864,0.372786
2058637.000000,96.706528,0.284864,0.264954
2043028.000000,94.411461,0.259484,0.270421
2026371.000000,96.515358,0.259484,0.314567
2008312.000000,102.233337,0.246737,0.217786
1991653.000000,101.664528,0.246737,0.008937
1974934.000000,101.549599,0.211922,0.188098
1956948.000000,105.139442,0.211922,0.123606
1939870.000000,104.445282,0.169778,0.224748
1924305.000000,99.203514,0.169778,0.133350
1908249.000000,97.210426,0.240169,0.158350
1891625.000000,97.632919,0.240169,0.317235
1876297.000000,94.006920,0.250617,0.196345
1861900.000000,89.054497,0.250617,0.298805
1845924.000000,90.923096,0.336219,0.417930
1830604.000000,90.254547,0.336219,0.338125
1816680.000000,85.951111,0.332023,0.218129
1801178.000000,88.255669,0.332023,0.136764
1784935.000000,92.231201,0.332375,0.439299
1769276.000000,93.161369,0.332375,0.326570
1753406.000000,94.616165,0.293781,0.239254
1736184.000000,99.727692,0.293781,0.233925
1718519.000000,104.097565,0.211808,0.197370
1702484.000000,101.691399,0.211808,0.266766
1685411.000000,103.138954,0.211513,0.277273
1667034.000000,107.637024,0.211513,0.414205
1650473.000000,104.746391,0.149310,0.401563
1633792.000000,103.059082,0.149310,0.222851
1615635.000000,106.159508,0.185816,0.102308
1598250.000000,105.743301,0.185816,0.219064
1581459.000000,103.434494,0.172231,0.209091
1564563.000000,102.277069,0.172231,0.084050
1546901.000000,103.822693,0.199942,0.394595
1530315.000000,101.453491,0.199942,0.194114
1514244.000000,98.511543,0.218918,0.403441
1496294.000000,102.453209,0.218918,0.343543
1478878.000000,103.392990,0.192345,0.302872
1462502.000000,100.946526,0.192345,0.158560
1445291.000000,101.928513,0.217116,0.220828
1427883.000000,103.025627,0.217116,0.280153
1411878.000000,99.439171,0.196892,-0.130300
1396083.000000,96.509682,0.196892,0.224606
1379326.000000,97.597565,0.259257,0.353322
1363029.000000,96.964630,0.259257,0.435771
1348533.000000,91.170784,0.263868,0.232727
1332946.000000,91.063667,0.263868,0.257308
1315769.000000,95.956474,0.301608,0.217470
1300468.000000,93.690239,0.301608,0.295649
1284644.000000,94.097740,0.293730,0.531012
1266372.000000,101.892799,0.293730,0.273003
1248628.000000,105.331337,0.190406,0.551206
1231594.000000,105.267815,0.190406,0.479534
1213407.000000,108.451424,0.168965,0.159075
1194036.000000,113.774483,0.168965,0.252852
1176207.000000,112.152504,0.083017,0.158355
1159005.000000,108.805084,0.083017,0.061837
1139985.000000,111.884232,0.134274,0.211190
1122410.000000,109.117149,0.134274,0.074986
1106596.000000,101.843102,0.148988,0.097025
1089599.000000,100.668503,0.148988,0.338508
1072525.000000,100.256927,0.214746,0.189652
1056853.000000,95.931534,0.214746,0.121683
1041414.000000,92.691498,0.273295,0.161874
1024781.000000,94.601074,0.273295,0.260423
1008370.000000,95.451485,0.273932,0.179609
992994.000000,93.105606,0.273932,0.368551
976797.000000,94.470093,0.297774,0.287791
958999.000000,100.296127,0.297774,0.185171
942774.000000,99.330917,0.215943,0.490396
925944.000000,100.653290,0.215943,0.211114
907788.000000,105.316368,0.206560,0.303948
891093.000000,103.691681,0.206560,0.224043
875746.000000,98.262741,0.197652,0.218561
859813.000000,96.353966,0.197652,0.154651
843222.000000,97.176178,0.260517,0.173391
827936.000000,93.716576,0.260517,0.256355
813889.000000,87.872742,0.301204,0.149273
798097.000000,89.640427,0.301204,0.585023
782660.000000,89.926315,0.323048,0.486017
769010.000000,85.002190,0.323048,0.108776
753652.000000,87.405426,0.377931,0.290053
737609.000000,91.200012,0.377931,0.414117
722414.000000,91.337402,0.312206,0.285012
707437.000000,90.754021,0.312206,0.272867
690779.000000,95.560898,0.309973,0.403522
673449.000000,100.669754,0.309973,0.405962
657371.000000,99.942696,0.215469,0.224763
640589.000000,101.609787,0.215469,0.235485
622170.000000,107.194954,0.195575,0.150726
605644.000000,104.710236,0.195575,0.307436
589267.000000,102.424057,0.187502,0.228373
571305.000000,105.443459,0.187502,0.258594
553806.000000,105.869644,0.166238,0.117845
537513.000000,102.282616,0.166238,0.197483
520747.000000,101.264107,0.207923,0.246347
503061.000000,103.399498,0.207923,0.117713
486340.000000,101.752090,0.188697,0.206169
470245.000000,98.911064,0.188697,0.153012
452298.000000,102.837029,0.233763,0.210273
434670.000000,104.319450,0.233763,0.320638
418779.000000,100.082726,0.189670,0.135091
401259.000000,102.364250,0.189670,0.198609
382618.000000,107.195961,0.187627,0.265408
366310.000000,103.022018,0.187627,0.131559
350886.000000,97.519844,0.207884,-0.131094
334405.000000,97.155609,0.207884,0.437018
318157.000000,96.235275,0.251062,0.219766
303696.000000,90.365936,0.251062,0.287808
288287.000000,89.855827,0.330145,0.367222
271327.000000,94.472900,0.330145,0.372159
255942.000000,92.977371,0.277483,0.149206
240243.000000,93.310181,0.277483,0.506168
222379.000000,100.202240,0.280104,0.240250
204594.000000,104.548218,0.280104,0.199946
187441.000000,105.252609,0.176332,0.214784
169016.000000,109.414749,0.176332,0.335848
149319.000000,115.599998,0.116134,0.202559
131002.000000,114.919746,0.116134,0.096551
113652.000000,111.143028,0.086773,0.047875
94477.000000,113.783508,0.086773,0.157350
76437.000000,111.543121,0.081763,0.214658
60290.000000,104.224007,0.081763,-0.077989
42771.000000,103.510323,0.185506,0.142483
25588.000000,102.133850,0.185506,0.213243
9851.000000,96.998085,0.211652,0.154177
2091413.000000,93.506927,0.211652,0.261013
2074662.000000,95.136490,0.286919,0.347028
2058003.000000,96.298447,0.286919,0.197336
2042507.000000,93.826332,0.265341,0.454835
2025824.000000,96.222412,0.265341,0.302164
2007808.000000,101.908417,0.247760,0.169311
1991242.000000,101.198540,0.247760,0.285719
1974449.000000,101.500122,0.215340,0.294047
1956464.000000,105.152306,0.215340,0.317466
1939459.000000,104.279137,0.170713,0.381996
1923889.000000,99.143494,0.170713,0.131997
1907838.000000,97.184448,0.241193,0.179117
1891190.000000,97.698196,0.241193,0.261764
1876014.000000,93.571396,0.250909,0.188566
1861602.000000,88.797577,0.250909,0.054744
1845422.000000,91.340157,0.334391,0.411698
1830185.000000,90.286095,0.334391,0.363201
1816220.000000,86.110474,0.331400,0.264802
1800547.000000,88.876846,0.331400,0.297175
1784202.000000,93.002747,0.326654,0.422110
1768563.000000,93.659492,0.326654,0.346193
1752577.000000,95.286766,0.289725,0.281314
1735143.000000,100.824631,0.289725,0.254430
1717498.000000,104.709007,0.203096,0.101435
1701464.000000,102.028343,0.203096,0.350128
1684156.000000,103.999634,0.208215,0.341404
1665751.000000,108.164253,0.208215,0.128154
1649210.000000,104.942909,0.144956,0.275708
1632386.000000,103.549751,0.144956,0.215965
1614245.000000,106.389832,0.184105,0.098278
1596909.000000,105.665672,0.184105,0.237393
1580135.000000,103.256172,0.166026,0.439496
1563144.000000,102.426575,0.166026,0.081015
1545418.000000,104.069931,0.198170,0.414663
1528952.000000,101.238472,0.198170,0.121284
1512758.000000,98.743881,0.221886,0.160071
1494583.000000,103.239304,0.221886,0.304215
1477317.000000,103.412735,0.185591,0.321426
1460881.000000,101.056419,0.185591,0.202411
1443461.000000,102.549164,0.214097,0.218089
1426129.000000,103.135391,0.214097,0.248059
1410199.000000,99.204803,0.197025,0.094334
1394264.000000,96.722198,0.197025,0.222655
1377365.000000,98.121284,0.255183,0.067564
1361151.000000,97.056168,0.255183,0.284166
1346708.000000,91.058655,0.264381,0.196291
