lut_index,lut_raw21,ideal_raw21,corr_error_counts,corr_error_deg
668,1364409,1368064,-3655,-0.627422332763672
669,1366562,1370112,-3550,-0.609397888183594
670,1368709,1372160,-3451,-0.592403411865234
671,1370810,1374208,-3398,-0.583305358886719
672,1372931,1376256,-3325,-0.570774078369141
673,1374998,1378304,-3306,-0.567512512207031
674,1377058,1380352,-3294,-0.565452575683594
675,1379124,1382400,-3276,-0.562362670898438
676,1381187,1384448,-3261,-0.559787750244141
677,1383216,1386496,-3280,-0.56304931640625
678,1385232,1388544,-3312,-0.56854248046875
679,1387243,1390592,-3349,-0.574893951416016
680,1389296,1392640,-3344,-0.57403564453125
681,1391332,1394688,-3356,-0.576095581054688
682,1393387,1396736,-3349,-0.574893951416016
683,1395475,1398784,-3309,-0.568027496337891
684,1397589,1400832,-3243,-0.556697845458984
685,1399714,1402880,-3166,-0.543479919433594
686,1401911,1404928,-3017,-0.517902374267578
687,1404078,1406976,-2898,-0.497474670410156
688,1406276,1409024,-2748,-0.471725463867188
689,1408466,1411072,-2606,-0.447349548339844
690,1410647,1413120,-2473,-0.424518585205078
691,1412849,1415168,-2319,-0.398082733154297
692,1415002,1417216,-2214,-0.380058288574219
693,1417141,1419264,-2123,-0.364437103271484
694,1419245,1421312,-2067,-0.354824066162109
695,1421282,1423360,-2078,-0.356712341308594
696,1423384,1425408,-2024,-0.347442626953125
697,1425427,1427456,-2029,-0.348300933837891
698,1427422,1429504,-2082,-0.357398986816406
699,1429444,1431552,-2108,-0.361862182617188
700,1431467,1433600,-2133,-0.366153717041016
701,1433462,1435648,-2186,-0.375251770019531
702,1435459,1437696,-2237,-0.384006500244141
703,1437428,1439744,-2316,-0.397567749023438
704,1439383,1441792,-2409,-0.413532257080078
705,1441296,1443840,-2544,-0.43670654296875
706,1443244,1445888,-2644,-0.453872680664062
707,1445173,1447936,-2763,-0.474300384521484
708,1447095,1449984,-2889,-0.495929718017578
709,1448988,1452032,-3044,-0.522537231445312
710,1450919,1454080,-3161,-0.542621612548828
711,1452872,1456128,-3256,-0.558929443359375
712,1454815,1458176,-3361,-0.576953887939453
713,1456836,1460224,-3388,-0.581588745117188
714,1458872,1462272,-3400,-0.583648681640625
715,1460892,1464320,-3428,-0.588455200195312
716,1462978,1466368,-3390,-0.581932067871094
717,1465059,1468416,-3357,-0.576267242431641
718,1467184,1470464,-3280,-0.56304931640625
719,1469304,1472512,-3208,-0.550689697265625
720,1471376,1474560,-3184,-0.54656982421875
721,1473485,1476608,-3123,-0.536098480224609
722,1475544,1478656,-3112,-0.534210205078125
723,1477593,1480704,-3111,-0.534038543701172
724,1479613,1482752,-3139,-0.538845062255859
725,1481612,1484800,-3188,-0.547256469726562
726,1483581,1486848,-3267,-0.560817718505859
727,1485473,1488896,-3423,-0.587596893310547
728,1487347,1490944,-3597,-0.617465972900391
729,1489211,1492992,-3781,-0.649051666259766
730,1491061,1495040,-3979,-0.683040618896484
731,1492900,1497088,-4188,-0.718917846679688
732,1494705,1499136,-4431,-0.760631561279297
733,1496563,1501184,-4621,-0.793247222900391
734,1498396,1503232,-4836,-0.830154418945312
735,1500263,1505280,-5017,-0.861225128173828
736,1502185,1507328,-5143,-0.882854461669922
737,1504133,1509376,-5243,-0.900020599365234
738,1506116,1511424,-5308,-0.911178588867188
739,1508118,1513472,-5354,-0.919075012207031
740,1510168,1515520,-5352,-0.918731689453125
741,1512233,1517568,-5335,-0.915813446044922
742,1514321,1519616,-5295,-0.908946990966797
743,1516413,1521664,-5251,-0.901393890380859
744,1518524,1523712,-5188,-0.890579223632812
745,1520617,1525760,-5143,-0.882854461669922
746,1522740,1527808,-5068,-0.869979858398438
747,1524853,1529856,-5003,-0.858821868896484
748,1526957,1531904,-4947,-0.849208831787109
749,1529052,1533952,-4900,-0.841140747070312
750,1531203,1536000,-4797,-0.823459625244141
751,1533281,1538048,-4767,-0.818309783935547
752,1535367,1540096,-4729,-0.811786651611328
753,1537424,1542144,-4720,-0.81024169921875
754,1539435,1544192,-4757,-0.816593170166016
755,1541388,1546240,-4852,-0.832901000976562
756,1543364,1548288,-4924,-0.845260620117188
757,1545296,1550336,-5040,-0.86517333984375
758,1547195,1552384,-5189,-0.890750885009766
759,1549059,1554432,-5373,-0.922336578369141
760,1550930,1556480,-5550,-0.952720642089844
761,1552822,1558528,-5706,-0.979499816894531
762,1554691,1560576,-5885,-1.01022720336914
763,1556630,1562624,-5994,-1.02893829345703
764,1558596,1564672,-6076,-1.04301452636719
765,1560540,1566720,-6180,-1.06086730957031
766,1562539,1568768,-6229,-1.06927871704102
767,1564585,1570816,-6231,-1.06962203979492
768,1566635,1572864,-6229,-1.06927871704102
769,1568728,1574912,-6184,-1.06155395507812
770,1570795,1576960,-6165,-1.05829238891602
771,1572906,1579008,-6102,-1.04747772216797
772,1574994,1581056,-6062,-1.04061126708984
773,1577096,1583104,-6008,-1.03134155273438
774,1579179,1585152,-5973,-1.02533340454102
775,1581257,1587200,-5943,-1.02018356323242
776,1583289,1589248,-5959,-1.02293014526367
777,1585293,1591296,-6003,-1.03048324584961
778,1587274,1593344,-6070,-1.04198455810547
779,1589268,1595392,-6124,-1.05125427246094
780,1591240,1597440,-6200,-1.06430053710938
781,1593185,1599488,-6303,-1.08198165893555
782,1595115,1601536,-6421,-1.10223770141602
783,1597088,1603584,-6496,-1.1151123046875
784,1599022,1605632,-6610,-1.13468170166016
785,1600984,1607680,-6696,-1.14944458007812
786,1602974,1609728,-6754,-1.15940093994141
787,1604925,1611776,-6851,-1.17605209350586
788,1606847,1613824,-6977,-1.19768142700195
789,1608774,1615872,-7098,-1.21845245361328
790,1610739,1617920,-7181,-1.23270034790039
791,1612645,1619968,-7323,-1.25707626342773
792,1614539,1622016,-7477,-1.28351211547852
793,1616440,1624064,-7624,-1.30874633789062
794,1618314,1626112,-7798,-1.33861541748047
795,1620185,1628160,-7975,-1.36899948120117
796,1622082,1630208,-8126,-1.39492034912109
797,1624030,1632256,-8226,-1.41208648681641
798,1625985,1634304,-8319,-1.42805099487305
799,1627938,1636352,-8414,-1.44435882568359
800,1629962,1638400,-8438,-1.44847869873047
801,1632011,1640448,-8437,-1.44830703735352
802,1634115,1642496,-8381,-1.43869400024414
803,1636233,1644544,-8311,-1.42667770385742
804,1638335,1646592,-8257,-1.41740798950195
805,1640444,1648640,-8196,-1.40693664550781
806,1642529,1650688,-8159,-1.40058517456055
807,1644589,1652736,-8147,-1.39852523803711
808,1646646,1654784,-8138,-1.39698028564453
809,1648681,1656832,-8151,-1.39921188354492
810,1650664,1658880,-8216,-1.41036987304688
811,1652623,1660928,-8305,-1.4256477355957
812,1654546,1662976,-8430,-1.44710540771484
813,1656503,1665024,-8521,-1.46272659301758
814,1658444,1667072,-8628,-1.48109436035156
815,1660360,1669120,-8760,-1.50375366210938
816,1662270,1671168,-8898,-1.52744293212891
817,1664207,1673216,-9009,-1.5464973449707
818,1666115,1675264,-9149,-1.57052993774414
819,1668040,1677312,-9272,-1.59164428710938
820,1669943,1679360,-9417,-1.61653518676758
821,1671875,1681408,-9533,-1.63644790649414
822,1673770,1683456,-9686,-1.66271209716797
823,1675673,1685504,-9831,-1.68760299682617
824,1677628,1687552,-9924,-1.70356750488281
825,1679590,1689600,-10010,-1.71833038330078
826,1681562,1691648,-10086,-1.73137664794922
827,1683568,1693696,-10128,-1.73858642578125
828,1685570,1695744,-10174,-1.74648284912109
829,1687583,1697792,-10209,-1.75249099731445
830,1689640,1699840,-10200,-1.75094604492188
831,1691707,1701888,-10181,-1.74768447875977
832,1693797,1703936,-10139,-1.74047470092773
833,1695883,1705984,-10101,-1.73395156860352
834,1698006,1708032,-10026,-1.72107696533203
835,1700094,1710080,-9986,-1.71421051025391
836,1702207,1712128,-9921,-1.70305252075195
837,1704323,1714176,-9853,-1.69137954711914
838,1706413,1716224,-9811,-1.68416976928711
839,1708471,1718272,-9801,-1.68245315551758
840,1710551,1720320,-9769,-1.67695999145508
841,1712588,1722368,-9780,-1.67884826660156
842,1714587,1724416,-9829,-1.68725967407227
843,1716563,1726464,-9901,-1.69961929321289
844,1718514,1728512,-9998,-1.71627044677734
845,1720424,1730560,-10136,-1.73995971679688
846,1722326,1732608,-10282,-1.76502227783203
847,1724281,1734656,-10375,-1.78098678588867
848,1726217,1736704,-10487,-1.80021286010742
849,1728146,1738752,-10606,-1.82064056396484
850,1730129,1740800,-10671,-1.8317985534668
851,1732147,1742848,-10701,-1.83694839477539
852,1734186,1744896,-10710,-1.83849334716797
853,1736237,1746944,-10707,-1.83797836303711
854,1738306,1748992,-10686,-1.83437347412109
855,1740389,1751040,-10651,-1.82836532592773
856,1742454,1753088,-10634,-1.82544708251953
857,1744525,1755136,-10611,-1.82149887084961
858,1746618,1757184,-10566,-1.81377410888672
859,1748724,1759232,-10508,-1.80381774902344
860,1750824,1761280,-10456,-1.79489135742188
861,1752932,1763328,-10396,-1.78459167480469
862,1755086,1765376,-10290,-1.76639556884766
863,1757271,1767424,-10153,-1.74287796020508
864,1759483,1769472,-9989,-1.71472549438477
865,1761699,1771520,-9821,-1.68588638305664
866,1763963,1773568,-9605,-1.64880752563477
867,1766196,1775616,-9420,-1.61705017089844
868,1768444,1777664,-9220,-1.58271789550781
869,1770674,1779712,-9038,-1.55147552490234
870,1772881,1781760,-8879,-1.5241813659668
871,1775048,1783808,-8760,-1.50375366210938
872,1777217,1785856,-8639,-1.48298263549805
873,1779347,1787904,-8557,-1.46890640258789
874,1781479,1789952,-8473,-1.45448684692383
875,1783577,1792000,-8423,-1.44590377807617
876,1785660,1794048,-8388,-1.43989562988281
877,1787701,1796096,-8395,-1.44109725952148
878,1789772,1798144,-8372,-1.43714904785156
879,1791846,1800192,-8346,-1.43268585205078
880,1793941,1802240,-8299,-1.42461776733398
881,1796043,1804288,-8245,-1.41534805297852
882,1798201,1806336,-8135,-1.39646530151367
883,1800386,1808384,-7998,-1.37294769287109
884,1802616,1810432,-7816,-1.34170532226562
885,1804898,1812480,-7582,-1.30153656005859
886,1807216,1814528,-7312,-1.25518798828125
887,1809556,1816576,-7020,-1.20506286621094
888,1811942,1818624,-6682,-1.14704132080078
889,1814367,1820672,-6305,-1.08232498168945
890,1816793,1822720,-5927,-1.01743698120117
891,1819181,1824768,-5587,-0.959072113037109
892,1821563,1826816,-5253,-0.901737213134766
893,1823933,1828864,-4931,-0.846462249755859
894,1826293,1830912,-4619,-0.792903900146484
895,1828630,1832960,-4330,-0.743293762207031
896,1830963,1835008,-4045,-0.694370269775391
897,1833244,1837056,-3812,-0.654373168945312
898,1835465,1839104,-3639,-0.624675750732422
899,1837643,1841152,-3509,-0.602359771728516
900,1839820,1843200,-3380,-0.580215454101562
901,1841933,1845248,-3315,-0.569057464599609
902,1844033,1847296,-3263,-0.560131072998047
903,1846109,1849344,-3235,-0.555324554443359
904,1848176,1851392,-3216,-0.55206298828125
905,1850217,1853440,-3223,-0.553264617919922
906,1852326,1855488,-3162,-0.542793273925781
907,1854423,1857536,-3113,-0.534381866455078
908,1856585,1859584,-2999,-0.514812469482422
909,1858801,1861632,-2831,-0.485973358154297
910,1861078,1863680,-2602,-0.446662902832031
911,1863403,1865728,-2325,-0.399112701416016
912,1865757,1867776,-2019,-0.346584320068359
913,1868152,1869824,-1672,-0.287017822265625
914,1870550,1871872,-1322,-0.226936340332031
915,1872915,1873920,-1005,-0.172519683837891
916,1875313,1875968,-655,-0.112438201904297
917,1877664,1878016,-352,-0.0604248046875
918,1879943,1880064,-121,-0.0207710266113281
919,1882229,1882112,117,0.0200843811035156
920,1884438,1884160,278,0.0477218627929688
921,1886619,1886208,411,0.0705528259277344
922,1888730,1888256,474,0.0813674926757812
923,1890818,1890304,514,0.0882339477539062
924,1892864,1892352,512,0.087890625
925,1894889,1894400,489,0.0839424133300781
926,1896925,1896448,477,0.0818824768066406
927,1898976,1898496,480,0.0823974609375
928,1900998,1900544,454,0.0779342651367188
929,1903061,1902592,469,0.0805091857910156
930,1905102,1904640,462,0.0793075561523438
931,1907164,1906688,476,0.0817108154296875
932,1909257,1908736,521,0.0894355773925781
933,1911363,1910784,579,0.0993919372558594
934,1913483,1912832,651,0.111751556396484
935,1915592,1914880,712,0.122222900390625
936,1917729,1916928,801,0.137500762939453
937,1919861,1918976,885,0.151920318603516
938,1921979,1921024,955,0.163936614990234
939,1924165,1923072,1093,0.187625885009766
940,1926360,1925120,1240,0.212860107421875
941,1928543,1927168,1375,0.236034393310547
942,1930773,1929216,1557,0.267276763916016
943,1933001,1931264,1737,0.298175811767578
944,1935217,1933312,1905,0.327014923095703
945,1937405,1935360,2045,0.351047515869141
946,1939558,1937408,2150,0.369071960449219
947,1941671,1939456,2215,0.380229949951172
948,1943734,1941504,2230,0.382804870605469
949,1945773,1943552,2221,0.381259918212891
950,1947756,1945600,2156,0.370101928710938
951,1949708,1947648,2060,0.353622436523438
952,1951628,1949696,1932,0.331649780273438
953,1953551,1951744,1807,0.310192108154297
954,1955417,1953792,1625,0.278949737548828
955,1957321,1955840,1481,0.254230499267578
956,1959264,1957888,1376,0.2362060546875
957,1961196,1959936,1260,0.216293334960938
958,1963123,1961984,1139,0.195522308349609
959,1965104,1964032,1072,0.18402099609375
960,1967042,1966080,962,0.165138244628906
961,1969030,1968128,902,0.154838562011719
962,1970994,1970176,818,0.140419006347656
963,1972998,1972224,774,0.132865905761719
964,1975000,1974272,728,0.124969482421875
965,1976985,1976320,665,0.114154815673828
966,1978998,1978368,630,0.108146667480469
967,1981002,1980416,586,0.100593566894531
968,1983027,1982464,563,0.0966453552246094
969,1985080,1984512,568,0.097503662109375
970,1987107,1986560,547,0.0938987731933594
971,1989135,1988608,527,0.0904655456542969
972,1991211,1990656,555,0.0952720642089844
973,1993261,1992704,557,0.0956153869628906
974,1995282,1994752,530,0.0909805297851562
975,1997314,1996800,514,0.0882339477539062
976,1999366,1998848,518,0.0889205932617188
977,2001391,2000896,495,0.0849723815917969
978,2003398,2002944,454,0.0779342651367188
979,2005388,2004992,396,0.0679779052734375
980,2007373,2007040,333,0.0571632385253906
981,2009307,2009088,219,0.0375938415527344
982,2011260,2011136,124,0.0212860107421875
983,2013201,2013184,17,0.00291824340820312
984,2015111,2015232,-121,-0.0207710266113281
985,2017017,2017280,-263,-0.0451469421386719
986,2018903,2019328,-425,-0.0729560852050781
987,2020778,2021376,-598,-0.102653503417969
988,2022654,2023424,-770,-0.132179260253906
989,2024572,2025472,-900,-0.154495239257812
990,2026518,2027520,-1002,-0.172004699707031
991,2028489,2029568,-1079,-0.185222625732422
992,2030518,2031616,-1098,-0.188484191894531
993,2032588,2033664,-1076,-0.184707641601562
994,2034692,2035712,-1020,-0.175094604492188
995,2036824,2037760,-936,-0.160675048828125
996,2038947,2039808,-861,-0.147800445556641
997,2041116,2041856,-740,-0.127029418945312
998,2043258,2043904,-646,-0.110893249511719
999,2045422,2045952,-530,-0.0909805297851562
1000,2047552,2048000,-448,-0.076904296875
1001,2049679,2050048,-369,-0.0633430480957031
1002,2051786,2052096,-310,-0.0532150268554688
1003,2053855,2054144,-289,-0.0496101379394531
1004,2055910,2056192,-282,-0.0484085083007812
1005,2058042,2058240,-198,-0.0339889526367188
1006,2060147,2060288,-141,-0.0242042541503906
1007,2062227,2062336,-109,-0.0187110900878906
1008,2064313,2064384,-71,-0.0121879577636719
1009,2066391,2066432,-41,-0.00703811645507812
1010,2068472,2068480,-8,-0.001373291015625
1011,2070527,2070528,-1,-0.000171661376953125
1012,2072573,2072576,-3,-0.000514984130859375
1013,2074636,2074624,12,0.0020599365234375
1014,2076651,2076672,-21,-0.00360488891601562
1015,2078671,2078720,-49,-0.00841140747070312
1016,2080689,2080768,-79,-0.0135612487792969
1017,2082731,2082816,-85,-0.0145912170410156
1018,2084760,2084864,-104,-0.017852783203125
1019,2086773,2086912,-139,-0.0238609313964844
1020,2088796,2088960,-164,-0.0281524658203125
1021,2090872,2091008,-136,-0.023345947265625
1022,2092937,2093056,-119,-0.0204277038574219
1023,2095027,2095104,-77,-0.0132179260253906
1024,2097152,2097152,0,0
