raw21,omega_pll_rad_s,iq_ref_a,dbg_iq_a
487506.000000,208.347626,0.188284,0.069752
453626.000000,207.847214,0.188284,0.125499
419709.000000,206.108612,0.193633,0.105426
383950.000000,211.254181,0.193633,0.184967
352129.000000,201.637878,0.228255,0.223686
319299.000000,198.314529,0.228255,0.134853
289462.000000,187.268692,0.397652,0.234488
256927.000000,187.816040,0.397652,0.265707
224043.000000,191.098602,0.412233,0.342798
189258.000000,198.880661,0.412233,0.497847
151717.000000,213.479599,0.204488,0.368770
115963.000000,216.846451,0.204488,0.235564
78628.000000,223.279480,0.049364,0.179863
45195.000000,215.272659,0.049364,0.124485
11783.000000,208.252701,0.159499,0.203091
2076726.000000,200.302887,0.159499,0.100524
2044155.000000,195.511887,0.299102,0.172910
2009828.000000,198.938873,0.299102,0.390496
1976320.000000,198.716049,0.296066,0.329121
1941231.000000,203.589111,0.296066,0.207179
1909653.000000,196.527374,0.304508,0.233709
1877358.000000,193.429550,0.304508,0.158150
1846962.000000,186.621399,0.423178,0.239325
1817397.000000,178.922516,0.423178,0.403244
1785893.000000,181.011627,0.486265,0.486964
1754659.000000,182.127747,0.486265,0.412895
1720128.000000,193.686493,0.378121,0.482105
1687292.000000,196.653656,0.378121,0.507856
1652109.000000,204.891586,0.229571,0.267275
1617565.000000,209.020187,0.229571,0.275848
1583305.000000,209.634857,0.179349,0.215506
1548943.000000,210.163406,0.179349,0.191123
1516068.000000,204.914703,0.212331,0.128198
1480557.000000,209.241440,0.212331,0.304306
1447067.000000,206.058472,0.223784,0.393098
1413412.000000,203.531998,0.223784,0.240386
1381109.000000,198.349228,0.300444,0.183815
1349940.000000,190.630859,0.300444,0.265670
1317531.000000,190.618439,0.395542,0.349366
1286388.000000,186.776230,0.395542,0.438367
1250720.000000,198.528900,0.319909,0.475732
1215861.000000,204.807098,0.319909,0.352971
1178451.000000,216.090393,0.130396,0.324641
1142505.000000,219.527328,0.130396,0.254867
1108462.000000,214.048767,0.099411,0.060977
1074375.000000,210.463852,0.099411,0.125901
1043122.000000,198.785782,0.260847,0.102249
1009784.000000,197.402939,0.260847,0.121711
977966.000000,192.369919,0.358694,0.164526
943640.000000,196.587524,0.358694,0.378384
908735.000000,202.550018,0.285592,0.004252
876355.000000,198.174805,0.285592,0.258556
843856.000000,196.113220,0.325236,0.374020
814020.000000,186.076706,0.325236,0.484274
782878.000000,183.819931,0.428700,0.231451
753818.000000,177.064423,0.428700,0.175746
722658.000000,178.805115,0.487181,0.432050
691109.000000,182.657181,0.487181,0.528203
657892.000000,189.998352,0.381552,0.667010
622967.000000,201.275970,0.381552,0.639271
590068.000000,201.829956,0.267953,0.452867
554700.000000,209.089005,0.267953,0.384966
521680.000000,206.397507,0.219070,0.073602
487197.000000,208.030579,0.219070,0.348925
453236.000000,207.881546,0.231482,0.121087
419334.000000,206.122238,0.231482,0.186473
383530.000000,211.389206,0.195016,0.187530
351684.000000,201.832748,0.195016,0.191295
318911.000000,198.262100,0.283914,0.072400
289021.000000,187.408325,0.283914,0.191727
256632.000000,187.412811,0.383511,0.218518
223616.000000,191.184677,0.383511,0.526180
188904.000000,198.698547,0.303909,0.440313
151288.000000,213.579193,0.303909,0.410283
115557.000000,216.829849,0.108538,0.185988
78190.000000,223.304932,0.108538,0.151512
44700.000000,215.464539,0.123098,-0.115915
11344.000000,208.190186,0.123098,0.046882
2076201.000000,200.508377,0.272574,0.120037
2043552.000000,195.857681,0.272574,0.227360
2008938.000000,200.029556,0.308844,0.357984
1975406.000000,199.541946,0.308844,0.299405
1940263.000000,204.210358,0.238206,0.294514
1908636.000000,197.038177,0.238206,0.202974
1876342.000000,193.638809,0.314149,0.395936
1845771.000000,187.194809,0.314149,0.248667
1816265.000000,179.099365,0.454903,0.298978
1784554.000000,181.637680,0.454903,0.475898
1753280.000000,182.673080,0.467980,0.363834
1718730.000000,194.023743,0.467980,0.560378
1685773.000000,197.282654,0.340167,0.350609
1650617.000000,205.134491,0.340167,0.354930
1615933.000000,209.525558,0.215589,0.317501
1581834.000000,209.386749,0.215589,0.218636
1547235.000000,210.642395,0.189885,0.312789
1514305.000000,205.455612,0.189885,0.198313
1478679.000000,209.790787,0.182040,0.243919
1444861.000000,207.396500,0.182040,0.162281
1411272.000000,204.097946,0.209445,0.344478
1378619.000000,199.670547,0.209445,0.217773
1347667.000000,190.734772,0.327976,0.164796
1314835.000000,191.694809,0.327976,0.260165
1283574.000000,187.892700,0.407989,0.313844
1247791.000000,199.392258,0.407989,0.424495
1212727.000000,205.917160,0.257494,0.251637
1175500.000000,216.040451,0.257494,0.405854
1139158.000000,220.559174,0.109582,0.319464
1105615.000000,213.230392,0.109582,-0.019685
1071617.000000,209.334259,0.170609,0.215807
1040253.000000,198.284760,0.170609,0.164065
1006792.000000,197.304382,0.300604,0.177769
974665.000000,193.408005,0.300604,0.211791
940587.000000,196.446823,0.301947,0.343004
905284.000000,203.442993,0.301947,0.220381
873215.000000,197.857086,0.275624,0.371204
840458.000000,196.532700,0.275624,0.173056
811003.000000,185.281937,0.395286,0.359066
779842.000000,183.098633,0.395286,0.317685
750313.000000,178.109695,0.520810,0.254902
719265.000000,179.226181,0.520810,0.457614
687100.000000,184.874908,0.475188,0.637895
654311.000000,190.179779,0.475188,0.479461
618897.000000,202.558533,0.293690,0.599296
585914.000000,203.054352,0.293690,0.385935
550665.000000,209.266052,0.192758,0.264162
517357.000000,207.342758,0.192758,0.176003
483137.000000,207.584961,0.187358,0.182967
448457.000000,209.653854,0.187358,0.343260
415074.000000,205.797028,0.202887,0.133149
378798.000000,212.285248,0.202887,0.169244
347518.000000,200.906006,0.242532,0.037636
314804.000000,197.167236,0.242532,0.160602
284501.000000,188.181198,0.405219,0.323145
252568.000000,186.552277,0.405219,0.261743
218717.000000,193.096603,0.392146,0.500109
184112.000000,199.801239,0.392146,0.370031
145995.000000,215.572891,0.173277,0.388286
110453.000000,217.728653,0.173277,0.186646
73470.000000,222.273773,0.039445,0.094880
39679.000000,215.559845,0.039445,0.322646
6961.000000,206.227493,0.176733,-0.000754
2071297.000000,200.745087,0.176733,0.187519
2039181.000000,194.507507,0.311905,0.235747
2004180.000000,200.080902,0.311905,0.396733
1970614.000000,199.951111,0.296594,0.271824
1936014.000000,202.707489,0.296594,0.334034
1904119.000000,197.026520,0.310567,0.242218
1872467.000000,191.705582,0.310567,0.191825
1841436.000000,187.411530,0.415478,0.419541
1812345.000000,178.364182,0.415478,0.547122
1780233.000000,182.400574,0.471884,0.552430
1748818.000000,183.912674,0.471884,0.305419
1714196.000000,194.902222,0.351088,0.611833
1680650.000000,199.833511,0.351088,0.613740
1646162.000000,204.713501,0.224328,0.438687
1611020.000000,210.318527,0.224328,0.234749
1577128.000000,209.203644,0.174952,0.222537
1542249.000000,211.081543,0.174952,0.101329
1509383.000000,205.672089,0.221146,0.186799
1473918.000000,209.153793,0.221146,0.260610
1439886.000000,207.616333,0.217111,0.249971
1407090.000000,201.851624,0.217111,0.455840
1374191.000000,198.870621,0.295144,0.101254
1343789.000000,188.774857,0.295144,0.258709
1310628.000000,191.231842,0.375348,0.266447
1279013.000000,189.145706,0.375348,0.382013
1243470.000000,199.547440,0.302003,0.482781
1207796.000000,208.042435,0.302003,0.357049
1171089.000000,215.818069,0.121616,0.289050
1134492.000000,221.058609,0.121616,0.368773
1101493.000000,212.121552,0.131621,-0.038709
1067521.000000,208.343658,0.131621,0.265318
1036287.000000,197.418640,0.286643,0.171696
1003152.000000,195.659393,0.286643,0.205844
970473.000000,194.228790,0.360833,0.262303
936709.000000,196.240479,0.360833,0.386513
901166.000000,203.883102,0.258839,0.346445
869538.000000,196.960876,0.258839,0.335816
836727.000000,195.985413,0.317931,0.303609
807413.000000,184.751999,0.317931,0.204634
776727.000000,181.144165,0.436817,0.682742
746582.000000,178.810135,0.436817,0.362064
715936.000000,178.672043,0.488059,0.372584
683184.000000,186.396317,0.488059,0.442054
650691.000000,190.475082,0.378979,0.383362
615113.000000,202.985397,0.378979,0.228284
581974.000000,204.011612,0.264727,0.460092
547041.000000,208.847656,0.264727,0.380158
513551.000000,207.632217,0.216362,0.285605
479565.000000,207.061447,0.216362,0.228760
444409.000000,210.657928,0.204227,0.264624
411399.000000,205.539063,0.204227,0.155426
375156.000000,211.633911,0.172772,0.110199
343989.000000,200.287247,0.172772,0.153175
311576.000000,195.675385,0.293181,0.233583
280730.000000,189.024872,0.293181,0.231944
249231.000000,185.951370,0.398012,0.335002
214825.000000,194.280182,0.398012,0.175066
180122.000000,201.039810,0.295392,0.342464
141755.000000,217.013168,0.295392,0.332186
106138.000000,219.091553,0.109702,0.252821
69831.000000,220.830460,0.109702,0.183844
35507.000000,216.126740,0.123185,0.259410
3234.000000,205.234238,0.123185,-0.001926
2066982.000000,201.761688,0.269927,0.174783
2035056.000000,194.693832,0.269927,0.242028
1999819.000000,200.653839,0.283729,0.247792
1966247.000000,200.555634,0.283729,0.050503
1932245.000000,201.180923,0.248815,0.283884
1899968.000000,197.226868,0.248815,0.328953
1869056.000000,189.536346,0.342272,0.157511
1837550.000000,187.251968,0.342272,0.360587
1808546.000000,178.374985,0.487482,0.417714
1776294.000000,182.800491,0.487482,0.420831
1744550.000000,185.402863,0.453155,0.436940
1709962.000000,195.636230,0.453155,0.483142
1675755.000000,202.459152,0.305215,0.494416
1641811.000000,204.883774,0.305215,0.387168
1606291.000000,211.279999,0.185888,0.324521
1572600.000000,209.170639,0.185888,0.151836
1537737.000000,210.723633,0.172038,0.436471
1504494.000000,206.763397,0.172038,0.028429
1469411.000000,208.556274,0.179805,0.192474
1434850.000000,208.765564,0.179805,0.064062
1402445.000000,201.537628,0.238003,0.170058
1369264.000000,199.365616,0.238003,-0.092282
1339258.000000,188.069366,0.372728,0.226306
1306125.000000,190.311493,0.372728,0.267147
1273779.000000,190.993118,0.409976,0.270584
1238586.000000,199.706406,0.409976,0.462711
1202174.000000,210.432648,0.230793,0.383667
1166068.000000,215.653412,0.230793,0.237167
1129230.000000,221.326477,0.082636,0.299336
1096550.000000,211.493774,0.082636,0.127470
1063026.000000,206.281891,0.186915,0.066455
1031358.000000,197.398178,0.186915,0.087041
998348.000000,195.197021,0.306592,0.111372
965012.000000,196.152878,0.306592,0.198227
931407.000000,197.412292,0.312866,0.352979
895998.000000,204.083023,0.312866,0.354188
864554.000000,196.725372,0.300996,0.309972
832016.000000,194.805603,0.300996,0.239650
802480.000000,184.953995,0.429155,-0.015005
772484.000000,179.098129,0.429155,0.367186
741717.000000,179.219864,0.508365,0.435553
711360.000000,178.202484,0.508365,0.346125
677965.000000,188.010010,0.445989,0.525558
645572.000000,191.544708,0.445989,0.410764
610077.000000,203.050354,0.259979,0.081734
576389.000000,205.788834,0.259979,0.376029
542015.000000,208.226974,0.189354,0.366083
508101.000000,208.446320,0.189354,0.239784
474831.000000,205.298004,0.205919,-0.097706
439174.000000,210.613922,0.205919,0.373378
406195.000000,205.737869,0.226178,0.211164
370446.000000,209.882706,0.226178,0.237635
339065.000000,199.893661,0.272608,0.300630
307471.000000,192.825180,0.272608,0.154179
275780.000000,189.770706,0.405157,0.326444
244741.000000,185.461945,0.405157,0.510163
209697.000000,195.802658,0.355506,0.166512
174708.000000,203.174500,0.355506,0.408464
136433.000000,217.851440,0.126900,0.350306
100444.000000,220.904678,0.126900,0.287470
64944.000000,219.428757,0.052753,-0.071750
30573.000000,214.938599,0.052753,0.038739
2095911.000000,203.084763,0.212603,0.145522
2062259.000000,200.912399,0.212603,0.157773
2030293.000000,194.615967,0.329381,-0.020705
1995216.000000,199.999710,0.329381,0.202192
1961120.000000,201.865356,0.287367,0.177151
1927751.000000,200.128159,0.287367,0.234402
1895130.000000,197.491150,0.311814,0.261098
1864782.000000,188.205124,0.311814,0.303138
1833262.000000,186.197464,0.411200,0.089263
1804097.000000,178.482422,0.411200,0.445812
1772098.000000,182.069061,0.462474,0.447914
1739830.000000,186.668625,0.462474,0.538455
1705729.000000,194.938568,0.335201,0.563840
1670967.000000,203.635864,0.335201,0.319382
1637536.000000,204.335632,0.236538,0.302642
1602007.000000,210.687897,0.236538,0.326827
1568389.000000,208.622192,0.189308,0.247665
1533726.000000,209.585541,0.189308,0.178605
1500017.000000,207.603851,0.227623,0.158383
1465478.000000,207.560608,0.227623,0.195225
1430859.000000,208.193466,0.206850,0.393629
1398933.000000,199.832428,0.206850,0.002884
1365668.000000,198.366653,0.290664,0.203072
1335703.000000,187.651489,0.290664,0.199388
1302674.000000,189.606430,0.368337,0.289624
1269570.000000,193.041443,0.368337,0.383818
1234816.000000,199.907349,0.289385,0.269339
1197789.000000,212.389832,0.289385,0.423918
1162343.000000,214.998199,0.127002,0.264749
1125532.000000,220.406876,0.127002,0.234621
1092837.000000,211.035782,0.159776,0.162225
1059601.000000,205.048233,0.159776,0.123221
1027750.000000,197.307037,0.306857,0.140406
995264.000000,193.632324,0.306857,0.415955
961337.000000,196.964951,0.344110,0.219738
927904.000000,197.783142,0.344110,0.367879
892569.000000,203.975006,0.238486,0.446805
861273.000000,196.282944,0.238486,0.229281
829024.000000,193.486328,0.320731,0.323048
799347.000000,184.622681,0.320731,0.404810
769861.000000,177.443954,0.467765,0.282100
738633.000000,179.450897,0.467765,0.390403
708459.000000,178.000015,0.497555,0.374616
674803.000000,188.570511,0.497555,0.455021
642414.000000,192.135223,0.382943,0.660114
607186.000000,202.465363,0.382943,0.415442
573130.000000,206.515732,0.250071,0.454276
539157.000000,207.508469,0.250071,0.336916
504882.000000,208.959274,0.207941,-0.059478
471805.000000,205.163483,0.207941,0.283016
436002.000000,210.777771,0.182765,0.215573
402811.000000,206.692398,0.182765,0.251672
367599.000000,208.714981,0.160016,0.152152
335871.000000,200.188782,0.160016,0.179134
304736.000000,191.569855,0.317841,0.161672
272645.000000,190.047623,0.317841,0.296989
241757.000000,185.393311,0.422045,0.389028
206625.000000,195.921631,0.422045,0.429451
171477.000000,203.894562,0.282386,0.374209
133406.000000,217.609055,0.282386,0.320397
97169.000000,221.564865,0.101281,0.209759
62368.000000,217.778412,0.101281,0.077283
27808.000000,214.238464,0.126064,0.188302
2093324.000000,202.192474,0.126064,-0.004524
2059675.000000,200.262054,0.272210,0.173271
2027497.000000,195.087341,0.272210,0.315048
1992504.000000,200.015747,0.275275,0.253441
1958059.000000,202.963440,0.275275,0.076307
1925162.000000,199.484573,0.257411,0.181759
1892364.000000,197.520645,0.257411,0.173276
1862415.000000,187.105896,0.376989,0.272028
1830842.000000,185.412781,0.376989,0.656758
1801353.000000,179.117340,0.499170,0.341321
1769540.000000,181.936081,0.499170,0.408813
1736824.000000,187.999329,0.438656,0.553010
1703131.000000,194.558945,0.438656,0.557282
1667822.000000,204.914291,0.276043,0.276800
1634494.000000,205.037476,0.276043,0.296106
1599059.000000,210.692398,0.177450,0.434729
1565438.000000,208.581100,0.177450,0.077449
1531011.000000,208.683441,0.177843,0.141051
1496923.000000,208.167450,0.177843,0.176481
1462697.000000,207.090942,0.194695,0.187251
1427952.000000,208.169281,0.194695,0.351007
1396297.000000,199.060791,0.263863,0.171836
1363193.000000,197.231186,0.263863,0.037536
1332996.000000,187.836319,0.402031,0.316176
1300380.000000,188.502289,0.402031,0.391417
1266841.000000,193.644226,0.391186,0.350684
1232206.000000,200.064133,0.391186,0.731814
1194786.000000,213.632355,0.196818,0.428395
1159468.000000,215.582214,0.196818,0.217175
1122793.000000,220.108856,0.072063,0.143729
1089954.000000,211.298920,0.072063,0.166091
1056900.000000,204.609192,0.197557,-0.002443
1024841.000000,197.721878,0.197557,0.127317
992575.000000,193.214005,0.321652,0.298752
958473.000000,197.071075,0.321652,0.279147
925152.000000,197.562653,0.321293,0.287500
890245.000000,202.385468,0.321293,0.425724
858773.000000,195.865067,0.316162,0.229816
826842.000000,192.192123,0.316162,0.306923
796719.000000,185.267334,0.436170,0.309353
767604.000000,176.964188,0.436170,0.384354
736086.000000,179.955185,0.493844,0.460178
705840.000000,178.751770,0.493844,0.375294
672052.000000,189.406845,0.415806,0.473909
639228.000000,194.206665,0.415806,0.209456
604400.000000,202.520401,0.249943,0.436608
569929.000000,207.654663,0.249943,0.301933
536220.000000,207.382950,0.193596,0.305614
501732.000000,209.419357,0.193596,0.472169
468817.000000,205.035172,0.219566,0.129530
433142.000000,210.018158,0.219566,0.227538
399613.000000,207.263184,0.228963,0.318476
364962.000000,207.242981,0.228963,-0.121356
332958.000000,200.045120,0.282355,0.236810
302305.000000,190.086594,0.282355,0.236915
269783.000000,190.264862,0.392832,0.288356
238768.000000,186.244629,0.392832,0.379988
203444.000000,197.071381,0.337501,0.565112
168024.000000,205.632385,0.337501,0.343123
130229.000000,217.800507,0.112930,0.273480
93721.000000,222.488510,0.112930,0.240962
59436.000000,216.842529,0.078876,0.064503
24675.000000,214.016266,0.078876,0.270918
2090349.000000,201.633209,0.236566,0.187136
2056829.000000,199.382629,0.236566,0.138789
2024472.000000,195.169662,0.344840,0.187187
1989917.000000,198.749863,0.344840,0.356411
1955383.000000,202.354095,0.280712,0.244230
1922872.000000,198.011200,0.280712,0.293143
1889975.000000,196.834549,0.314834,0.342532
1860117.000000,186.659042,0.314834,0.297705
1828736.000000,184.535828,0.414008,0.332184
1799045.000000,179.333755,0.414008,0.223740
1767413.000000,181.634750,0.459502,0.432382
1734253.000000,189.231979,0.459502,0.556895
1700840.000000,194.636322,0.332359,0.403395
1665376.000000,205.279434,0.332359,0.352471
1632136.000000,205.128662,0.241681,0.354524
1596914.000000,210.016663,0.241681,0.443437
1562982.000000,209.114578,0.198650,0.222502
1528823.000000,208.168686,0.198650,0.171296
1494552.000000,208.367493,0.225022,0.418910
1460725.000000,206.048004,0.225022,0.175101
1426062.000000,207.103455,0.207779,0.276733
1394419.000000,198.462799,0.207779,0.152034
1361416.000000,196.511597,0.298232,0.191628
1331054.000000,188.070328,0.298232,0.150544
1298606.000000,188.194656,0.375924,0.268160
1264442.000000,195.463089,0.375924,0.577271
1230067.000000,200.644974,0.284388,0.479374
1192602.000000,214.096542,0.284388,0.453275
1157443.000000,215.453400,0.131796,0.295082
1121009.000000,219.145432,0.131796,0.284948
1088150.000000,210.702408,0.168851,0.410347
1055423.000000,203.233643,0.168851,-0.171565
1023238.000000,197.169220,0.310056,0.128433
991142.000000,192.454086,0.310056,0.191141
956857.000000,197.137726,0.334424,0.135144
923332.000000,198.485565,0.334424,0.425329
888631.000000,202.441681,0.243225,0.366345
857134.000000,196.017059,0.243225,0.199911
825409.000000,191.625122,0.329853,0.454127
795144.000000,185.342514,0.329853,0.299183
766143.000000,176.717148,0.480806,0.416735
734638.000000,179.684921,0.480806,0.480603
704439.000000,178.467941,0.500679,0.464451
670598.000000,189.370712,0.500679,0.498907
637830.000000,194.194672,0.381040,0.532855
603256.000000,201.737473,0.381040,0.363463
568695.000000,207.397476,0.239286,0.344401
535093.000000,206.949829,0.239286,0.294125
500526.000000,209.398849,0.205070,0.416580
467684.000000,204.924988,0.205070,0.348462
432060.000000,209.737030,0.177538,0.199494
398334.000000,207.780075,0.177538,0.222639
363924.000000,206.914230,0.172337,0.305266
331804.000000,200.192596,0.172337,-0.061207
301288.000000,189.798126,0.336816,0.223323
268643.000000,190.378296,0.336816,0.265523
237609.000000,186.445450,0.426407,0.283159
202214.000000,197.429764,0.426407,0.383625
166567.000000,206.601501,0.263651,0.445908
128910.000000,217.993912,0.263651,0.348417
92228.000000,223.108032,0.086804,0.079292
58085.000000,216.867920,0.086804,0.120834
23547.000000,213.267776,0.129656,-0.130603
2089204.000000,201.199448,0.129656,0.235555
2055429.000000,199.759766,0.270358,0.137771
2022756.000000,196.511063,0.270358,0.158516
1988424.000000,198.959061,0.275777,0.311470
1953647.000000,203.127365,0.275777,0.237472
1921226.000000,198.233032,0.273635,0.279961
1888165.000000,197.367508,0.273635,0.298839
1858494.000000,186.413712,0.394318,0.185395
1827162.000000,184.005234,0.394318,0.475401
1797108.000000,180.056213,0.498217,0.453197
1765491.000000,182.071045,0.498217,0.443585
1731992.000000,190.576767,0.423287,0.608640
1698847.000000,194.763580,0.423287,0.457954
1663088.000000,206.024567,0.252323,0.435002
1629546.000000,206.627884,0.252323,0.343800
1594117.000000,211.637451,0.167909,0.350039
1560403.000000,209.492783,0.167909,-0.074418
1526361.000000,207.847733,0.179414,0.035406
1491480.000000,209.882034,0.179414,0.255497
1457705.000000,206.932953,0.200649,0.173494
1422963.000000,207.724823,0.200649,0.171685
1391204.000000,199.192429,0.274438,-0.022026
1358381.000000,196.218567,0.274438,0.200373
1327503.000000,189.496277,0.402625,0.212418
1295488.000000,187.770401,0.402625,0.371028
1260697.000000,196.782349,0.356745,0.203920
1226229.000000,201.911118,0.356745,0.429257
1188589.000000,215.252548,0.164470,0.386292
1153442.000000,216.208954,0.164470,0.221290
1117422.000000,217.965363,0.072327,0.189988
1084059.000000,211.331345,0.072327,0.137097
1051949.000000,201.760452,0.226749,0.082751
1019188.000000,197.877396,0.226749,0.149152
987378.000000,192.108978,0.338452,0.215351
952644.000000,198.059052,0.338452,0.581536
918741.000000,200.482101,0.308196,0.332662
884711.000000,201.658630,0.308196,0.368004
852858.000000,196.542831,0.315178,0.246026
821694.000000,190.109573,0.315178,0.210361
790992.000000,185.554199,0.433500,0.114214
762345.000000,176.064255,0.433500,0.479223
730641.000000,179.666183,0.487532,0.454008
699942.000000,180.159775,0.487532,0.472226
665907.000000,190.912933,0.392471,0.330871
632271.000000,198.021637,0.392471,0.529672
598382.000000,202.203583,0.251475,0.356037
563309.000000,208.836548,0.251475,0.245682
530085.000000,206.625519,0.205488,0.259973
495308.000000,209.440536,0.205488,0.293724
462240.000000,205.777924,0.232230,0.189999
427092.000000,208.483917,0.232230,0.246961
392392.000000,209.881577,0.216569,0.383413
359008.000000,205.182358,0.216569,0.125124
326555.000000,199.833298,0.280306,0.064713
296554.000000,188.184464,0.280306,0.408612
263610.000000,189.863495,0.379344,0.240840
231899.000000,188.533630,0.379344,0.338876
196543.000000,198.687790,0.317111,0.376378
159961.000000,210.435608,0.317111,0.096475
123142.000000,217.876389,0.100404,0.280557
85810.000000,224.589752,0.100404,0.145411
52000.000000,217.053772,0.093685,0.464040
17770.000000,212.073441,0.093685,0.056762
2083187.000000,201.191177,0.256300,0.170830
2049950.000000,197.944138,0.256300,0.119015
2016492.000000,197.783020,0.331331,0.502520
1982547.000000,198.727280,0.331331,0.270227
1947271.000000,204.294495,0.254558,0.241990
1915480.000000,197.370010,0.254558,0.258798
1882629.000000,195.858536,0.308524,0.086137
1852722.000000,186.452271,0.308524,0.244392
1822264.000000,181.282684,0.430514,0.311316
1791343.000000,180.858063,0.430514,0.386976
1759927.000000,182.263107,0.463079,0.359841
1725664.000000,193.056381,0.463079,0.623179
1692836.000000,195.803207,0.333245,0.470151
1657146.000000,206.051132,0.333245,0.301446
1623096.000000,208.302200,0.230010,0.354381
1588176.000000,211.124619,0.230010,0.332940
1553948.000000,210.732605,0.184731,0.453534
1520516.000000,206.790176,0.184731,-0.067994
1485108.000000,210.373795,0.192075,0.224005
1451614.000000,206.533844,0.192075,0.090901
1417186.000000,206.119614,0.198742,0.273883
1385098.000000,199.248901,0.198742,0.215559
1353031.000000,193.842468,0.305383,0.411153
1321162.000000,191.060547,0.305383,0.271271
1289810.000000,187.166870,0.394163,0.296413
1254583.000000,197.417999,0.394163,-0.012478
1219979.000000,202.932861,0.280434,0.315535
1182421.000000,215.381241,0.280434,0.463059
1146776.000000,218.077698,0.132055,0.276105
1111952.000000,215.481201,0.132055,0.143085
1078165.000000,210.705399,0.169672,0.149109
1046563.000000,199.854050,0.169672,0.082649
1013354.000000,197.845978,0.303519,0.172977
981567.000000,192.387512,0.303519,0.229876
946713.000000,198.330658,0.301300,0.319587
912091.000000,202.957352,0.301300,0.298343
879121.000000,200.107620,0.251630,0.291580
846741.000000,197.001358,0.251630,0.272745
816546.000000,187.470291,0.362713,0.412610
785296.000000,185.098724,0.362713,0.350219
756488.000000,176.794846,0.516179,0.446675
725008.000000,179.379089,0.516179,0.515033
693670.000000,182.130447,0.490019,0.373977
660165.000000,190.420441,0.490019,0.374332
625501.000000,200.851364,0.332191,0.424719
592308.000000,202.262650,0.332191,0.442368
556811.000000,209.852020,0.199372,0.280895
523748.000000,206.945602,0.199372,0.383807
489037.000000,209.090500,0.184501,0.031791
455224.000000,208.013214,0.184501,0.165223
420977.000000,207.101212,0.183568,0.195330
385183.000000,211.996368,0.183568,0.163363
353008.000000,203.044266,0.213605,0.146925
320133.000000,199.335815,0.213605,0.247719
290199.000000,188.033188,0.386779,0.212197
257583.000000,188.438858,0.386779,0.252034
224672.000000,191.432022,0.408686,0.470823
189688.000000,199.580444,0.408686,0.544147
152076.000000,214.051056,0.199627,0.505799
116124.000000,217.697815,0.199627,0.230864
78654.000000,224.152847,0.040835,0.207684
45093.000000,216.134109,0.040835,0.189378
11593.000000,208.966248,0.152399,-0.015581
2076419.000000,201.005249,0.152399,0.090077
2043574.000000,196.682175,0.288861,0.145666
2009050.000000,200.218628,0.288861,0.233904
1975542.000000,199.464386,0.288577,0.222395
1940369.000000,204.152496,0.288577,0.364376
