omega_pll_rad_s,dbg_iq_a,dbg_iq_cmd_a,iq_sweep_active
650.015259,651.845093,0.097313,0.131579
650.015259,650.832703,0.097313,0.082652
650.015259,650.614258,0.034853,0.010138
650.015259,650.243530,0.034853,0.066097
650.015259,650.762573,0.269792,0.276302
650.015259,649.618591,0.269792,0.386473
650.015259,650.031128,0.299594,0.301699
650.015259,652.034912,0.299594,0.148801
650.015259,652.061157,-0.112536,-0.301951
650.015259,650.741089,-0.112536,-0.313155
650.015259,648.803711,0.155991,0.025192
650.015259,648.640015,0.155991,0.317933
650.015259,647.785034,0.365294,0.123461
650.015259,647.251770,0.365294,0.149733
650.015259,647.196533,0.460393,0.335223
650.015259,647.602112,0.460393,0.447531
650.015259,649.070862,0.536383,0.709727
650.015259,651.930969,0.536383,0.563172
650.015259,651.102966,0.023572,0.261982
650.015259,651.592346,0.023572,-0.082893
650.015259,651.462769,0.039271,-0.164627
650.015259,651.549622,0.039271,-0.371286
650.015259,650.688354,0.179200,0.460318
650.015259,649.459717,0.179200,0.127728
650.015259,649.260620,0.225390,0.072693
650.015259,648.789368,0.225390,0.254306
650.015259,650.430908,0.273485,0.282263
650.015259,652.369995,0.273485,0.412745
650.015259,650.940247,0.084249,0.257322
650.015259,649.690186,0.084249,0.178771
650.015259,648.491333,0.292116,0.485900
650.015259,648.047485,0.292116,0.017359
650.015259,647.763184,0.432276,0.388223
650.015259,647.599304,0.432276,0.476951
650.015259,648.463318,0.524048,0.666901
650.015259,648.444275,0.524048,0.197768
650.015259,650.486450,0.333190,0.358268
650.015259,651.353882,0.333190,0.374833
650.015259,651.685181,0.110364,0.195076
650.015259,652.373657,0.110364,0.259692
650.015259,651.373108,0.082987,0.152986
650.015259,650.700867,0.082987,0.161658
650.015259,650.007813,0.149484,-0.062067
650.015259,650.276367,0.149484,-0.039110
650.015259,650.310669,0.198530,-0.107542
650.015259,650.468872,0.198530,0.342995
650.015259,653.032837,0.172911,0.096271
650.015259,651.670166,0.172911,0.066560
650.015259,650.520508,0.040139,0.137435
650.015259,649.025024,0.040139,0.030837
650.015259,648.768005,0.455424,0.337430
650.015259,647.869507,0.455424,0.483992
650.015259,648.174683,0.478951,0.466971
650.015259,647.603149,0.478951,0.406706
650.015259,648.297546,0.369835,0.242703
650.015259,649.992004,0.369835,0.118701
650.015259,651.942322,0.186709,0.399873
650.015259,652.446228,0.186709,0.175222
650.015259,652.089355,0.049163,-0.032602
650.015259,651.017456,0.049163,0.000651
650.015259,650.945496,0.003925,-0.101064
650.015259,650.416382,0.003925,0.065101
650.015259,650.598511,0.237771,0.246217
650.015259,649.794922,0.237771,0.319629
650.015259,649.411133,0.266216,0.301142
650.015259,651.165588,0.266216,0.124299
650.015259,651.361877,-0.060861,-0.155274
650.015259,650.614136,-0.060861,-0.141142
650.015259,649.134338,0.172281,0.092071
650.015259,648.953857,0.172281,0.216437
650.015259,648.047119,0.330786,0.183651
650.015259,646.372986,0.330786,0.361997
650.015259,646.621948,0.520170,0.419506
650.015259,646.888733,0.520170,0.480491
650.015259,648.809998,0.638284,0.634760
650.015259,651.943848,0.638284,0.629579
650.015259,650.772461,0.025865,0.243566
650.015259,651.133545,0.025865,-0.352589
650.015259,651.573608,0.080236,0.015544
650.015259,651.096680,0.080236,0.117698
650.015259,650.248779,0.223865,0.468824
650.015259,649.444946,0.223865,0.239266
650.015259,649.662292,0.235369,0.144322
650.015259,649.520874,0.235369,0.202912
650.015259,651.088684,0.219466,0.340595
650.015259,653.473511,0.219466,0.353283
650.015259,650.911438,0.035933,0.229387
650.015259,649.524780,0.035933,0.240261
650.015259,648.143799,0.268661,0.097095
650.015259,647.435120,0.268661,-0.028457
650.015259,647.436340,0.480358,0.363084
650.015259,647.908325,0.480358,0.714603
650.015259,648.530273,0.527787,0.624138
650.015259,648.271057,0.527787,0.604937
650.015259,650.577637,0.354325,0.423585
650.015259,651.353088,0.354325,0.353670
650.015259,651.793152,0.108358,0.240076
650.015259,651.872498,0.108358,0.243779
650.015259,651.731079,0.115775,0.205639
650.015259,651.001282,0.115775,0.017962
650.015259,650.015747,0.132199,-0.050629
650.015259,650.449402,0.132199,-0.240765
650.015259,650.021667,0.189378,0.125071
650.015259,650.665527,0.189378,0.342926
650.015259,652.589844,0.134293,0.143116
650.015259,651.797485,0.134293,0.021773
650.015259,650.580200,0.017635,0.084633
650.015259,649.124390,0.017635,0.260769
650.015259,649.442200,0.429180,0.317016
650.015259,648.442383,0.429180,0.413713
650.015259,647.903687,0.425490,0.386269
650.015259,647.170166,0.425490,0.379271
650.015259,647.844360,0.420065,0.434001
650.015259,649.943481,0.420065,0.331661
650.015259,652.039612,0.193065,0.477032
650.015259,651.880310,0.193065,0.175353
650.015259,651.440979,0.122120,-0.013946
650.015259,650.541687,0.122120,0.120894
650.015259,650.057007,0.063959,0.099275
650.015259,649.832947,0.063959,0.133567
650.015259,650.825562,0.291795,0.309107
650.015259,650.025269,0.291795,0.281854
650.015259,650.455811,0.213114,0.232116
650.015259,652.013794,0.213114,0.140343
650.015259,651.303528,-0.105496,-0.047143
650.015259,650.601074,-0.105496,-0.218948
650.015259,648.771912,0.177121,0.072441
650.015259,648.183350,0.177121,0.176378
650.015259,647.327698,0.411804,0.204926
650.015259,647.149475,0.411804,0.290897
650.015259,647.382263,0.445514,0.474315
650.015259,647.365662,0.445514,0.448228
650.015259,649.308533,0.553820,0.662981
650.015259,651.820129,0.553820,0.551019
650.015259,651.134094,0.015338,0.188873
650.015259,651.526123,0.015338,-0.052759
650.015259,651.350098,0.082069,-0.040972
650.015259,651.261658,0.082069,0.150429
650.015259,650.832458,0.193049,0.403216
650.015259,649.725647,0.193049,0.208884
650.015259,649.465759,0.215722,0.159078
650.015259,649.157837,0.215722,0.263518
650.015259,650.800049,0.243977,0.260481
650.015259,653.059753,0.243977,0.413522
650.015259,651.321594,0.066488,0.225737
650.015259,649.644775,0.066488,0.161698
650.015259,648.374023,0.278582,0.061167
650.015259,648.012024,0.278582,0.018248
650.015259,647.946533,0.392919,0.215761
650.015259,647.567139,0.392919,0.505502
650.015259,648.497131,0.527240,0.588725
650.015259,648.704834,0.527240,0.141090
650.015259,650.646545,0.308690,0.495029
650.015259,651.523499,0.308690,0.370648
650.015259,652.017517,0.078372,0.257709
650.015259,652.376648,0.078372,0.208872
650.015259,651.933594,0.054057,0.219309
650.015259,651.013855,0.054057,-0.053892
650.015259,650.125244,0.094104,-0.092704
650.015259,650.516296,0.094104,-0.115311
650.015259,650.218018,0.175576,0.173515
650.015259,651.522034,0.175576,0.311799
650.015259,652.572510,0.029336,0.271964
650.015259,651.668396,0.029336,-0.143010
650.015259,650.096985,0.050866,0.151045
650.015259,648.786072,0.050866,0.066057
650.015259,648.974243,0.453094,0.338430
650.015259,647.695435,0.453094,0.479761
650.015259,647.288269,0.502412,0.756284
650.015259,646.945435,0.502412,0.469334
650.015259,647.062439,0.496650,0.228034
650.015259,649.805664,0.496650,0.483279
650.015259,652.325989,0.189597,0.507106
650.015259,652.136536,0.189597,0.321810
650.015259,651.920837,0.070079,-0.041516
650.015259,650.940857,0.070079,0.096812
650.015259,650.779724,0.035701,0.198368
650.015259,650.580627,0.035701,0.096977
650.015259,650.790833,0.244259,0.257415
650.015259,650.050171,0.244259,0.299606
650.015259,649.761963,0.284336,0.214413
650.015259,651.943665,0.284336,0.146878
650.015259,652.031738,-0.107925,0.138223
650.015259,650.959534,-0.107925,-0.262958
650.015259,649.182495,0.135482,0.004166
650.015259,648.683716,0.135482,0.219444
650.015259,647.652832,0.358159,0.153745
650.015259,646.838501,0.358159,0.381705
650.015259,647.160095,0.478646,0.386233
650.015259,647.307800,0.478646,0.449987
650.015259,649.171387,0.563462,0.620022
650.015259,651.294800,0.563462,0.557096
650.015259,650.666382,0.091167,0.393414
650.015259,651.427612,0.091167,0.006696
650.015259,651.329346,0.049887,-0.045366
650.015259,651.532776,0.049887,0.074216
650.015259,650.676331,0.170308,0.306590
650.015259,649.336853,0.170308,0.146160
650.015259,649.577271,0.217599,0.174288
650.015259,648.912537,0.217599,0.234490
650.015259,650.237427,0.299303,0.298485
650.015259,652.002930,0.299303,0.280778
650.015259,651.287781,0.091028,0.324076
650.015259,650.043945,0.091028,0.323884
650.015259,648.658386,0.275720,0.371103
650.015259,648.653137,0.275720,-0.051758
650.015259,648.126343,0.367524,0.334851
650.015259,647.795715,0.367524,0.176787
650.015259,648.665710,0.514858,0.552710
650.015259,648.789001,0.514858,0.372058
650.015259,650.511963,0.282429,0.353062
650.015259,651.359924,0.282429,0.277878
650.015259,651.490845,0.102247,0.055509
650.015259,652.061096,0.102247,0.197604
650.015259,651.098511,0.098957,0.219681
650.015259,650.252441,0.098957,0.134745
650.015259,649.549072,0.177664,-0.022598
650.015259,650.138794,0.177664,0.129766
650.015259,649.449402,0.208274,0.173370
650.015259,650.858948,0.208274,0.372932
650.015259,652.317505,0.115000,-0.019334
650.015259,651.736694,0.115000,0.233389
650.015259,650.134583,0.034869,0.111558
650.015259,648.733887,0.034869,0.103709
650.015259,649.102417,0.457098,0.305708
650.015259,647.905151,0.457098,0.342980
650.015259,647.768188,0.467687,0.694956
650.015259,647.373596,0.467687,0.360313
650.015259,647.704712,0.446570,0.249811
650.015259,650.183044,0.446570,0.298759
650.015259,652.370605,0.160175,0.446962
650.015259,651.985901,0.160175,0.000705
650.015259,651.431213,0.086150,0.034774
650.015259,650.450012,0.086150,0.079649
650.015259,650.670959,0.060515,-0.019703
650.015259,650.178467,0.060515,0.090530
650.015259,650.689209,0.289452,0.310991
650.015259,649.855896,0.289452,0.433285
650.015259,649.782166,0.258843,0.329337
650.015259,651.426025,0.258843,0.250264
650.015259,651.844299,-0.075428,-0.167611
650.015259,650.684998,-0.075428,-0.217587
650.015259,648.834473,0.166176,0.197841
650.015259,648.277405,0.166176,0.134106
650.015259,647.369995,0.393792,0.265657
650.015259,647.083618,0.393792,0.330128
650.015259,647.486389,0.443542,0.420860
650.015259,647.769592,0.443542,0.449189
650.015259,649.102783,0.531536,0.571687
650.015259,651.537170,0.531536,0.498530
650.015259,650.814392,0.063344,0.123599
650.015259,651.410645,0.063344,-0.159081
650.015259,651.577271,0.054052,-0.105616
650.015259,651.342651,0.054052,-0.006080
650.015259,650.504578,0.208410,0.254637
650.015259,649.396240,0.208410,0.240253
650.015259,649.457947,0.228526,0.158667
650.015259,649.359924,0.228526,0.347895
650.015259,650.856934,0.234781,0.298476
650.015259,653.160034,0.234781,0.257716
650.015259,650.760437,0.111479,0.271117
