dbg_id_a,dbg_iq_a,omega_diff_rad_s,omega_pll_rad_s
0.025705,0.175046,184.915070,208.379852
0.097967,0.140599,201.933395,200.146393
-0.198492,0.125629,171.314484,190.642151
0.157101,0.336321,202.833420,190.218567
0.066303,0.312373,196.840775,185.802887
-0.047332,0.476655,209.664108,196.503632
0.227573,0.405089,227.640869,204.731644
0.019404,0.386049,210.922363,217.439880
-0.051297,0.264530,233.871948,222.185745
-0.026827,0.015761,196.181839,217.169052
-0.079278,-0.221854,202.233795,213.996399
-0.328308,0.069544,190.553665,201.728577
0.368591,0.043970,195.159912,199.956955
0.116050,0.226705,215.177536,195.568909
-0.083524,0.332395,192.947388,199.644287
0.273309,0.454284,215.053558,203.247406
0.061720,0.216459,186.357498,198.986694
0.079559,0.202749,196.485519,197.284393
0.108770,0.176319,179.281235,186.911621
0.051995,0.401130,172.214508,184.866684
-0.282444,0.196613,194.921494,179.387314
-0.154677,0.413504,179.224014,181.604523
0.049405,0.576087,217.695236,189.213348
-0.145408,0.637016,189.895630,194.748032
0.149603,0.336861,212.841034,205.300644
-0.164304,0.247187,210.084915,205.414413
-0.240741,0.332891,201.272964,210.545212
0.119214,0.073977,208.826065,208.585129
-0.023497,-0.078896,191.268921,208.114197
-0.086053,0.302760,220.022202,208.536163
0.155439,0.161803,197.200775,206.463440
0.037448,0.312516,202.827454,208.081268
-0.090645,0.274523,196.304321,199.674866
0.232166,0.243652,185.575485,197.153198
0.172852,0.239945,201.935776,188.442368
-0.040186,0.344604,177.364349,188.319275
0.081246,0.337292,221.705444,194.876175
-0.014854,0.181707,204.811096,200.105225
-0.073081,0.424893,226.082809,213.853134
-0.000251,0.202442,214.095123,215.230316
-0.070805,0.367037,196.003922,219.162445
-0.103373,0.136674,209.126480,210.956726
0.028228,0.013088,182.042130,203.114761
0.483156,0.204508,203.132629,197.288071
-0.049385,0.256224,184.979446,192.698471
-0.019163,0.250763,207.386017,197.626038
-0.028241,0.331495,217.151642,199.050446
0.001999,0.414334,190.010071,202.843109
0.245735,0.170301,197.381973,196.498352
0.227445,0.172015,170.474060,191.782379
-0.055985,0.428613,194.921494,185.541367
0.127468,0.219018,170.054443,176.501007
0.085135,0.402703,185.875900,179.562225
-0.068807,0.370042,192.165375,178.913986
0.272019,0.279280,195.760727,189.575745
0.016069,0.396102,218.052872,194.863907
-0.076725,0.422345,190.310486,201.887131
0.115560,0.301995,214.159500,207.780533
0.037888,0.358626,193.185806,206.530396
-0.105205,0.390565,211.281784,209.287369
-0.054380,-0.133025,203.971863,205.010315
-0.137597,0.210515,195.403107,209.745483
-0.282443,0.354663,223.684311,208.338623
0.066861,0.096983,183.060181,206.890152
0.000320,-0.153483,203.553436,200.420685
-0.099848,0.260386,172.752151,189.579132
0.110080,0.236584,193.425415,190.369095
-0.023658,0.421774,203.372238,186.660446
-0.009745,0.366703,207.986832,196.892960
0.095721,0.213011,228.239899,206.619476
-0.072325,0.321744,208.585266,218.082489
-0.094027,0.143264,230.277191,223.465698
-0.125829,0.119072,198.279022,216.427689
0.089496,0.310717,196.241745,213.076340
-0.333358,0.046265,200.252533,201.340164
0.073147,0.134932,192.527771,199.110931
0.041111,0.304201,214.757919,196.032013
-0.005645,0.414300,194.854736,199.065201
-0.020538,0.206149,211.400986,203.589081
-0.036794,0.215420,189.113617,198.130417
-0.001456,0.207164,192.651749,197.200302
0.145563,0.090428,189.237595,186.916489
0.056606,0.273069,166.702271,183.595963
-0.055772,0.385014,196.361542,180.340988
0.123836,0.376589,186.347961,181.897873
0.253860,0.373067,219.192505,190.787231
0.037355,0.246750,192.108154,194.449478
0.199299,0.452287,207.147598,205.466095
0.103113,0.404905,214.576721,205.829086
-0.224626,0.383872,209.360123,210.377289
0.093207,0.204881,209.960938,208.498566
0.089938,0.549568,192.346573,207.208923
-0.153415,0.176068,218.944550,209.388840
-0.040642,0.141312,201.520920,206.758026
0.040825,0.239557,197.734833,207.347153
-0.045689,0.202068,200.624466,199.240082
0.146323,0.184645,180.540085,195.836899
0.045604,0.220418,205.230713,188.766586
0.263706,0.166108,179.224014,187.515823
0.086321,0.330217,214.037903,196.025635
-0.100357,0.161465,212.178238,200.889359
0.017325,0.453056,222.187042,214.718216
0.056471,0.259773,221.109390,215.701935
0.043636,0.213384,191.807755,217.873795
-0.078621,0.134243,211.701401,210.814194
0.073598,0.067728,183.000565,201.976196
0.155521,0.129600,202.054977,197.722855
0.015848,0.217223,185.875900,192.255539
-0.044564,0.476921,209.007263,198.185760
0.154314,0.573215,219.492920,199.693573
0.009649,0.368461,186.476715,201.453598
0.386331,0.125090,197.377213,195.469238
0.051011,0.320813,168.914795,189.698044
-0.037309,0.348650,193.429001,185.221176
0.204898,0.279971,174.312592,176.052307
0.369108,0.595471,185.871124,179.870407
-0.027769,0.542975,191.030502,179.179916
0.134337,0.477675,197.739609,189.742706
0.008268,0.466987,225.842010,195.972519
-0.085413,0.463381,190.548904,201.478470
0.448254,0.283090,211.582184,207.919220
-0.152763,0.514307,197.200775,206.280914
-0.045115,0.173881,207.805634,209.065659
0.175431,0.265007,209.424500,205.211594
-0.116117,0.187735,192.048553,209.170502
-0.133396,0.193358,227.520477,209.161743
-0.046343,0.139546,182.878983,205.955856
0.016798,0.224459,200.136902,200.086975
-0.114784,0.238434,175.149445,188.668076
0.166677,0.299469,192.406189,190.005142
-0.079867,0.558971,207.806824,186.936096
-0.011579,0.483219,202.893021,197.177994
0.172256,0.476652,234.591370,207.550568
-0.012647,0.323601,205.588943,217.297043
-0.107703,0.208763,228.539108,223.520218
-0.156758,0.128101,203.971573,216.210266
0.016775,0.051214,195.043243,212.500137
-0.209733,0.102705,199.775696,201.078674
0.117422,0.080883,190.553665,198.847275
0.076995,0.211508,216.426849,197.155334
0.036495,0.505507,195.035934,198.925125
0.022064,0.248585,212.125778,203.923676
0.022977,0.275594,189.228058,197.926865
-0.027473,0.259490,189.590454,196.712204
-0.020548,0.281575,191.268921,186.435120
0.099608,0.547898,165.987015,182.742935
-0.006992,0.441066,196.065903,180.384384
0.305324,0.403334,185.995102,181.955200
0.061486,0.643769,212.173462,191.805740
0.029853,0.249716,196.542740,195.098206
-0.162641,0.025584,202.827454,206.165970
0.033370,0.331017,216.550827,206.973999
-0.056846,0.254673,210.380554,211.422882
0.064571,0.076383,210.437775,209.244293
0.121174,0.350870,189.228058,206.797165
-0.100399,0.215389,218.954086,210.044434
0.147805,0.159970,203.552246,206.726120
0.006767,0.306366,193.004608,206.717392
-0.042527,0.429030,201.988220,199.177597
0.080542,0.151257,177.192688,194.848099
-0.020710,0.223411,213.379868,189.886276
0.049682,0.311843,182.881363,187.220795
0.067323,0.232113,211.701401,197.432587
-0.022507,0.400650,217.514038,202.549850
-0.017200,0.430789,217.270859,215.470734
0.062225,0.147042,221.529007,216.388474
0.077342,0.103916,189.590454,216.825958
-0.071590,0.120663,206.966400,210.854965
0.036044,0.087957,181.679733,200.973846
0.076477,0.201544,200.200089,197.387024
0.138417,0.083543,190.129288,191.596100
-0.171534,0.349174,198.221207,197.910248
-0.151129,0.166805,224.041946,201.301514
-0.082452,0.290733,183.715820,200.970657
0.169566,0.174073,199.117661,196.451187
-0.005356,0.444732,166.997910,189.128433
0.003297,0.306949,188.150406,185.454269
0.167235,0.266648,180.420883,176.241287
0.301714,0.513435,179.762848,179.799515
-0.068484,0.531216,197.081573,180.450027
0.218260,0.284816,191.209320,190.336594
-0.004356,0.424700,221.946243,198.546539
0.271488,0.650330,193.066605,201.665375
0.009911,0.280429,208.706863,208.729187
0.056474,0.273096,199.716095,207.169220
-0.035122,0.112439,202.054977,209.678162
0.063098,0.171046,213.737488,206.242752
0.096306,0.227410,190.010071,208.064835
-0.068105,0.200542,223.386292,210.074280
-0.147717,0.227498,182.402145,204.087311
0.022766,0.169845,196.121933,199.711884
-0.103037,0.199310,182.939774,187.892563
0.191061,0.223561,184.197433,189.485245
-0.080252,0.524668,213.499069,188.873383
0.041647,0.429492,202.473404,198.130035
-0.182720,0.118533,233.272919,210.697739
-0.017556,0.315287,206.727982,217.512985
-0.287071,0.269831,220.569977,224.247528
-0.167068,0.163170,207.327011,216.043884
0.084952,0.120017,189.470581,210.948715
-0.043974,0.117808,201.578140,200.822830
-0.087296,0.160055,185.279846,197.693314
0.081854,0.247769,216.789246,198.429794
0.003817,0.494236,198.040009,198.703323
-0.340890,0.186595,206.794739,204.685394
0.119132,0.281190,192.766190,197.610260
-0.022711,0.216613,183.839798,195.479263
-0.034742,0.256738,194.807053,186.821289
0.158400,0.478408,164.546967,180.994888
-0.075401,0.315971,194.082260,180.983261
0.160313,0.342897,189.533234,182.229736
0.163669,0.352472,205.764771,193.145889
0.037883,0.516770,204.153061,195.504959
-0.146020,0.288501,196.838379,205.707581
0.022323,0.346221,218.105316,207.927734
0.198417,0.059580,197.563171,210.453613
-0.188506,0.241601,213.737488,209.872665
0.049712,0.219528,192.642212,205.789063
0.074653,0.279296,208.282471,209.989960
-0.162301,0.169824,208.349228,206.689392
0.138416,0.101028,193.548203,205.823700
-0.048656,0.224127,201.454163,199.308670
-0.051829,0.085542,172.033310,193.187119
-0.092687,0.297560,208.401688,190.558136
-0.010251,0.378383,189.290054,187.046448
-0.125686,0.327340,208.826065,198.372055
-0.059570,0.369026,217.576035,203.759598
-0.070061,0.417747,210.924149,215.895523
-0.112083,0.323883,231.175430,218.593872
0.038158,0.172759,188.751221,215.231674
-0.115207,0.071563,204.272278,210.675903
-0.116272,0.082529,186.710358,199.506027
0.115650,0.163217,200.014114,198.055389
-0.173656,0.365312,201.272964,192.540161
-0.172161,0.179775,191.988953,197.817825
-0.027986,0.279205,214.519501,202.781509
-0.117213,0.305082,185.217865,199.609772
-0.024721,0.234293,201.635361,196.861176
0.077620,0.308189,170.536041,187.205811
0.047768,0.260277,185.337067,185.266098
-0.132970,0.026701,189.709671,176.691376
-0.055746,0.454940,179.286011,179.966766
0.365159,0.361870,203.375824,182.472000
-0.207021,0.625181,185.635101,190.756622
-0.046697,0.507218,221.169006,201.189285
0.270160,0.561733,203.793060,202.412811
0.136668,0.222287,213.737488,209.797836
0.221828,0.108548,203.611862,207.096329
-0.087744,-0.095296,197.021973,209.149475
-0.100950,0.201179,221.347809,208.402100
0.126342,0.232515,191.028122,207.062057
-0.087500,0.235781,220.088959,212.013245
-0.123832,0.021864,186.054718,202.880539
0.078779,0.315146,188.751221,199.200714
-0.242968,0.116508,196.301941,188.290192
-0.172943,0.295894,181.082489,188.826828
0.142932,0.361824,216.794022,192.247498
0.016937,0.495916,204.150681,199.707001
-0.151069,0.413668,234.830978,214.598038
-0.333474,0.205127,210.443146,217.636841
-0.039442,0.134644,206.488083,223.881348
-0.080248,0.195999,212.300720,216.250107
0.046017,0.108437,186.055084,208.644836
-0.073491,0.122185,210.685730,201.951370
-0.146238,0.182074,191.326141,196.555161
0.190617,0.137284,215.120316,200.828476
-0.026206,0.352875,207.624435,199.837936
-0.050273,0.292523,193.185806,204.124161
0.077888,0.215716,198.812485,197.803101
0.085418,0.212847,173.950195,193.354065
-0.124176,0.266578,196.418762,187.876038
0.049131,0.320100,174.369812,179.390762
0.040726,0.484312,195.035934,182.759781
-0.035618,0.352050,194.511414,183.947449
0.088991,0.456034,201.215744,195.253784
-0.011372,0.332501,217.933655,199.167603
-0.124857,0.346796,195.045471,205.318893
0.120720,0.260840,215.415955,210.734833
-0.045303,0.320664,200.138092,210.198242
-0.072559,0.186414,210.084915,211.565079
0.118998,0.332753,205.526352,206.063995
-0.082065,0.251577,196.657181,209.644119
-0.108922,0.292008,220.689774,208.334259
0.221248,-0.205848,188.579559,203.412369
-0.001913,0.246955,202.836990,199.800720
0.109469,0.291804,175.933838,189.863205
0.207625,0.166021,195.999146,192.070450
-0.066020,0.312433,208.106049,189.217453
-0.078809,0.515895,203.433044,199.756668
0.141274,0.480395,230.755814,208.106857
-0.170302,0.324905,207.443237,216.219833
-0.051287,0.331650,225.906372,221.609955
-0.106076,0.190223,197.257996,212.892334
-0.034633,0.041290,200.495728,209.109787
-0.051571,0.114686,193.724640,197.902649
0.007650,0.187392,198.578842,197.070969
-0.122217,0.450786,213.737488,195.027588
0.004842,0.260895,193.185806,196.731293
-0.159747,0.267607,206.246384,204.880615
0.010098,0.319173,189.890869,197.835693
-0.008255,0.269331,191.750534,196.498291
0.033035,0.527910,185.637482,185.279816
-0.041944,0.199672,165.205002,181.578140
-0.078976,0.414989,200.495728,179.859909
0.410939,0.387242,178.503998,179.412582
0.065537,0.535820,210.561752,187.501297
-0.150198,0.480039,196.182739,190.914230
0.076569,0.411538,201.513779,203.634293
0.116695,0.548060,215.895187,204.867355
-0.056045,0.327941,198.938858,209.288132
-0.127893,0.587150,210.504532,208.266449
0.012340,0.288837,191.326141,206.602310
0.084898,0.267453,218.293671,211.176743
-0.123569,0.126620,205.171112,206.024826
0.039963,0.091688,195.462708,211.893951
-0.010740,0.306778,196.001541,200.738373
-0.070349,0.094484,174.670227,195.256989
-0.117099,0.271550,205.469131,189.757751
-0.047519,0.256577,185.155869,186.030731
0.227332,0.164496,209.004883,195.041870
-0.054086,0.145867,223.746307,202.015930
0.244436,0.503900,223.206284,217.744583
-0.109708,0.284999,233.033310,220.309113
-0.063437,0.132652,191.507935,220.644028
0.039708,0.141577,208.944977,215.703751
-0.354217,-0.067664,186.953918,204.422562
0.165504,0.116582,202.713013,201.417099
0.065874,0.250564,200.490952,195.058319
-0.133163,0.447675,203.962326,201.537628
0.142886,0.280451,214.271545,202.207001
0.101931,0.288991,187.139511,201.421082
-0.167504,0.297384,203.018188,197.921432
0.077301,0.249227,175.991058,189.321625
0.038000,0.369255,185.337067,187.233963
0.105186,0.383062,190.010071,178.750412
0.012099,0.493776,184.497833,182.756958
-0.068699,0.525692,205.888748,186.488342
-0.044357,0.515316,190.248489,195.284866
0.122848,0.570966,222.311020,203.396179
-0.209572,0.213231,201.282501,204.782516
-0.151705,0.316124,205.888748,211.199890
0.070807,0.175517,204.744339,208.788315
0.030804,0.018491,196.123123,209.977386
-0.440617,-0.021086,220.384598,207.634109
-0.163677,0.179621,193.367004,208.402710
0.119994,0.200344,210.800171,209.236343
-0.103996,0.117090,190.610886,201.298645
0.091097,0.186066,193.481445,199.278259
0.116657,0.219885,193.014145,188.512756
-0.259632,0.350231,180.120468,190.742493
0.216249,0.062452,223.202713,194.070328
0.105776,0.638243,203.013428,200.701843
-0.171384,0.381062,233.573914,213.115082
0.070483,0.206080,206.131943,215.727707
0.046178,0.228919,206.251144,220.881500
-0.152259,0.357548,207.448013,211.575531
0.017070,-0.062480,184.497833,205.393539
0.078866,0.096280,203.609467,198.029083
-0.056912,0.199199,185.093887,194.021072
0.042065,0.202854,211.219788,197.220123
0.053330,0.318921,210.204132,198.156143
-0.134605,0.388972,194.501877,203.722992
0.106475,0.218443,194.745071,196.723709
0.111272,0.328612,176.286697,193.579163
-0.065964,0.354537,197.024353,185.880615
0.025943,0.210196,166.401871,177.845139
0.105982,0.436042,188.932419,180.232208
-0.063137,0.378798,187.554367,179.145996
0.171615,0.465584,198.521622,190.045029
0.028050,0.499305,214.936737,194.454239
-0.091546,0.401294,190.248489,202.944473
0.079066,0.351848,216.794022,207.687637
0.068178,0.298760,194.623474,207.342865
-0.139722,0.465504,213.260651,209.394882
0.130609,0.230146,202.355392,205.576553
0.071554,0.212653,200.076111,210.894302
0.111813,0.165869,220.749390,208.184631
-0.009302,0.202229,183.837418,208.439850
0.118717,0.424846,205.829147,201.063095
-0.143177,0.215921,172.992950,190.941376
0.113417,0.226614,197.080383,190.952499
0.043567,0.344193,202.233795,186.753021
-0.058252,0.419557,204.809906,197.339081
0.178803,0.276508,230.276596,205.901535
0.003534,0.389016,211.461792,217.852783
-0.380362,0.333506,228.898529,222.893921
-0.165964,0.288344,197.380188,217.293228
0.075181,0.231089,199.058060,213.794403
-0.130859,0.154463,194.807053,201.689056
0.069565,0.136813,193.128586,199.866150
0.162762,0.167466,216.436386,196.396301
-0.053519,0.192745,195.226669,199.350830
-0.006886,0.313135,213.737488,203.671387
0.045079,0.238793,188.455582,198.752686
-0.192223,0.341076,193.967819,197.483414
0.125414,0.186910,183.954239,187.037628
0.071199,0.298595,173.473358,184.564835
-0.015641,0.388303,197.019577,180.606491
0.460143,0.396376,184.497833,182.422012
0.112641,0.499021,219.612122,191.138550
0.003940,0.444747,193.128586,195.381638
0.141868,0.449323,207.748413,206.329742
-0.142598,0.311136,214.519501,206.618622
-0.152217,0.344232,209.541321,211.790787
0.020696,0.233994,210.266113,209.325104
-0.061399,0.010125,190.668106,207.666031
-0.032077,0.313113,218.353271,209.767548
0.067583,0.137803,203.256607,206.950699
0.007411,0.229227,198.040009,207.447540
-0.053549,0.155690,200.853348,199.455948
-0.027309,-0.014911,182.399750,196.433136
0.032208,0.213147,207.390793,189.949585
-0.020427,0.299360,182.518967,188.279190
-0.023794,0.404185,212.955475,197.614075
-0.017868,0.405685,218.954086,202.911255
-0.071894,0.364176,219.969757,215.939850
-0.140796,0.272772,220.746994,217.179276
0.119860,0.049131,190.849304,217.978394
-0.106837,0.066319,206.847198,211.510071
-0.006357,0.064457,183.238983,201.897995
0.055205,0.151957,203.733444,198.192719
-0.086014,0.257876,190.668106,192.277542
-0.084230,0.504594,199.899673,198.236450
0.085545,0.438672,225.481995,201.332611
-0.038267,0.297605,185.036667,201.353851
0.020440,0.217582,200.195313,196.743500
0.057203,0.236182,169.396408,189.573135
0.027156,0.363614,190.072067,185.772217
0.182516,0.299394,179.104813,176.208038
0.126654,0.509138,181.021698,180.267700
-0.010231,0.548023,197.863586,180.828323
0.125791,0.417042,193.245422,191.125519
-0.003765,0.578189,223.326691,199.120468
-0.046346,0.386262,193.426620,202.284348
0.228111,0.223470,208.704483,209.176926
-0.047490,0.315782,199.537277,206.613556
-0.025668,0.241651,201.814178,209.351364
0.090266,0.124133,217.213638,206.271530
0.093085,0.209607,190.548904,208.114716
-0.116119,0.223082,223.326691,210.534866
-0.029411,0.095597,182.039749,204.449524
-0.068073,-0.085475,197.080383,200.034225
0.024123,0.288093,183.957825,188.124557
0.119768,0.282638,183.358200,189.742172
0.125890,0.373324,214.039093,189.468063
0.066037,0.158129,206.007965,199.152084
-0.101312,0.350269,235.010391,211.833633
0.153123,0.271452,207.327011,217.853149
-0.115078,0.185786,220.449570,224.772568
-0.193643,0.157428,208.405563,216.384613
0.056675,-0.025698,189.590454,211.510910
-0.168723,0.053239,201.931000,201.561417
-0.079227,0.097650,189.466476,198.156921
0.056651,0.288573,215.597153,198.938110
-0.043827,0.273055,199.718475,199.044281
-0.154387,0.369085,202.836990,204.294312
0.090413,0.274599,193.357468,197.263733
0.077888,0.228784,181.741714,195.615799
-0.116448,0.320834,195.522308,186.940521
-0.003834,0.319309,166.339874,180.726532
0.048902,0.420749,194.387436,181.495316
0.260628,0.367054,193.185806,182.167221
-0.216258,0.796120,207.748413,193.725021
0.035466,0.204111,209.541321,196.369339
-0.290313,0.182157,197.496414,205.868622
