raw21,omega_pll_rad_s,Iq_ref,dbg_iq_a
1648061.000000,12.826746,0.195170,0.164421
1645896.000000,13.299856,0.195170,0.129842
1643661.000000,13.803737,0.185863,0.087677
1641378.000000,14.223707,0.185863,0.185652
1638964.000000,14.700771,0.176486,0.169419
1636459.000000,15.102570,0.176486,0.221685
1633875.000000,15.260639,0.169466,0.136128
1631286.000000,15.274818,0.169466,0.159347
1628575.000000,15.422703,0.166648,0.113272
1625882.000000,15.265137,0.166648,0.156219
1623171.000000,15.209610,0.168753,0.175511
1620415.000000,15.327250,0.168753,0.121214
1617679.000000,15.387434,0.167714,0.144858
1614922.000000,15.630485,0.167714,0.141264
1612211.000000,15.525627,0.164149,0.183140
1609456.000000,15.686503,0.164149,0.233598
1606710.000000,15.853527,0.161908,0.187181
1603940.000000,15.885138,0.161908,0.278135
1601078.000000,16.242647,0.163264,0.191631
1598390.000000,15.839272,0.163264,0.258091
1595512.000000,16.226545,0.162474,0.142896
1592616.000000,16.586525,0.162474,0.145026
1589863.000000,16.437256,0.155940,-0.073745
1587072.000000,16.571941,0.155940,0.219232
1584271.000000,16.903294,0.154666,-0.048288
1581369.000000,17.482327,0.154666,0.170473
1578476.000000,17.813505,0.144913,0.082170
1575590.000000,17.940395,0.144913,0.138785
1572643.000000,18.136265,0.140829,-0.003436
1569672.000000,18.138390,0.140829,0.109269
1566674.000000,18.003761,0.139044,0.139319
1563705.000000,17.542841,0.139044,0.078053
1560757.000000,17.128645,0.145915,0.140240
1557832.000000,16.484112,0.145915,0.220724
1554964.000000,15.923121,0.157452,0.070655
1552153.000000,15.390146,0.157452,-0.035755
1549435.000000,14.995150,0.167838,0.077787
1546784.000000,14.801699,0.167838,0.140397
1544283.000000,14.279255,0.173457,0.049678
1541834.000000,14.053133,0.173457,0.111179
1539499.000000,13.805042,0.180530,-0.071350
1537224.000000,13.579133,0.180530,0.113525
1535047.000000,13.264289,0.185911,0.152903
1532903.000000,13.038836,0.185911,0.094335
1530810.000000,12.725973,0.192162,0.160138
1528740.000000,12.526040,0.192162,0.138526
1526639.000000,12.599483,0.195772,0.393751
1524615.000000,12.428511,0.195772,0.347644
1522569.000000,12.385763,0.196699,0.133612
1520497.000000,12.442520,0.196699,0.216183
1518397.000000,12.571603,0.195702,0.117178
1516243.000000,12.806523,0.195702,0.122150
1514098.000000,12.868885,0.192230,0.233459
1511922.000000,12.881155,0.192230,0.057677
1509705.000000,12.898634,0.190951,0.233030
1507419.000000,12.974591,0.190951,0.195312
1505118.000000,12.983850,0.192000,0.244593
1502836.000000,12.734101,0.192000,0.267870
1500534.000000,12.557501,0.195054,0.296419
1498204.000000,12.487789,0.195054,0.276811
1495929.000000,12.256220,0.196901,0.166184
1493602.000000,12.328124,0.196901,0.221418
1491302.000000,12.366823,0.196336,0.122829
1488984.000000,12.508646,0.196336,0.243535
1486695.000000,12.614063,0.195159,0.208838
1484417.000000,12.918008,0.195159,0.238834
1482036.000000,13.551451,0.191034,0.214202
1479756.000000,13.733222,0.191034,0.174712
1477420.000000,14.027937,0.180564,0.179872
1474966.000000,14.740141,0.180564,0.201390
1472394.000000,15.469536,0.169944,0.221983
1469851.000000,15.966919,0.169944,0.225244
1467339.000000,16.051163,0.160481,0.206142
1464508.000000,16.968203,0.160481,0.200613
1461783.000000,16.950663,0.151137,0.149378
1458877.000000,17.433952,0.151137,0.215553
1455953.000000,17.416534,0.146203,0.168136
1452899.000000,17.638283,0.146203,0.092965
1449759.000000,17.793411,0.143928,0.145490
1446542.000000,18.158298,0.143928,0.147588
1443293.000000,18.503050,0.137915,0.132827
1440011.000000,18.779865,0.137915,0.187168
1436768.000000,18.980888,0.132035,0.152708
1433533.000000,19.142727,0.132035,0.171307
1430372.000000,19.103436,0.129509,0.109689
1427264.000000,18.789730,0.129509,0.123377
1424147.000000,18.892321,0.133939,0.100808
1421218.000000,18.288471,0.133939,0.346119
1418210.000000,18.420296,0.138177,0.109562
1415330.000000,18.242167,0.138177,0.133289
1412446.000000,18.326908,0.137928,0.140812
1409540.000000,18.459053,0.137928,0.153275
1406689.000000,18.379101,0.135845,0.255766
1403723.000000,18.683901,0.135845,0.118697
1400889.000000,18.266399,0.133925,0.103758
1397965.000000,18.117222,0.133925,0.122956
1395111.000000,17.631624,0.140399,0.342118
1392206.000000,17.358624,0.140399,-0.048916
1389328.000000,17.064741,0.146569,0.349674
1386558.000000,16.520264,0.146569,0.171864
1383870.000000,16.024633,0.156366,0.148390
1381243.000000,15.669753,0.156366,0.006175
1378679.000000,15.274586,0.163833,0.340945
1376200.000000,14.834142,0.163833,0.333712
1373830.000000,14.456398,0.173278,-0.152557
1371531.000000,14.026564,0.173278,0.268247
1369342.000000,13.585205,0.181298,0.374465
1367266.000000,13.029034,0.181298,0.220029
1365303.000000,12.378330,0.192275,0.089009
1363406.000000,11.808501,0.192275,-0.046149
1361579.000000,11.336451,0.203652,0.051687
1359779.000000,11.150974,0.203652,0.231769
1358031.000000,10.925687,0.209757,0.144497
1356358.000000,10.571833,0.209757,-0.026663
1354692.000000,10.497698,0.215303,0.032173
1353096.000000,10.349485,0.215303,0.211682
1351471.000000,10.431762,0.218000,0.204689
1349862.000000,10.499276,0.218000,0.165553
1348236.000000,10.640541,0.215021,0.152228
1346662.000000,10.589451,0.215021,0.058687
1345090.000000,10.536707,0.214748,0.098184
1343436.000000,10.765257,0.214748,0.324971
1341779.000000,10.864208,0.212594,0.198840
1340093.000000,10.984548,0.212594,0.289280
1338329.000000,11.261440,0.209806,0.175708
1336478.000000,11.622580,0.209806,0.178748
1334741.000000,11.327793,0.205703,0.147645
1332928.000000,11.153599,0.205703,0.199998
1331128.000000,10.862297,0.209736,0.155785
1329382.000000,10.514436,0.209736,0.229763
1327612.000000,10.342750,0.215769,0.198939
1325844.000000,10.125265,0.215769,0.206122
1324079.000000,9.991411,0.219987,0.205801
1322330.000000,9.952936,0.219987,0.208744
1320569.000000,10.076985,0.221276,0.216812
1318826.000000,10.164773,0.221276,0.232418
1317086.000000,10.325570,0.218637,0.172090
1315300.000000,10.618847,0.218637,0.202076
1313516.000000,10.871308,0.214103,0.220402
1311693.000000,11.210357,0.214103,0.252873
1309850.000000,11.531919,0.208539,0.297225
1307967.000000,11.948261,0.208539,0.245951
1306068.000000,12.315682,0.200110,0.268821
1304069.000000,12.818417,0.200110,0.051128
1302063.000000,13.155027,0.193033,0.255586
1299929.000000,13.719887,0.193033,0.150847
1297692.000000,14.372580,0.182177,0.192703
1295367.000000,15.035694,0.182177,0.143425
1292912.000000,15.688201,0.167934,0.259798
1290284.000000,16.506561,0.167934,0.135329
1287544.000000,17.203701,0.154850,0.291934
1284639.000000,18.010410,0.154850,0.257484
1281616.000000,18.516277,0.139440,0.337245
1278364.000000,19.210838,0.139440,0.431116
1275129.000000,19.389404,0.127830,0.150765
1271764.000000,19.604134,0.127830,0.107612
1268478.000000,19.213902,0.126039,0.200887
1265091.000000,19.026291,0.126039,0.156119
1261843.000000,18.565119,0.132326,0.171179
1258621.000000,18.048584,0.132326,0.153573
1255428.000000,17.687256,0.142055,0.125360
1252307.000000,17.427807,0.142055,0.306401
1249113.000000,17.790827,0.143102,0.058506
1246065.000000,17.775621,0.143102,0.074917
1243079.000000,17.679831,0.144372,0.228265
1239984.000000,18.100965,0.144372,0.071018
1237006.000000,18.045151,0.140054,0.154114
1234049.000000,17.765129,0.140054,0.005026
1231041.000000,17.465229,0.143966,0.186914
1228040.000000,17.159664,0.143966,0.119935
1225094.000000,16.755928,0.150369,0.126951
1222091.000000,16.427143,0.150369,0.058836
1219096.000000,16.230595,0.157858,0.154901
1216154.000000,15.958952,0.157858,0.138276
1213236.000000,15.722665,0.162287,0.294346
1210233.000000,15.757576,0.162287,0.218535
1207410.000000,15.040873,0.166053,0.120520
1204501.000000,14.852304,0.166053,0.278718
1201761.000000,14.276585,0.174452,0.167843
1199075.000000,13.712381,0.174452,0.159075
1196430.000000,13.330630,0.185049,0.229342
1193903.000000,12.803509,0.185049,0.140757
1191404.000000,12.639242,0.193494,0.076534
1189002.000000,12.494045,0.193494,0.143677
1186656.000000,12.358276,0.195692,0.120729
1184306.000000,12.424677,0.195692,0.200068
1182027.000000,12.481016,0.196965,0.274363
1179820.000000,12.418684,0.196965,0.160733
1177656.000000,12.398680,0.196284,0.239016
1175431.000000,12.652361,0.196284,0.312174
1173218.000000,12.813897,0.192901,0.231995
1170946.000000,13.172077,0.192901,0.212282
1168731.000000,13.222416,0.188865,0.244051
1166465.000000,13.485632,0.188865,0.244381
1164181.000000,13.541940,0.185350,0.193673
1161823.000000,13.634361,0.185350,0.188600
1159430.000000,13.592971,0.184873,0.217478
1156967.000000,13.543388,0.184873,0.221460
1154482.000000,13.459891,0.185196,0.202104
1151858.000000,13.673639,0.185196,0.189963
1149255.000000,13.510749,0.185253,0.203607
1146711.000000,13.203376,0.185253,0.172600
1144124.000000,13.196508,0.190288,0.242414
1141570.000000,13.215851,0.190288,0.229317
1139033.000000,13.357672,0.188671,0.193314
1136528.000000,13.461288,0.188671,0.163881
1134056.000000,13.558640,0.186116,0.102303
1131600.000000,13.809854,0.186116,0.143634
1129187.000000,13.985138,0.181910,0.285276
1126783.000000,14.100643,0.181910,0.087360
1124375.000000,14.324641,0.179880,0.128049
1121980.000000,14.383685,0.179880,0.169330
1119527.000000,14.753246,0.176688,0.108012
1117083.000000,15.059635,0.176688,0.042728
1114607.000000,15.332933,0.169193,0.097965
1112015.000000,15.939281,0.169193,0.330603
1109327.000000,16.637953,0.159571,0.230002
1106545.000000,17.378595,0.159571,0.203204
1103725.000000,17.866022,0.145848,0.145583
1100770.000000,18.275404,0.145848,-0.163898
1097805.000000,18.363337,0.138388,0.170227
1094708.000000,18.451065,0.138388,0.138807
1091632.000000,18.264940,0.136761,0.176050
1088479.000000,18.157572,0.136761,0.238074
1085406.000000,17.841658,0.140503,0.122980
1082411.000000,17.453011,0.140503,0.413107
1079433.000000,17.277275,0.147388,-0.131253
1076538.000000,17.187164,0.147388,0.332160
1073553.000000,17.614393,0.144426,-0.150119
1070750.000000,17.509743,0.144426,-0.124085
1068023.000000,17.299713,0.146362,0.413817
1065332.000000,17.269848,0.146362,0.200723
1062616.000000,17.484407,0.146861,0.171055
1059932.000000,17.441730,0.146861,0.137508
1057349.000000,16.991003,0.146626,0.078534
1054753.000000,16.593649,0.146626,0.141449
1052197.000000,16.271166,0.155998,0.140077
1049632.000000,16.056307,0.155998,0.142572
1046980.000000,16.027140,0.156611,0.259803
1044399.000000,15.859062,0.156611,0.087396
1041873.000000,15.646849,0.162797,0.117091
1039326.000000,15.598351,0.162797,0.049690
1036871.000000,15.265636,0.165918,0.194277
1034419.000000,14.971601,0.165918,0.034363
1031826.000000,15.230415,0.171328,0.126773
1029401.000000,14.854729,0.171328,0.186639
1027025.000000,14.392458,0.173117,0.091313
1024703.000000,13.843258,0.173117,0.088325
1022442.000000,13.253168,0.184389,0.099713
1020266.000000,12.788933,0.184389,0.163982
1018175.000000,12.269861,0.194483,0.180392
1016064.000000,12.075169,0.194483,0.164892
1014055.000000,11.825344,0.201125,0.195831
1011907.000000,12.174057,0.201125,0.187214
1009970.000000,11.912949,0.201094,0.188035
1008071.000000,11.728711,0.201094,0.222110
1006180.000000,11.652753,0.202511,0.228639
1004329.000000,11.545603,0.202511,0.207401
1002466.000000,11.514870,0.206354,0.216414
1000599.000000,11.538988,0.206354,0.215175
998679.000000,11.810662,0.206285,0.248062
996792.000000,11.893341,0.206285,0.235059
994893.000000,11.960476,0.202079,0.171307
992917.000000,12.220292,0.202079,-0.017391
990994.000000,12.189274,0.200668,0.220508
988913.000000,12.560896,0.200668,0.209890
986836.000000,12.792883,0.194204,0.266507
984622.000000,13.261357,0.194204,0.224605
982379.000000,13.593779,0.188717,0.244580
980054.000000,13.953382,0.188717,0.220692
977602.000000,14.468738,0.179911,0.267319
975157.000000,14.701637,0.179911,0.229863
972599.000000,14.999916,0.172978,0.267999
970088.000000,14.940872,0.172978,0.071063
967590.000000,14.813329,0.173119,0.272942
965060.000000,14.734640,0.173119,0.280172
962566.000000,14.565603,0.174304,0.219770
960020.000000,14.556704,0.174304,0.232814
957542.000000,14.299657,0.176426,0.218247
954962.000000,14.531819,0.176426,0.169807
952532.000000,14.334084,0.176912,0.087810
950132.000000,14.159513,0.176912,0.169949
947595.000000,14.468232,0.175380,0.211891
945138.000000,14.641609,0.175380,-0.007817
942648.000000,14.957994,0.173714,0.405636
939952.000000,15.851529,0.173714,0.121752
937326.000000,16.154278,0.162536,0.122041
934350.000000,17.399757,0.162536,-0.125483
931458.000000,17.740482,0.145769,0.396348
928592.000000,17.595089,0.145769,0.157588
925502.000000,17.847664,0.146032,0.078721
922311.000000,17.917868,0.146032,0.069910
919161.000000,17.862688,0.143134,0.249717
916005.000000,17.624771,0.143134,0.274312
912947.000000,17.325901,0.146909,0.308618
909920.000000,17.132769,0.146909,0.169535
906911.000000,17.096552,0.149031,0.186678
903985.000000,17.100399,0.149031,0.305428
901106.000000,16.893183,0.149732,0.425694
898264.000000,16.793625,0.149732,0.312683
895507.000000,16.572388,0.153735,0.177032
892783.000000,16.396469,0.153735,0.274204
890077.000000,16.349148,0.157417,0.200031
887406.000000,16.263443,0.157417,0.168675
884708.000000,16.488398,0.157666,0.197377
882042.000000,16.706371,0.157666,0.135610
879369.000000,17.009495,0.153314,0.056976
876677.000000,17.365179,0.153314,0.149403
874021.000000,17.499847,0.147004,0.194078
871322.000000,17.585285,0.147004,0.189524
868477.000000,18.100721,0.144897,0.166929
865732.000000,18.005108,0.144897,0.187339
862963.000000,17.864788,0.141069,0.175698
860209.000000,17.503574,0.141069,0.216947
857436.000000,17.022547,0.146896,0.135089
854700.000000,16.541105,0.146896,0.251833
851994.000000,16.109917,0.155947,0.213948
849307.000000,15.673965,0.155947,0.186458
846684.000000,15.276656,0.165056,0.203408
844107.000000,15.091458,0.165056,0.205230
841621.000000,14.947209,0.170382,0.169478
839204.000000,14.862082,0.170382,0.037550
836853.000000,14.791549,0.172476,0.132164
834601.000000,14.611439,0.172476,0.188597
832389.000000,14.555385,0.174740,0.189163
830264.000000,14.382595,0.174740,0.150353
828192.000000,14.165178,0.177057,0.260760
826161.000000,13.886669,0.177057,-0.137704
824146.000000,13.698953,0.182621,0.106678
822154.000000,13.588676,0.182621,-0.072521
820158.000000,13.650394,0.184584,0.134367
818069.000000,14.013607,0.184584,0.127545
816033.000000,14.011496,0.181202,0.187522
813928.000000,14.250500,0.181202,0.170801
811750.000000,14.599913,0.178292,0.078388
809644.000000,14.388781,0.178292,0.094396
807362.000000,14.709515,0.176278,0.146737
805134.000000,14.584315,0.176278,0.098163
802856.000000,14.491450,0.175145,0.124172
800567.000000,14.303001,0.175145,0.204025
798358.000000,13.956338,0.179128,0.181678
796141.000000,13.654000,0.179128,0.519543
793985.000000,13.247845,0.185325,0.150111
791853.000000,13.068128,0.185325,0.159426
789737.000000,13.148712,0.190763,0.332061
787717.000000,13.028028,0.190763,0.136105
785725.000000,12.992354,0.190219,0.040599
783744.000000,13.146212,0.190219,0.228595
781769.000000,13.437170,0.188521,0.300017
779803.000000,13.672108,0.188521,0.364188
777803.000000,14.117274,0.182429,0.449369
775821.000000,14.454443,0.182429,0.258271
773763.000000,14.923577,0.175296,0.510332
771647.000000,15.341777,0.175296,0.216799
769470.000000,15.780443,0.166846,0.072927
767229.000000,16.049612,0.166846,-0.090022
764876.000000,16.276686,0.158893,0.304065
762439.000000,16.393770,0.158893,0.008374
759928.000000,16.395500,0.156611,0.214176
757258.000000,16.757217,0.156611,0.099132
754523.000000,16.977583,0.152920,0.086012
751855.000000,16.882931,0.152920,0.163429
749084.000000,17.124401,0.151838,0.145476
746419.000000,16.953461,0.151838,0.023194
743782.000000,16.871752,0.151735,0.080669
741201.000000,16.755678,0.151735,0.119050
738664.000000,16.488733,0.154108,0.095251
736191.000000,16.109989,0.154108,0.101290
733702.000000,15.900072,0.160603,0.082890
731178.000000,16.031017,0.160603,0.102315
728714.000000,16.012707,0.158891,0.084353
726261.000000,16.073057,0.158891,0.150521
723880.000000,15.941479,0.160393,0.090994
721377.000000,16.380882,0.160393,0.139906
718974.000000,16.306742,0.157819,0.177252
716537.000000,16.341873,0.157819,0.154601
714070.000000,16.381130,0.157735,0.148597
711534.000000,16.505421,0.157735,0.146530
708998.000000,16.468899,0.156304,0.167142
706296.000000,16.746609,0.156304,0.194405
703610.000000,16.728863,0.154031,-0.026925
700853.000000,16.790571,0.154031,0.143420
698073.000000,16.836678,0.153140,0.144164
695252.000000,16.816916,0.153140,0.163110
692454.000000,16.743931,0.152212,0.224630
689467.000000,17.255281,0.152212,0.361537
686594.000000,17.275576,0.147364,0.171692
683673.000000,17.296865,0.147364,0.203064
680948.000000,16.786270,0.149167,0.170117
678212.000000,16.514902,0.149167,0.171022
675568.000000,16.087027,0.156062,0.200262
672989.000000,15.651807,0.156062,0.155470
670514.000000,14.955618,0.165734,0.172186
667998.000000,14.682465,0.165734,0.122083
665502.000000,14.744796,0.174262,0.455078
663177.000000,14.203979,0.174262,0.197289
660857.000000,13.948874,0.180237,0.107717
658627.000000,13.622744,0.180237,0.106708
656326.000000,13.751645,0.183014,-0.076920
654022.000000,13.904213,0.183014,0.118483
651722.000000,14.027204,0.181235,0.048222
649444.000000,13.993742,0.181235,0.163906
647118.000000,14.023810,0.180208,0.042163
644623.000000,14.498424,0.180208,0.056651
642213.000000,14.303529,0.176255,-0.103904
639759.000000,14.121988,0.176255,0.455902
637198.000000,14.073113,0.179583,0.294468
634660.000000,13.866206,0.179583,0.025675
632177.000000,13.605490,0.183141,0.053663
629734.000000,13.335979,0.183141,0.290647
627398.000000,12.857209,0.188603,0.249351
625036.000000,12.838053,0.188603,0.199986
622769.000000,12.723089,0.192806,0.185858
620475.000000,12.850255,0.192806,0.203723
618210.000000,13.035172,0.191331,0.410670
615964.000000,13.173992,0.191331,0.121883
613750.000000,13.207359,0.189056,0.251439
611503.000000,13.467291,0.189056,0.269979
609250.000000,13.705997,0.185694,0.270594
606953.000000,13.969924,0.185694,0.157984
604614.000000,14.254464,0.180302,0.188630
602153.000000,14.702847,0.180302,0.150215
599683.000000,15.016502,0.173775,0.221350
597046.000000,15.721847,0.173775,0.197726
594307.000000,16.381691,0.161667,0.148490
591448.000000,17.033298,0.161667,0.207022
588485.000000,17.653040,0.148764,0.193083
585446.000000,18.200985,0.148764,0.196518
582283.000000,18.703861,0.137031,0.196641
579107.000000,18.822580,0.137031,0.203682
575871.000000,18.996809,0.131559,0.185862
572647.000000,18.919537,0.131559,0.168636
569442.000000,18.561029,0.131654,0.154902
566263.000000,18.008650,0.131654,0.222291
563092.000000,17.737652,0.141700,0.156481
559814.000000,17.946312,0.141700,0.190032
556667.000000,17.862452,0.142304,0.201808
553534.000000,17.999788,0.142304,0.320424
550475.000000,18.199099,0.139850,0.110494
547427.000000,18.467573,0.139850,0.213789
544288.000000,19.041122,0.132132,0.124525
541254.000000,19.129385,0.132132,0.189260
538187.000000,19.163895,0.129119,0.119604
535125.000000,19.013737,0.129119,0.116101
532053.000000,18.724407,0.131438,0.125122
528967.000000,18.615156,0.131438,0.072900
525857.000000,18.518900,0.134061,0.063557
522774.000000,18.303814,0.134061,0.161560
519688.000000,18.162086,0.137957,0.092037
516595.000000,18.034416,0.137957,0.088879
513563.000000,17.602535,0.141062,0.273099
510572.000000,17.079075,0.141062,0.159597
507667.000000,16.466095,0.151503,0.164129
504804.000000,15.939245,0.151503,-0.171182
502088.000000,15.342343,0.163138,0.166022
499462.000000,14.668191,0.163138,0.232171
496913.000000,14.253725,0.174682,0.159648
494489.000000,13.892304,0.174682,0.170331
492157.000000,13.558597,0.183205,0.146182
489911.000000,13.267648,0.183205,-0.063240
487749.000000,13.007749,0.188912,0.144032
485621.000000,12.880360,0.188912,0.217273
483541.000000,12.740273,0.191959,0.323814
481502.000000,12.576013,0.191959,0.033556
479446.000000,12.615294,0.194163,0.319256
477411.000000,12.550934,0.194163,0.475484
475310.000000,12.759326,0.193618,0.201950
473216.000000,12.791863,0.193618,0.281839
471110.000000,12.750216,0.192552,0.312798
468968.000000,12.707600,0.192552,0.263874
466823.000000,12.422534,0.194961,0.247295
464653.000000,12.188907,0.194961,0.160370
462461.000000,12.051250,0.198948,0.204007
460281.000000,11.803507,0.198948,0.186741
458080.000000,11.649215,0.201539,0.159665
455887.000000,11.539128,0.201539,0.200250
453706.000000,11.465243,0.205564,0.189761
451555.000000,11.450216,0.205564,0.123017
449447.000000,11.477732,0.206268,0.180582
447348.000000,11.563986,0.206268,0.167402
445305.000000,11.499633,0.205454,0.258385
443256.000000,11.535138,0.205454,0.189577
441223.000000,11.633729,0.205028,0.121225
439186.000000,11.792382,0.205028,0.216761
437145.000000,11.942173,0.201985,0.149858
435097.000000,12.125651,0.201985,0.164561
433039.000000,12.313037,0.199005,0.166350
430941.000000,12.532634,0.199005,0.140204
428794.000000,12.910184,0.193963,0.156246
426584.000000,13.462971,0.193963,0.181298
424320.000000,14.066614,0.184457,0.192217
421959.000000,14.654705,0.184457,0.187532
419514.000000,15.241865,0.173170,0.134065
416980.000000,15.818708,0.173170,0.205542
414290.000000,16.465330,0.159705,0.175715
411521.000000,16.832783,0.159705,0.177372
408539.000000,17.334381,0.148782,0.121986
405497.000000,17.588545,0.148782,0.146849
402360.000000,17.653633,0.146013,0.254744
399064.000000,17.846010,0.146013,0.086673
395811.000000,17.744568,0.142690,0.199413
392503.000000,17.791822,0.142690,0.301309
389276.000000,17.617298,0.143995,0.163972
385914.000000,18.055788,0.143995,0.153483
382478.000000,18.823174,0.136300,0.060233
379230.000000,19.230261,0.136300,0.007891
376200.000000,19.001385,0.129226,0.195290
373209.000000,18.917015,0.129226,0.028032
370262.000000,18.913179,0.131645,-0.024390
367333.000000,18.961708,0.131645,0.401090
364422.000000,18.946407,0.130831,0.203875
361484.000000,18.828871,0.130831,0.189426
358578.000000,18.629913,0.133642,-0.145585
355642.000000,18.605661,0.133642,0.108002
352739.000000,18.451950,0.135183,0.188987
349808.000000,18.398378,0.135183,0.100018
346889.000000,18.368118,0.135507,0.102803
343991.000000,18.144556,0.135507,0.072827
341153.000000,17.781967,0.140546,-0.206949
338395.000000,17.215071,0.140546,0.030296
335694.000000,16.540155,0.150207,0.146440
333015.000000,16.028788,0.150207,0.367919
330419.000000,15.358364,0.161483,0.124969
327932.000000,14.742558,0.161483,-0.056930
325542.000000,14.302810,0.174423,0.111845
323234.000000,13.978613,0.174423,0.168986
320966.000000,13.836172,0.181152,-0.141485
318841.000000,13.467305,0.181152,0.107268
316734.000000,13.360265,0.185668,0.218264
314685.000000,13.227638,0.185668,0.467210
312698.000000,13.025661,0.188350,0.237148
310699.000000,13.072106,0.188350,0.185582
308742.000000,13.091832,0.190190,0.139562
306804.000000,13.044447,0.190190,0.056637
304841.000000,13.108747,0.189805,0.163608
302861.000000,13.165140,0.189805,0.064362
300856.000000,13.227292,0.188751,0.221168
298772.000000,13.453004,0.188751,0.150426
296687.000000,13.577190,0.185679,0.224837
294501.000000,13.930218,0.185679,0.190685
292260.000000,14.274078,0.180273,0.207169
290019.000000,14.254703,0.180273,0.163146
287720.000000,14.317288,0.178311,0.213734
285383.000000,14.425574,0.178311,0.201271
282997.000000,14.572520,0.175524,0.242114
280635.000000,14.566499,0.175524,0.175647
278304.000000,14.384593,0.176617,0.201384
275969.000000,14.309202,0.176617,0.209816
273674.000000,14.117932,0.178061,0.177425
271378.000000,14.005246,0.178061,0.202261
269099.000000,13.877776,0.181106,0.203323
266831.000000,13.787169,0.181106,0.198661
264504.000000,14.080815,0.182824,0.143280
262215.000000,14.226684,0.182824,0.223486
259898.000000,14.540572,0.176961,0.167564
257528.000000,14.984770,0.176961,0.188898
255091.000000,15.656655,0.169134,0.225281
252596.000000,16.385132,0.169134,0.239485
249954.000000,17.258692,0.153908,0.147796
247178.000000,18.106888,0.153908,0.234613
244302.000000,18.829645,0.137253,-0.066717
241250.000000,19.420092,0.137253,0.119698
238118.000000,19.692738,0.125008,0.339595
234908.000000,19.432810,0.125008,0.276137
231623.000000,19.379107,0.126499,0.049590
228352.000000,19.087616,0.126499,0.016085
225050.000000,18.887363,0.129918,0.161342
221791.000000,18.627434,0.129918,0.106590
218519.000000,18.580061,0.134713,0.025118
215315.000000,18.383184,0.134713,0.044868
212168.000000,17.948360,0.138184,0.305904
208958.000000,17.886612,0.138184,0.084031
205798.000000,17.637302,0.139757,0.070557
202704.000000,17.485569,0.139757,0.152366
199642.000000,17.180183,0.143874,0.222968
196590.000000,17.232021,0.143874,0.116451
193662.000000,17.083538,0.149046,0.048995
190768.000000,16.918348,0.149046,0.167650
187863.000000,16.867451,0.151236,0.335411
184970.000000,16.824543,0.151236,0.241580
181999.000000,16.929527,0.149466,0.168624
179042.000000,16.789776,0.149466,-0.072215
176087.000000,16.626431,0.153577,0.218424
173101.000000,16.379942,0.153577,0.234526
170183.000000,15.943159,0.158222,0.202162
167330.000000,15.192677,0.158222,0.038100
164467.000000,14.574970,0.169916,0.348006
161615.000000,14.142886,0.169916,0.145148
158918.000000,13.365974,0.180816,0.122569
156287.000000,12.783334,0.180816,0.220131
153770.000000,12.240270,0.194535,0.181421
151332.000000,11.901764,0.194535,0.123594
148898.000000,11.834530,0.201615,0.151443
146661.000000,11.569275,0.201615,0.135208
144403.000000,11.628982,0.202952,0.153769
142319.000000,11.320815,0.202952,0.071830
140259.000000,11.151320,0.207392,0.264534
138251.000000,11.000638,0.207392,0.203861
136363.000000,10.634316,0.211507,0.135580
134469.000000,10.447824,0.211507,0.126597
132554.000000,10.474747,0.215631,0.241494
130735.000000,10.310894,0.215631,0.260856
128862.000000,10.369061,0.217169,0.244374
126984.000000,10.299641,0.217169,0.224364
125155.000000,10.289923,0.217599,0.205360
123262.000000,10.518469,0.217599,0.188287
121378.000000,10.687959,0.215571,0.215780
119444.000000,10.895328,0.215571,0.200400
117485.000000,11.094155,0.210914,0.190578
115413.000000,11.528444,0.210914,0.246993
113425.000000,11.458972,0.206348,0.223501
111317.000000,11.637679,0.206348,0.188554
109204.000000,11.753768,0.204477,0.227704
106966.000000,12.069037,0.204477,0.229601
104782.000000,11.916744,0.201653,0.200434
102509.000000,11.910325,0.201653,0.189986
100203.000000,12.004070,0.202160,0.267174
97861.000000,11.983447,0.202160,0.164596
95507.000000,12.022121,0.201187,0.237160
93069.000000,12.346088,0.201187,0.252397
90678.000000,12.454797,0.197395,0.232695
88313.000000,12.491473,0.197395,0.215381
85860.000000,12.988168,0.194458,0.188221
83478.000000,13.266344,0.194458,0.244591
81066.000000,13.606733,0.187269,0.416635
78624.000000,14.111757,0.187269,0.175690
76150.000000,14.670969,0.178242,0.141322
73638.000000,15.250492,0.178242,0.106096
71062.000000,15.961238,0.165240,0.357252
68456.000000,16.543356,0.165240,0.259836
65748.000000,17.133249,0.153833,0.202159
62931.000000,17.656126,0.153833,0.232213
60058.000000,17.914215,0.143960,0.171295
56913.000000,18.611027,0.143960,0.492324
53786.000000,18.589592,0.134806,0.206698
50634.000000,18.427879,0.134806,-0.076003
47397.000000,18.462744,0.136512,0.366298
44202.000000,18.300934,0.136512,0.058695
40965.000000,18.470057,0.137594,0.274983
37816.000000,18.474396,0.137594,-0.042203
34731.000000,18.359962,0.136464,0.098479
31746.000000,18.033018,0.136464,0.306159
28873.000000,17.445440,0.142082,0.052426
25926.000000,17.473831,0.142082,0.264553
23073.000000,17.286423,0.146762,0.217545
20331.000000,16.816254,0.146762,0.087573
17663.000000,16.522915,0.152967,0.117366
15019.000000,16.483551,0.152967,0.140223
12404.000000,16.489285,0.155229,0.137465
9807.000000,16.552790,0.155229,0.294626
7194.000000,16.630880,0.154628,0.145961
