raw21,omega_pll_rad_s,Iq_ref,dbg_iq_a
1588679.000000,98.671585,0.226640,0.410667
1572246.000000,99.326736,0.232789,0.481311
1554799.000000,99.404945,0.232789,0.102478
1537543.000000,99.581139,0.229590,0.241851
1521679.000000,98.709602,0.229590,0.181138
1504515.000000,99.827820,0.227178,0.229242
1486462.000000,98.963608,0.227178,0.371492
1469765.000000,99.668655,0.231247,0.232169
1453140.000000,99.098648,0.231247,0.166667
1435384.000000,100.037628,0.226809,0.241145
1418770.000000,99.769402,0.226809,0.245411
1403027.000000,100.190536,0.227251,0.211807
1386577.000000,99.910294,0.227251,0.136769
1369844.000000,101.059135,0.215927,0.175719
1354636.000000,99.384361,0.215927,-0.037486
1340052.000000,98.378296,0.243209,0.277496
1323239.000000,99.517380,0.243209,0.192648
1307031.000000,99.400429,0.229875,0.235354
1292044.000000,97.704712,0.229875,0.378521
1274932.000000,99.786255,0.229743,0.069688
1256796.000000,99.971924,0.229743,0.251591
1239748.000000,99.685684,0.231391,0.125156
1222443.000000,99.591873,0.231391,0.150938
1203437.000000,100.816376,0.217485,0.346151
1184882.000000,99.204536,0.217485,0.297116
1167626.000000,99.702782,0.231520,0.226308
1149713.000000,99.163010,0.231520,0.237429
1130979.000000,99.543289,0.231861,0.241315
1114516.000000,99.168167,0.231861,0.132167
1098233.000000,99.876038,0.227631,0.210414
1080903.000000,99.565567,0.227631,0.252284
1064565.000000,100.285446,0.223972,0.243137
1049174.000000,99.389900,0.223972,0.176500
1033061.000000,99.518707,0.230870,0.251088
1016115.000000,100.184532,0.230870,0.187325
1000085.000000,99.885345,0.224615,0.162971
984590.000000,98.124435,0.224615,0.233665
967059.000000,100.288521,0.226731,0.209659
949809.000000,99.763474,0.226731,0.200166
933652.000000,98.944122,0.239279,0.260371
915625.000000,100.090607,0.239279,0.100819
898100.000000,100.504105,0.218814,0.478667
882285.000000,98.840820,0.218814,0.269826
866646.000000,99.912308,0.227530,0.235376
850187.000000,99.907280,0.227530,0.274505
834077.000000,99.811539,0.227394,0.305368
819783.000000,98.838737,0.227394,0.202226
804786.000000,99.683525,0.229705,0.148441
788837.000000,99.349205,0.229705,0.206996
774735.000000,98.752441,0.236655,0.489485
760536.000000,98.241486,0.236655,0.165449
744324.000000,99.387825,0.232924,0.269557
728881.000000,99.488655,0.232924,0.172101
714045.000000,99.222237,0.232155,0.171536
698272.000000,98.907433,0.232155,0.304535
680928.000000,100.908226,0.217095,0.027788
664429.000000,100.318359,0.217095,0.365171
648761.000000,98.776306,0.238620,0.305371
630925.000000,99.749756,0.238620,0.418777
613559.000000,99.636185,0.227591,0.205105
597822.000000,97.601143,0.227591,0.341878
580687.000000,99.076057,0.236926,0.285094
562976.000000,99.079750,0.236926,0.178952
546264.000000,98.485657,0.240228,0.382053
530101.000000,98.573151,0.240228,0.060092
512932.000000,99.532036,0.230062,0.175933
495553.000000,98.963249,0.230062,0.232533
479566.000000,98.738747,0.238539,0.066854
462927.000000,98.769463,0.238539,0.093183
444660.000000,99.129135,0.234247,0.214274
428114.000000,98.556313,0.234247,0.187301
411989.000000,98.835503,0.237710,0.257881
393621.000000,99.583794,0.237710,0.269215
375706.000000,100.701324,0.216860,0.385913
360323.000000,99.525360,0.216860,0.139990
344658.000000,99.274178,0.233739,0.324453
328006.000000,100.004234,0.233739,0.161922
312566.000000,99.538162,0.227893,0.201299
298256.000000,97.830940,0.227893,0.263594
281985.000000,99.720627,0.230891,0.232975
265517.000000,99.895554,0.230891,0.235590
250586.000000,98.323860,0.242990,0.257211
234158.000000,99.833992,0.242990,0.209293
216238.000000,100.797897,0.217320,0.149163
198916.000000,99.462059,0.217320,0.275539
181782.000000,99.727600,0.228469,0.266795
162793.000000,100.691505,0.228469,0.059001
143584.000000,99.549377,0.229432,0.163255
125997.000000,99.013206,0.229432,0.160190
108274.000000,99.369530,0.233745,0.220540
89025.000000,99.395180,0.233745,0.275487
71933.000000,98.963562,0.235329,0.150743
55512.000000,99.316360,0.235329,0.443361
37916.000000,99.470543,0.231949,0.243007
21081.000000,99.952835,0.231949,0.004885
5612.000000,99.389503,0.230683,0.212217
2086721.000000,99.238914,0.230683,0.149787
2069710.000000,100.262764,0.223707,0.258056
2053426.000000,99.805542,0.223707,0.206223
2037846.000000,98.537872,0.239326,0.276756
2020420.000000,100.025276,0.239326,0.284356
2002646.000000,100.477684,0.223715,0.115541
1986348.000000,98.849716,0.223715,0.256847
1969059.000000,100.240677,0.224718,0.379271
1951194.000000,100.763115,0.224718,0.125715
1934699.000000,99.500511,0.232071,0.084593
1919209.000000,99.354492,0.232071,0.175992
1902711.000000,100.354179,0.222792,0.256848
1886319.000000,99.480827,0.222792,0.299298
1871472.000000,99.556839,0.232905,0.197690
1856795.000000,98.898178,0.232905,0.230336
1840584.000000,99.166046,0.235573,0.621472
1826003.000000,98.624161,0.235573,0.254634
1811788.000000,98.654427,0.240674,0.466009
1795775.000000,99.392937,0.240674,0.318187
1779587.000000,100.345078,0.225412,0.263667
1764330.000000,99.904961,0.225412,0.160422
1748108.000000,99.796791,0.230099,0.346212
1730479.000000,101.125000,0.230099,0.245291
1713473.000000,101.010727,0.215961,0.263893
1697675.000000,98.970726,0.215961,0.266663
1680009.000000,100.056374,0.227385,0.211366
1662079.000000,100.437668,0.227385,0.045379
1646004.000000,98.167458,0.243777,0.235182
1628907.000000,99.260437,0.243777,0.163974
1610939.000000,99.794151,0.227346,0.212677
1593872.000000,98.889931,0.227346,0.243001
1577559.000000,98.505646,0.241527,0.439021
1560427.000000,99.607071,0.241527,-0.021776
1542844.000000,99.193718,0.234019,0.232813
1526699.000000,99.017357,0.234019,0.399251
1510226.000000,99.406151,0.232475,0.051068
1492045.000000,99.431419,0.232475,0.140782
1475111.000000,98.900391,0.235914,0.316951
1458480.000000,99.747078,0.235914,0.197297
1440958.000000,99.555367,0.231120,0.247917
1423747.000000,100.484276,0.231120,-0.000643
1407974.000000,100.008072,0.226798,0.182589
1391938.000000,99.644173,0.226798,0.291426
1375022.000000,100.615868,0.221068,0.514755
1359192.000000,100.399773,0.221068,0.111010
1344798.000000,98.170731,0.243000,0.323853
1328516.000000,99.861221,0.243000,0.213421
1311691.000000,100.064522,0.224037,0.181333
1296658.000000,98.232925,0.224037,0.270107
1280241.000000,99.464119,0.232226,0.190885
1261826.000000,101.323212,0.232226,0.238439
1244557.000000,99.877571,0.226416,0.485939
1227426.000000,100.259392,0.226416,0.155826
1208961.000000,100.644722,0.219895,0.178253
1189857.000000,99.849304,0.219895,0.256427
1172460.000000,99.196289,0.232426,0.287313
1154934.000000,99.490410,0.232426,0.256739
1135960.000000,99.227402,0.233402,0.289013
1118828.000000,99.651520,0.233402,0.247056
1102854.000000,99.644028,0.230363,0.061964
1085483.000000,100.208809,0.230363,0.110301
1068799.000000,100.218163,0.225336,0.332695
1053167.000000,100.343994,0.225336,0.196803
1037416.000000,99.338585,0.232388,0.207306
1020356.000000,100.730011,0.232388,0.211252
1003935.000000,100.809784,0.219431,0.104725
988563.000000,98.579277,0.219431,0.263576
971462.000000,100.000130,0.227860,0.241651
953740.000000,100.693726,0.227860,0.140171
937732.000000,98.439682,0.238845,0.406630
919910.000000,100.285294,0.238845,0.017266
901844.000000,101.260742,0.213723,0.166727
885640.000000,99.700127,0.213723,0.246665
870040.000000,100.170723,0.228759,0.249800
853699.000000,100.579887,0.228759,0.146410
837198.000000,100.265671,0.222292,0.223187
822522.000000,99.659332,0.222292,0.163143
807804.000000,99.959328,0.226514,0.123644
791617.000000,100.203896,0.226514,0.538040
776968.000000,99.952194,0.224874,0.456222
762963.000000,99.315521,0.224874,0.109213
746751.000000,100.170509,0.223138,0.162685
731011.000000,100.501549,0.223138,0.179771
716121.000000,99.888893,0.224690,0.207081
700482.000000,99.380974,0.224690,0.132488
683175.000000,101.128448,0.216205,0.245359
666517.000000,100.625099,0.216205,-0.192108
650769.000000,99.007629,0.235693,-0.019586
633006.000000,100.269867,0.235693,0.474564
615281.000000,100.443764,0.219702,0.282321
599410.000000,98.382889,0.219702,0.275506
582360.000000,99.526215,0.232625,0.285003
564463.000000,99.947502,0.232625,0.177763
547545.000000,99.185402,0.234815,0.339264
531213.000000,99.514145,0.234815,0.349665
514055.000000,100.294785,0.223263,0.483625
496506.000000,99.677475,0.223263,0.601836
480442.000000,99.079453,0.234002,0.108126
463789.000000,99.264915,0.234002,0.123533
445518.000000,99.347115,0.232972,0.280544
428838.000000,98.785599,0.232972,0.184509
412752.000000,98.879868,0.237502,0.240956
394420.000000,99.659714,0.237502,0.333622
376390.000000,100.701294,0.219833,0.219256
360958.000000,99.578629,0.219833,0.162885
345233.000000,99.489708,0.231273,0.205295
328498.000000,100.421860,0.231273,0.107169
313013.000000,99.764122,0.226068,0.253537
298634.000000,98.201904,0.226068,0.264712
282362.000000,100.025185,0.228242,0.280767
265719.000000,100.578911,0.228242,0.154426
250781.000000,98.735207,0.238068,0.077776
234312.000000,100.253349,0.238068,0.205630
216360.000000,101.114326,0.214955,0.260423
198898.000000,100.047806,0.214955,0.096177
181767.000000,100.059669,0.225642,0.293056
162676.000000,101.121521,0.225642,0.137638
143468.000000,99.840912,0.227184,0.239929
125859.000000,99.239975,0.227184,0.196977
108113.000000,99.495621,0.232481,0.252731
88897.000000,99.329071,0.232481,0.275631
71684.000000,99.318459,0.232351,0.306201
55214.000000,99.658882,0.232351,0.121319
37617.000000,99.707481,0.230111,0.189177
20785.000000,100.093163,0.230111,0.158478
5250.000000,99.717102,0.228048,0.128991
2086314.000000,99.450935,0.228048,0.215046
2069250.000000,100.536713,0.221216,0.234944
2052925.000000,100.112190,0.221216,0.204027
2037364.000000,98.696938,0.238315,0.327362
2019822.000000,100.230164,0.238315,0.187459
2001967.000000,100.935822,0.219937,0.208754
1985677.000000,99.151680,0.219937,0.229993
1968313.000000,100.550903,0.222010,0.437687
1950294.000000,101.333542,0.222010,0.114059
1933918.000000,99.852974,0.227556,0.185131
1918349.000000,99.726334,0.227556,0.187823
1901766.000000,100.719940,0.218757,0.159051
1885276.000000,100.101036,0.218757,0.240661
1870674.000000,99.347069,0.231225,0.064777
1855469.000000,100.002113,0.231225,0.225653
1839212.000000,100.156334,0.224246,0.368574
1824728.000000,99.272453,0.224246,0.239426
1810359.000000,99.298210,0.234097,0.173565
1794178.000000,99.699120,0.234097,0.362470
1778045.000000,100.675240,0.221426,0.238864
1762730.000000,99.977516,0.221426,0.197492
1746376.000000,100.013962,0.226600,0.252380
1728551.000000,101.377510,0.226600,0.265222
1711795.000000,100.926346,0.214722,-0.008554
1695895.000000,98.917091,0.214722,0.358077
1677986.000000,100.387192,0.223758,0.278760
1660259.000000,100.081070,0.223758,0.226623
1644142.000000,98.496170,0.240884,0.251356
1626691.000000,99.840912,0.240884,0.212466
1608730.000000,100.423851,0.221582,0.134301
1591560.000000,99.726646,0.221582,0.241212
1575059.000000,99.867348,0.226724,0.396421
1557735.000000,100.191193,0.226724,-0.080969
1540243.000000,99.872742,0.227767,0.035917
1524214.000000,99.210915,0.227767,0.535534
1507461.000000,99.682144,0.229499,0.163767
1489282.000000,99.162453,0.229499,0.295826
1472451.000000,99.233673,0.235660,0.320463
1455917.000000,99.151939,0.235660,0.187343
1438244.000000,99.584030,0.231169,0.131469
1421351.000000,99.799706,0.231169,0.252193
1405680.000000,99.620804,0.228198,0.052609
1389348.000000,99.797867,0.228198,0.159714
1372484.000000,100.890694,0.217059,0.180147
1356949.000000,100.001846,0.217059,0.198686
1342449.000000,98.492050,0.240788,0.242915
1325741.000000,100.307480,0.240788,0.191804
1309171.000000,100.207558,0.222131,0.183930
1294170.000000,98.407547,0.222131,0.300679
1277144.000000,100.565620,0.225356,-0.082849
1258749.000000,101.393829,0.225356,0.402637
1241627.000000,100.215530,0.223900,0.288017
1224250.000000,100.504547,0.223900,-0.047528
1205325.000000,101.329475,0.213223,0.213652
1186479.000000,99.936569,0.213223,0.278185
1169167.000000,99.764343,0.229876,0.234265
1151232.000000,99.812584,0.229876,0.283906
1132221.000000,100.092613,0.226284,0.181522
1115655.000000,99.434166,0.226284,0.274895
1099393.000000,99.993813,0.225737,-0.072297
1081893.000000,100.169815,0.225737,0.215346
1065252.000000,101.222946,0.213673,0.257567
1049770.000000,100.304871,0.213673,0.200736
1033621.000000,100.218452,0.223902,0.269420
1016707.000000,100.556175,0.223902,0.163813
1000559.000000,100.365608,0.221474,0.215885
984956.000000,98.716187,0.221474,0.358440
967408.000000,100.692757,0.221041,0.454308
949994.000000,100.400864,0.221041,0.304870
933781.000000,99.444244,0.234134,0.188561
915657.000000,100.629395,0.234134,0.297365
898082.000000,100.937935,0.215279,0.217330
882197.000000,99.280182,0.215279,0.278802
866606.000000,99.935600,0.227771,0.279895
850114.000000,99.892418,0.227771,0.156423
833854.000000,100.248787,0.223213,0.278160
819468.000000,99.454254,0.223213,0.232348
804395.000000,100.130920,0.225895,0.492374
788332.000000,99.987953,0.225895,0.404912
774108.000000,99.732422,0.227185,0.192844
759702.000000,99.144936,0.227185,0.196813
743192.000000,100.881989,0.217703,0.140965
727694.000000,100.633377,0.217703,0.205359
712680.000000,100.376717,0.220616,0.149745
696509.000000,100.266243,0.220616,0.233442
679143.000000,101.751907,0.208953,0.213721
662715.000000,100.514671,0.208953,0.208910
646768.000000,99.589500,0.230531,-0.071817
628473.000000,100.656876,0.230531,0.458175
611255.000000,100.440308,0.220003,0.207774
595303.000000,98.608879,0.220003,0.295737
577730.000000,100.506638,0.223395,0.215933
559964.000000,99.823540,0.223395,0.180630
543266.000000,99.795319,0.228350,0.342313
526788.000000,99.845474,0.228350,0.256209
509278.000000,100.656715,0.219305,0.118846
492035.000000,99.688286,0.219305,0.218110
476093.000000,99.468796,0.231917,0.227689
458851.000000,99.148621,0.231917,0.152315
440673.000000,99.720070,0.229957,0.265140
424486.000000,98.689758,0.229957,0.163968
407771.000000,99.662125,0.230561,0.333409
389198.000000,99.676819,0.230561,0.234595
371862.000000,100.652466,0.218117,0.280039
356507.000000,99.471802,0.218117,0.251192
340380.000000,100.303490,0.224491,0.311899
323572.000000,101.055359,0.224491,0.281069
308625.000000,99.818848,0.224953,0.225689
293815.000000,99.058105,0.224953,0.263580
276890.000000,101.432526,0.213802,0.236775
260919.000000,99.934341,0.213802,0.155622
245757.000000,99.605896,0.231828,0.278870
228401.000000,101.142853,0.231828,0.183214
210464.000000,101.472046,0.212299,0.120733
193155.000000,100.312126,0.212299,0.121482
175466.000000,101.193588,0.214475,0.209480
155969.000000,100.627274,0.214475,0.284406
137062.000000,100.694946,0.219026,0.251474
119814.000000,99.241463,0.219026,0.169792
101274.000000,99.978569,0.224910,0.211917
82346.000000,99.636238,0.224910,0.293502
65900.000000,99.649010,0.228754,0.191156
48847.000000,99.504471,0.228754,0.177258
31232.000000,100.453941,0.220665,0.442757
14941.000000,100.076759,0.220665,0.150547
2096537.000000,99.931961,0.225797,0.281490
2079974.000000,99.739769,0.225797,0.291397
2062737.000000,101.596832,0.209526,0.220035
2046899.000000,99.573326,0.209526,0.141330
2030800.000000,99.730629,0.229049,0.286419
2012659.000000,100.708954,0.229049,0.150747
1995533.000000,100.265549,0.219127,0.391577
1979120.000000,99.120377,0.219127,0.299285
1961227.000000,101.376633,0.215814,0.337325
1943653.000000,100.395966,0.215814,0.156548
1927828.000000,100.028458,0.225436,0.216076
1911951.000000,99.979431,0.225436,0.155960
1895007.000000,101.055466,0.214692,0.189269
1879275.000000,99.913757,0.214692,0.295391
1864886.000000,99.676079,0.228461,0.236031
1848975.000000,99.748337,0.228461,0.191614
1833153.000000,100.399849,0.221746,0.353878
1819169.000000,98.964951,0.221746,0.244175
1803959.000000,99.897964,0.226749,0.431263
1787598.000000,99.910263,0.226749,0.273712
1771797.000000,100.966576,0.214305,0.170251
1756289.000000,99.475616,0.214305,0.211743
1739244.000000,100.849579,0.217172,0.328356
1721341.000000,101.656158,0.217172,-0.100977
1705209.000000,100.350243,0.219883,0.311196
1688604.000000,99.501221,0.219883,0.046495
1670266.000000,101.182022,0.214054,0.238551
1653431.000000,98.992348,0.214054,0.438620
1637097.000000,99.111885,0.236056,0.278092
1619098.000000,99.841850,0.236056,0.145123
1601597.000000,99.732506,0.225361,0.213428
1584797.000000,98.889420,0.225361,0.421173
1568065.000000,100.163528,0.225221,0.237293
1550421.000000,99.506447,0.225221,0.255201
1533498.000000,100.027626,0.224396,0.416666
1517578.000000,99.042358,0.224396,0.193833
1499858.000000,99.970123,0.225268,0.376303
1481963.000000,99.568550,0.225268,0.360037
1465515.000000,99.918114,0.227673,0.243573
1448420.000000,99.349045,0.227673,0.176823
1430731.000000,100.569611,0.220196,0.295423
1414416.000000,100.155258,0.220196,0.253277
1398605.000000,100.325882,0.224034,0.226012
1381893.000000,100.264809,0.224034,0.275116
1365244.000000,101.677872,0.208329,0.140942
1350505.000000,99.110939,0.208329,0.126189
1335143.000000,100.073906,0.227188,0.160332
1317967.000000,100.581787,0.227188,0.143946
1302349.000000,99.449120,0.227938,0.307297
1286824.000000,98.858047,0.227938,0.365622
1268782.000000,101.481613,0.209927,0.050635
1250999.000000,100.000641,0.209927,0.361977
1233996.000000,100.372566,0.221872,0.293890
1216046.000000,100.338356,0.221872,0.079292
1196733.000000,100.714668,0.216188,0.136781
1178657.000000,99.508461,0.216188,0.336574
1161569.000000,99.771744,0.226393,0.205388
1142801.000000,99.115181,0.226393,0.251424
1124743.000000,100.065369,0.224914,0.200045
1108773.000000,99.204140,0.224914,0.235510
1091907.000000,100.142929,0.224362,0.215891
1074694.000000,99.943550,0.224362,0.364477
1058833.000000,100.610931,0.221099,0.156956
1043398.000000,98.897400,0.221099,0.199736
1026778.000000,100.180313,0.224548,0.166605
1009845.000000,100.842415,0.224548,0.123154
994408.000000,99.039902,0.232762,0.292435
978260.000000,98.631859,0.232762,0.211023
960381.000000,100.653831,0.219005,0.141591
943951.000000,98.425751,0.219005,0.280916
926983.000000,99.870911,0.225427,0.180058
908729.000000,100.512672,0.225427,0.109596
891873.000000,100.116295,0.221963,0.263381
876429.000000,98.883606,0.221963,0.293265
860470.000000,100.314751,0.222339,0.182330
843774.000000,99.752350,0.222339,0.223011
828373.000000,100.027626,0.224486,0.366599
814220.000000,98.878418,0.224486,0.203717
798404.000000,100.211670,0.224244,0.345654
782925.000000,99.667191,0.224244,0.204484
769188.000000,99.193649,0.232994,0.237198
753818.000000,99.543610,0.232994,0.221211
737768.000000,100.350929,0.221699,0.244312
722562.000000,100.052681,0.221699,0.142892
707630.000000,99.166397,0.232406,0.214605
691007.000000,99.608696,0.232406,0.171347
673613.000000,101.627205,0.208775,0.079947
657815.000000,98.958511,0.208775,0.286904
641206.000000,99.863037,0.230110,0.268623
622805.000000,100.553574,0.230110,0.282791
606374.000000,99.519661,0.228017,0.233389
590180.000000,98.400375,0.228017,0.279791
572345.000000,100.521477,0.221916,0.185774
554911.000000,99.060677,0.221916,0.280498
538561.000000,99.514984,0.231372,0.300032
521803.000000,99.869217,0.231372,0.451228
504165.000000,100.262123,0.223014,0.510505
487456.000000,99.229996,0.223014,0.268876
471544.000000,99.216469,0.234007,0.348686
453819.000000,98.475952,0.234007,0.216105
436126.000000,99.272270,0.232273,0.285469
420265.000000,98.216705,0.232273,0.143597
403089.000000,99.116646,0.232863,0.268451
384598.000000,99.240776,0.232863,0.246501
368026.000000,100.011391,0.224663,0.172847
352720.000000,98.831223,0.224663,0.315253
336372.000000,100.152412,0.224697,0.259006
319980.000000,100.287537,0.224697,0.078853
305486.000000,98.682632,0.236229,0.299316
290303.000000,98.841980,0.236229,0.292821
273356.000000,101.021790,0.216687,0.219847
257830.000000,98.993004,0.216687,0.099816
242520.000000,99.442520,0.232555,0.288502
224917.000000,100.688660,0.232555,0.100463
207115.000000,100.850159,0.215860,0.091926
190060.000000,99.731590,0.215860,0.264294
172098.000000,100.942398,0.217104,0.253603
152558.000000,99.914825,0.217104,0.365154
134138.000000,99.908539,0.224280,0.236850
116936.000000,98.855278,0.224280,0.157107
98102.000000,99.685471,0.228934,0.272574
79662.000000,99.141434,0.228934,0.254385
63474.000000,99.160561,0.233726,0.250359
46265.000000,99.002365,0.233726,0.372987
28876.000000,99.875259,0.225535,-0.053451
12800.000000,99.677498,0.225535,0.010822
2094394.000000,99.488045,0.229723,0.240403
2077558.000000,100.087692,0.229723,0.341474
2060588.000000,101.281876,0.211698,0.219670
2044841.000000,99.382988,0.211698,0.164561
2028550.000000,99.803696,0.228467,0.357414
2010540.000000,100.280418,0.228467,0.190964
1993577.000000,99.733582,0.222889,0.326581
1977014.000000,99.189308,0.222889,0.214815
1959032.000000,101.418022,0.213753,0.157238
1941712.000000,100.040329,0.213753,0.193176
1925996.000000,99.901947,0.226038,0.232913
1910050.000000,99.920097,0.226038,0.141563
1893163.000000,100.591187,0.218019,0.182912
1877602.000000,99.768478,0.218019,0.284250
1863202.000000,99.694748,0.228641,0.189620
1847246.000000,99.401062,0.228641,0.163662
1831694.000000,99.917976,0.226239,0.346832
1817739.000000,98.739082,0.226239,0.174949
1802389.000000,99.592773,0.229688,0.202289
1786075.000000,99.683220,0.229688,0.324553
1770386.000000,100.646057,0.216908,0.203477
1754749.000000,99.430977,0.216908,0.233915
1737661.000000,100.624893,0.218004,0.204178
1719870.000000,101.424278,0.218004,0.172718
1703849.000000,99.947388,0.222783,0.263611
1687115.000000,99.415161,0.222783,0.251246
1668719.000000,101.194130,0.213799,0.140731
1652124.000000,98.648743,0.213799,0.296075
1635718.000000,98.956818,0.236943,0.233060
1617702.000000,99.674828,0.236943,0.196721
1600404.000000,99.081161,0.231023,0.376613
1583612.000000,98.642815,0.231023,0.184589
1566907.000000,99.770775,0.228248,0.327344
1549322.000000,98.995110,0.228248,0.198860
1532593.000000,99.376045,0.230802,0.222491
1516657.000000,98.669579,0.230802,0.221937
1498962.000000,99.419044,0.231724,0.231722
1481224.000000,99.036011,0.231724,0.289010
1464847.000000,99.503914,0.233114,0.199497
1447857.000000,98.734741,0.233114,0.204937
1430298.000000,99.944679,0.226513,0.258905
1414119.000000,99.501144,0.226513,0.298971
1398472.000000,99.397232,0.231557,0.371820
1381821.000000,99.522469,0.231557,0.264284
1365283.000000,100.946472,0.216605,0.333824
1350592.000000,98.560043,0.216605,0.197769
1335484.000000,99.018036,0.237355,0.273984
1318387.000000,99.764030,0.237355,0.142975
1302798.000000,98.858147,0.234181,0.242926
1287438.000000,98.106819,0.234181,0.128759
1269603.000000,100.774811,0.217990,0.160751
1251836.000000,99.486412,0.217990,0.302427
1234906.000000,99.910973,0.226955,0.360061
1217203.000000,99.664177,0.226955,-0.036146
1197973.000000,100.333031,0.220173,0.073788
1179831.000000,99.142654,0.220173,0.328261
1162808.000000,99.499397,0.229482,0.236597
1144307.000000,98.646332,0.229482,0.186952
1126085.000000,99.695946,0.228729,0.274812
1110180.000000,98.558044,0.228729,0.225806
1093440.000000,99.759590,0.226885,0.137494
1076195.000000,99.578575,0.226885,0.299746
