omega_pll_rad_s,dbg_iq_a,dbg_iq_cmd_a,iq_sweep_active
253.101715,0.156484,0.300000,0.000000
252.988647,0.521364,0.300000,0.000000
253.954529,0.344296,0.300000,0.000000
255.415741,0.267864,0.300000,0.000000
255.376251,0.363278,0.300000,0.000000
255.044128,0.057403,0.300000,0.000000
254.813782,0.306328,0.300000,0.000000
254.345337,0.251717,0.300000,0.000000
253.234726,0.226105,0.300000,0.000000
253.948486,0.346384,0.300000,0.000000
255.146515,0.225494,0.300000,0.000000
255.096695,0.394826,0.300000,0.000000
255.735733,0.345378,0.300000,0.000000
255.347824,0.278271,0.300000,0.000000
255.664078,0.242867,0.300000,0.000000
255.968979,0.365641,0.300000,0.000000
255.635742,0.458290,0.300000,0.000000
256.177612,0.298758,0.300000,0.000000
257.139862,0.351896,0.300000,0.000000
255.885773,0.128132,0.300000,0.000000
254.568970,0.327684,0.300000,0.000000
254.923767,0.166220,0.300000,0.000000
253.567657,0.320701,0.300000,0.000000
255.146103,0.530255,0.300000,0.000000
255.497833,0.230483,0.300000,0.000000
254.525238,0.209014,0.300000,0.000000
254.966187,0.410242,0.300000,0.000000
254.247299,0.347815,0.300000,0.000000
253.693710,0.283022,0.300000,0.000000
253.813599,0.025822,0.300000,0.000000
255.651199,0.235590,0.300000,0.000000
255.906128,0.291447,0.300000,0.000000
254.775894,0.448020,0.300000,0.000000
254.470688,0.228544,0.300000,0.000000
255.351974,0.342836,0.300000,0.000000
253.209793,0.260156,0.300000,0.000000
254.133377,0.403734,0.300000,0.000000
256.380737,0.199833,0.300000,0.000000
256.708405,0.329436,0.300000,0.000000
255.532623,0.397177,0.300000,0.000000
255.921143,0.400063,0.300000,0.000000
254.947113,0.306443,0.300000,0.000000
254.456879,0.288667,0.300000,0.000000
255.455399,0.518715,0.300000,0.000000
256.920410,0.326600,0.300000,0.000000
256.273254,0.264103,0.300000,0.000000
253.567947,0.367447,0.300000,0.000000
253.703461,0.378360,0.300000,0.000000
254.605347,0.298150,0.300000,0.000000
253.511307,0.369497,0.300000,0.000000
253.656860,0.291952,0.300000,0.000000
255.630096,0.171241,0.300000,0.000000
256.533508,0.283208,0.300000,0.000000
254.577820,0.268152,0.300000,0.000000
253.814484,0.215107,0.300000,0.000000
253.749649,0.291904,0.300000,0.000000
254.364746,0.346180,0.300000,0.000000
254.330383,0.239239,0.300000,0.000000
255.161011,0.330267,0.300000,0.000000
255.912201,0.264886,0.300000,0.000000
255.235153,0.300490,0.300000,0.000000
253.575256,0.126339,0.300000,0.000000
254.166748,0.317780,0.300000,0.000000
256.531586,0.207042,0.300000,0.000000
254.906357,0.347186,0.300000,0.000000
254.710571,0.023664,0.300000,0.000000
257.394867,0.311662,0.300000,0.000000
257.071045,0.159617,0.300000,0.000000
254.608627,0.314359,0.300000,0.000000
254.244553,0.441224,0.300000,0.000000
256.132874,0.352487,0.300000,0.000000
254.608749,0.310494,0.300000,0.000000
253.777267,0.437674,0.300000,0.000000
255.180222,0.327407,0.300000,0.000000
255.281967,0.317334,0.300000,0.000000
253.669281,0.270520,0.300000,0.000000
252.957764,0.335007,0.300000,0.000000
256.539185,0.304529,0.300000,0.000000
257.682434,0.341564,0.300000,0.000000
254.779205,0.377215,0.300000,0.000000
255.183273,0.344649,0.300000,0.000000
255.513504,0.311977,0.300000,0.000000
254.213593,0.271040,0.300000,0.000000
253.071762,0.230207,0.300000,0.000000
256.289246,0.297643,0.300000,0.000000
256.345642,0.372866,0.300000,0.000000
256.020111,0.168910,0.300000,0.000000
254.607422,0.306858,0.300000,0.000000
256.680603,0.365461,0.300000,0.000000
254.901672,0.399605,0.300000,0.000000
253.793533,0.372256,0.300000,0.000000
255.829742,0.283740,0.300000,0.000000
258.121765,0.203714,0.300000,0.000000
255.739731,0.312184,0.300000,0.000000
253.611526,0.297855,0.300000,0.000000
253.707916,0.395179,0.300000,0.000000
253.071838,0.658013,0.300000,0.000000
252.610382,0.237650,0.300000,0.000000
253.700043,0.240789,0.300000,0.000000
255.438263,0.513650,0.300000,0.000000
254.633759,-0.014329,0.300000,0.000000
252.966202,0.283676,0.300000,0.000000
253.137543,0.484842,0.300000,0.000000
255.190674,0.140846,0.300000,0.000000
254.247528,0.278248,0.300000,0.000000
253.879089,0.248113,0.300000,0.000000
254.931580,0.205801,0.300000,0.000000
255.575119,0.149977,0.300000,0.000000
253.972778,0.244188,0.300000,0.000000
253.273407,0.275586,0.300000,0.000000
254.125885,0.385698,0.300000,0.000000
255.943268,0.283592,0.300000,0.000000
255.335968,0.291203,0.300000,0.000000
256.108368,0.090937,0.300000,0.000000
256.381012,0.346936,0.300000,0.000000
