omega_pll_rad_s,dbg_iq_a,dbg_iq_cmd_a,iq_sweep_active
302.483673,0.373608,0.400000,0.000000
302.106110,0.399347,0.400000,0.000000
303.045166,0.513204,0.400000,0.000000
302.745544,0.431769,0.400000,0.000000
302.740631,0.368357,0.400000,0.000000
302.577606,0.320100,0.400000,0.000000
303.242950,0.387214,0.400000,0.000000
304.187286,0.372214,0.400000,0.000000
304.548309,0.423363,0.400000,0.000000
303.314575,0.499077,0.400000,0.000000
303.154449,0.412610,0.400000,0.000000
305.312134,0.384436,0.400000,0.000000
305.560089,0.271126,0.400000,0.000000
306.025818,0.389143,0.400000,0.000000
304.890839,0.335783,0.400000,0.000000
304.918945,0.243169,0.400000,0.000000
304.711884,0.451235,0.400000,0.000000
305.891357,0.481555,0.400000,0.000000
304.908905,0.502898,0.400000,0.000000
305.376343,0.373351,0.400000,0.000000
303.578186,0.500676,0.400000,0.000000
304.003265,0.459841,0.400000,0.000000
303.895660,0.462488,0.400000,0.000000
304.945190,0.423773,0.400000,0.000000
305.117615,0.378419,0.400000,0.000000
305.727905,0.407366,0.400000,0.000000
305.574951,0.423711,0.400000,0.000000
305.575470,0.358598,0.400000,0.000000
304.947571,0.325712,0.400000,0.000000
304.709412,0.328765,0.400000,0.000000
305.259369,0.333596,0.400000,0.000000
304.081451,0.337046,0.400000,0.000000
307.166565,0.429015,0.400000,0.000000
306.265198,0.552366,0.400000,0.000000
307.758850,0.504260,0.400000,0.000000
306.489258,0.438710,0.400000,0.000000
306.728546,0.235582,0.400000,0.000000
305.577423,0.388519,0.400000,0.000000
306.804016,0.448724,0.400000,0.000000
305.938965,0.468047,0.400000,0.000000
307.112610,0.354686,0.400000,0.000000
305.435150,0.376027,0.400000,0.000000
305.404510,0.295491,0.400000,0.000000
306.637756,0.437741,0.400000,0.000000
305.381653,0.407451,0.400000,0.000000
305.467682,0.387503,0.400000,0.000000
305.403839,0.388539,0.400000,0.000000
307.719086,0.217655,0.400000,0.000000
306.855225,0.458870,0.400000,0.000000
308.736969,0.413044,0.400000,0.000000
306.952026,0.663881,0.400000,0.000000
308.698608,0.347792,0.400000,0.000000
307.394501,0.587662,0.400000,0.000000
307.704468,0.444369,0.400000,0.000000
308.534637,0.404703,0.400000,0.000000
309.661835,0.400516,0.400000,0.000000
310.493195,0.412798,0.400000,0.000000
308.533020,0.475868,0.400000,0.000000
310.364105,0.639006,0.400000,0.000000
309.208282,0.336664,0.400000,0.000000
309.683777,0.371082,0.400000,0.000000
307.373932,0.450051,0.400000,0.000000
307.823273,0.068203,0.400000,0.000000
307.864288,0.410532,0.400000,0.000000
308.392273,0.252727,0.400000,0.000000
308.858368,0.388898,0.400000,0.000000
309.104980,0.386669,0.400000,0.000000
