raw21,omega_pll,Iq_ref,dbg_iq_a
1109136.000000,200.144958,0.286276,0.192927
1075216.000000,199.993225,0.286276,0.279379
1043726.000000,199.355713,0.280246,0.302213
1010203.000000,201.039032,0.280246,0.270239
977959.000000,200.370956,0.269651,0.246691
943219.000000,200.819397,0.269651,0.328226
907979.000000,201.757324,0.276602,0.297009
875358.000000,200.850006,0.276602,0.291163
842649.000000,200.737885,0.271934,0.259465
812832.000000,200.434677,0.271934,0.435686
781351.000000,201.371353,0.276249,0.311241
752133.000000,199.726822,0.276249,0.243361
720819.000000,200.551605,0.284271,0.248486
689029.000000,199.688660,0.284271,0.235292
655940.000000,199.090652,0.278676,0.432685
620682.000000,200.704880,0.278676,0.201289
587806.000000,199.095810,0.271528,0.305614
552522.000000,199.347092,0.271528,0.272558
519505.000000,199.404404,0.286357,0.246260
485183.000000,199.191177,0.286357,0.164737
450834.000000,199.016251,0.288880,0.223922
417244.000000,199.334656,0.288880,0.247137
381078.000000,200.214264,0.286311,0.412905
349553.000000,199.049545,0.286311,0.338946
316737.000000,200.782181,0.288153,0.427913
286544.000000,199.717987,0.288153,0.358776
254222.000000,199.746201,0.279555,0.335481
220606.000000,201.061234,0.279555,0.242901
185854.000000,200.170959,0.268954,0.283121
147861.000000,200.083084,0.268954,0.164411
112314.000000,199.692535,0.277544,0.219139
75147.000000,200.034439,0.277544,0.276546
41429.000000,199.281479,0.280211,0.563114
8453.000000,199.976913,0.280211,-0.021052
2072813.000000,200.042862,0.282439,0.343077
2040422.000000,199.333664,0.282439,0.271930
2005329.000000,201.070404,0.287815,0.297833
1971707.000000,200.357590,0.287815,0.236520
1936761.000000,200.729492,0.272750,0.412718
1904837.000000,201.035919,0.272750,0.152543
1872830.000000,201.373840,0.264882,0.259052
1841698.000000,200.989548,0.264882,0.112138
1812435.000000,200.433731,0.268636,0.237941
1780228.000000,200.928696,0.268636,0.337337
1748597.000000,200.252441,0.265737,0.196701
1713779.000000,201.863419,0.265737,0.393471
1680141.000000,200.871933,0.263142,0.125273
1645739.000000,199.731567,0.263142,0.294676
1610605.000000,200.453568,0.283218,0.193732
1576779.000000,199.708420,0.283218,0.358379
1541948.000000,199.674072,0.282121,0.089658
1509013.000000,199.886261,0.282121,0.231074
1473559.000000,200.064590,0.280389,0.311199
1439420.000000,199.617950,0.280389,0.262638
1406551.000000,199.989578,0.281485,0.277878
1373488.000000,200.668503,0.281485,0.232128
1343139.000000,199.006927,0.270544,0.290266
1309695.000000,201.179688,0.270544,0.211433
1277812.000000,200.451431,0.268323,0.271785
1242261.000000,200.357498,0.268323,0.270371
1206283.000000,200.998917,0.274498,0.191700
1169815.000000,200.243683,0.274498,0.234011
1132871.000000,200.477325,0.273908,0.359181
1099921.000000,200.340698,0.273908,0.326758
1066135.000000,200.174713,0.276694,0.275069
1034642.000000,199.354996,0.276694,0.204867
1001227.000000,201.017914,0.282119,0.197059
968266.000000,200.628723,0.282119,0.380733
934331.000000,200.306442,0.270392,0.431612
898750.000000,201.350510,0.270392,0.335820
867070.000000,200.633041,0.267262,0.265457
834233.000000,200.909622,0.267262,0.269016
804718.000000,200.611771,0.269665,0.267698
774195.000000,200.733292,0.269665,0.310441
743634.000000,200.205994,0.275882,0.286535
713177.000000,199.879456,0.275882,0.234255
679968.000000,200.781448,0.285425,0.355016
647599.000000,199.168777,0.285425,0.035461
611964.000000,200.882187,0.284908,0.136677
578669.000000,200.084000,0.284908,0.321074
544099.000000,199.594879,0.275869,0.304573
510531.000000,199.547897,0.275869,0.441893
477056.000000,199.224655,0.286099,0.348837
441701.000000,199.434021,0.286099,0.263563
408853.000000,198.874374,0.284294,0.244540
372798.000000,200.208923,0.284294,0.226029
341584.000000,199.163101,0.279890,0.178375
309687.000000,199.597839,0.279890,0.130824
278394.000000,200.345932,0.288788,0.245414
247083.000000,199.178253,0.288788,0.330694
212236.000000,200.888199,0.285996,0.569261
177380.000000,200.892502,0.285996,0.123239
139025.000000,200.786987,0.269671,0.320817
103308.000000,200.369934,0.269671,0.224264
67387.000000,200.550507,0.277793,0.057071
33038.000000,200.242401,0.277793,0.338409
1118.000000,199.586151,0.277991,0.342302
2064730.000000,200.788422,0.277991,0.273245
2032719.000000,199.535614,0.271436,0.149417
1997204.000000,201.303894,0.271436,0.283420
1963270.000000,201.119385,0.273623,0.362957
1929512.000000,200.373474,0.273623,0.247513
1896911.000000,201.266602,0.277173,0.280276
1866308.000000,200.697723,0.277173,0.375070
1834570.000000,201.135559,0.270790,0.246251
1805390.000000,200.369461,0.270790,0.251069
1773083.000000,201.488190,0.276690,0.277307
1740828.000000,200.789230,0.276690,0.276202
1706490.000000,201.459885,0.273607,0.407533
1671825.000000,201.589752,0.273607,0.224090
1638367.000000,199.727188,0.263280,0.285370
1602794.000000,200.309204,0.263280,0.185738
1569248.000000,200.031906,0.283943,0.212028
1534594.000000,199.790466,0.283943,0.119096
1501114.000000,199.433426,0.283124,0.284904
1466477.000000,199.812286,0.283124,0.245479
1431822.000000,200.086060,0.281605,0.480325
1399853.000000,199.360657,0.281605,0.136256
1366619.000000,200.747040,0.290943,0.310297
1336588.000000,199.191650,0.290943,0.351305
1303375.000000,200.329224,0.285658,0.341174
1270397.000000,200.818130,0.285658,0.177215
1235458.000000,200.227020,0.270493,0.607735
1198492.000000,200.736313,0.270493,0.455535
1162928.000000,200.536942,0.276486,0.209974
1126009.000000,200.584549,0.276486,0.292445
1093264.000000,200.090134,0.275070,0.272459
1059974.000000,200.775391,0.275070,0.177977
1027938.000000,200.315735,0.275430,0.256693
995199.000000,200.259399,0.275430,0.197565
961335.000000,200.916870,0.283150,0.145112
927933.000000,199.579346,0.283150,0.348823
892551.000000,200.592987,0.286208,0.361724
861111.000000,200.369186,0.286208,0.224354
828758.000000,200.708191,0.279011,0.318609
798839.000000,200.354477,0.279011,0.327114
769214.000000,200.359238,0.277730,0.269611
737776.000000,200.937210,0.277730,0.299767
707542.000000,199.700455,0.272492,0.174289
673548.000000,201.849640,0.272492,0.204539
640926.000000,200.449768,0.265001,0.274654
605957.000000,200.485275,0.265001,0.146029
571912.000000,200.675323,0.281635,0.235117
538143.000000,199.281555,0.281635,0.298892
503925.000000,199.321442,0.288967,0.075990
471022.000000,199.172882,0.288967,0.221376
435328.000000,199.657059,0.290551,0.298342
402119.000000,198.925446,0.290551,0.386845
367081.000000,199.901230,0.293839,0.266417
335423.000000,199.532089,0.293839,0.350495
304457.000000,198.815186,0.284847,0.447338
272151.000000,200.965897,0.284847,0.234894
241148.000000,199.719193,0.271774,0.168882
205773.000000,200.654602,0.271774,0.329326
170572.000000,201.132813,0.275852,0.188328
132698.000000,200.262512,0.275852,0.299062
96296.000000,200.166336,0.276386,0.193178
61526.000000,200.554993,0.276386,0.233882
26868.000000,200.632172,0.277986,0.284199
2092486.000000,199.430710,0.277986,0.434926
2058820.000000,200.747833,0.288424,0.217742
2026619.000000,199.456039,0.288424,0.146822
1991658.000000,199.705307,0.283210,0.330480
1957085.000000,201.022522,0.283210,0.263304
1924286.000000,199.772369,0.273876,0.167255
1891321.000000,200.604874,0.273876,0.336596
1861373.000000,200.258316,0.275744,0.232961
1829808.000000,200.593826,0.275744,0.288301
1800173.000000,199.941101,0.277622,0.360821
1768258.000000,200.785980,0.277622,0.237198
1735188.000000,200.724625,0.273866,0.193087
1701548.000000,200.365402,0.273866,0.395392
1666057.000000,201.858353,0.280948,0.201787
1632845.000000,199.849686,0.280948,0.321854
1597601.000000,199.087662,0.281421,0.350707
1564000.000000,199.548798,0.281421,0.184515
1529642.000000,199.577286,0.285037,0.077346
1495319.000000,199.604019,0.285037,0.400045
1461234.000000,200.106537,0.285815,0.262162
1426464.000000,200.355972,0.285815,0.405991
1394707.000000,199.400238,0.277528,0.591239
1361564.000000,201.036133,0.277528,0.301434
1331111.000000,200.012390,0.272998,0.244693
1298573.000000,199.655228,0.272998,0.293189
1264424.000000,201.078003,0.288049,0.277933
1229967.000000,199.882980,0.288049,0.252246
1192454.000000,200.019043,0.280125,0.352448
1157229.000000,200.212463,0.280125,0.233513
1120685.000000,200.335342,0.280790,0.339517
1087611.000000,199.971100,0.280790,0.121079
1054988.000000,200.425140,0.282815,0.095289
1022605.000000,199.877975,0.282815,0.264893
990318.000000,199.480850,0.282328,0.282002
955582.000000,201.441483,0.282328,0.105500
921712.000000,200.942780,0.266551,0.291345
887045.000000,200.985382,0.266551,0.305143
855420.000000,200.688736,0.275224,0.212957
823770.000000,200.735413,0.275224,0.257495
793194.000000,200.325317,0.276053,0.347406
764227.000000,200.081879,0.276053,0.325670
732450.000000,200.510971,0.284231,0.263606
702061.000000,199.091797,0.284231,0.448531
668011.000000,200.923325,0.290254,0.129633
635009.000000,199.516144,0.290254,0.367581
600814.000000,199.037064,0.282719,0.340114
566088.000000,199.967819,0.282719,0.173671
532870.000000,198.721954,0.285171,0.442956
498325.000000,198.801880,0.285171,0.332448
465573.000000,198.694214,0.293166,0.228557
430239.000000,198.870926,0.293166,0.290381
396229.000000,198.775085,0.295369,0.329550
362309.000000,199.454422,0.295369,0.003791
330151.000000,199.653320,0.290784,0.281053
299940.000000,198.243423,0.290784,0.317268
267124.000000,200.621216,0.299414,0.304993
235949.000000,199.730347,0.299414,0.375877
200467.000000,200.201859,0.281261,0.357991
164672.000000,200.913391,0.281261,0.385412
127256.000000,200.336548,0.271243,0.258983
90324.000000,200.180969,0.271243,0.235247
56474.000000,199.988449,0.279897,0.251231
21937.000000,200.179169,0.279897,0.384387
2087644.000000,198.774979,0.281487,0.164036
2054093.000000,200.108292,0.281487,0.229356
2021127.000000,199.967773,0.284296,0.345365
1986724.000000,199.582977,0.284296,0.685353
1951679.000000,201.002686,0.288969,0.243384
1919405.000000,200.182037,0.288969,0.288912
1886230.000000,200.916412,0.279099,0.278873
1856171.000000,201.382294,0.279099,0.336404
1825132.000000,200.993576,0.269189,0.323292
1794757.000000,200.190765,0.269189,0.316274
1763224.000000,200.397308,0.279430,0.241914
1729324.000000,200.900208,0.279430,0.547451
1696380.000000,199.405304,0.271081,0.070469
1660608.000000,200.931351,0.271081,0.124572
1627114.000000,199.836105,0.277494,0.277027
1591984.000000,199.429291,0.277494,0.174330
1558178.000000,199.852081,0.289403,0.130883
1524429.000000,199.473801,0.289403,0.275429
1489479.000000,199.227966,0.288223,0.250337
1455966.000000,199.165970,0.288223,0.230840
1421397.000000,199.542496,0.292401,0.416718
1389577.000000,198.858704,0.292401,0.314719
1357090.000000,199.768753,0.292620,0.265585
1325924.000000,199.813034,0.292620,0.292236
1294062.000000,198.895798,0.282503,0.157343
1259032.000000,200.758224,0.282503,0.114461
1224607.000000,200.130219,0.277077,0.312807
1186973.000000,199.822495,0.277077,0.229012
1151738.000000,199.893433,0.284852,0.265150
1115949.000000,200.048080,0.284852,0.251460
1082485.000000,199.809540,0.283649,0.269411
1050548.000000,199.699310,0.283649,0.259804
1017549.000000,200.245972,0.288899,0.297895
985634.000000,199.020950,0.288899,0.259051
950714.000000,200.761215,0.291315,0.287689
916410.000000,200.920715,0.291315,0.548065
882716.000000,200.004852,0.272348,0.269228
850729.000000,200.191895,0.272348,0.246984
819832.000000,200.198135,0.281757,0.308095
788641.000000,200.804352,0.281757,0.215859
760017.000000,199.595459,0.273823,0.436520
728269.000000,200.183395,0.273823,0.290878
697447.000000,199.152237,0.276583,0.215559
663541.000000,200.535004,0.276583,-0.013239
629527.000000,200.495926,0.282613,0.112005
596109.000000,199.064117,0.282613,0.348039
561044.000000,199.564835,0.292097,0.196669
527966.000000,199.001587,0.292097,0.248717
493288.000000,198.998550,0.290487,0.305336
460201.000000,198.677612,0.290487,0.308927
425411.000000,198.902267,0.295355,0.279563
390530.000000,198.992004,0.295355,0.306812
357667.000000,198.899857,0.292388,0.234202
325049.000000,199.919510,0.292388,0.449737
295205.000000,198.358185,0.280813,0.236019
262239.000000,200.201019,0.280813,0.241160
230295.000000,200.313507,0.283914,0.309741
195094.000000,199.894669,0.283914,0.538011
158461.000000,200.466919,0.284428,0.419284
121894.000000,199.794128,0.284428,0.298026
84510.000000,200.064240,0.283575,0.224925
50966.000000,199.769333,0.283575,0.295160
16917.000000,199.922653,0.286144,0.432226
2082205.000000,199.184402,0.286144,0.206343
2048847.000000,200.241196,0.287270,0.203343
2015035.000000,200.700348,0.287270,0.113515
1981162.000000,199.709518,0.271916,0.226325
1945642.000000,201.325150,0.271916,0.270303
1913775.000000,200.781738,0.271092,0.292816
1880988.000000,200.659988,0.271092,0.099955
1850715.000000,200.605499,0.275249,0.417997
1820423.000000,200.260406,0.275249,0.306313
1789065.000000,200.415833,0.277753,0.299017
1757638.000000,200.230545,0.277753,0.356675
1722880.000000,201.949753,0.279250,0.348519
1689973.000000,200.373795,0.279250,0.299369
1654429.000000,200.655548,0.274102,0.245333
1620148.000000,200.645157,0.274102,0.260222
1585663.000000,199.316833,0.272797,0.312967
1551436.000000,199.245056,0.272797,0.424505
1518294.000000,199.151260,0.288861,0.269773
1482770.000000,199.155136,0.288861,0.233271
1449236.000000,198.809189,0.288188,0.253455
1414961.000000,200.230026,0.288188,-0.015954
1382648.000000,199.797775,0.277850,0.131776
1351057.000000,199.591187,0.277850,0.309652
1318599.000000,200.909103,0.289644,0.304424
1287226.000000,199.529373,0.289644,0.314089
1251429.000000,200.713257,0.281318,0.159835
1216614.000000,200.627502,0.281318,0.220018
1179073.000000,200.228989,0.273708,0.344007
1143090.000000,199.871887,0.273708,0.255229
1108706.000000,200.348923,0.280513,0.069161
1074745.000000,200.151993,0.280513,0.315511
1043113.000000,199.801697,0.275662,0.412258
1009580.000000,201.271637,0.275662,0.251114
977460.000000,199.987457,0.267179,0.213032
942835.000000,200.198822,0.267179,0.229443
907661.000000,201.027115,0.280100,0.280784
875121.000000,200.238770,0.280100,0.338639
842253.000000,200.787323,0.277388,0.155902
812374.000000,200.920761,0.277388,-0.017442
781020.000000,201.274948,0.271205,0.276385
751695.000000,199.895905,0.271205,0.358259
720426.000000,200.614532,0.282473,0.214411
688525.000000,199.911560,0.282473,0.306003
655523.000000,199.080215,0.276530,0.179038
620206.000000,200.795944,0.276530,0.414727
587327.000000,199.221359,0.271530,0.318142
552101.000000,199.297928,0.271530,0.264515
519044.000000,199.459381,0.289073,-0.005462
484693.000000,199.437775,0.289073,0.259482
450366.000000,198.931671,0.286490,0.288176
416775.000000,199.415634,0.286490,0.192928
380580.000000,200.302261,0.285101,0.270960
349097.000000,199.127029,0.285101,0.168827
316296.000000,200.847504,0.287330,0.200928
286080.000000,199.731934,0.287330,0.354322
253669.000000,200.167282,0.278668,0.309623
220004.000000,201.224350,0.278668,0.115809
185328.000000,200.060379,0.266364,0.323795
147338.000000,199.807892,0.266364,0.108390
111673.000000,199.855255,0.280319,0.217469
74550.000000,200.200317,0.280319,0.253945
40774.000000,199.479675,0.278257,0.239056
7830.000000,200.217331,0.278257,0.277116
2072209.000000,199.980499,0.280201,0.366130
2039893.000000,199.151215,0.280201,0.192201
2004730.000000,200.975494,0.288688,0.281940
1970961.000000,200.707565,0.288688,0.520037
1936067.000000,200.970749,0.268477,0.363433
1904069.000000,201.330582,0.268477,0.153323
1872374.000000,200.841217,0.267101,0.451526
1840989.000000,201.299500,0.267101,0.368407
1811631.000000,201.104141,0.265485,0.108007
1779165.000000,202.196594,0.265485,0.332418
1747499.000000,201.030884,0.256967,0.278874
1712681.000000,202.417953,0.256967,0.275258
1678803.000000,201.573837,0.259151,0.309839
1644512.000000,200.156738,0.259151,0.280124
1609074.000000,201.295227,0.277351,0.238925
1575456.000000,199.749603,0.277351,0.281402
1540582.000000,199.717010,0.281300,0.252340
1507535.000000,199.954956,0.281300,0.247971
1472049.000000,200.481094,0.279744,0.267662
1437776.000000,200.009186,0.279744,0.333259
1405107.000000,200.028351,0.276879,0.315728
1371956.000000,200.790207,0.276879,0.274870
1341648.000000,199.283005,0.269811,0.306976
1308160.000000,201.311066,0.269811,0.234525
1275912.000000,201.206223,0.268917,0.271374
1240605.000000,200.473038,0.268917,0.206572
1204303.000000,201.317795,0.273341,0.459392
1168086.000000,200.509918,0.273341,0.310854
1131156.000000,200.486511,0.270958,0.204613
1098247.000000,200.455780,0.270958,0.196869
1064446.000000,200.832672,0.275827,0.290515
1032963.000000,199.388779,0.275827,0.321508
999608.000000,200.952057,0.283076,0.269047
966266.000000,201.227402,0.283076,0.228407
932377.000000,200.843353,0.264336,0.321118
896832.000000,201.591705,0.264336,0.260730
865150.000000,201.242905,0.266334,0.286985
832389.000000,201.389557,0.266334,0.214117
802771.000000,200.869110,0.265067,0.313219
772531.000000,200.792511,0.265067,0.276404
741504.000000,201.122147,0.273818,0.381305
711098.000000,200.380707,0.273818,0.258826
677436.000000,201.929993,0.280180,-0.055145
645049.000000,200.062042,0.280180,0.425827
609507.000000,201.213867,0.276159,0.397541
575831.000000,200.853607,0.276159,0.207217
541578.000000,199.834686,0.270726,0.286539
507666.000000,199.809113,0.270726,0.177699
474438.000000,199.482422,0.282785,0.261460
438783.000000,199.957794,0.282785,0.288994
405804.000000,199.264709,0.280802,0.325129
370091.000000,200.461212,0.280802,0.479614
338561.000000,200.069000,0.277023,0.536701
307054.000000,199.792938,0.277023,0.338748
275254.000000,200.983902,0.286888,0.225879
244156.000000,199.561096,0.286888,0.270688
208957.000000,200.954865,0.282905,0.109191
174025.000000,200.895065,0.282905,0.275241
135856.000000,200.483368,0.270813,0.276724
99872.000000,200.168472,0.270813,0.263939
64595.000000,200.202927,0.279718,0.482957
29903.000000,200.719894,0.279718,0.347282
2095402.000000,199.667542,0.271209,0.286024
2061792.000000,200.783798,0.271209,0.271319
2029614.000000,199.931641,0.272681,0.108736
1994243.000000,201.046844,0.272681,0.372396
1959929.000000,201.624863,0.275656,0.287787
1926660.000000,200.549362,0.275656,0.228563
1893800.000000,201.354294,0.275758,0.314365
1863607.000000,200.661743,0.275758,0.283654
1831778.000000,201.444855,0.270760,0.326897
1802449.000000,200.215286,0.270760,0.339154
1770381.000000,201.055862,0.279176,0.221395
1737816.000000,200.255219,0.279176,0.222236
1703875.000000,200.364914,0.273612,0.340170
1668684.000000,201.626877,0.273612,0.376995
1635368.000000,199.862747,0.264882,0.268181
1599831.000000,200.030975,0.264882,0.246823
1566347.000000,199.909424,0.287278,0.406336
1531794.000000,199.877502,0.287278,0.374079
1497755.000000,199.914047,0.283351,0.358716
1463460.000000,200.234421,0.283351,0.277222
1428614.000000,200.699081,0.279888,0.319971
1396700.000000,199.952866,0.279888,0.247248
1363479.000000,201.314453,0.283834,0.342109
1333241.000000,199.953079,0.283834,0.285280
1300300.000000,200.349854,0.278097,0.258470
1266577.000000,201.236298,0.278097,0.373641
1231996.000000,200.132706,0.269958,0.347477
1194587.000000,200.421356,0.269958,0.372077
1159243.000000,200.573715,0.278839,0.216228
1122420.000000,200.844727,0.278839,0.323362
1089546.000000,200.148804,0.274060,0.603093
1056558.000000,200.995010,0.274060,0.169138
1024169.000000,200.690948,0.274934,0.273879
991753.000000,200.122864,0.274934,0.268396
957216.000000,201.576538,0.282117,0.295051
923585.000000,200.458160,0.282117,0.526320
888591.000000,201.017578,0.272613,0.410910
856904.000000,201.075623,0.272613,0.254534
825014.000000,201.154449,0.271229,0.017635
794605.000000,200.572342,0.271229,0.392278
765497.000000,200.319305,0.275576,0.228487
733777.000000,200.636627,0.275576,0.289745
703415.000000,199.393326,0.277293,0.275163
669478.000000,200.839401,0.277293,0.214882
636616.000000,199.475021,0.275348,0.368986
602133.000000,199.400726,0.275348,0.303482
567583.000000,200.131943,0.290336,0.144531
534130.000000,199.235977,0.290336,0.346367
499619.000000,199.246414,0.289286,0.392770
466681.000000,199.630615,0.289286,0.082919
431112.000000,200.005554,0.286932,0.336293
397296.000000,199.261490,0.286932,0.332018
363105.000000,200.027054,0.287157,0.343924
330928.000000,200.249771,0.287157,0.268953
300557.000000,198.827713,0.280434,0.307278
267724.000000,201.206543,0.280434,0.240379
236632.000000,199.910187,0.272016,0.283645
201161.000000,200.229523,0.272016,0.375418
165601.000000,200.531631,0.280931,0.208539
128072.000000,200.155167,0.280931,0.271663
91354.000000,199.690704,0.282239,0.341138
57375.000000,199.776093,0.282239,0.183239
22808.000000,200.054153,0.283823,0.293805
2088485.000000,198.907394,0.283823,0.318718
2054951.000000,200.193405,0.293918,0.205006
2022108.000000,199.924774,0.293918,0.303273
1987400.000000,200.276993,0.281174,0.286320
1952208.000000,202.072556,0.281174,-0.000060
1919791.000000,201.135132,0.259085,0.223622
1886711.000000,201.199615,0.259085,0.225086
1856903.000000,200.614655,0.270318,-0.199170
1825700.000000,200.637650,0.270318,0.013432
1795410.000000,199.887115,0.275780,0.380394
1763874.000000,200.109894,0.275780,0.220275
1730217.000000,200.233765,0.284678,0.432317
1697268.000000,198.821686,0.284678,0.531790
1661651.000000,200.282410,0.295137,0.191911
1628163.000000,199.593048,0.295137,0.292224
1593052.000000,199.070984,0.284994,0.280626
1559358.000000,199.512039,0.284994,0.230575
1525494.000000,199.316956,0.288146,0.469124
1490642.000000,199.292053,0.288146,0.203231
1457024.000000,199.485168,0.290060,0.240620
1422306.000000,200.194290,0.290060,0.401161
1390571.000000,199.117432,0.283712,0.296810
1357883.000000,200.348465,0.283712,0.228039
1326884.000000,200.057144,0.283115,0.310127
1294890.000000,199.121506,0.283115,0.260933
1259866.000000,201.317856,0.291051,0.197180
1225433.000000,200.490662,0.291051,0.319308
1187856.000000,199.953690,0.278604,0.294265
1152690.000000,199.858536,0.278604,0.258759
1116730.000000,200.089005,0.283000,0.376394
1083326.000000,199.843002,0.283000,0.061179
1051209.000000,200.070374,0.283283,0.147529
1018423.000000,200.044800,0.283283,0.273014
986438.000000,199.030228,0.279840,0.242907
951363.000000,201.353256,0.279840,0.240286
917161.000000,201.138260,0.270157,0.363328
883187.000000,200.675400,0.270157,0.286955
851132.000000,200.944595,0.276027,0.229678
820121.000000,200.822952,0.276027,0.496311
789187.000000,200.404480,0.276217,0.296363
760586.000000,199.153625,0.276217,0.120887
728912.000000,199.506119,0.293731,0.222853
698160.000000,198.674713,0.293731,0.340268
664430.000000,199.619553,0.294504,0.610906
630731.000000,199.335983,0.294504,0.392783
597207.000000,198.250641,0.286554,0.296048
562261.000000,199.068436,0.286554,0.229915
529023.000000,199.087326,0.290270,0.325346
494421.000000,198.952133,0.290270,0.485359
461508.000000,198.561584,0.291113,0.204862
